,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2010-10-01,7,4,7,4,11
CAMIRI,atencion odontologica,endodoncias,2010-10-01,31,55,31,55,86
CAPINOTA,atencion odontologica,endodoncias,2010-10-01,21,13,21,13,34
CARACOLLO,atencion odontologica,endodoncias,2010-10-01,14,9,14,9,23
CARANAVI,atencion odontologica,endodoncias,2010-10-01,9,36,9,36,45
CARAPARI,atencion odontologica,endodoncias,2010-10-01,33,44,33,44,77
CARMEN RIVERO TORREZ,atencion odontologica,endodoncias,2010-10-01,0,1,0,1,1
CATACORA,atencion odontologica,endodoncias,2010-10-01,1,1,1,1,2
CHALLAPATA,atencion odontologica,endodoncias,2010-10-01,2,6,2,6,8
CHAQUI,atencion odontologica,endodoncias,2010-10-01,3,4,3,4,7
CHARAGUA,atencion odontologica,endodoncias,2010-10-01,4,7,4,7,11
CHAYANTA,atencion odontologica,endodoncias,2010-10-01,0,5,0,5,5
CHIMORE,atencion odontologica,endodoncias,2010-10-01,4,19,4,19,23
CHOQUE COTA,atencion odontologica,endodoncias,2010-10-01,2,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2010-10-01,14,14,14,14,28
CHUMA,atencion odontologica,endodoncias,2010-10-01,9,9,9,9,18
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2010-10-01,0,2,0,2,2
CLIZA,atencion odontologica,endodoncias,2010-10-01,19,22,19,22,41
COBIJA,atencion odontologica,endodoncias,2010-10-01,14,31,14,31,45
COCHABAMBA,atencion odontologica,endodoncias,2010-10-01,761,948,761,948,1709
COIPASA,atencion odontologica,endodoncias,2010-10-01,1,0,1,0,1
COLCAPIRHUA,atencion odontologica,endodoncias,2010-10-01,14,15,14,15,29
"COLCHA ""K""",atencion odontologica,endodoncias,2010-10-01,1,1,1,1,2
COLLANA,atencion odontologica,endodoncias,2010-10-01,1,4,1,4,5
COLPA BELGICA,atencion odontologica,endodoncias,2010-10-01,0,7,0,7,7
COLQUECHACA,atencion odontologica,endodoncias,2010-10-01,0,1,0,1,1
COLQUENCHA,atencion odontologica,endodoncias,2010-10-01,1,3,1,3,4
COLQUIRI,atencion odontologica,endodoncias,2010-10-01,3,4,3,4,7
COMANCHE,atencion odontologica,endodoncias,2010-10-01,8,15,8,15,23
COMARAPA,atencion odontologica,endodoncias,2010-10-01,14,23,14,23,37
CONCEPCION,atencion odontologica,endodoncias,2010-10-01,1,2,1,2,3
COPACABANA,atencion odontologica,endodoncias,2010-10-01,0,4,0,4,4
COROICO,atencion odontologica,endodoncias,2010-10-01,23,25,23,25,48
CORQUE,atencion odontologica,endodoncias,2010-10-01,1,4,1,4,5
COTAGAITA,atencion odontologica,endodoncias,2010-10-01,12,9,12,9,21
COTOCA,atencion odontologica,endodoncias,2010-10-01,3,10,3,10,13
CUATRO CAÑADAS,atencion odontologica,endodoncias,2010-10-01,3,0,3,0,3
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2010-10-01,0,4,0,4,4
CUEVO,atencion odontologica,endodoncias,2010-10-01,0,1,0,1,1
CULPINA,atencion odontologica,endodoncias,2010-10-01,3,7,3,7,10
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2010-10-01,1,14,1,14,15
EL ALTO,atencion odontologica,endodoncias,2010-10-01,577,714,577,714,1291
EL PUENTE(STC),atencion odontologica,endodoncias,2010-10-01,0,1,0,1,1
EL PUENTE(TJA),atencion odontologica,endodoncias,2010-10-01,14,34,14,34,48
EL TORNO,atencion odontologica,endodoncias,2010-10-01,15,35,15,35,50
EL VILLAR,atencion odontologica,endodoncias,2010-10-01,11,6,11,6,17
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2010-10-01,4,12,4,12,16
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2010-10-01,14,2,14,2,16
ESCOMA,atencion odontologica,endodoncias,2010-10-01,7,14,7,14,21
EUCALIPTUS,atencion odontologica,endodoncias,2010-10-01,8,5,8,5,13
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2010-10-01,4,4,4,4,8
FILADELFIA,atencion odontologica,endodoncias,2010-10-01,4,3,4,3,7
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2010-10-01,2,4,2,4,6
GUANAY,atencion odontologica,endodoncias,2010-10-01,6,12,6,12,18
GUAQUI,atencion odontologica,endodoncias,2010-10-01,0,1,0,1,1
GUAYARAMERIN,atencion odontologica,endodoncias,2010-10-01,13,17,13,17,30
GUTIERREZ,atencion odontologica,endodoncias,2010-10-01,1,2,1,2,3
HUACARETA,atencion odontologica,endodoncias,2010-10-01,2,6,2,6,8
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2010-10-01,2,4,2,4,6
HUACHACALLA,atencion odontologica,endodoncias,2010-10-01,0,3,0,3,3
HUANUNI,atencion odontologica,endodoncias,2010-10-01,4,5,4,5,9
HUARACAJE,atencion odontologica,endodoncias,2010-10-01,2,3,2,3,5
HUAYLLAMARCA,atencion odontologica,endodoncias,2010-10-01,2,0,2,0,2
HUMANATA,atencion odontologica,endodoncias,2010-10-01,1,0,1,0,1
ICLA,atencion odontologica,endodoncias,2010-10-01,2,4,2,4,6
INCAHUASI,atencion odontologica,endodoncias,2010-10-01,1,3,1,3,4
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2010-10-01,0,2,0,2,2
IXIAMAS,atencion odontologica,endodoncias,2010-10-01,1,1,1,1,2
JESUS DE MACHACA,atencion odontologica,endodoncias,2010-10-01,5,5,5,5,10
LA ASUNTA,atencion odontologica,endodoncias,2010-10-01,9,29,9,29,38
LA GUARDIA,atencion odontologica,endodoncias,2010-10-01,13,22,13,22,35
LA PAZ,atencion odontologica,endodoncias,2010-10-01,828,890,828,890,1718
LAGUNILLAS,atencion odontologica,endodoncias,2010-10-01,6,4,6,4,10
LAJA,atencion odontologica,endodoncias,2010-10-01,1,2,1,2,3
LAS CARRERAS,atencion odontologica,endodoncias,2010-10-01,0,1,0,1,1
LICOMA PAMPA,atencion odontologica,endodoncias,2010-10-01,0,3,0,3,3
LLALLAGUA,atencion odontologica,endodoncias,2010-10-01,6,40,6,40,46
LLICA,atencion odontologica,endodoncias,2010-10-01,0,3,0,3,3
LURIBAY,atencion odontologica,endodoncias,2010-10-01,0,1,0,1,1
MACHACAMARCA,atencion odontologica,endodoncias,2010-10-01,1,1,1,1,2
MACHARETI,atencion odontologica,endodoncias,2010-10-01,3,7,3,7,10
MAGDALENA,atencion odontologica,endodoncias,2010-10-01,1,10,1,10,11
MAIRANA,atencion odontologica,endodoncias,2010-10-01,4,0,4,0,4
MAPIRI,atencion odontologica,endodoncias,2010-10-01,10,39,10,39,49
MECAPACA,atencion odontologica,endodoncias,2010-10-01,0,2,0,2,2
MINEROS,atencion odontologica,endodoncias,2010-10-01,11,27,11,27,38
MIZQUE,atencion odontologica,endodoncias,2010-10-01,1,14,1,14,15
MOCOMOCO,atencion odontologica,endodoncias,2010-10-01,1,2,1,2,3
MOJOCOYA,atencion odontologica,endodoncias,2010-10-01,3,9,3,9,12
MONTEAGUDO,atencion odontologica,endodoncias,2010-10-01,16,34,16,34,50
MONTERO,atencion odontologica,endodoncias,2010-10-01,19,24,19,24,43
OCURI,atencion odontologica,endodoncias,2010-10-01,2,0,2,0,2
OKINAWA,atencion odontologica,endodoncias,2010-10-01,2,0,2,0,2
OMEREQUE,atencion odontologica,endodoncias,2010-10-01,1,2,1,2,3
ORURO,atencion odontologica,endodoncias,2010-10-01,253,312,253,312,565
PADCAYA,atencion odontologica,endodoncias,2010-10-01,21,28,21,28,49
PADILLA,atencion odontologica,endodoncias,2010-10-01,3,7,3,7,10
PAILON,atencion odontologica,endodoncias,2010-10-01,13,7,13,7,20
PAMPA AULLAGAS,atencion odontologica,endodoncias,2010-10-01,0,1,0,1,1
PAMPA GRANDE,atencion odontologica,endodoncias,2010-10-01,2,9,2,9,11
PASORAPA,atencion odontologica,endodoncias,2010-10-01,0,4,0,4,4
PATACAMAYA,atencion odontologica,endodoncias,2010-10-01,25,26,25,26,51
PAZÑA,atencion odontologica,endodoncias,2010-10-01,5,5,5,5,10
PELECHUCO,atencion odontologica,endodoncias,2010-10-01,3,0,3,0,3
POCOATA,atencion odontologica,endodoncias,2010-10-01,7,9,7,9,16
POCONA,atencion odontologica,endodoncias,2010-10-01,4,2,4,2,6
POJO (CBBA),atencion odontologica,endodoncias,2010-10-01,6,10,6,10,16
POOPO,atencion odontologica,endodoncias,2010-10-01,4,9,4,9,13
PORCO,atencion odontologica,endodoncias,2010-10-01,3,5,3,5,8
POROMA,atencion odontologica,endodoncias,2010-10-01,16,11,16,11,27
PORONGO,atencion odontologica,endodoncias,2010-10-01,2,3,2,3,5
PORTACHUELO,atencion odontologica,endodoncias,2010-10-01,5,5,5,5,10
PORVENIR,atencion odontologica,endodoncias,2010-10-01,2,6,2,6,8
POTOSI,atencion odontologica,endodoncias,2010-10-01,173,181,173,181,354
PRESTO,atencion odontologica,endodoncias,2010-10-01,1,17,1,17,18
PUCARANI,atencion odontologica,endodoncias,2010-10-01,2,0,2,0,2
PUERTO ACOSTA,atencion odontologica,endodoncias,2010-10-01,1,2,1,2,3
PUERTO CARABUCO,atencion odontologica,endodoncias,2010-10-01,2,3,2,3,5
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2010-10-01,2,2,2,2,4
PUERTO RICO,atencion odontologica,endodoncias,2010-10-01,1,0,1,0,1
PUERTO SILES,atencion odontologica,endodoncias,2010-10-01,1,3,1,3,4
PUERTO SUAREZ,atencion odontologica,endodoncias,2010-10-01,4,3,4,3,7
PUERTO VILLARROEL,atencion odontologica,endodoncias,2010-10-01,36,51,36,51,87
PUNA,atencion odontologica,endodoncias,2010-10-01,1,10,1,10,11
PUNATA,atencion odontologica,endodoncias,2010-10-01,79,110,79,110,189
QUILLACOLLO,atencion odontologica,endodoncias,2010-10-01,74,69,74,69,143
QUIME,atencion odontologica,endodoncias,2010-10-01,0,4,0,4,4
QUIRUSILLAS,atencion odontologica,endodoncias,2010-10-01,1,0,1,0,1
RAVELO,atencion odontologica,endodoncias,2010-10-01,0,3,0,3,3
REYES,atencion odontologica,endodoncias,2010-10-01,4,7,4,7,11
RIBERALTA,atencion odontologica,endodoncias,2010-10-01,33,51,33,51,84
RURRENABAQUE,atencion odontologica,endodoncias,2010-10-01,6,6,6,6,12
SABAYA,atencion odontologica,endodoncias,2010-10-01,0,2,0,2,2
SACABA,atencion odontologica,endodoncias,2010-10-01,65,63,65,63,128
SACACA,atencion odontologica,endodoncias,2010-10-01,2,1,2,1,3
SAIPINA,atencion odontologica,endodoncias,2010-10-01,9,5,9,5,14
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2010-10-01,12,9,12,9,21
SAMAIPATA,atencion odontologica,endodoncias,2010-10-01,6,6,6,6,12
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2010-10-01,6,7,6,7,13
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncias,2010-10-01,2,4,2,4,6
SAN BENITO,atencion odontologica,endodoncias,2010-10-01,33,34,33,34,67
SAN BORJA,atencion odontologica,endodoncias,2010-10-01,62,107,62,107,169
SAN BUENA VENTURA,atencion odontologica,endodoncias,2010-10-01,0,2,0,2,2
SAN CARLOS,atencion odontologica,endodoncias,2010-10-01,10,26,10,26,36
SAN IGNACIO,atencion odontologica,endodoncias,2010-10-01,11,6,11,6,17
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2010-10-01,1,13,1,13,14
SAN JAVIER(STC),atencion odontologica,endodoncias,2010-10-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2010-10-01,5,11,5,11,16
SAN JULIAN,atencion odontologica,endodoncias,2010-10-01,3,11,3,11,14
SAN LORENZO(TJA),atencion odontologica,endodoncias,2010-10-01,62,118,62,118,180
SAN LUCAS,atencion odontologica,endodoncias,2010-10-01,10,7,10,7,17
SAN MATIAS,atencion odontologica,endodoncias,2010-10-01,6,7,6,7,13
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2010-10-01,11,14,11,14,25
SAN PEDRO,atencion odontologica,endodoncias,2010-10-01,0,2,0,2,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2010-10-01,2,1,2,1,3
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncias,2010-10-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncias,2010-10-01,2,2,2,2,4
SAN RAFAEL,atencion odontologica,endodoncias,2010-10-01,0,10,0,10,10
SAN RAMON BENI,atencion odontologica,endodoncias,2010-10-01,2,4,2,4,6
SAN RAMON SCZ,atencion odontologica,endodoncias,2010-10-01,5,7,5,7,12
SANTA ANA,atencion odontologica,endodoncias,2010-10-01,3,8,3,8,11
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2010-10-01,553,690,553,690,1243
SANTA ROSA,atencion odontologica,endodoncias,2010-10-01,0,10,0,10,10
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2010-10-01,0,5,0,5,5
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2010-10-01,5,6,5,6,11
SANTIVAÑES,atencion odontologica,endodoncias,2010-10-01,2,8,2,8,10
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncias,2010-10-01,1,2,1,2,3
SAPAHAQUI,atencion odontologica,endodoncias,2010-10-01,0,1,0,1,1
SHINAOTA,atencion odontologica,endodoncias,2010-10-01,33,27,33,27,60
SIPE SIPE,atencion odontologica,endodoncias,2010-10-01,16,40,16,40,56
SOPACHUY,atencion odontologica,endodoncias,2010-10-01,3,4,3,4,7
SORACACHI,atencion odontologica,endodoncias,2010-10-01,1,2,1,2,3
SORATA,atencion odontologica,endodoncias,2010-10-01,17,45,17,45,62
SUCRE,atencion odontologica,endodoncias,2010-10-01,249,396,249,396,645
TACOBAMBA,atencion odontologica,endodoncias,2010-10-01,5,4,5,4,9
TAHUA,atencion odontologica,endodoncias,2010-10-01,2,1,2,1,3
TAPACARI,atencion odontologica,endodoncias,2010-10-01,4,12,4,12,16
TARABUCO,atencion odontologica,endodoncias,2010-10-01,10,10,10,10,20
TARATA,atencion odontologica,endodoncias,2010-10-01,3,1,3,1,4
TARIJA,atencion odontologica,endodoncias,2010-10-01,568,684,568,684,1252
TARVITA,atencion odontologica,endodoncias,2010-10-01,1,8,1,8,9
TEOPONTE,atencion odontologica,endodoncias,2010-10-01,1,1,1,1,2
TINGUIPAYA,atencion odontologica,endodoncias,2010-10-01,0,1,0,1,1
TIQUIPAYA,atencion odontologica,endodoncias,2010-10-01,51,45,51,45,96
TIRAQUE (CBBA),atencion odontologica,endodoncias,2010-10-01,4,4,4,4,8
TOCO,atencion odontologica,endodoncias,2010-10-01,6,5,6,5,11
TOLATA,atencion odontologica,endodoncias,2010-10-01,0,11,0,11,11
TOMAVE,atencion odontologica,endodoncias,2010-10-01,2,2,2,2,4
TOMINA,atencion odontologica,endodoncias,2010-10-01,13,12,13,12,25
TORO TORO,atencion odontologica,endodoncias,2010-10-01,0,1,0,1,1
TOTORA(CBBA),atencion odontologica,endodoncias,2010-10-01,1,1,1,1,2
TRINIDAD,atencion odontologica,endodoncias,2010-10-01,73,91,73,91,164
TUPIZA,atencion odontologica,endodoncias,2010-10-01,102,112,102,112,214
TURCO,atencion odontologica,endodoncias,2010-10-01,1,2,1,2,3
UNCIA,atencion odontologica,endodoncias,2010-10-01,7,5,7,5,12
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2010-10-01,27,46,27,46,73
URUBICHA,atencion odontologica,endodoncias,2010-10-01,0,2,0,2,2
UYUNI,atencion odontologica,endodoncias,2010-10-01,5,9,5,9,14
VACAS,atencion odontologica,endodoncias,2010-10-01,16,8,16,8,24
VALLEGRANDE,atencion odontologica,endodoncias,2010-10-01,18,49,18,49,67
VIACHA,atencion odontologica,endodoncias,2010-10-01,9,14,9,14,23
VILA VILA,atencion odontologica,endodoncias,2010-10-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica,endodoncias,2010-10-01,0,3,0,3,3
VILLA MONTES,atencion odontologica,endodoncias,2010-10-01,33,74,33,74,107
VILLA RIVERO,atencion odontologica,endodoncias,2010-10-01,0,2,0,2,2
VILLA SERRANO,atencion odontologica,endodoncias,2010-10-01,7,11,7,11,18
VILLA TUNARI,atencion odontologica,endodoncias,2010-10-01,28,63,28,63,91
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2010-10-01,3,11,3,11,14
VILLAZON,atencion odontologica,endodoncias,2010-10-01,22,50,22,50,72
VINTO,atencion odontologica,endodoncias,2010-10-01,1,0,1,0,1
VITICHI,atencion odontologica,endodoncias,2010-10-01,3,8,3,8,11
WALDO BALLIVIAN,atencion odontologica,endodoncias,2010-10-01,2,4,2,4,6
WARNES,atencion odontologica,endodoncias,2010-10-01,5,6,5,6,11
YACUIBA,atencion odontologica,endodoncias,2010-10-01,57,106,57,106,163
YAMPARAEZ,atencion odontologica,endodoncias,2010-10-01,2,2,2,2,4
YANACACHI,atencion odontologica,endodoncias,2010-10-01,6,4,6,4,10
YAPACANI,atencion odontologica,endodoncias,2010-10-01,10,17,10,17,27
YOTALA,atencion odontologica,endodoncias,2010-10-01,5,12,5,12,17
YUNCHARA,atencion odontologica,endodoncias,2010-10-01,2,11,2,11,13
ZUDAÑEZ,atencion odontologica,endodoncias,2010-10-01,1,2,1,2,3
ACHACACHI,atencion odontologica,endodoncias,2010-11-01,15,10,15,10,25
AIQUILE,atencion odontologica,endodoncias,2010-11-01,13,25,13,25,38
ALCALA,atencion odontologica,endodoncias,2010-11-01,8,5,8,5,13
ALTO BENI,atencion odontologica,endodoncias,2010-11-01,0,1,0,1,1
ANDAMARCA,atencion odontologica,endodoncias,2010-11-01,1,1,1,1,2
ANTEQUERA,atencion odontologica,endodoncias,2010-11-01,8,12,8,12,20
ANZALDO,atencion odontologica,endodoncias,2010-11-01,1,5,1,5,6
APOLO,atencion odontologica,endodoncias,2010-11-01,0,2,0,2,2
ARANI,atencion odontologica,endodoncias,2010-11-01,13,15,13,15,28
ARBIETO,atencion odontologica,endodoncias,2010-11-01,3,9,3,9,12
ARQUE,atencion odontologica,endodoncias,2010-11-01,0,3,0,3,3
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2010-11-01,2,11,2,11,13
ATOCHA,atencion odontologica,endodoncias,2010-11-01,26,38,26,38,64
AYO AYO,atencion odontologica,endodoncias,2010-11-01,5,5,5,5,10
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2010-11-01,5,6,5,6,11
AZURDUY,atencion odontologica,endodoncias,2010-11-01,5,15,5,15,20
BATALLAS,atencion odontologica,endodoncias,2010-11-01,1,0,1,0,1
BAURES,atencion odontologica,endodoncias,2010-11-01,3,4,3,4,7
BELEN DE URMIRI,atencion odontologica,endodoncias,2010-11-01,1,1,1,1,2
BERMEJO,atencion odontologica,endodoncias,2010-11-01,42,59,42,59,101
BETANZOS,atencion odontologica,endodoncias,2010-11-01,3,6,3,6,9
BOLIVAR,atencion odontologica,endodoncias,2010-11-01,1,3,1,3,4
BOYUIBE,atencion odontologica,endodoncias,2010-11-01,0,2,0,2,2
CABEZAS,atencion odontologica,endodoncias,2010-11-01,0,1,0,1,1
"CAIZA ""D""",atencion odontologica,endodoncias,2010-11-01,1,0,1,0,1
CALACOTO,atencion odontologica,endodoncias,2010-11-01,1,1,1,1,2
CALAMARCA,atencion odontologica,endodoncias,2010-11-01,8,7,8,7,15
CAMARGO,atencion odontologica,endodoncias,2010-11-01,20,35,20,35,55
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2010-11-01,1,8,1,8,9
CAMIRI,atencion odontologica,endodoncias,2010-11-01,21,37,21,37,58
CAPINOTA,atencion odontologica,endodoncias,2010-11-01,21,24,21,24,45
CAQUIAVIRI,atencion odontologica,endodoncias,2010-11-01,0,2,0,2,2
CARACOLLO,atencion odontologica,endodoncias,2010-11-01,8,24,8,24,32
CARANAVI,atencion odontologica,endodoncias,2010-11-01,4,10,4,10,14
CARAPARI,atencion odontologica,endodoncias,2010-11-01,30,44,30,44,74
CARIPUYO,atencion odontologica,endodoncias,2010-11-01,2,12,2,12,14
CARMEN RIVERO TORREZ,atencion odontologica,endodoncias,2010-11-01,1,2,1,2,3
CHALLAPATA,atencion odontologica,endodoncias,2010-11-01,2,12,2,12,14
CHAQUI,atencion odontologica,endodoncias,2010-11-01,1,0,1,0,1
CHARAGUA,atencion odontologica,endodoncias,2010-11-01,1,3,1,3,4
CHARAÑA,atencion odontologica,endodoncias,2010-11-01,1,0,1,0,1
CHAYANTA,atencion odontologica,endodoncias,2010-11-01,5,4,5,4,9
CHIMORE,atencion odontologica,endodoncias,2010-11-01,2,12,2,12,14
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2010-11-01,8,11,8,11,19
CHUMA,atencion odontologica,endodoncias,2010-11-01,6,3,6,3,9
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2010-11-01,4,5,4,5,9
CLIZA,atencion odontologica,endodoncias,2010-11-01,24,25,24,25,49
COBIJA,atencion odontologica,endodoncias,2010-11-01,19,15,19,15,34
COCHABAMBA,atencion odontologica,endodoncias,2010-11-01,749,924,749,924,1673
COLCAPIRHUA,atencion odontologica,endodoncias,2010-11-01,12,13,12,13,25
"COLCHA ""K""",atencion odontologica,endodoncias,2010-11-01,1,4,1,4,5
COLLANA,atencion odontologica,endodoncias,2010-11-01,0,1,0,1,1
COLOMI,atencion odontologica,endodoncias,2010-11-01,0,2,0,2,2
COLPA BELGICA,atencion odontologica,endodoncias,2010-11-01,0,3,0,3,3
COLQUECHACA,atencion odontologica,endodoncias,2010-11-01,0,8,0,8,8
COLQUENCHA,atencion odontologica,endodoncias,2010-11-01,6,8,6,8,14
COLQUIRI,atencion odontologica,endodoncias,2010-11-01,2,0,2,0,2
COMANCHE,atencion odontologica,endodoncias,2010-11-01,9,2,9,2,11
COMARAPA,atencion odontologica,endodoncias,2010-11-01,2,8,2,8,10
CONCEPCION,atencion odontologica,endodoncias,2010-11-01,2,1,2,1,3
COPACABANA,atencion odontologica,endodoncias,2010-11-01,0,5,0,5,5
CORO CORO,atencion odontologica,endodoncias,2010-11-01,0,14,0,14,14
COROICO,atencion odontologica,endodoncias,2010-11-01,15,24,15,24,39
CORQUE,atencion odontologica,endodoncias,2010-11-01,1,1,1,1,2
COTAGAITA,atencion odontologica,endodoncias,2010-11-01,1,1,1,1,2
COTOCA,atencion odontologica,endodoncias,2010-11-01,0,4,0,4,4
CUATRO CAÑADAS,atencion odontologica,endodoncias,2010-11-01,1,3,1,3,4
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2010-11-01,0,3,0,3,3
CULPINA,atencion odontologica,endodoncias,2010-11-01,3,10,3,10,13
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2010-11-01,0,8,0,8,8
EL ALTO,atencion odontologica,endodoncias,2010-11-01,369,588,369,588,957
EL PUENTE(STC),atencion odontologica,endodoncias,2010-11-01,1,1,1,1,2
EL PUENTE(TJA),atencion odontologica,endodoncias,2010-11-01,5,31,5,31,36
EL TORNO,atencion odontologica,endodoncias,2010-11-01,18,33,18,33,51
EL VILLAR,atencion odontologica,endodoncias,2010-11-01,10,17,10,17,27
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2010-11-01,10,15,10,15,25
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2010-11-01,13,10,13,10,23
ESCOMA,atencion odontologica,endodoncias,2010-11-01,9,12,9,12,21
EUCALIPTUS,atencion odontologica,endodoncias,2010-11-01,5,4,5,4,9
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2010-11-01,3,7,3,7,10
FILADELFIA,atencion odontologica,endodoncias,2010-11-01,2,2,2,2,4
GUANAY,atencion odontologica,endodoncias,2010-11-01,6,15,6,15,21
GUAQUI,atencion odontologica,endodoncias,2010-11-01,0,5,0,5,5
GUAYARAMERIN,atencion odontologica,endodoncias,2010-11-01,1,3,1,3,4
GUTIERREZ,atencion odontologica,endodoncias,2010-11-01,10,23,10,23,33
HUACARETA,atencion odontologica,endodoncias,2010-11-01,2,1,2,1,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2010-11-01,0,7,0,7,7
HUACHACALLA,atencion odontologica,endodoncias,2010-11-01,2,4,2,4,6
HUANUNI,atencion odontologica,endodoncias,2010-11-01,5,13,5,13,18
HUARACAJE,atencion odontologica,endodoncias,2010-11-01,3,2,3,2,5
HUAYLLAMARCA,atencion odontologica,endodoncias,2010-11-01,2,1,2,1,3
HUMANATA,atencion odontologica,endodoncias,2010-11-01,2,5,2,5,7
ICLA,atencion odontologica,endodoncias,2010-11-01,3,3,3,3,6
INCAHUASI,atencion odontologica,endodoncias,2010-11-01,1,3,1,3,4
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2010-11-01,2,2,2,2,4
JESUS DE MACHACA,atencion odontologica,endodoncias,2010-11-01,18,8,18,8,26
LA ASUNTA,atencion odontologica,endodoncias,2010-11-01,9,25,9,25,34
LA GUARDIA,atencion odontologica,endodoncias,2010-11-01,11,21,11,21,32
LA PAZ,atencion odontologica,endodoncias,2010-11-01,680,772,680,772,1452
LAGUNILLAS,atencion odontologica,endodoncias,2010-11-01,1,3,1,3,4
LAJA,atencion odontologica,endodoncias,2010-11-01,1,0,1,0,1
LAS CARRERAS,atencion odontologica,endodoncias,2010-11-01,1,1,1,1,2
LLALLAGUA,atencion odontologica,endodoncias,2010-11-01,10,51,10,51,61
LORETO,atencion odontologica,endodoncias,2010-11-01,0,2,0,2,2
LURIBAY,atencion odontologica,endodoncias,2010-11-01,2,1,2,1,3
MACHACAMARCA,atencion odontologica,endodoncias,2010-11-01,5,8,5,8,13
MACHARETI,atencion odontologica,endodoncias,2010-11-01,2,3,2,3,5
MAGDALENA,atencion odontologica,endodoncias,2010-11-01,9,2,9,2,11
MAIRANA,atencion odontologica,endodoncias,2010-11-01,0,2,0,2,2
MAPIRI,atencion odontologica,endodoncias,2010-11-01,14,13,14,13,27
MECAPACA,atencion odontologica,endodoncias,2010-11-01,2,4,2,4,6
MINEROS,atencion odontologica,endodoncias,2010-11-01,7,10,7,10,17
MIZQUE,atencion odontologica,endodoncias,2010-11-01,0,3,0,3,3
MOCOMOCO,atencion odontologica,endodoncias,2010-11-01,0,1,0,1,1
MOJOCOYA,atencion odontologica,endodoncias,2010-11-01,1,7,1,7,8
MONTEAGUDO,atencion odontologica,endodoncias,2010-11-01,9,29,9,29,38
MONTERO,atencion odontologica,endodoncias,2010-11-01,23,37,23,37,60
OCURI,atencion odontologica,endodoncias,2010-11-01,1,0,1,0,1
OKINAWA,atencion odontologica,endodoncias,2010-11-01,4,2,4,2,6
OMEREQUE,atencion odontologica,endodoncias,2010-11-01,2,1,2,1,3
ORURO,atencion odontologica,endodoncias,2010-11-01,405,252,405,252,657
PADCAYA,atencion odontologica,endodoncias,2010-11-01,4,20,4,20,24
PADILLA,atencion odontologica,endodoncias,2010-11-01,0,3,0,3,3
PAILON,atencion odontologica,endodoncias,2010-11-01,7,10,7,10,17
PALOS BLANCOS,atencion odontologica,endodoncias,2010-11-01,1,1,1,1,2
PAMPA AULLAGAS,atencion odontologica,endodoncias,2010-11-01,2,1,2,1,3
PAMPA GRANDE,atencion odontologica,endodoncias,2010-11-01,6,2,6,2,8
