,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
TOCO,atencion odontologica,primera consulta,2010-09-01,14,25,14,25,39
TOLATA,atencion odontologica,primera consulta,2010-09-01,4,22,4,22,26
TOLEDO,atencion odontologica,primera consulta,2010-09-01,35,76,35,76,111
TOMAVE,atencion odontologica,primera consulta,2010-09-01,16,28,16,28,44
TOMINA,atencion odontologica,primera consulta,2010-09-01,62,112,62,112,174
TOTORA(CBBA),atencion odontologica,primera consulta,2010-09-01,41,59,41,59,100
TOTORA(ORR),atencion odontologica,primera consulta,2010-09-01,12,19,12,19,31
TRIGAL,atencion odontologica,primera consulta,2010-09-01,5,11,5,11,16
TRINIDAD,atencion odontologica,primera consulta,2010-09-01,332,452,332,452,784
TUPIZA,atencion odontologica,primera consulta,2010-09-01,238,276,238,276,514
TURCO,atencion odontologica,primera consulta,2010-09-01,115,105,115,105,220
UMALA,atencion odontologica,primera consulta,2010-09-01,15,11,15,11,26
UNCIA,atencion odontologica,primera consulta,2010-09-01,7,15,7,15,22
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2010-09-01,105,131,105,131,236
UYUNI,atencion odontologica,primera consulta,2010-09-01,122,121,122,121,243
VACAS,atencion odontologica,primera consulta,2010-09-01,10,8,10,8,18
VALLEGRANDE,atencion odontologica,primera consulta,2010-09-01,99,144,99,144,243
VIACHA,atencion odontologica,primera consulta,2010-09-01,166,99,166,99,265
VILA VILA,atencion odontologica,primera consulta,2010-09-01,3,1,3,1,4
VILLA CHARCAS,atencion odontologica,primera consulta,2010-09-01,73,89,73,89,162
VILLA MONTES,atencion odontologica,primera consulta,2010-09-01,296,455,296,455,751
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2010-09-01,16,27,16,27,43
VILLA RIVERO,atencion odontologica,primera consulta,2010-09-01,15,22,15,22,37
VILLA SERRANO,atencion odontologica,primera consulta,2010-09-01,45,84,45,84,129
VILLA TUNARI,atencion odontologica,primera consulta,2010-09-01,482,734,482,734,1216
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2010-09-01,150,201,150,201,351
VILLAZON,atencion odontologica,primera consulta,2010-09-01,188,221,188,221,409
VINTO,atencion odontologica,primera consulta,2010-09-01,19,36,19,36,55
VITICHI,atencion odontologica,primera consulta,2010-09-01,26,45,26,45,71
WALDO BALLIVIAN,atencion odontologica,primera consulta,2010-09-01,19,45,19,45,64
WARNES,atencion odontologica,primera consulta,2010-09-01,98,125,98,125,223
YACO,atencion odontologica,primera consulta,2010-09-01,13,25,13,25,38
YACUIBA,atencion odontologica,primera consulta,2010-09-01,342,481,342,481,823
YAMPARAEZ,atencion odontologica,primera consulta,2010-09-01,96,167,96,167,263
YANACACHI,atencion odontologica,primera consulta,2010-09-01,13,22,13,22,35
YAPACANI,atencion odontologica,primera consulta,2010-09-01,103,1103,103,1103,1206
YOCALLA,atencion odontologica,primera consulta,2010-09-01,8,31,8,31,39
YOTALA,atencion odontologica,primera consulta,2010-09-01,53,79,53,79,132
YUNCHARA,atencion odontologica,primera consulta,2010-09-01,22,48,22,48,70
ZUDAÑEZ,atencion odontologica,primera consulta,2010-09-01,13,25,13,25,38
ACACIO,atencion odontologica,primera consulta,2010-10-01,3,2,3,2,5
ACHACACHI,atencion odontologica,primera consulta,2010-10-01,151,210,151,210,361
ACHOCALLA,atencion odontologica,primera consulta,2010-10-01,28,54,28,54,82
AIQUILE,atencion odontologica,primera consulta,2010-10-01,44,86,44,86,130
ALALAY,atencion odontologica,primera consulta,2010-10-01,7,9,7,9,16
ALCALA,atencion odontologica,primera consulta,2010-10-01,9,36,9,36,45
ALTO BENI,atencion odontologica,primera consulta,2010-10-01,4,3,4,3,7
ANDAMARCA,atencion odontologica,primera consulta,2010-10-01,28,26,28,26,54
ANTEQUERA,atencion odontologica,primera consulta,2010-10-01,17,18,17,18,35
ANZALDO,atencion odontologica,primera consulta,2010-10-01,15,29,15,29,44
APOLO,atencion odontologica,primera consulta,2010-10-01,13,35,13,35,48
ARAMPAMPA,atencion odontologica,primera consulta,2010-10-01,3,2,3,2,5
ARANI,atencion odontologica,primera consulta,2010-10-01,118,135,118,135,253
ARBIETO,atencion odontologica,primera consulta,2010-10-01,37,83,37,83,120
ARQUE,atencion odontologica,primera consulta,2010-10-01,17,17,17,17,34
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2010-10-01,38,72,38,72,110
ATOCHA,atencion odontologica,primera consulta,2010-10-01,255,237,255,237,492
AYATA,atencion odontologica,primera consulta,2010-10-01,38,42,38,42,80
AYO AYO,atencion odontologica,primera consulta,2010-10-01,17,24,17,24,41
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2010-10-01,39,71,39,71,110
AZURDUY,atencion odontologica,primera consulta,2010-10-01,1,9,1,9,10
BATALLAS,atencion odontologica,primera consulta,2010-10-01,41,63,41,63,104
BAURES,atencion odontologica,primera consulta,2010-10-01,10,21,10,21,31
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2010-10-01,15,21,15,21,36
BELEN DE URMIRI,atencion odontologica,primera consulta,2010-10-01,12,18,12,18,30
BELLA FLOR,atencion odontologica,primera consulta,2010-10-01,14,21,14,21,35
BERMEJO,atencion odontologica,primera consulta,2010-10-01,349,404,349,404,753
BETANZOS,atencion odontologica,primera consulta,2010-10-01,56,94,56,94,150
BOLIVAR,atencion odontologica,primera consulta,2010-10-01,113,122,113,122,235
BOYUIBE,atencion odontologica,primera consulta,2010-10-01,12,30,12,30,42
BUENA VISTA,atencion odontologica,primera consulta,2010-10-01,9,16,9,16,25
CABEZAS,atencion odontologica,primera consulta,2010-10-01,43,97,43,97,140
CAIROMA,atencion odontologica,primera consulta,2010-10-01,40,49,40,49,89
"CAIZA ""D""",atencion odontologica,primera consulta,2010-10-01,24,32,24,32,56
CAJUATA,atencion odontologica,primera consulta,2010-10-01,12,17,12,17,29
CALACOTO,atencion odontologica,primera consulta,2010-10-01,73,94,73,94,167
CALAMARCA,atencion odontologica,primera consulta,2010-10-01,40,53,40,53,93
CAMARGO,atencion odontologica,primera consulta,2010-10-01,20,21,20,21,41
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2010-10-01,28,21,28,21,49
CAMIRI,atencion odontologica,primera consulta,2010-10-01,129,174,129,174,303
CAPINOTA,atencion odontologica,primera consulta,2010-10-01,138,127,138,127,265
CAQUIAVIRI,atencion odontologica,primera consulta,2010-10-01,24,32,24,32,56
CARACOLLO,atencion odontologica,primera consulta,2010-10-01,35,47,35,47,82
CARANAVI,atencion odontologica,primera consulta,2010-10-01,124,206,124,206,330
CARAPARI,atencion odontologica,primera consulta,2010-10-01,71,111,71,111,182
CARIPUYO,atencion odontologica,primera consulta,2010-10-01,210,236,210,236,446
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2010-10-01,46,61,46,61,107
CATACORA,atencion odontologica,primera consulta,2010-10-01,8,3,8,3,11
CHALLAPATA,atencion odontologica,primera consulta,2010-10-01,103,149,103,149,252
CHAQUI,atencion odontologica,primera consulta,2010-10-01,27,30,27,30,57
CHARAGUA,atencion odontologica,primera consulta,2010-10-01,42,97,42,97,139
CHARAÑA,atencion odontologica,primera consulta,2010-10-01,13,15,13,15,28
CHAYANTA,atencion odontologica,primera consulta,2010-10-01,81,171,81,171,252
CHIMORE,atencion odontologica,primera consulta,2010-10-01,47,87,47,87,134
CHIPAYA,atencion odontologica,primera consulta,2010-10-01,4,9,4,9,13
CHOQUE COTA,atencion odontologica,primera consulta,2010-10-01,3,3,3,3,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2010-10-01,29,37,29,37,66
CHUMA,atencion odontologica,primera consulta,2010-10-01,79,140,79,140,219
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2010-10-01,93,87,93,87,180
CKOCHAS,atencion odontologica,primera consulta,2010-10-01,16,21,16,21,37
CLIZA,atencion odontologica,primera consulta,2010-10-01,47,49,47,49,96
COBIJA,atencion odontologica,primera consulta,2010-10-01,198,171,198,171,369
COCAPATA,atencion odontologica,primera consulta,2010-10-01,92,118,92,118,210
COCHABAMBA,atencion odontologica,primera consulta,2010-10-01,1846,2638,1846,2638,4484
COIPASA,atencion odontologica,primera consulta,2010-10-01,10,14,10,14,24
COLCAPIRHUA,atencion odontologica,primera consulta,2010-10-01,51,106,51,106,157
"COLCHA ""K""",atencion odontologica,primera consulta,2010-10-01,35,53,35,53,88
COLLANA,atencion odontologica,primera consulta,2010-10-01,14,22,14,22,36
COLOMI,atencion odontologica,primera consulta,2010-10-01,38,86,38,86,124
COLPA BELGICA,atencion odontologica,primera consulta,2010-10-01,8,20,8,20,28
COLQUECHACA,atencion odontologica,primera consulta,2010-10-01,64,105,64,105,169
COLQUENCHA,atencion odontologica,primera consulta,2010-10-01,15,19,15,19,34
COLQUIRI,atencion odontologica,primera consulta,2010-10-01,49,55,49,55,104
COMANCHE,atencion odontologica,primera consulta,2010-10-01,22,36,22,36,58
COMARAPA,atencion odontologica,primera consulta,2010-10-01,55,74,55,74,129
CONCEPCION,atencion odontologica,primera consulta,2010-10-01,27,40,27,40,67
COPACABANA,atencion odontologica,primera consulta,2010-10-01,31,30,31,30,61
CORIPATA,atencion odontologica,primera consulta,2010-10-01,39,57,39,57,96
CORO CORO,atencion odontologica,primera consulta,2010-10-01,76,95,76,95,171
COROICO,atencion odontologica,primera consulta,2010-10-01,4,7,4,7,11
CORQUE,atencion odontologica,primera consulta,2010-10-01,34,57,34,57,91
COTAGAITA,atencion odontologica,primera consulta,2010-10-01,144,230,144,230,374
COTOCA,atencion odontologica,primera consulta,2010-10-01,33,235,33,235,268
CUATRO CAÑADAS,atencion odontologica,primera consulta,2010-10-01,43,70,43,70,113
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2010-10-01,4,11,4,11,15
CUEVO,atencion odontologica,primera consulta,2010-10-01,16,22,16,22,38
CULPINA,atencion odontologica,primera consulta,2010-10-01,95,114,95,114,209
DESAGUADERO,atencion odontologica,primera consulta,2010-10-01,32,44,32,44,76
EL ALTO,atencion odontologica,primera consulta,2010-10-01,2325,3106,2325,3106,5431
EL CHORO,atencion odontologica,primera consulta,2010-10-01,2,3,2,3,5
EL PUENTE(STC),atencion odontologica,primera consulta,2010-10-01,10,16,10,16,26
EL PUENTE(TJA),atencion odontologica,primera consulta,2010-10-01,55,78,55,78,133
EL TORNO,atencion odontologica,primera consulta,2010-10-01,155,283,155,283,438
EL VILLAR,atencion odontologica,primera consulta,2010-10-01,26,29,26,29,55
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2010-10-01,109,195,109,195,304
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2010-10-01,83,74,83,74,157
ESCOMA,atencion odontologica,primera consulta,2010-10-01,107,127,107,127,234
EUCALIPTUS,atencion odontologica,primera consulta,2010-10-01,14,15,14,15,29
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2010-10-01,12,29,12,29,41
FILADELFIA,atencion odontologica,primera consulta,2010-10-01,18,22,18,22,40
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2010-10-01,120,176,120,176,296
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2010-10-01,26,29,26,29,55
GUANAY,atencion odontologica,primera consulta,2010-10-01,97,146,97,146,243
GUAQUI,atencion odontologica,primera consulta,2010-10-01,14,19,14,19,33
GUAYARAMERIN,atencion odontologica,primera consulta,2010-10-01,183,201,183,201,384
GUTIERREZ,atencion odontologica,primera consulta,2010-10-01,34,85,34,85,119
HUACARETA,atencion odontologica,primera consulta,2010-10-01,16,22,16,22,38
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2010-10-01,14,34,14,34,48
HUACHACALLA,atencion odontologica,primera consulta,2010-10-01,8,7,8,7,15
HUANUNI,atencion odontologica,primera consulta,2010-10-01,48,43,48,43,91
HUARACAJE,atencion odontologica,primera consulta,2010-10-01,9,11,9,11,20
HUARINA,atencion odontologica,primera consulta,2010-10-01,17,27,17,27,44
HUAYLLAMARCA,atencion odontologica,primera consulta,2010-10-01,13,22,13,22,35
HUMANATA,atencion odontologica,primera consulta,2010-10-01,25,29,25,29,54
ICLA,atencion odontologica,primera consulta,2010-10-01,42,84,42,84,126
INCAHUASI,atencion odontologica,primera consulta,2010-10-01,85,113,85,113,198
INQUISIVI,atencion odontologica,primera consulta,2010-10-01,21,39,21,39,60
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2010-10-01,34,51,34,51,85
IXIAMAS,atencion odontologica,primera consulta,2010-10-01,10,10,10,10,20
JESUS DE MACHACA,atencion odontologica,primera consulta,2010-10-01,80,95,80,95,175
LA ASUNTA,atencion odontologica,primera consulta,2010-10-01,75,77,75,77,152
LA GUARDIA,atencion odontologica,primera consulta,2010-10-01,84,131,84,131,215
LA PAZ,atencion odontologica,primera consulta,2010-10-01,2871,3806,2871,3806,6677
LA RIVERA,atencion odontologica,primera consulta,2010-10-01,4,1,4,1,5
LAGUNILLAS,atencion odontologica,primera consulta,2010-10-01,33,23,33,23,56
LAJA,atencion odontologica,primera consulta,2010-10-01,109,137,109,137,246
LAS CARRERAS,atencion odontologica,primera consulta,2010-10-01,12,15,12,15,27
LICOMA PAMPA,atencion odontologica,primera consulta,2010-10-01,1,8,1,8,9
LLALLAGUA,atencion odontologica,primera consulta,2010-10-01,71,97,71,97,168
LLICA,atencion odontologica,primera consulta,2010-10-01,16,20,16,20,36
LURIBAY,atencion odontologica,primera consulta,2010-10-01,61,54,61,54,115
MACHACAMARCA,atencion odontologica,primera consulta,2010-10-01,13,9,13,9,22
MACHARETI,atencion odontologica,primera consulta,2010-10-01,42,46,42,46,88
MAGDALENA,atencion odontologica,primera consulta,2010-10-01,8,16,8,16,24
MAIRANA,atencion odontologica,primera consulta,2010-10-01,29,54,29,54,83
MALLA,atencion odontologica,primera consulta,2010-10-01,16,21,16,21,37
MAPIRI,atencion odontologica,primera consulta,2010-10-01,87,105,87,105,192
MECAPACA,atencion odontologica,primera consulta,2010-10-01,31,40,31,40,71
MINEROS,atencion odontologica,primera consulta,2010-10-01,30,66,30,66,96
MIZQUE,atencion odontologica,primera consulta,2010-10-01,86,178,86,178,264
MOCOMOCO,atencion odontologica,primera consulta,2010-10-01,177,174,177,174,351
MOJOCOYA,atencion odontologica,primera consulta,2010-10-01,7,10,7,10,17
MONTEAGUDO,atencion odontologica,primera consulta,2010-10-01,58,100,58,100,158
MONTERO,atencion odontologica,primera consulta,2010-10-01,575,725,575,725,1300
MORO MORO,atencion odontologica,primera consulta,2010-10-01,2,16,2,16,18
MOROCHATA,atencion odontologica,primera consulta,2010-10-01,6,7,6,7,13
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2010-10-01,6,7,6,7,13
OCURI,atencion odontologica,primera consulta,2010-10-01,51,29,51,29,80
OKINAWA,atencion odontologica,primera consulta,2010-10-01,20,17,20,17,37
OMEREQUE,atencion odontologica,primera consulta,2010-10-01,2,2,2,2,4
ORURO,atencion odontologica,primera consulta,2010-10-01,840,1231,840,1231,2071
PADCAYA,atencion odontologica,primera consulta,2010-10-01,41,89,41,89,130
PADILLA,atencion odontologica,primera consulta,2010-10-01,29,44,29,44,73
PAILON,atencion odontologica,primera consulta,2010-10-01,164,194,164,194,358
PALCA,atencion odontologica,primera consulta,2010-10-01,16,29,16,29,45
PALOS BLANCOS,atencion odontologica,primera consulta,2010-10-01,42,47,42,47,89
PAMPA AULLAGAS,atencion odontologica,primera consulta,2010-10-01,0,1,0,1,1
PAMPA GRANDE,atencion odontologica,primera consulta,2010-10-01,16,22,16,22,38
PAPEL PAMPA,atencion odontologica,primera consulta,2010-10-01,60,78,60,78,138
PASORAPA,atencion odontologica,primera consulta,2010-10-01,4,7,4,7,11
PATACAMAYA,atencion odontologica,primera consulta,2010-10-01,68,92,68,92,160
PAZÑA,atencion odontologica,primera consulta,2010-10-01,12,11,12,11,23
PELECHUCO,atencion odontologica,primera consulta,2010-10-01,73,61,73,61,134
POCOATA,atencion odontologica,primera consulta,2010-10-01,28,31,28,31,59
POCONA,atencion odontologica,primera consulta,2010-10-01,218,218,218,218,436
POJO (CBBA),atencion odontologica,primera consulta,2010-10-01,46,72,46,72,118
POOPO,atencion odontologica,primera consulta,2010-10-01,30,67,30,67,97
PORCO,atencion odontologica,primera consulta,2010-10-01,22,48,22,48,70
POROMA,atencion odontologica,primera consulta,2010-10-01,6,14,6,14,20
PORONGO,atencion odontologica,primera consulta,2010-10-01,36,36,36,36,72
PORTACHUELO,atencion odontologica,primera consulta,2010-10-01,104,149,104,149,253
PORVENIR,atencion odontologica,primera consulta,2010-10-01,20,15,20,15,35
POSTRER VALLE,atencion odontologica,primera consulta,2010-10-01,9,7,9,7,16
POTOSI,atencion odontologica,primera consulta,2010-10-01,602,969,602,969,1571
PUCARA,atencion odontologica,primera consulta,2010-10-01,9,7,9,7,16
PUCARANI,atencion odontologica,primera consulta,2010-10-01,83,137,83,137,220
PUERTO ACOSTA,atencion odontologica,primera consulta,2010-10-01,115,61,115,61,176
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2010-10-01,24,49,24,49,73
PUERTO PEREZ,atencion odontologica,primera consulta,2010-10-01,26,38,26,38,64
PUERTO QUIJARRO,atencion odontologica,primera consulta,2010-10-01,28,45,28,45,73
PUERTO RICO,atencion odontologica,primera consulta,2010-10-01,70,111,70,111,181
PUERTO SILES,atencion odontologica,primera consulta,2010-10-01,1,6,1,6,7
PUERTO SUAREZ,atencion odontologica,primera consulta,2010-10-01,614,645,614,645,1259
PUERTO VILLARROEL,atencion odontologica,primera consulta,2010-10-01,114,144,114,144,258
PUNA,atencion odontologica,primera consulta,2010-10-01,45,67,45,67,112
PUNATA,atencion odontologica,primera consulta,2010-10-01,79,125,79,125,204
QUIABAYA,atencion odontologica,primera consulta,2010-10-01,80,74,80,74,154
QUILLACOLLO,atencion odontologica,primera consulta,2010-10-01,350,493,350,493,843
QUIME,atencion odontologica,primera consulta,2010-10-01,140,147,140,147,287
QUIRUSILLAS,atencion odontologica,primera consulta,2010-10-01,6,6,6,6,12
RAVELO,atencion odontologica,primera consulta,2010-10-01,11,19,11,19,30
RIBERALTA,atencion odontologica,primera consulta,2010-10-01,329,666,329,666,995
ROBORE,atencion odontologica,primera consulta,2010-10-01,72,72,72,72,144
RURRENABAQUE,atencion odontologica,primera consulta,2010-10-01,155,204,155,204,359
SABAYA,atencion odontologica,primera consulta,2010-10-01,13,9,13,9,22
SACABA,atencion odontologica,primera consulta,2010-10-01,521,560,521,560,1081
SACABAMBA,atencion odontologica,primera consulta,2010-10-01,4,4,4,4,8
SACACA,atencion odontologica,primera consulta,2010-10-01,46,46,46,46,92
SAIPINA,atencion odontologica,primera consulta,2010-10-01,43,79,43,79,122
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2010-10-01,57,75,57,75,132
SAMAIPATA,atencion odontologica,primera consulta,2010-10-01,28,27,28,27,55
SAN AGUSTIN,atencion odontologica,primera consulta,2010-10-01,8,0,8,0,8
SAN ANDRES,atencion odontologica,primera consulta,2010-10-01,58,76,58,76,134
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2010-10-01,34,64,34,64,98
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2010-10-01,13,16,13,16,29
SAN BENITO,atencion odontologica,primera consulta,2010-10-01,31,51,31,51,82
SAN BORJA,atencion odontologica,primera consulta,2010-10-01,316,402,316,402,718
SAN BUENA VENTURA,atencion odontologica,primera consulta,2010-10-01,8,7,8,7,15
SAN CARLOS,atencion odontologica,primera consulta,2010-10-01,12,31,12,31,43
SAN IGNACIO,atencion odontologica,primera consulta,2010-10-01,56,145,56,145,201
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2010-10-01,595,603,595,603,1198
SAN JAVIER(STC),atencion odontologica,primera consulta,2010-10-01,4,13,4,13,17
SAN JOAQUIN,atencion odontologica,primera consulta,2010-10-01,232,238,232,238,470
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2010-10-01,144,181,144,181,325
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2010-10-01,32,74,32,74,106
SAN JULIAN,atencion odontologica,primera consulta,2010-10-01,83,116,83,116,199
SAN LORENZO(PND),atencion odontologica,primera consulta,2010-10-01,18,45,18,45,63
SAN LORENZO(TJA),atencion odontologica,primera consulta,2010-10-01,126,198,126,198,324
SAN LUCAS,atencion odontologica,primera consulta,2010-10-01,6,17,6,17,23
SAN MATIAS,atencion odontologica,primera consulta,2010-10-01,117,208,117,208,325
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2010-10-01,22,32,22,32,54
SAN PEDRO,atencion odontologica,primera consulta,2010-10-01,35,30,35,30,65
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2010-10-01,301,317,301,317,618
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2010-10-01,37,41,37,41,78
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2010-10-01,11,20,11,20,31
SAN RAFAEL,atencion odontologica,primera consulta,2010-10-01,15,48,15,48,63
SAN RAMON SCZ,atencion odontologica,primera consulta,2010-10-01,29,39,29,39,68
SANTA ANA,atencion odontologica,primera consulta,2010-10-01,39,85,39,85,124
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2010-10-01,3007,4264,3007,4264,7271
SANTA ROSA,atencion odontologica,primera consulta,2010-10-01,205,251,205,251,456
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2010-10-01,160,203,160,203,363
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2010-10-01,33,53,33,53,86
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2010-10-01,68,66,68,66,134
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2010-10-01,53,46,53,46,99
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2010-10-01,12,7,12,7,19
SANTIVAÑES,atencion odontologica,primera consulta,2010-10-01,3,6,3,6,9
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2010-10-01,0,1,0,1,1
SAPAHAQUI,atencion odontologica,primera consulta,2010-10-01,13,25,13,25,38
SENA,atencion odontologica,primera consulta,2010-10-01,13,28,13,28,41
SHINAOTA,atencion odontologica,primera consulta,2010-10-01,31,42,31,42,73
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2010-10-01,47,72,47,72,119
SICAYA,atencion odontologica,primera consulta,2010-10-01,13,21,13,21,34
SIPE SIPE,atencion odontologica,primera consulta,2010-10-01,56,126,56,126,182
SOPACHUY,atencion odontologica,primera consulta,2010-10-01,4,8,4,8,12
SORACACHI,atencion odontologica,primera consulta,2010-10-01,29,24,29,24,53
SORATA,atencion odontologica,primera consulta,2010-10-01,54,52,54,52,106
SUCRE,atencion odontologica,primera consulta,2010-10-01,1186,1738,1186,1738,2924
TACACOMA,atencion odontologica,primera consulta,2010-10-01,16,17,16,17,33
TACOPAYA,atencion odontologica,primera consulta,2010-10-01,1,0,1,0,1
TAHUA,atencion odontologica,primera consulta,2010-10-01,5,17,5,17,22
TAPACARI,atencion odontologica,primera consulta,2010-10-01,136,140,136,140,276
TARABUCO,atencion odontologica,primera consulta,2010-10-01,378,395,378,395,773
TARACO,atencion odontologica,primera consulta,2010-10-01,27,48,27,48,75
TARATA,atencion odontologica,primera consulta,2010-10-01,13,14,13,14,27
TARIJA,atencion odontologica,primera consulta,2010-10-01,793,1176,793,1176,1969
TARVITA,atencion odontologica,primera consulta,2010-10-01,82,99,82,99,181
TEOPONTE,atencion odontologica,primera consulta,2010-10-01,11,9,11,9,20
TIAWANACU,atencion odontologica,primera consulta,2010-10-01,93,162,93,162,255
TINGUIPAYA,atencion odontologica,primera consulta,2010-10-01,32,58,32,58,90
TIPUANI,atencion odontologica,primera consulta,2010-10-01,17,8,17,8,25
TIQUIPAYA,atencion odontologica,primera consulta,2010-10-01,161,209,161,209,370
TIRAQUE (CBBA),atencion odontologica,primera consulta,2010-10-01,1,10,1,10,11
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2010-10-01,7,24,7,24,31
TOCO,atencion odontologica,primera consulta,2010-10-01,12,25,12,25,37
TOLATA,atencion odontologica,primera consulta,2010-10-01,24,47,24,47,71
TOLEDO,atencion odontologica,primera consulta,2010-10-01,32,55,32,55,87
TOMAVE,atencion odontologica,primera consulta,2010-10-01,42,43,42,43,85
TOMINA,atencion odontologica,primera consulta,2010-10-01,33,64,33,64,97
TORO TORO,atencion odontologica,primera consulta,2010-10-01,90,126,90,126,216
TOTORA(CBBA),atencion odontologica,primera consulta,2010-10-01,185,238,185,238,423
TOTORA(ORR),atencion odontologica,primera consulta,2010-10-01,5,10,5,10,15
TRIGAL,atencion odontologica,primera consulta,2010-10-01,27,28,27,28,55
TRINIDAD,atencion odontologica,primera consulta,2010-10-01,326,480,326,480,806
TUPIZA,atencion odontologica,primera consulta,2010-10-01,234,267,234,267,501
TURCO,atencion odontologica,primera consulta,2010-10-01,17,34,17,34,51
UMALA,atencion odontologica,primera consulta,2010-10-01,12,7,12,7,19
UNCIA,atencion odontologica,primera consulta,2010-10-01,12,35,12,35,47
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2010-10-01,73,96,73,96,169
UYUNI,atencion odontologica,primera consulta,2010-10-01,75,104,75,104,179
VACAS,atencion odontologica,primera consulta,2010-10-01,111,120,111,120,231
VALLEGRANDE,atencion odontologica,primera consulta,2010-10-01,71,116,71,116,187
VIACHA,atencion odontologica,primera consulta,2010-10-01,112,158,112,158,270
VILA VILA,atencion odontologica,primera consulta,2010-10-01,3,2,3,2,5
VILLA CHARCAS,atencion odontologica,primera consulta,2010-10-01,295,352,295,352,647
VILLA MONTES,atencion odontologica,primera consulta,2010-10-01,241,419,241,419,660
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2010-10-01,17,37,17,37,54
VILLA RIVERO,atencion odontologica,primera consulta,2010-10-01,13,20,13,20,33
VILLA SERRANO,atencion odontologica,primera consulta,2010-10-01,15,14,15,14,29
VILLA TUNARI,atencion odontologica,primera consulta,2010-10-01,329,588,329,588,917
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2010-10-01,95,105,95,105,200
VILLAZON,atencion odontologica,primera consulta,2010-10-01,97,250,97,250,347
VINTO,atencion odontologica,primera consulta,2010-10-01,21,20,21,20,41
VITICHI,atencion odontologica,primera consulta,2010-10-01,68,79,68,79,147
WALDO BALLIVIAN,atencion odontologica,primera consulta,2010-10-01,12,24,12,24,36
WARNES,atencion odontologica,primera consulta,2010-10-01,61,64,61,64,125
YACO,atencion odontologica,primera consulta,2010-10-01,21,20,21,20,41
YACUIBA,atencion odontologica,primera consulta,2010-10-01,396,447,396,447,843
YAMPARAEZ,atencion odontologica,primera consulta,2010-10-01,25,49,25,49,74
YANACACHI,atencion odontologica,primera consulta,2010-10-01,13,23,13,23,36
YAPACANI,atencion odontologica,primera consulta,2010-10-01,84,145,84,145,229
YOCALLA,atencion odontologica,primera consulta,2010-10-01,49,73,49,73,122
YOTALA,atencion odontologica,primera consulta,2010-10-01,37,71,37,71,108
YUNCHARA,atencion odontologica,primera consulta,2010-10-01,19,37,19,37,56
ZUDAÑEZ,atencion odontologica,primera consulta,2010-10-01,2,13,2,13,15
ACACIO,atencion odontologica,primera consulta,2010-11-01,67,63,67,63,130
ACHACACHI,atencion odontologica,primera consulta,2010-11-01,202,249,202,249,451
ACHOCALLA,atencion odontologica,primera consulta,2010-11-01,35,76,35,76,111
