,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2010-10-01,3,4,3,4,7
OCURI,atencion odontologica,cirugia bucal menor,2010-10-01,24,17,24,17,41
OKINAWA,atencion odontologica,cirugia bucal menor,2010-10-01,15,14,15,14,29
OMEREQUE,atencion odontologica,cirugia bucal menor,2010-10-01,16,16,16,16,32
ORURO,atencion odontologica,cirugia bucal menor,2010-10-01,308,480,308,480,788
PADCAYA,atencion odontologica,cirugia bucal menor,2010-10-01,41,93,41,93,134
PADILLA,atencion odontologica,cirugia bucal menor,2010-10-01,15,26,15,26,41
PAILON,atencion odontologica,cirugia bucal menor,2010-10-01,39,57,39,57,96
PALCA,atencion odontologica,cirugia bucal menor,2010-10-01,8,17,8,17,25
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2010-10-01,29,18,29,18,47
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2010-10-01,17,28,17,28,45
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2010-10-01,3,11,3,11,14
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2010-10-01,12,18,12,18,30
PASORAPA,atencion odontologica,cirugia bucal menor,2010-10-01,1,10,1,10,11
PATACAMAYA,atencion odontologica,cirugia bucal menor,2010-10-01,24,60,24,60,84
PAZÑA,atencion odontologica,cirugia bucal menor,2010-10-01,13,17,13,17,30
PELECHUCO,atencion odontologica,cirugia bucal menor,2010-10-01,23,26,23,26,49
POCOATA,atencion odontologica,cirugia bucal menor,2010-10-01,17,36,17,36,53
POCONA,atencion odontologica,cirugia bucal menor,2010-10-01,96,104,96,104,200
POJO (CBBA),atencion odontologica,cirugia bucal menor,2010-10-01,28,72,28,72,100
POOPO,atencion odontologica,cirugia bucal menor,2010-10-01,16,29,16,29,45
PORCO,atencion odontologica,cirugia bucal menor,2010-10-01,0,21,0,21,21
POROMA,atencion odontologica,cirugia bucal menor,2010-10-01,10,6,10,6,16
PORONGO,atencion odontologica,cirugia bucal menor,2010-10-01,36,38,36,38,74
PORTACHUELO,atencion odontologica,cirugia bucal menor,2010-10-01,49,47,49,47,96
PORVENIR,atencion odontologica,cirugia bucal menor,2010-10-01,6,8,6,8,14
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2010-10-01,15,24,15,24,39
POTOSI,atencion odontologica,cirugia bucal menor,2010-10-01,71,198,71,198,269
PRESTO,atencion odontologica,cirugia bucal menor,2010-10-01,13,121,13,121,134
PUCARA,atencion odontologica,cirugia bucal menor,2010-10-01,4,8,4,8,12
PUCARANI,atencion odontologica,cirugia bucal menor,2010-10-01,137,207,137,207,344
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2010-10-01,43,40,43,40,83
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2010-10-01,23,34,23,34,57
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2010-10-01,2,2,2,2,4
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2010-10-01,21,15,21,15,36
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2010-10-01,0,2,0,2,2
PUERTO RICO,atencion odontologica,cirugia bucal menor,2010-10-01,51,41,51,41,92
PUERTO SILES,atencion odontologica,cirugia bucal menor,2010-10-01,20,20,20,20,40
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2010-10-01,26,39,26,39,65
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2010-10-01,23,63,23,63,86
PUNA,atencion odontologica,cirugia bucal menor,2010-10-01,15,30,15,30,45
PUNATA,atencion odontologica,cirugia bucal menor,2010-10-01,35,65,35,65,100
QUIABAYA,atencion odontologica,cirugia bucal menor,2010-10-01,13,25,13,25,38
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2010-10-01,46,89,46,89,135
QUIME,atencion odontologica,cirugia bucal menor,2010-10-01,33,57,33,57,90
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2010-10-01,5,14,5,14,19
RAVELO,atencion odontologica,cirugia bucal menor,2010-10-01,13,26,13,26,39
REYES,atencion odontologica,cirugia bucal menor,2010-10-01,19,18,19,18,37
RIBERALTA,atencion odontologica,cirugia bucal menor,2010-10-01,478,608,478,608,1086
ROBORE,atencion odontologica,cirugia bucal menor,2010-10-01,19,17,19,17,36
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2010-10-01,58,78,58,78,136
SABAYA,atencion odontologica,cirugia bucal menor,2010-10-01,21,31,21,31,52
SACABA,atencion odontologica,cirugia bucal menor,2010-10-01,209,239,209,239,448
SACABAMBA,atencion odontologica,cirugia bucal menor,2010-10-01,9,9,9,9,18
SACACA,atencion odontologica,cirugia bucal menor,2010-10-01,11,17,11,17,28
SAIPINA,atencion odontologica,cirugia bucal menor,2010-10-01,11,20,11,20,31
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2010-10-01,13,17,13,17,30
SAMAIPATA,atencion odontologica,cirugia bucal menor,2010-10-01,42,26,42,26,68
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2010-10-01,4,2,4,2,6
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2010-10-01,37,50,37,50,87
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2010-10-01,10,27,10,27,37
SAN BENITO,atencion odontologica,cirugia bucal menor,2010-10-01,5,20,5,20,25
SAN BORJA,atencion odontologica,cirugia bucal menor,2010-10-01,261,459,261,459,720
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2010-10-01,5,10,5,10,15
SAN CARLOS,atencion odontologica,cirugia bucal menor,2010-10-01,11,13,11,13,24
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2010-10-01,42,62,42,62,104
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2010-10-01,33,38,33,38,71
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2010-10-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2010-10-01,53,89,53,89,142
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2010-10-01,8,33,8,33,41
SAN JULIAN,atencion odontologica,cirugia bucal menor,2010-10-01,7,1,7,1,8
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2010-10-01,0,7,0,7,7
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2010-10-01,98,139,98,139,237
SAN LUCAS,atencion odontologica,cirugia bucal menor,2010-10-01,30,80,30,80,110
SAN MATIAS,atencion odontologica,cirugia bucal menor,2010-10-01,31,64,31,64,95
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2010-10-01,18,27,18,27,45
SAN PEDRO,atencion odontologica,cirugia bucal menor,2010-10-01,0,9,0,9,9
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2010-10-01,28,72,28,72,100
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2010-10-01,13,8,13,8,21
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2010-10-01,2,7,2,7,9
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2010-10-01,6,34,6,34,40
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2010-10-01,23,40,23,40,63
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2010-10-01,8,7,8,7,15
SANTA ANA,atencion odontologica,cirugia bucal menor,2010-10-01,20,29,20,29,49
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2010-10-01,340,616,340,616,956
SANTA ROSA,atencion odontologica,cirugia bucal menor,2010-10-01,17,31,17,31,48
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2010-10-01,30,36,30,36,66
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2010-10-01,8,22,8,22,30
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2010-10-01,48,53,48,53,101
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2010-10-01,16,7,16,7,23
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2010-10-01,26,44,26,44,70
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2010-10-01,8,11,8,11,19
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2010-10-01,7,15,7,15,22
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2010-10-01,7,19,7,19,26
SENA,atencion odontologica,cirugia bucal menor,2010-10-01,33,76,33,76,109
SHINAOTA,atencion odontologica,cirugia bucal menor,2010-10-01,21,23,21,23,44
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2010-10-01,23,24,23,24,47
SICAYA,atencion odontologica,cirugia bucal menor,2010-10-01,1,11,1,11,12
SIPE SIPE,atencion odontologica,cirugia bucal menor,2010-10-01,11,40,11,40,51
SOPACHUY,atencion odontologica,cirugia bucal menor,2010-10-01,10,22,10,22,32
SORACACHI,atencion odontologica,cirugia bucal menor,2010-10-01,5,5,5,5,10
SORATA,atencion odontologica,cirugia bucal menor,2010-10-01,48,47,48,47,95
SUCRE,atencion odontologica,cirugia bucal menor,2010-10-01,359,484,359,484,843
TACACOMA,atencion odontologica,cirugia bucal menor,2010-10-01,25,28,25,28,53
TACOPAYA,atencion odontologica,cirugia bucal menor,2010-10-01,5,3,5,3,8
TAHUA,atencion odontologica,cirugia bucal menor,2010-10-01,2,6,2,6,8
TAPACARI,atencion odontologica,cirugia bucal menor,2010-10-01,22,36,22,36,58
TARABUCO,atencion odontologica,cirugia bucal menor,2010-10-01,30,81,30,81,111
TARACO,atencion odontologica,cirugia bucal menor,2010-10-01,13,34,13,34,47
TARATA,atencion odontologica,cirugia bucal menor,2010-10-01,3,10,3,10,13
TARIJA,atencion odontologica,cirugia bucal menor,2010-10-01,461,651,461,651,1112
TARVITA,atencion odontologica,cirugia bucal menor,2010-10-01,18,62,18,62,80
TEOPONTE,atencion odontologica,cirugia bucal menor,2010-10-01,9,8,9,8,17
TIAWANACU,atencion odontologica,cirugia bucal menor,2010-10-01,39,81,39,81,120
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2010-10-01,12,32,12,32,44
TIPUANI,atencion odontologica,cirugia bucal menor,2010-10-01,2,10,2,10,12
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2010-10-01,58,70,58,70,128
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2010-10-01,9,8,9,8,17
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2010-10-01,10,20,10,20,30
TOCO,atencion odontologica,cirugia bucal menor,2010-10-01,14,32,14,32,46
TOLATA,atencion odontologica,cirugia bucal menor,2010-10-01,12,31,12,31,43
TOLEDO,atencion odontologica,cirugia bucal menor,2010-10-01,24,23,24,23,47
TOMAVE,atencion odontologica,cirugia bucal menor,2010-10-01,20,47,20,47,67
TOMINA,atencion odontologica,cirugia bucal menor,2010-10-01,12,33,12,33,45
TORO TORO,atencion odontologica,cirugia bucal menor,2010-10-01,8,17,8,17,25
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2010-10-01,27,59,27,59,86
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2010-10-01,0,3,0,3,3
TRIGAL,atencion odontologica,cirugia bucal menor,2010-10-01,6,21,6,21,27
TRINIDAD,atencion odontologica,cirugia bucal menor,2010-10-01,71,90,71,90,161
TUPIZA,atencion odontologica,cirugia bucal menor,2010-10-01,25,52,25,52,77
TURCO,atencion odontologica,cirugia bucal menor,2010-10-01,18,54,18,54,72
UMALA,atencion odontologica,cirugia bucal menor,2010-10-01,2,2,2,2,4
UNCIA,atencion odontologica,cirugia bucal menor,2010-10-01,15,7,15,7,22
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2010-10-01,51,146,51,146,197
URUBICHA,atencion odontologica,cirugia bucal menor,2010-10-01,7,15,7,15,22
UYUNI,atencion odontologica,cirugia bucal menor,2010-10-01,13,31,13,31,44
VACAS,atencion odontologica,cirugia bucal menor,2010-10-01,5,13,5,13,18
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2010-10-01,13,32,13,32,45
VIACHA,atencion odontologica,cirugia bucal menor,2010-10-01,15,35,15,35,50
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2010-10-01,22,25,22,25,47
VILLA MONTES,atencion odontologica,cirugia bucal menor,2010-10-01,156,312,156,312,468
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2010-10-01,4,14,4,14,18
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2010-10-01,5,2,5,2,7
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2010-10-01,1,25,1,25,26
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2010-10-01,55,88,55,88,143
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2010-10-01,36,73,36,73,109
VILLAZON,atencion odontologica,cirugia bucal menor,2010-10-01,52,132,52,132,184
VINTO,atencion odontologica,cirugia bucal menor,2010-10-01,6,19,6,19,25
VITICHI,atencion odontologica,cirugia bucal menor,2010-10-01,26,82,26,82,108
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2010-10-01,12,19,12,19,31
WARNES,atencion odontologica,cirugia bucal menor,2010-10-01,55,62,55,62,117
YACO,atencion odontologica,cirugia bucal menor,2010-10-01,16,15,16,15,31
YACUIBA,atencion odontologica,cirugia bucal menor,2010-10-01,177,266,177,266,443
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2010-10-01,9,51,9,51,60
YANACACHI,atencion odontologica,cirugia bucal menor,2010-10-01,22,21,22,21,43
YAPACANI,atencion odontologica,cirugia bucal menor,2010-10-01,25,77,25,77,102
YOCALLA,atencion odontologica,cirugia bucal menor,2010-10-01,3,16,3,16,19
YOTALA,atencion odontologica,cirugia bucal menor,2010-10-01,4,14,4,14,18
YUNCHARA,atencion odontologica,cirugia bucal menor,2010-10-01,6,34,6,34,40
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2010-10-01,8,16,8,16,24
ACACIO,atencion odontologica,cirugia bucal menor,2010-11-01,13,30,13,30,43
ACHACACHI,atencion odontologica,cirugia bucal menor,2010-11-01,71,107,71,107,178
ACHOCALLA,atencion odontologica,cirugia bucal menor,2010-11-01,12,43,12,43,55
AIQUILE,atencion odontologica,cirugia bucal menor,2010-11-01,5,14,5,14,19
ALALAY,atencion odontologica,cirugia bucal menor,2010-11-01,3,10,3,10,13
ALCALA,atencion odontologica,cirugia bucal menor,2010-11-01,12,30,12,30,42
ALTO BENI,atencion odontologica,cirugia bucal menor,2010-11-01,9,11,9,11,20
ANCORAIMES,atencion odontologica,cirugia bucal menor,2010-11-01,34,71,34,71,105
ANDAMARCA,atencion odontologica,cirugia bucal menor,2010-11-01,10,22,10,22,32
ANTEQUERA,atencion odontologica,cirugia bucal menor,2010-11-01,7,11,7,11,18
ANZALDO,atencion odontologica,cirugia bucal menor,2010-11-01,10,32,10,32,42
APOLO,atencion odontologica,cirugia bucal menor,2010-11-01,26,38,26,38,64
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2010-11-01,2,4,2,4,6
ARANI,atencion odontologica,cirugia bucal menor,2010-11-01,16,20,16,20,36
ARBIETO,atencion odontologica,cirugia bucal menor,2010-11-01,0,4,0,4,4
ARQUE,atencion odontologica,cirugia bucal menor,2010-11-01,4,26,4,26,30
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2010-11-01,21,47,21,47,68
ATOCHA,atencion odontologica,cirugia bucal menor,2010-11-01,44,60,44,60,104
AYATA,atencion odontologica,cirugia bucal menor,2010-11-01,35,41,35,41,76
AYO AYO,atencion odontologica,cirugia bucal menor,2010-11-01,9,31,9,31,40
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2010-11-01,20,50,20,50,70
AZURDUY,atencion odontologica,cirugia bucal menor,2010-11-01,15,49,15,49,64
BATALLAS,atencion odontologica,cirugia bucal menor,2010-11-01,17,34,17,34,51
BAURES,atencion odontologica,cirugia bucal menor,2010-11-01,10,10,10,10,20
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2010-11-01,0,1,0,1,1
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2010-11-01,3,16,3,16,19
BELLA FLOR,atencion odontologica,cirugia bucal menor,2010-11-01,3,7,3,7,10
BERMEJO,atencion odontologica,cirugia bucal menor,2010-11-01,78,121,78,121,199
BETANZOS,atencion odontologica,cirugia bucal menor,2010-11-01,53,98,53,98,151
BOLIVAR,atencion odontologica,cirugia bucal menor,2010-11-01,15,25,15,25,40
BOYUIBE,atencion odontologica,cirugia bucal menor,2010-11-01,23,27,23,27,50
CABEZAS,atencion odontologica,cirugia bucal menor,2010-11-01,36,38,36,38,74
CAIROMA,atencion odontologica,cirugia bucal menor,2010-11-01,31,44,31,44,75
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2010-11-01,17,26,17,26,43
CAJUATA,atencion odontologica,cirugia bucal menor,2010-11-01,8,15,8,15,23
CALACOTO,atencion odontologica,cirugia bucal menor,2010-11-01,38,20,38,20,58
CALAMARCA,atencion odontologica,cirugia bucal menor,2010-11-01,35,65,35,65,100
CAMARGO,atencion odontologica,cirugia bucal menor,2010-11-01,25,68,25,68,93
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2010-11-01,13,15,13,15,28
CAMIRI,atencion odontologica,cirugia bucal menor,2010-11-01,59,98,59,98,157
CAPINOTA,atencion odontologica,cirugia bucal menor,2010-11-01,6,5,6,5,11
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2010-11-01,38,53,38,53,91
CARACOLLO,atencion odontologica,cirugia bucal menor,2010-11-01,48,64,48,64,112
CARANAVI,atencion odontologica,cirugia bucal menor,2010-11-01,38,52,38,52,90
CARAPARI,atencion odontologica,cirugia bucal menor,2010-11-01,87,109,87,109,196
CARIPUYO,atencion odontologica,cirugia bucal menor,2010-11-01,15,25,15,25,40
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2010-11-01,10,12,10,12,22
CATACORA,atencion odontologica,cirugia bucal menor,2010-11-01,12,23,12,23,35
CHALLAPATA,atencion odontologica,cirugia bucal menor,2010-11-01,85,93,85,93,178
CHAQUI,atencion odontologica,cirugia bucal menor,2010-11-01,5,6,5,6,11
CHARAGUA,atencion odontologica,cirugia bucal menor,2010-11-01,43,112,43,112,155
CHARAÑA,atencion odontologica,cirugia bucal menor,2010-11-01,9,17,9,17,26
CHAYANTA,atencion odontologica,cirugia bucal menor,2010-11-01,17,41,17,41,58
CHIMORE,atencion odontologica,cirugia bucal menor,2010-11-01,34,22,34,22,56
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2010-11-01,1,5,1,5,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2010-11-01,31,42,31,42,73
CHUMA,atencion odontologica,cirugia bucal menor,2010-11-01,37,71,37,71,108
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2010-11-01,15,24,15,24,39
CKOCHAS,atencion odontologica,cirugia bucal menor,2010-11-01,7,24,7,24,31
CLIZA,atencion odontologica,cirugia bucal menor,2010-11-01,22,37,22,37,59
COBIJA,atencion odontologica,cirugia bucal menor,2010-11-01,30,67,30,67,97
COCAPATA,atencion odontologica,cirugia bucal menor,2010-11-01,5,12,5,12,17
COCHABAMBA,atencion odontologica,cirugia bucal menor,2010-11-01,292,380,292,380,672
COIPASA,atencion odontologica,cirugia bucal menor,2010-11-01,9,7,9,7,16
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2010-11-01,20,46,20,46,66
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2010-11-01,17,24,17,24,41
COLLANA,atencion odontologica,cirugia bucal menor,2010-11-01,3,7,3,7,10
COLOMI,atencion odontologica,cirugia bucal menor,2010-11-01,22,32,22,32,54
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2010-11-01,2,20,2,20,22
COLQUECHACA,atencion odontologica,cirugia bucal menor,2010-11-01,25,48,25,48,73
COLQUENCHA,atencion odontologica,cirugia bucal menor,2010-11-01,23,35,23,35,58
COLQUIRI,atencion odontologica,cirugia bucal menor,2010-11-01,61,62,61,62,123
COMANCHE,atencion odontologica,cirugia bucal menor,2010-11-01,153,197,153,197,350
COMARAPA,atencion odontologica,cirugia bucal menor,2010-11-01,6,18,6,18,24
CONCEPCION,atencion odontologica,cirugia bucal menor,2010-11-01,21,24,21,24,45
COPACABANA,atencion odontologica,cirugia bucal menor,2010-11-01,59,62,59,62,121
CORIPATA,atencion odontologica,cirugia bucal menor,2010-11-01,25,41,25,41,66
CORO CORO,atencion odontologica,cirugia bucal menor,2010-11-01,18,40,18,40,58
COROICO,atencion odontologica,cirugia bucal menor,2010-11-01,33,74,33,74,107
CORQUE,atencion odontologica,cirugia bucal menor,2010-11-01,7,16,7,16,23
COTAGAITA,atencion odontologica,cirugia bucal menor,2010-11-01,3,3,3,3,6
COTOCA,atencion odontologica,cirugia bucal menor,2010-11-01,26,25,26,25,51
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2010-11-01,70,137,70,137,207
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2010-11-01,0,6,0,6,6
CUEVO,atencion odontologica,cirugia bucal menor,2010-11-01,5,3,5,3,8
CULPINA,atencion odontologica,cirugia bucal menor,2010-11-01,36,45,36,45,81
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2010-11-01,19,19,19,19,38
CURVA,atencion odontologica,cirugia bucal menor,2010-11-01,3,2,3,2,5
DESAGUADERO,atencion odontologica,cirugia bucal menor,2010-11-01,26,24,26,24,50
EL ALTO,atencion odontologica,cirugia bucal menor,2010-11-01,872,1256,872,1256,2128
EL CHORO,atencion odontologica,cirugia bucal menor,2010-11-01,1,0,1,0,1
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2010-11-01,24,45,24,45,69
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2010-11-01,39,87,39,87,126
EL TORNO,atencion odontologica,cirugia bucal menor,2010-11-01,35,70,35,70,105
EL VILLAR,atencion odontologica,cirugia bucal menor,2010-11-01,24,44,24,44,68
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2010-11-01,47,130,47,130,177
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2010-11-01,3,9,3,9,12
ESCOMA,atencion odontologica,cirugia bucal menor,2010-11-01,39,37,39,37,76
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2010-11-01,4,24,4,24,28
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2010-11-01,17,20,17,20,37
FILADELFIA,atencion odontologica,cirugia bucal menor,2010-11-01,18,30,18,30,48
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2010-11-01,12,17,12,17,29
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2010-11-01,13,38,13,38,51
GUANAY,atencion odontologica,cirugia bucal menor,2010-11-01,17,24,17,24,41
GUAQUI,atencion odontologica,cirugia bucal menor,2010-11-01,36,36,36,36,72
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2010-11-01,21,26,21,26,47
GUTIERREZ,atencion odontologica,cirugia bucal menor,2010-11-01,59,112,59,112,171
HUACARETA,atencion odontologica,cirugia bucal menor,2010-11-01,24,20,24,20,44
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2010-11-01,16,13,16,13,29
HUACHACALLA,atencion odontologica,cirugia bucal menor,2010-11-01,15,10,15,10,25
HUANUNI,atencion odontologica,cirugia bucal menor,2010-11-01,11,27,11,27,38
HUARACAJE,atencion odontologica,cirugia bucal menor,2010-11-01,5,7,5,7,12
HUARINA,atencion odontologica,cirugia bucal menor,2010-11-01,7,20,7,20,27
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2010-11-01,12,17,12,17,29
HUMANATA,atencion odontologica,cirugia bucal menor,2010-11-01,19,43,19,43,62
ICLA,atencion odontologica,cirugia bucal menor,2010-11-01,11,53,11,53,64
INCAHUASI,atencion odontologica,cirugia bucal menor,2010-11-01,12,50,12,50,62
INQUISIVI,atencion odontologica,cirugia bucal menor,2010-11-01,33,48,33,48,81
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2010-11-01,37,53,37,53,90
IXIAMAS,atencion odontologica,cirugia bucal menor,2010-11-01,30,55,30,55,85
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2010-11-01,63,69,63,69,132
LA ASUNTA,atencion odontologica,cirugia bucal menor,2010-11-01,30,39,30,39,69
LA GUARDIA,atencion odontologica,cirugia bucal menor,2010-11-01,38,82,38,82,120
LA PAZ,atencion odontologica,cirugia bucal menor,2010-11-01,773,855,773,855,1628
LA RIVERA,atencion odontologica,cirugia bucal menor,2010-11-01,1,1,1,1,2
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2010-11-01,8,8,8,8,16
LAJA,atencion odontologica,cirugia bucal menor,2010-11-01,62,101,62,101,163
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2010-11-01,1,8,1,8,9
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2010-11-01,11,21,11,21,32
LLALLAGUA,atencion odontologica,cirugia bucal menor,2010-11-01,19,50,19,50,69
LLICA,atencion odontologica,cirugia bucal menor,2010-11-01,11,24,11,24,35
LURIBAY,atencion odontologica,cirugia bucal menor,2010-11-01,8,23,8,23,31
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2010-11-01,19,29,19,29,48
MACHARETI,atencion odontologica,cirugia bucal menor,2010-11-01,5,18,5,18,23
MAGDALENA,atencion odontologica,cirugia bucal menor,2010-11-01,9,22,9,22,31
MAIRANA,atencion odontologica,cirugia bucal menor,2010-11-01,25,21,25,21,46
MALLA,atencion odontologica,cirugia bucal menor,2010-11-01,26,33,26,33,59
MAPIRI,atencion odontologica,cirugia bucal menor,2010-11-01,9,20,9,20,29
MECAPACA,atencion odontologica,cirugia bucal menor,2010-11-01,14,23,14,23,37
MINEROS,atencion odontologica,cirugia bucal menor,2010-11-01,36,48,36,48,84
MIZQUE,atencion odontologica,cirugia bucal menor,2010-11-01,7,23,7,23,30
MOCOMOCO,atencion odontologica,cirugia bucal menor,2010-11-01,46,76,46,76,122
MOJOCOYA,atencion odontologica,cirugia bucal menor,2010-11-01,10,44,10,44,54
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2010-11-01,31,34,31,34,65
MONTERO,atencion odontologica,cirugia bucal menor,2010-11-01,62,79,62,79,141
MORO MORO,atencion odontologica,cirugia bucal menor,2010-11-01,2,9,2,9,11
MOROCHATA,atencion odontologica,cirugia bucal menor,2010-11-01,5,22,5,22,27
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2010-11-01,23,13,23,13,36
OCURI,atencion odontologica,cirugia bucal menor,2010-11-01,20,55,20,55,75
OKINAWA,atencion odontologica,cirugia bucal menor,2010-11-01,11,12,11,12,23
OMEREQUE,atencion odontologica,cirugia bucal menor,2010-11-01,15,45,15,45,60
ORURO,atencion odontologica,cirugia bucal menor,2010-11-01,360,529,360,529,889
PADCAYA,atencion odontologica,cirugia bucal menor,2010-11-01,21,37,21,37,58
PADILLA,atencion odontologica,cirugia bucal menor,2010-11-01,8,37,8,37,45
PAILON,atencion odontologica,cirugia bucal menor,2010-11-01,33,66,33,66,99
