,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
BELLA FLOR,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
BERMEJO,atencion odontologica,periodoncias,2010-10-01,28,53,28,53,81
BETANZOS,atencion odontologica,periodoncias,2010-10-01,11,30,11,30,41
BOLIVAR,atencion odontologica,periodoncias,2010-10-01,0,2,0,2,2
CABEZAS,atencion odontologica,periodoncias,2010-10-01,20,6,20,6,26
CAIROMA,atencion odontologica,periodoncias,2010-10-01,2,2,2,2,4
"CAIZA ""D""",atencion odontologica,periodoncias,2010-10-01,0,2,0,2,2
CAJUATA,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
CALACOTO,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
CAMARGO,atencion odontologica,periodoncias,2010-10-01,5,13,5,13,18
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2010-10-01,1,3,1,3,4
CAMIRI,atencion odontologica,periodoncias,2010-10-01,41,61,41,61,102
CAPINOTA,atencion odontologica,periodoncias,2010-10-01,0,2,0,2,2
CAQUIAVIRI,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
CARACOLLO,atencion odontologica,periodoncias,2010-10-01,6,20,6,20,26
CARANAVI,atencion odontologica,periodoncias,2010-10-01,1,8,1,8,9
CARAPARI,atencion odontologica,periodoncias,2010-10-01,23,30,23,30,53
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2010-10-01,18,4,18,4,22
CATACORA,atencion odontologica,periodoncias,2010-10-01,2,2,2,2,4
CHALLAPATA,atencion odontologica,periodoncias,2010-10-01,1,3,1,3,4
CHARAGUA,atencion odontologica,periodoncias,2010-10-01,0,3,0,3,3
CHARAÑA,atencion odontologica,periodoncias,2010-10-01,3,5,3,5,8
CHAYANTA,atencion odontologica,periodoncias,2010-10-01,1,1,1,1,2
CHIMORE,atencion odontologica,periodoncias,2010-10-01,3,17,3,17,20
CHIPAYA,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2010-10-01,3,2,3,2,5
CHUMA,atencion odontologica,periodoncias,2010-10-01,2,7,2,7,9
CLIZA,atencion odontologica,periodoncias,2010-10-01,12,34,12,34,46
COBIJA,atencion odontologica,periodoncias,2010-10-01,12,10,12,10,22
COCAPATA,atencion odontologica,periodoncias,2010-10-01,0,10,0,10,10
COCHABAMBA,atencion odontologica,periodoncias,2010-10-01,413,743,413,743,1156
COIPASA,atencion odontologica,periodoncias,2010-10-01,1,3,1,3,4
COLCAPIRHUA,atencion odontologica,periodoncias,2010-10-01,4,23,4,23,27
COLPA BELGICA,atencion odontologica,periodoncias,2010-10-01,0,17,0,17,17
COLQUECHACA,atencion odontologica,periodoncias,2010-10-01,12,34,12,34,46
COLQUENCHA,atencion odontologica,periodoncias,2010-10-01,0,3,0,3,3
COLQUIRI,atencion odontologica,periodoncias,2010-10-01,6,7,6,7,13
COMANCHE,atencion odontologica,periodoncias,2010-10-01,4,15,4,15,19
COMARAPA,atencion odontologica,periodoncias,2010-10-01,15,14,15,14,29
CONCEPCION,atencion odontologica,periodoncias,2010-10-01,2,2,2,2,4
CORIPATA,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
CORO CORO,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
COROICO,atencion odontologica,periodoncias,2010-10-01,2,7,2,7,9
CORQUE,atencion odontologica,periodoncias,2010-10-01,0,2,0,2,2
COTAGAITA,atencion odontologica,periodoncias,2010-10-01,3,2,3,2,5
COTOCA,atencion odontologica,periodoncias,2010-10-01,3,49,3,49,52
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2010-10-01,0,6,0,6,6
CULPINA,atencion odontologica,periodoncias,2010-10-01,1,0,1,0,1
DESAGUADERO,atencion odontologica,periodoncias,2010-10-01,2,1,2,1,3
EL ALTO,atencion odontologica,periodoncias,2010-10-01,184,266,184,266,450
EL PUENTE(STC),atencion odontologica,periodoncias,2010-10-01,0,2,0,2,2
EL PUENTE(TJA),atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
EL TORNO,atencion odontologica,periodoncias,2010-10-01,16,73,16,73,89
EL VILLAR,atencion odontologica,periodoncias,2010-10-01,4,15,4,15,19
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2010-10-01,1,3,1,3,4
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2010-10-01,0,4,0,4,4
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2010-10-01,2,5,2,5,7
FILADELFIA,atencion odontologica,periodoncias,2010-10-01,1,0,1,0,1
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2010-10-01,62,12,62,12,74
GUANAY,atencion odontologica,periodoncias,2010-10-01,1,2,1,2,3
GUAYARAMERIN,atencion odontologica,periodoncias,2010-10-01,5,41,5,41,46
GUTIERREZ,atencion odontologica,periodoncias,2010-10-01,0,3,0,3,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2010-10-01,0,2,0,2,2
HUACHACALLA,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
HUARACAJE,atencion odontologica,periodoncias,2010-10-01,6,10,6,10,16
HUAYLLAMARCA,atencion odontologica,periodoncias,2010-10-01,3,2,3,2,5
ICLA,atencion odontologica,periodoncias,2010-10-01,2,2,2,2,4
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2010-10-01,1,5,1,5,6
JESUS DE MACHACA,atencion odontologica,periodoncias,2010-10-01,1,0,1,0,1
LA ASUNTA,atencion odontologica,periodoncias,2010-10-01,2,3,2,3,5
LA GUARDIA,atencion odontologica,periodoncias,2010-10-01,6,14,6,14,20
LA PAZ,atencion odontologica,periodoncias,2010-10-01,1837,2239,1837,2239,4076
LA RIVERA,atencion odontologica,periodoncias,2010-10-01,2,0,2,0,2
LAGUNILLAS,atencion odontologica,periodoncias,2010-10-01,13,21,13,21,34
LAJA,atencion odontologica,periodoncias,2010-10-01,0,5,0,5,5
LAS CARRERAS,atencion odontologica,periodoncias,2010-10-01,0,5,0,5,5
LICOMA PAMPA,atencion odontologica,periodoncias,2010-10-01,0,3,0,3,3
LLALLAGUA,atencion odontologica,periodoncias,2010-10-01,1,4,1,4,5
LLICA,atencion odontologica,periodoncias,2010-10-01,0,2,0,2,2
MACHACAMARCA,atencion odontologica,periodoncias,2010-10-01,2,4,2,4,6
MAGDALENA,atencion odontologica,periodoncias,2010-10-01,1,1,1,1,2
MAIRANA,atencion odontologica,periodoncias,2010-10-01,2,19,2,19,21
MAPIRI,atencion odontologica,periodoncias,2010-10-01,4,3,4,3,7
MECAPACA,atencion odontologica,periodoncias,2010-10-01,6,2,6,2,8
MINEROS,atencion odontologica,periodoncias,2010-10-01,0,3,0,3,3
MIZQUE,atencion odontologica,periodoncias,2010-10-01,2,15,2,15,17
MOCOMOCO,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
MOJOCOYA,atencion odontologica,periodoncias,2010-10-01,1,1,1,1,2
MONTEAGUDO,atencion odontologica,periodoncias,2010-10-01,2,10,2,10,12
MONTERO,atencion odontologica,periodoncias,2010-10-01,72,99,72,99,171
MOROCHATA,atencion odontologica,periodoncias,2010-10-01,0,4,0,4,4
OKINAWA,atencion odontologica,periodoncias,2010-10-01,5,10,5,10,15
OMEREQUE,atencion odontologica,periodoncias,2010-10-01,0,2,0,2,2
ORURO,atencion odontologica,periodoncias,2010-10-01,68,111,68,111,179
PADCAYA,atencion odontologica,periodoncias,2010-10-01,7,5,7,5,12
PADILLA,atencion odontologica,periodoncias,2010-10-01,2,7,2,7,9
PAILON,atencion odontologica,periodoncias,2010-10-01,4,3,4,3,7
PALCA,atencion odontologica,periodoncias,2010-10-01,0,9,0,9,9
PALOS BLANCOS,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
PAMPA AULLAGAS,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
PAMPA GRANDE,atencion odontologica,periodoncias,2010-10-01,1,16,1,16,17
PASORAPA,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
PATACAMAYA,atencion odontologica,periodoncias,2010-10-01,6,16,6,16,22
PAZÑA,atencion odontologica,periodoncias,2010-10-01,3,2,3,2,5
PELECHUCO,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
POCOATA,atencion odontologica,periodoncias,2010-10-01,0,7,0,7,7
POCONA,atencion odontologica,periodoncias,2010-10-01,2,7,2,7,9
POJO (CBBA),atencion odontologica,periodoncias,2010-10-01,1,20,1,20,21
POOPO,atencion odontologica,periodoncias,2010-10-01,2,10,2,10,12
PORCO,atencion odontologica,periodoncias,2010-10-01,2,12,2,12,14
POROMA,atencion odontologica,periodoncias,2010-10-01,1,6,1,6,7
PORTACHUELO,atencion odontologica,periodoncias,2010-10-01,3,2,3,2,5
PORVENIR,atencion odontologica,periodoncias,2010-10-01,5,2,5,2,7
POSTRER VALLE,atencion odontologica,periodoncias,2010-10-01,1,0,1,0,1
POTOSI,atencion odontologica,periodoncias,2010-10-01,12,42,12,42,54
PRESTO,atencion odontologica,periodoncias,2010-10-01,1,1,1,1,2
PUCARANI,atencion odontologica,periodoncias,2010-10-01,2,2,2,2,4
PUERTO ACOSTA,atencion odontologica,periodoncias,2010-10-01,1,1,1,1,2
PUERTO CARABUCO,atencion odontologica,periodoncias,2010-10-01,0,4,0,4,4
PUERTO PEREZ,atencion odontologica,periodoncias,2010-10-01,1,4,1,4,5
PUERTO QUIJARRO,atencion odontologica,periodoncias,2010-10-01,4,3,4,3,7
PUERTO RICO,atencion odontologica,periodoncias,2010-10-01,1,3,1,3,4
PUERTO SILES,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
PUERTO SUAREZ,atencion odontologica,periodoncias,2010-10-01,21,26,21,26,47
PUERTO VILLARROEL,atencion odontologica,periodoncias,2010-10-01,21,20,21,20,41
PUNA,atencion odontologica,periodoncias,2010-10-01,1,4,1,4,5
PUNATA,atencion odontologica,periodoncias,2010-10-01,15,122,15,122,137
QUILLACOLLO,atencion odontologica,periodoncias,2010-10-01,14,29,14,29,43
QUIME,atencion odontologica,periodoncias,2010-10-01,0,5,0,5,5
QUIRUSILLAS,atencion odontologica,periodoncias,2010-10-01,3,4,3,4,7
REYES,atencion odontologica,periodoncias,2010-10-01,5,6,5,6,11
RIBERALTA,atencion odontologica,periodoncias,2010-10-01,22,99,22,99,121
ROBORE,atencion odontologica,periodoncias,2010-10-01,4,9,4,9,13
RURRENABAQUE,atencion odontologica,periodoncias,2010-10-01,139,145,139,145,284
SACABA,atencion odontologica,periodoncias,2010-10-01,209,199,209,199,408
SACABAMBA,atencion odontologica,periodoncias,2010-10-01,1,2,1,2,3
SAIPINA,atencion odontologica,periodoncias,2010-10-01,1,5,1,5,6
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2010-10-01,3,3,3,3,6
SAMAIPATA,atencion odontologica,periodoncias,2010-10-01,2,1,2,1,3
SAN ANDRES,atencion odontologica,periodoncias,2010-10-01,7,11,7,11,18
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2010-10-01,27,40,27,40,67
SAN BENITO,atencion odontologica,periodoncias,2010-10-01,12,16,12,16,28
SAN BORJA,atencion odontologica,periodoncias,2010-10-01,15,10,15,10,25
SAN BUENA VENTURA,atencion odontologica,periodoncias,2010-10-01,1,0,1,0,1
SAN CARLOS,atencion odontologica,periodoncias,2010-10-01,4,7,4,7,11
SAN IGNACIO,atencion odontologica,periodoncias,2010-10-01,6,6,6,6,12
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2010-10-01,11,5,11,5,16
SAN JULIAN,atencion odontologica,periodoncias,2010-10-01,3,2,3,2,5
SAN LORENZO(TJA),atencion odontologica,periodoncias,2010-10-01,2,0,2,0,2
SAN LUCAS,atencion odontologica,periodoncias,2010-10-01,1,4,1,4,5
SAN MATIAS,atencion odontologica,periodoncias,2010-10-01,44,57,44,57,101
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2010-10-01,0,4,0,4,4
SAN PEDRO,atencion odontologica,periodoncias,2010-10-01,22,0,22,0,22
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncias,2010-10-01,1,1,1,1,2
SAN RAFAEL,atencion odontologica,periodoncias,2010-10-01,14,44,14,44,58
SAN RAMON SCZ,atencion odontologica,periodoncias,2010-10-01,1,6,1,6,7
SANTA ANA,atencion odontologica,periodoncias,2010-10-01,0,22,0,22,22
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2010-10-01,656,969,656,969,1625
SANTA ROSA,atencion odontologica,periodoncias,2010-10-01,5,5,5,5,10
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2010-10-01,0,12,0,12,12
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2010-10-01,3,14,3,14,17
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2010-10-01,1,0,1,0,1
SANTIVAÑES,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2010-10-01,3,1,3,1,4
SENA,atencion odontologica,periodoncias,2010-10-01,0,3,0,3,3
SHINAOTA,atencion odontologica,periodoncias,2010-10-01,10,21,10,21,31
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2010-10-01,0,2,0,2,2
SIPE SIPE,atencion odontologica,periodoncias,2010-10-01,6,33,6,33,39
SOPACHUY,atencion odontologica,periodoncias,2010-10-01,1,2,1,2,3
SORATA,atencion odontologica,periodoncias,2010-10-01,0,3,0,3,3
SUCRE,atencion odontologica,periodoncias,2010-10-01,303,316,303,316,619
TAPACARI,atencion odontologica,periodoncias,2010-10-01,4,11,4,11,15
TARABUCO,atencion odontologica,periodoncias,2010-10-01,256,224,256,224,480
TARACO,atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
TARIJA,atencion odontologica,periodoncias,2010-10-01,133,169,133,169,302
TARVITA,atencion odontologica,periodoncias,2010-10-01,1,11,1,11,12
TIAWANACU,atencion odontologica,periodoncias,2010-10-01,3,0,3,0,3
TINGUIPAYA,atencion odontologica,periodoncias,2010-10-01,1,0,1,0,1
TIQUIPAYA,atencion odontologica,periodoncias,2010-10-01,18,87,18,87,105
TIRAQUE (CBBA),atencion odontologica,periodoncias,2010-10-01,1,12,1,12,13
TOCO,atencion odontologica,periodoncias,2010-10-01,0,5,0,5,5
TOLATA,atencion odontologica,periodoncias,2010-10-01,1,7,1,7,8
TOLEDO,atencion odontologica,periodoncias,2010-10-01,5,4,5,4,9
TOMAVE,atencion odontologica,periodoncias,2010-10-01,1,0,1,0,1
TOMINA,atencion odontologica,periodoncias,2010-10-01,12,17,12,17,29
TORO TORO,atencion odontologica,periodoncias,2010-10-01,2,2,2,2,4
TOTORA(CBBA),atencion odontologica,periodoncias,2010-10-01,0,9,0,9,9
TOTORA(ORR),atencion odontologica,periodoncias,2010-10-01,1,0,1,0,1
TRIGAL,atencion odontologica,periodoncias,2010-10-01,2,1,2,1,3
TRINIDAD,atencion odontologica,periodoncias,2010-10-01,52,63,52,63,115
TUPIZA,atencion odontologica,periodoncias,2010-10-01,130,122,130,122,252
UNCIA,atencion odontologica,periodoncias,2010-10-01,3,1,3,1,4
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2010-10-01,8,33,8,33,41
UYUNI,atencion odontologica,periodoncias,2010-10-01,2,3,2,3,5
VACAS,atencion odontologica,periodoncias,2010-10-01,5,9,5,9,14
VALLEGRANDE,atencion odontologica,periodoncias,2010-10-01,0,6,0,6,6
VIACHA,atencion odontologica,periodoncias,2010-10-01,18,19,18,19,37
VILLA CHARCAS,atencion odontologica,periodoncias,2010-10-01,0,4,0,4,4
VILLA MONTES,atencion odontologica,periodoncias,2010-10-01,8,23,8,23,31
VILLA RIVERO,atencion odontologica,periodoncias,2010-10-01,1,2,1,2,3
VILLA SERRANO,atencion odontologica,periodoncias,2010-10-01,2,5,2,5,7
VILLA TUNARI,atencion odontologica,periodoncias,2010-10-01,49,121,49,121,170
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncias,2010-10-01,0,1,0,1,1
VILLAZON,atencion odontologica,periodoncias,2010-10-01,1,17,1,17,18
VINTO,atencion odontologica,periodoncias,2010-10-01,1,5,1,5,6
WARNES,atencion odontologica,periodoncias,2010-10-01,11,24,11,24,35
YACUIBA,atencion odontologica,periodoncias,2010-10-01,51,66,51,66,117
YAMPARAEZ,atencion odontologica,periodoncias,2010-10-01,0,8,0,8,8
YANACACHI,atencion odontologica,periodoncias,2010-10-01,2,0,2,0,2
YAPACANI,atencion odontologica,periodoncias,2010-10-01,6,22,6,22,28
YOTALA,atencion odontologica,periodoncias,2010-10-01,1,1,1,1,2
YUNCHARA,atencion odontologica,periodoncias,2010-10-01,4,8,4,8,12
ACACIO,atencion odontologica,periodoncias,2010-11-01,2,1,2,1,3
ACHACACHI,atencion odontologica,periodoncias,2010-11-01,2,6,2,6,8
ACHOCALLA,atencion odontologica,periodoncias,2010-11-01,4,3,4,3,7
AIQUILE,atencion odontologica,periodoncias,2010-11-01,9,20,9,20,29
ALALAY,atencion odontologica,periodoncias,2010-11-01,0,1,0,1,1
ALCALA,atencion odontologica,periodoncias,2010-11-01,0,4,0,4,4
ALTO BENI,atencion odontologica,periodoncias,2010-11-01,0,1,0,1,1
ANCORAIMES,atencion odontologica,periodoncias,2010-11-01,1,23,1,23,24
ANTEQUERA,atencion odontologica,periodoncias,2010-11-01,0,1,0,1,1
ANZALDO,atencion odontologica,periodoncias,2010-11-01,2,2,2,2,4
APOLO,atencion odontologica,periodoncias,2010-11-01,1,9,1,9,10
ARAMPAMPA,atencion odontologica,periodoncias,2010-11-01,0,1,0,1,1
ARANI,atencion odontologica,periodoncias,2010-11-01,8,7,8,7,15
ARBIETO,atencion odontologica,periodoncias,2010-11-01,3,8,3,8,11
ARQUE,atencion odontologica,periodoncias,2010-11-01,0,12,0,12,12
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2010-11-01,0,8,0,8,8
ATOCHA,atencion odontologica,periodoncias,2010-11-01,2,9,2,9,11
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2010-11-01,1,0,1,0,1
AZURDUY,atencion odontologica,periodoncias,2010-11-01,0,3,0,3,3
BAURES,atencion odontologica,periodoncias,2010-11-01,2,5,2,5,7
BELLA FLOR,atencion odontologica,periodoncias,2010-11-01,0,3,0,3,3
BERMEJO,atencion odontologica,periodoncias,2010-11-01,89,56,89,56,145
BETANZOS,atencion odontologica,periodoncias,2010-11-01,14,20,14,20,34
BOLIVAR,atencion odontologica,periodoncias,2010-11-01,0,3,0,3,3
CABEZAS,atencion odontologica,periodoncias,2010-11-01,2,16,2,16,18
CALAMARCA,atencion odontologica,periodoncias,2010-11-01,1,2,1,2,3
CAMARGO,atencion odontologica,periodoncias,2010-11-01,2,9,2,9,11
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2010-11-01,10,8,10,8,18
CAMIRI,atencion odontologica,periodoncias,2010-11-01,27,54,27,54,81
CAPINOTA,atencion odontologica,periodoncias,2010-11-01,3,4,3,4,7
CAQUIAVIRI,atencion odontologica,periodoncias,2010-11-01,0,3,0,3,3
CARACOLLO,atencion odontologica,periodoncias,2010-11-01,9,1,9,1,10
CARANAVI,atencion odontologica,periodoncias,2010-11-01,0,14,0,14,14
CARAPARI,atencion odontologica,periodoncias,2010-11-01,1,20,1,20,21
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2010-11-01,11,13,11,13,24
CATACORA,atencion odontologica,periodoncias,2010-11-01,2,0,2,0,2
CHALLAPATA,atencion odontologica,periodoncias,2010-11-01,1,3,1,3,4
CHAQUI,atencion odontologica,periodoncias,2010-11-01,1,0,1,0,1
CHARAGUA,atencion odontologica,periodoncias,2010-11-01,0,4,0,4,4
CHARAÑA,atencion odontologica,periodoncias,2010-11-01,0,1,0,1,1
CHAYANTA,atencion odontologica,periodoncias,2010-11-01,0,1,0,1,1
CHIMORE,atencion odontologica,periodoncias,2010-11-01,1,3,1,3,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2010-11-01,1,8,1,8,9
CHUMA,atencion odontologica,periodoncias,2010-11-01,1,1,1,1,2
CLIZA,atencion odontologica,periodoncias,2010-11-01,8,32,8,32,40
COBIJA,atencion odontologica,periodoncias,2010-11-01,19,12,19,12,31
COCAPATA,atencion odontologica,periodoncias,2010-11-01,0,4,0,4,4
COCHABAMBA,atencion odontologica,periodoncias,2010-11-01,591,964,591,964,1555
COIPASA,atencion odontologica,periodoncias,2010-11-01,1,2,1,2,3
COLCAPIRHUA,atencion odontologica,periodoncias,2010-11-01,1,12,1,12,13
"COLCHA ""K""",atencion odontologica,periodoncias,2010-11-01,0,1,0,1,1
COLOMI,atencion odontologica,periodoncias,2010-11-01,3,4,3,4,7
COLPA BELGICA,atencion odontologica,periodoncias,2010-11-01,0,17,0,17,17
COLQUECHACA,atencion odontologica,periodoncias,2010-11-01,12,25,12,25,37
COLQUIRI,atencion odontologica,periodoncias,2010-11-01,10,8,10,8,18
COMANCHE,atencion odontologica,periodoncias,2010-11-01,20,22,20,22,42
COMARAPA,atencion odontologica,periodoncias,2010-11-01,1,7,1,7,8
CONCEPCION,atencion odontologica,periodoncias,2010-11-01,4,1,4,1,5
CORO CORO,atencion odontologica,periodoncias,2010-11-01,1,1,1,1,2
COROICO,atencion odontologica,periodoncias,2010-11-01,3,3,3,3,6
CORQUE,atencion odontologica,periodoncias,2010-11-01,0,3,0,3,3
COTOCA,atencion odontologica,periodoncias,2010-11-01,1,74,1,74,75
CUATRO CAÑADAS,atencion odontologica,periodoncias,2010-11-01,4,11,4,11,15
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2010-11-01,5,14,5,14,19
CULPINA,atencion odontologica,periodoncias,2010-11-01,0,1,0,1,1
CURVA,atencion odontologica,periodoncias,2010-11-01,1,2,1,2,3
DESAGUADERO,atencion odontologica,periodoncias,2010-11-01,0,3,0,3,3
EL ALTO,atencion odontologica,periodoncias,2010-11-01,124,238,124,238,362
EL CHORO,atencion odontologica,periodoncias,2010-11-01,0,1,0,1,1
EL PUENTE(TJA),atencion odontologica,periodoncias,2010-11-01,1,4,1,4,5
EL TORNO,atencion odontologica,periodoncias,2010-11-01,21,51,21,51,72
EL VILLAR,atencion odontologica,periodoncias,2010-11-01,3,9,3,9,12
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2010-11-01,3,11,3,11,14
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2010-11-01,2,4,2,4,6
ESCOMA,atencion odontologica,periodoncias,2010-11-01,2,0,2,0,2
EUCALIPTUS,atencion odontologica,periodoncias,2010-11-01,0,5,0,5,5
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2010-11-01,2,3,2,3,5
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2010-11-01,5,3,5,3,8
GUANAY,atencion odontologica,periodoncias,2010-11-01,2,6,2,6,8
GUAQUI,atencion odontologica,periodoncias,2010-11-01,0,1,0,1,1
GUAYARAMERIN,atencion odontologica,periodoncias,2010-11-01,1,3,1,3,4
GUTIERREZ,atencion odontologica,periodoncias,2010-11-01,2,4,2,4,6
HUACARETA,atencion odontologica,periodoncias,2010-11-01,0,1,0,1,1
HUACHACALLA,atencion odontologica,periodoncias,2010-11-01,1,1,1,1,2
HUANUNI,atencion odontologica,periodoncias,2010-11-01,0,11,0,11,11
HUARACAJE,atencion odontologica,periodoncias,2010-11-01,2,5,2,5,7
HUAYLLAMARCA,atencion odontologica,periodoncias,2010-11-01,1,2,1,2,3
ICLA,atencion odontologica,periodoncias,2010-11-01,2,2,2,2,4
INCAHUASI,atencion odontologica,periodoncias,2010-11-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2010-11-01,4,3,4,3,7
JESUS DE MACHACA,atencion odontologica,periodoncias,2010-11-01,1,0,1,0,1
LA ASUNTA,atencion odontologica,periodoncias,2010-11-01,1,1,1,1,2
LA GUARDIA,atencion odontologica,periodoncias,2010-11-01,4,11,4,11,15
LA PAZ,atencion odontologica,periodoncias,2010-11-01,483,553,483,553,1036
LAGUNILLAS,atencion odontologica,periodoncias,2010-11-01,3,5,3,5,8
LAS CARRERAS,atencion odontologica,periodoncias,2010-11-01,1,1,1,1,2
LICOMA PAMPA,atencion odontologica,periodoncias,2010-11-01,1,0,1,0,1
LLALLAGUA,atencion odontologica,periodoncias,2010-11-01,1,3,1,3,4
LLICA,atencion odontologica,periodoncias,2010-11-01,0,4,0,4,4
LURIBAY,atencion odontologica,periodoncias,2010-11-01,1,0,1,0,1
MACHACAMARCA,atencion odontologica,periodoncias,2010-11-01,1,8,1,8,9
MACHARETI,atencion odontologica,periodoncias,2010-11-01,0,1,0,1,1
MAGDALENA,atencion odontologica,periodoncias,2010-11-01,14,2,14,2,16
MAIRANA,atencion odontologica,periodoncias,2010-11-01,0,12,0,12,12
MAPIRI,atencion odontologica,periodoncias,2010-11-01,0,6,0,6,6
MECAPACA,atencion odontologica,periodoncias,2010-11-01,0,2,0,2,2
MINEROS,atencion odontologica,periodoncias,2010-11-01,0,3,0,3,3
MIZQUE,atencion odontologica,periodoncias,2010-11-01,26,21,26,21,47
MOJOCOYA,atencion odontologica,periodoncias,2010-11-01,1,1,1,1,2
MONTEAGUDO,atencion odontologica,periodoncias,2010-11-01,2,1,2,1,3
MONTERO,atencion odontologica,periodoncias,2010-11-01,27,56,27,56,83
MOROCHATA,atencion odontologica,periodoncias,2010-11-01,0,7,0,7,7
OKINAWA,atencion odontologica,periodoncias,2010-11-01,2,4,2,4,6
OMEREQUE,atencion odontologica,periodoncias,2010-11-01,10,30,10,30,40
ORURO,atencion odontologica,periodoncias,2010-11-01,124,92,124,92,216
PADCAYA,atencion odontologica,periodoncias,2010-11-01,3,6,3,6,9
PADILLA,atencion odontologica,periodoncias,2010-11-01,1,4,1,4,5
PAILON,atencion odontologica,periodoncias,2010-11-01,1,0,1,0,1
PALOS BLANCOS,atencion odontologica,periodoncias,2010-11-01,2,3,2,3,5
PAMPA GRANDE,atencion odontologica,periodoncias,2010-11-01,0,8,0,8,8
PAPEL PAMPA,atencion odontologica,periodoncias,2010-11-01,50,45,50,45,95
PASORAPA,atencion odontologica,periodoncias,2010-11-01,0,4,0,4,4
PATACAMAYA,atencion odontologica,periodoncias,2010-11-01,21,33,21,33,54
POCOATA,atencion odontologica,periodoncias,2010-11-01,1,5,1,5,6
POCONA,atencion odontologica,periodoncias,2010-11-01,5,13,5,13,18
POJO (CBBA),atencion odontologica,periodoncias,2010-11-01,3,12,3,12,15
POOPO,atencion odontologica,periodoncias,2010-11-01,11,5,11,5,16
POROMA,atencion odontologica,periodoncias,2010-11-01,0,4,0,4,4
PORTACHUELO,atencion odontologica,periodoncias,2010-11-01,3,2,3,2,5
PORVENIR,atencion odontologica,periodoncias,2010-11-01,2,2,2,2,4
POTOSI,atencion odontologica,periodoncias,2010-11-01,19,36,19,36,55
PUCARANI,atencion odontologica,periodoncias,2010-11-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,periodoncias,2010-11-01,2,1,2,1,3
PUERTO GONZALO MORENO,atencion odontologica,periodoncias,2010-11-01,1,2,1,2,3
PUERTO QUIJARRO,atencion odontologica,periodoncias,2010-11-01,0,7,0,7,7
PUERTO RICO,atencion odontologica,periodoncias,2010-11-01,0,3,0,3,3
PUERTO SUAREZ,atencion odontologica,periodoncias,2010-11-01,21,31,21,31,52
