,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
SABAYA,atencion odontologica,restauraciones,2010-10-01,26,35,26,35,61
SACABA,atencion odontologica,restauraciones,2010-10-01,627,856,627,856,1483
SACABAMBA,atencion odontologica,restauraciones,2010-10-01,10,9,10,9,19
SACACA,atencion odontologica,restauraciones,2010-10-01,27,32,27,32,59
SAIPINA,atencion odontologica,restauraciones,2010-10-01,29,69,29,69,98
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2010-10-01,99,106,99,106,205
SAMAIPATA,atencion odontologica,restauraciones,2010-10-01,37,73,37,73,110
SAN ANDRES,atencion odontologica,restauraciones,2010-10-01,8,4,8,4,12
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2010-10-01,100,90,100,90,190
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2010-10-01,7,14,7,14,21
SAN BENITO,atencion odontologica,restauraciones,2010-10-01,59,57,59,57,116
SAN BORJA,atencion odontologica,restauraciones,2010-10-01,31,64,31,64,95
SAN BUENA VENTURA,atencion odontologica,restauraciones,2010-10-01,3,10,3,10,13
SAN CARLOS,atencion odontologica,restauraciones,2010-10-01,44,81,44,81,125
SAN IGNACIO,atencion odontologica,restauraciones,2010-10-01,97,154,97,154,251
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2010-10-01,63,112,63,112,175
SAN JAVIER(BNI),atencion odontologica,restauraciones,2010-10-01,2,0,2,0,2
SAN JAVIER(STC),atencion odontologica,restauraciones,2010-10-01,5,20,5,20,25
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2010-10-01,45,73,45,73,118
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2010-10-01,10,50,10,50,60
SAN JULIAN,atencion odontologica,restauraciones,2010-10-01,21,81,21,81,102
SAN LORENZO(PND),atencion odontologica,restauraciones,2010-10-01,0,16,0,16,16
SAN LORENZO(TJA),atencion odontologica,restauraciones,2010-10-01,70,131,70,131,201
SAN LUCAS,atencion odontologica,restauraciones,2010-10-01,24,69,24,69,93
SAN MATIAS,atencion odontologica,restauraciones,2010-10-01,27,70,27,70,97
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2010-10-01,17,36,17,36,53
SAN PEDRO,atencion odontologica,restauraciones,2010-10-01,15,39,15,39,54
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2010-10-01,19,21,19,21,40
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2010-10-01,9,19,9,19,28
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2010-10-01,1,2,1,2,3
SAN RAFAEL,atencion odontologica,restauraciones,2010-10-01,10,33,10,33,43
SAN RAMON BENI,atencion odontologica,restauraciones,2010-10-01,11,25,11,25,36
SAN RAMON SCZ,atencion odontologica,restauraciones,2010-10-01,13,17,13,17,30
SANTA ANA,atencion odontologica,restauraciones,2010-10-01,75,433,75,433,508
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2010-10-01,2330,3726,2330,3726,6056
SANTA ROSA,atencion odontologica,restauraciones,2010-10-01,158,173,158,173,331
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2010-10-01,8,77,8,77,85
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2010-10-01,2,5,2,5,7
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2010-10-01,49,71,49,71,120
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2010-10-01,3,1,3,1,4
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2010-10-01,19,24,19,24,43
SANTIVAÑES,atencion odontologica,restauraciones,2010-10-01,9,20,9,20,29
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2010-10-01,13,13,13,13,26
SAPAHAQUI,atencion odontologica,restauraciones,2010-10-01,14,18,14,18,32
SENA,atencion odontologica,restauraciones,2010-10-01,1,0,1,0,1
SHINAOTA,atencion odontologica,restauraciones,2010-10-01,171,235,171,235,406
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2010-10-01,15,37,15,37,52
SICAYA,atencion odontologica,restauraciones,2010-10-01,5,23,5,23,28
SIPE SIPE,atencion odontologica,restauraciones,2010-10-01,64,302,64,302,366
SOPACHUY,atencion odontologica,restauraciones,2010-10-01,7,33,7,33,40
SORACACHI,atencion odontologica,restauraciones,2010-10-01,13,22,13,22,35
SORATA,atencion odontologica,restauraciones,2010-10-01,74,81,74,81,155
SUCRE,atencion odontologica,restauraciones,2010-10-01,1731,2285,1731,2285,4016
TACACOMA,atencion odontologica,restauraciones,2010-10-01,13,25,13,25,38
TACOPAYA,atencion odontologica,restauraciones,2010-10-01,1,0,1,0,1
TAHUA,atencion odontologica,restauraciones,2010-10-01,1,4,1,4,5
TAPACARI,atencion odontologica,restauraciones,2010-10-01,42,87,42,87,129
TARABUCO,atencion odontologica,restauraciones,2010-10-01,29,45,29,45,74
TARACO,atencion odontologica,restauraciones,2010-10-01,35,69,35,69,104
TARATA,atencion odontologica,restauraciones,2010-10-01,22,17,22,17,39
TARIJA,atencion odontologica,restauraciones,2010-10-01,1492,2377,1492,2377,3869
TARVITA,atencion odontologica,restauraciones,2010-10-01,24,51,24,51,75
TEOPONTE,atencion odontologica,restauraciones,2010-10-01,9,5,9,5,14
TIAWANACU,atencion odontologica,restauraciones,2010-10-01,14,26,14,26,40
TINGUIPAYA,atencion odontologica,restauraciones,2010-10-01,6,29,6,29,35
TIPUANI,atencion odontologica,restauraciones,2010-10-01,0,2,0,2,2
TIQUIPAYA,atencion odontologica,restauraciones,2010-10-01,308,620,308,620,928
TIRAQUE (CBBA),atencion odontologica,restauraciones,2010-10-01,3,16,3,16,19
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2010-10-01,3,5,3,5,8
TOCO,atencion odontologica,restauraciones,2010-10-01,23,31,23,31,54
TOLATA,atencion odontologica,restauraciones,2010-10-01,11,61,11,61,72
TOLEDO,atencion odontologica,restauraciones,2010-10-01,58,62,58,62,120
TOMAVE,atencion odontologica,restauraciones,2010-10-01,20,28,20,28,48
TOMINA,atencion odontologica,restauraciones,2010-10-01,94,159,94,159,253
TORO TORO,atencion odontologica,restauraciones,2010-10-01,5,25,5,25,30
TOTORA(CBBA),atencion odontologica,restauraciones,2010-10-01,35,51,35,51,86
TOTORA(ORR),atencion odontologica,restauraciones,2010-10-01,4,15,4,15,19
TRIGAL,atencion odontologica,restauraciones,2010-10-01,17,27,17,27,44
TRINIDAD,atencion odontologica,restauraciones,2010-10-01,287,312,287,312,599
TUPIZA,atencion odontologica,restauraciones,2010-10-01,115,134,115,134,249
TURCO,atencion odontologica,restauraciones,2010-10-01,26,39,26,39,65
UMALA,atencion odontologica,restauraciones,2010-10-01,5,2,5,2,7
UNCIA,atencion odontologica,restauraciones,2010-10-01,42,18,42,18,60
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2010-10-01,88,226,88,226,314
URUBICHA,atencion odontologica,restauraciones,2010-10-01,0,7,0,7,7
UYUNI,atencion odontologica,restauraciones,2010-10-01,39,79,39,79,118
VACAS,atencion odontologica,restauraciones,2010-10-01,26,41,26,41,67
VALLEGRANDE,atencion odontologica,restauraciones,2010-10-01,66,191,66,191,257
VIACHA,atencion odontologica,restauraciones,2010-10-01,59,95,59,95,154
VILA VILA,atencion odontologica,restauraciones,2010-10-01,2,20,2,20,22
VILLA CHARCAS,atencion odontologica,restauraciones,2010-10-01,6,6,6,6,12
VILLA MONTES,atencion odontologica,restauraciones,2010-10-01,209,267,209,267,476
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2010-10-01,0,5,0,5,5
VILLA RIVERO,atencion odontologica,restauraciones,2010-10-01,40,12,40,12,52
VILLA SERRANO,atencion odontologica,restauraciones,2010-10-01,57,44,57,44,101
VILLA TUNARI,atencion odontologica,restauraciones,2010-10-01,281,550,281,550,831
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2010-10-01,51,126,51,126,177
VILLAZON,atencion odontologica,restauraciones,2010-10-01,29,112,29,112,141
VINTO,atencion odontologica,restauraciones,2010-10-01,46,58,46,58,104
VITICHI,atencion odontologica,restauraciones,2010-10-01,19,26,19,26,45
WALDO BALLIVIAN,atencion odontologica,restauraciones,2010-10-01,6,7,6,7,13
WARNES,atencion odontologica,restauraciones,2010-10-01,129,209,129,209,338
YACO,atencion odontologica,restauraciones,2010-10-01,7,6,7,6,13
YACUIBA,atencion odontologica,restauraciones,2010-10-01,498,762,498,762,1260
YAMPARAEZ,atencion odontologica,restauraciones,2010-10-01,14,6,14,6,20
YANACACHI,atencion odontologica,restauraciones,2010-10-01,11,26,11,26,37
YAPACANI,atencion odontologica,restauraciones,2010-10-01,86,308,86,308,394
YOCALLA,atencion odontologica,restauraciones,2010-10-01,10,2,10,2,12
YOTALA,atencion odontologica,restauraciones,2010-10-01,16,76,16,76,92
YUNCHARA,atencion odontologica,restauraciones,2010-10-01,17,61,17,61,78
ZUDAÑEZ,atencion odontologica,restauraciones,2010-10-01,10,20,10,20,30
ACACIO,atencion odontologica,restauraciones,2010-11-01,3,5,3,5,8
ACHACACHI,atencion odontologica,restauraciones,2010-11-01,75,66,75,66,141
ACHOCALLA,atencion odontologica,restauraciones,2010-11-01,18,30,18,30,48
AIQUILE,atencion odontologica,restauraciones,2010-11-01,41,84,41,84,125
ALALAY,atencion odontologica,restauraciones,2010-11-01,10,3,10,3,13
ALCALA,atencion odontologica,restauraciones,2010-11-01,9,14,9,14,23
ALTO BENI,atencion odontologica,restauraciones,2010-11-01,14,6,14,6,20
ANCORAIMES,atencion odontologica,restauraciones,2010-11-01,6,12,6,12,18
ANDAMARCA,atencion odontologica,restauraciones,2010-11-01,13,33,13,33,46
ANTEQUERA,atencion odontologica,restauraciones,2010-11-01,18,30,18,30,48
ANZALDO,atencion odontologica,restauraciones,2010-11-01,9,21,9,21,30
APOLO,atencion odontologica,restauraciones,2010-11-01,38,83,38,83,121
ARAMPAMPA,atencion odontologica,restauraciones,2010-11-01,0,18,0,18,18
ARANI,atencion odontologica,restauraciones,2010-11-01,12,29,12,29,41
ARBIETO,atencion odontologica,restauraciones,2010-11-01,34,46,34,46,80
ARQUE,atencion odontologica,restauraciones,2010-11-01,9,119,9,119,128
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2010-11-01,13,53,13,53,66
ATOCHA,atencion odontologica,restauraciones,2010-11-01,83,100,83,100,183
AYATA,atencion odontologica,restauraciones,2010-11-01,15,31,15,31,46
AYO AYO,atencion odontologica,restauraciones,2010-11-01,6,13,6,13,19
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2010-11-01,16,53,16,53,69
AZURDUY,atencion odontologica,restauraciones,2010-11-01,15,39,15,39,54
BATALLAS,atencion odontologica,restauraciones,2010-11-01,46,31,46,31,77
BAURES,atencion odontologica,restauraciones,2010-11-01,18,33,18,33,51
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2010-11-01,0,13,0,13,13
BELEN DE URMIRI,atencion odontologica,restauraciones,2010-11-01,3,4,3,4,7
BERMEJO,atencion odontologica,restauraciones,2010-11-01,171,253,171,253,424
BETANZOS,atencion odontologica,restauraciones,2010-11-01,22,84,22,84,106
BOLIVAR,atencion odontologica,restauraciones,2010-11-01,13,15,13,15,28
BOYUIBE,atencion odontologica,restauraciones,2010-11-01,8,22,8,22,30
CABEZAS,atencion odontologica,restauraciones,2010-11-01,15,39,15,39,54
CAIROMA,atencion odontologica,restauraciones,2010-11-01,3,7,3,7,10
"CAIZA ""D""",atencion odontologica,restauraciones,2010-11-01,13,7,13,7,20
CAJUATA,atencion odontologica,restauraciones,2010-11-01,11,6,11,6,17
CALACOTO,atencion odontologica,restauraciones,2010-11-01,118,75,118,75,193
CALAMARCA,atencion odontologica,restauraciones,2010-11-01,23,37,23,37,60
CAMARGO,atencion odontologica,restauraciones,2010-11-01,81,105,81,105,186
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2010-11-01,29,22,29,22,51
CAMIRI,atencion odontologica,restauraciones,2010-11-01,113,237,113,237,350
CAPINOTA,atencion odontologica,restauraciones,2010-11-01,77,92,77,92,169
CAQUIAVIRI,atencion odontologica,restauraciones,2010-11-01,17,19,17,19,36
CARACOLLO,atencion odontologica,restauraciones,2010-11-01,34,61,34,61,95
CARANAVI,atencion odontologica,restauraciones,2010-11-01,90,136,90,136,226
CARAPARI,atencion odontologica,restauraciones,2010-11-01,108,186,108,186,294
CARIPUYO,atencion odontologica,restauraciones,2010-11-01,58,114,58,114,172
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2010-11-01,15,13,15,13,28
CATACORA,atencion odontologica,restauraciones,2010-11-01,11,8,11,8,19
CHALLAPATA,atencion odontologica,restauraciones,2010-11-01,63,96,63,96,159
CHAQUI,atencion odontologica,restauraciones,2010-11-01,14,2,14,2,16
CHARAGUA,atencion odontologica,restauraciones,2010-11-01,26,74,26,74,100
CHARAÑA,atencion odontologica,restauraciones,2010-11-01,34,45,34,45,79
CHAYANTA,atencion odontologica,restauraciones,2010-11-01,35,81,35,81,116
CHIMORE,atencion odontologica,restauraciones,2010-11-01,37,96,37,96,133
CHOQUE COTA,atencion odontologica,restauraciones,2010-11-01,6,13,6,13,19
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2010-11-01,16,118,16,118,134
CHUMA,atencion odontologica,restauraciones,2010-11-01,19,27,19,27,46
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2010-11-01,20,16,20,16,36
CKOCHAS,atencion odontologica,restauraciones,2010-11-01,10,16,10,16,26
CLIZA,atencion odontologica,restauraciones,2010-11-01,64,159,64,159,223
COBIJA,atencion odontologica,restauraciones,2010-11-01,42,82,42,82,124
COCAPATA,atencion odontologica,restauraciones,2010-11-01,1,18,1,18,19
COCHABAMBA,atencion odontologica,restauraciones,2010-11-01,2914,3819,2914,3819,6733
COIPASA,atencion odontologica,restauraciones,2010-11-01,17,13,17,13,30
COLCAPIRHUA,atencion odontologica,restauraciones,2010-11-01,113,200,113,200,313
"COLCHA ""K""",atencion odontologica,restauraciones,2010-11-01,15,29,15,29,44
COLLANA,atencion odontologica,restauraciones,2010-11-01,5,7,5,7,12
COLOMI,atencion odontologica,restauraciones,2010-11-01,27,23,27,23,50
COLPA BELGICA,atencion odontologica,restauraciones,2010-11-01,5,37,5,37,42
COLQUECHACA,atencion odontologica,restauraciones,2010-11-01,25,44,25,44,69
COLQUENCHA,atencion odontologica,restauraciones,2010-11-01,5,16,5,16,21
COLQUIRI,atencion odontologica,restauraciones,2010-11-01,39,28,39,28,67
COMANCHE,atencion odontologica,restauraciones,2010-11-01,142,114,142,114,256
COMARAPA,atencion odontologica,restauraciones,2010-11-01,30,125,30,125,155
CONCEPCION,atencion odontologica,restauraciones,2010-11-01,23,34,23,34,57
COPACABANA,atencion odontologica,restauraciones,2010-11-01,13,22,13,22,35
CORIPATA,atencion odontologica,restauraciones,2010-11-01,11,28,11,28,39
CORO CORO,atencion odontologica,restauraciones,2010-11-01,8,22,8,22,30
COROICO,atencion odontologica,restauraciones,2010-11-01,69,137,69,137,206
CORQUE,atencion odontologica,restauraciones,2010-11-01,11,19,11,19,30
COTAGAITA,atencion odontologica,restauraciones,2010-11-01,4,10,4,10,14
COTOCA,atencion odontologica,restauraciones,2010-11-01,15,17,15,17,32
CUATRO CAÑADAS,atencion odontologica,restauraciones,2010-11-01,29,103,29,103,132
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2010-11-01,4,28,4,28,32
CUEVO,atencion odontologica,restauraciones,2010-11-01,12,19,12,19,31
CULPINA,atencion odontologica,restauraciones,2010-11-01,5,20,5,20,25
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2010-11-01,12,26,12,26,38
CURVA,atencion odontologica,restauraciones,2010-11-01,1,0,1,0,1
DESAGUADERO,atencion odontologica,restauraciones,2010-11-01,10,18,10,18,28
EL ALTO,atencion odontologica,restauraciones,2010-11-01,2135,3127,2135,3127,5262
EL CHORO,atencion odontologica,restauraciones,2010-11-01,9,5,9,5,14
EL PUENTE(STC),atencion odontologica,restauraciones,2010-11-01,14,6,14,6,20
EL PUENTE(TJA),atencion odontologica,restauraciones,2010-11-01,34,102,34,102,136
EL TORNO,atencion odontologica,restauraciones,2010-11-01,93,174,93,174,267
EL VILLAR,atencion odontologica,restauraciones,2010-11-01,63,79,63,79,142
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2010-11-01,33,59,33,59,92
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2010-11-01,28,36,28,36,64
ESCOMA,atencion odontologica,restauraciones,2010-11-01,24,37,24,37,61
EUCALIPTUS,atencion odontologica,restauraciones,2010-11-01,15,31,15,31,46
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2010-11-01,31,66,31,66,97
FILADELFIA,atencion odontologica,restauraciones,2010-11-01,2,4,2,4,6
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2010-11-01,18,54,18,54,72
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2010-11-01,8,18,8,18,26
GUANAY,atencion odontologica,restauraciones,2010-11-01,25,56,25,56,81
GUAQUI,atencion odontologica,restauraciones,2010-11-01,15,38,15,38,53
GUAYARAMERIN,atencion odontologica,restauraciones,2010-11-01,34,121,34,121,155
GUTIERREZ,atencion odontologica,restauraciones,2010-11-01,49,38,49,38,87
HUACARETA,atencion odontologica,restauraciones,2010-11-01,15,13,15,13,28
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2010-11-01,13,28,13,28,41
HUACHACALLA,atencion odontologica,restauraciones,2010-11-01,17,14,17,14,31
HUANUNI,atencion odontologica,restauraciones,2010-11-01,62,46,62,46,108
HUARACAJE,atencion odontologica,restauraciones,2010-11-01,15,19,15,19,34
HUARINA,atencion odontologica,restauraciones,2010-11-01,5,10,5,10,15
HUAYLLAMARCA,atencion odontologica,restauraciones,2010-11-01,19,36,19,36,55
HUMANATA,atencion odontologica,restauraciones,2010-11-01,0,11,0,11,11
ICLA,atencion odontologica,restauraciones,2010-11-01,48,61,48,61,109
INCAHUASI,atencion odontologica,restauraciones,2010-11-01,21,35,21,35,56
INQUISIVI,atencion odontologica,restauraciones,2010-11-01,5,6,5,6,11
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2010-11-01,32,58,32,58,90
IXIAMAS,atencion odontologica,restauraciones,2010-11-01,26,27,26,27,53
JESUS DE MACHACA,atencion odontologica,restauraciones,2010-11-01,13,20,13,20,33
LA ASUNTA,atencion odontologica,restauraciones,2010-11-01,14,53,14,53,67
LA GUARDIA,atencion odontologica,restauraciones,2010-11-01,88,161,88,161,249
LA PAZ,atencion odontologica,restauraciones,2010-11-01,3865,5089,3865,5089,8954
LA RIVERA,atencion odontologica,restauraciones,2010-11-01,1,5,1,5,6
LAGUNILLAS,atencion odontologica,restauraciones,2010-11-01,4,6,4,6,10
LAJA,atencion odontologica,restauraciones,2010-11-01,20,19,20,19,39
LAS CARRERAS,atencion odontologica,restauraciones,2010-11-01,2,10,2,10,12
LICOMA PAMPA,atencion odontologica,restauraciones,2010-11-01,5,0,5,0,5
LLALLAGUA,atencion odontologica,restauraciones,2010-11-01,54,167,54,167,221
LLICA,atencion odontologica,restauraciones,2010-11-01,4,9,4,9,13
LURIBAY,atencion odontologica,restauraciones,2010-11-01,3,7,3,7,10
MACHACAMARCA,atencion odontologica,restauraciones,2010-11-01,20,32,20,32,52
MACHARETI,atencion odontologica,restauraciones,2010-11-01,22,66,22,66,88
MAGDALENA,atencion odontologica,restauraciones,2010-11-01,44,39,44,39,83
MAIRANA,atencion odontologica,restauraciones,2010-11-01,37,51,37,51,88
MALLA,atencion odontologica,restauraciones,2010-11-01,15,3,15,3,18
MAPIRI,atencion odontologica,restauraciones,2010-11-01,38,56,38,56,94
MECAPACA,atencion odontologica,restauraciones,2010-11-01,8,22,8,22,30
MINEROS,atencion odontologica,restauraciones,2010-11-01,47,169,47,169,216
MIZQUE,atencion odontologica,restauraciones,2010-11-01,1,58,1,58,59
MOCOMOCO,atencion odontologica,restauraciones,2010-11-01,5,12,5,12,17
MOJOCOYA,atencion odontologica,restauraciones,2010-11-01,21,37,21,37,58
MONTEAGUDO,atencion odontologica,restauraciones,2010-11-01,55,129,55,129,184
MONTERO,atencion odontologica,restauraciones,2010-11-01,112,205,112,205,317
MORO MORO,atencion odontologica,restauraciones,2010-11-01,1,11,1,11,12
MOROCHATA,atencion odontologica,restauraciones,2010-11-01,6,42,6,42,48
OCURI,atencion odontologica,restauraciones,2010-11-01,2,8,2,8,10
OKINAWA,atencion odontologica,restauraciones,2010-11-01,15,40,15,40,55
OMEREQUE,atencion odontologica,restauraciones,2010-11-01,17,30,17,30,47
ORURO,atencion odontologica,restauraciones,2010-11-01,570,1034,570,1034,1604
PADCAYA,atencion odontologica,restauraciones,2010-11-01,41,109,41,109,150
PADILLA,atencion odontologica,restauraciones,2010-11-01,14,36,14,36,50
PAILON,atencion odontologica,restauraciones,2010-11-01,42,68,42,68,110
PALCA,atencion odontologica,restauraciones,2010-11-01,22,24,22,24,46
PALOS BLANCOS,atencion odontologica,restauraciones,2010-11-01,22,55,22,55,77
PAMPA AULLAGAS,atencion odontologica,restauraciones,2010-11-01,8,23,8,23,31
PAMPA GRANDE,atencion odontologica,restauraciones,2010-11-01,10,31,10,31,41
PAPEL PAMPA,atencion odontologica,restauraciones,2010-11-01,3,37,3,37,40
PASORAPA,atencion odontologica,restauraciones,2010-11-01,6,25,6,25,31
PATACAMAYA,atencion odontologica,restauraciones,2010-11-01,219,113,219,113,332
PAZÑA,atencion odontologica,restauraciones,2010-11-01,32,84,32,84,116
PELECHUCO,atencion odontologica,restauraciones,2010-11-01,8,50,8,50,58
POCOATA,atencion odontologica,restauraciones,2010-11-01,34,37,34,37,71
POCONA,atencion odontologica,restauraciones,2010-11-01,275,397,275,397,672
POJO (CBBA),atencion odontologica,restauraciones,2010-11-01,31,95,31,95,126
POOPO,atencion odontologica,restauraciones,2010-11-01,27,57,27,57,84
PORCO,atencion odontologica,restauraciones,2010-11-01,5,14,5,14,19
POROMA,atencion odontologica,restauraciones,2010-11-01,6,8,6,8,14
PORONGO,atencion odontologica,restauraciones,2010-11-01,23,34,23,34,57
PORTACHUELO,atencion odontologica,restauraciones,2010-11-01,51,130,51,130,181
PORVENIR,atencion odontologica,restauraciones,2010-11-01,15,23,15,23,38
POSTRER VALLE,atencion odontologica,restauraciones,2010-11-01,17,16,17,16,33
POTOSI,atencion odontologica,restauraciones,2010-11-01,507,1123,507,1123,1630
PRESTO,atencion odontologica,restauraciones,2010-11-01,6,14,6,14,20
PUCARA,atencion odontologica,restauraciones,2010-11-01,2,6,2,6,8
PUCARANI,atencion odontologica,restauraciones,2010-11-01,26,57,26,57,83
PUERTO ACOSTA,atencion odontologica,restauraciones,2010-11-01,18,14,18,14,32
PUERTO CARABUCO,atencion odontologica,restauraciones,2010-11-01,49,54,49,54,103
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2010-11-01,35,57,35,57,92
PUERTO QUIJARRO,atencion odontologica,restauraciones,2010-11-01,17,12,17,12,29
PUERTO RICO,atencion odontologica,restauraciones,2010-11-01,12,6,12,6,18
PUERTO SUAREZ,atencion odontologica,restauraciones,2010-11-01,30,102,30,102,132
PUERTO VILLARROEL,atencion odontologica,restauraciones,2010-11-01,142,205,142,205,347
PUNA,atencion odontologica,restauraciones,2010-11-01,19,65,19,65,84
PUNATA,atencion odontologica,restauraciones,2010-11-01,114,217,114,217,331
QUIABAYA,atencion odontologica,restauraciones,2010-11-01,33,27,33,27,60
QUILLACOLLO,atencion odontologica,restauraciones,2010-11-01,208,430,208,430,638
QUIME,atencion odontologica,restauraciones,2010-11-01,29,49,29,49,78
QUIRUSILLAS,atencion odontologica,restauraciones,2010-11-01,1,11,1,11,12
RAVELO,atencion odontologica,restauraciones,2010-11-01,9,17,9,17,26
REYES,atencion odontologica,restauraciones,2010-11-01,8,14,8,14,22
RIBERALTA,atencion odontologica,restauraciones,2010-11-01,77,245,77,245,322
ROBORE,atencion odontologica,restauraciones,2010-11-01,44,19,44,19,63
RURRENABAQUE,atencion odontologica,restauraciones,2010-11-01,19,21,19,21,40
SABAYA,atencion odontologica,restauraciones,2010-11-01,3,18,3,18,21
SACABA,atencion odontologica,restauraciones,2010-11-01,562,684,562,684,1246
SACABAMBA,atencion odontologica,restauraciones,2010-11-01,2,18,2,18,20
SACACA,atencion odontologica,restauraciones,2010-11-01,28,57,28,57,85
SAIPINA,atencion odontologica,restauraciones,2010-11-01,16,60,16,60,76
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2010-11-01,83,117,83,117,200
SAMAIPATA,atencion odontologica,restauraciones,2010-11-01,25,30,25,30,55
SAN AGUSTIN,atencion odontologica,restauraciones,2010-11-01,0,1,0,1,1
SAN ANDRES,atencion odontologica,restauraciones,2010-11-01,8,6,8,6,14
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2010-11-01,14,41,14,41,55
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2010-11-01,5,19,5,19,24
SAN BENITO,atencion odontologica,restauraciones,2010-11-01,45,74,45,74,119
SAN BORJA,atencion odontologica,restauraciones,2010-11-01,125,344,125,344,469
SAN BUENA VENTURA,atencion odontologica,restauraciones,2010-11-01,3,9,3,9,12
SAN CARLOS,atencion odontologica,restauraciones,2010-11-01,47,102,47,102,149
SAN IGNACIO,atencion odontologica,restauraciones,2010-11-01,36,123,36,123,159
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2010-11-01,68,97,68,97,165
SAN JAVIER(BNI),atencion odontologica,restauraciones,2010-11-01,0,6,0,6,6
SAN JAVIER(STC),atencion odontologica,restauraciones,2010-11-01,6,7,6,7,13
SAN JOAQUIN,atencion odontologica,restauraciones,2010-11-01,11,16,11,16,27
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2010-11-01,23,76,23,76,99
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2010-11-01,22,54,22,54,76
SAN JULIAN,atencion odontologica,restauraciones,2010-11-01,34,79,34,79,113
SAN LORENZO(PND),atencion odontologica,restauraciones,2010-11-01,1,13,1,13,14
SAN LORENZO(TJA),atencion odontologica,restauraciones,2010-11-01,67,131,67,131,198
SAN LUCAS,atencion odontologica,restauraciones,2010-11-01,27,63,27,63,90
SAN MATIAS,atencion odontologica,restauraciones,2010-11-01,32,30,32,30,62
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2010-11-01,39,86,39,86,125
SAN PEDRO,atencion odontologica,restauraciones,2010-11-01,39,45,39,45,84
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2010-11-01,9,31,9,31,40
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2010-11-01,9,18,9,18,27
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2010-11-01,9,9,9,9,18
SAN RAFAEL,atencion odontologica,restauraciones,2010-11-01,8,22,8,22,30
SAN RAMON BENI,atencion odontologica,restauraciones,2010-11-01,5,11,5,11,16
SAN RAMON SCZ,atencion odontologica,restauraciones,2010-11-01,15,15,15,15,30
SANTA ANA,atencion odontologica,restauraciones,2010-11-01,56,274,56,274,330
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2010-11-01,2042,3465,2042,3465,5507
SANTA ROSA,atencion odontologica,restauraciones,2010-11-01,36,58,36,58,94
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2010-11-01,40,94,40,94,134
