,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,27,30,27,30,57
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,2,0,2,2
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,3,8,3,8,11
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,0,1,0,1
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,43,31,43,31,74
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,13,11,13,11,24
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,105,98,105,98,203
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,8,15,8,15,23
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,10,6,10,6,16
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,191,193,191,193,384
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,14,7,14,7,21
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,22,22,22,22,44
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,119,90,119,90,209
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,68,61,68,61,129
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,19,4,19,23
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,2,2,2,4
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,92,147,92,147,239
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,1,1,1,2
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,15,15,15,15,30
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,15,18,15,18,33
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,49,4,49,53
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,153,163,153,163,316
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,10,32,10,32,42
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,4,4,4,8
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,44,22,44,22,66
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,6,7,6,7,13
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,262,214,262,214,476
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,111,271,111,271,382
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,232,231,232,231,463
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,3196,3750,3196,3750,6946
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,2,0,2,2
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,46,77,46,77,123
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,9,16,9,16,25
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,3,6,3,6,9
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,62,77,62,77,139
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,29,139,29,139,168
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,30,27,30,27,57
COLQUENCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,1,0,1,1
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,50,60,50,60,110
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,123,100,123,100,223
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,44,56,44,56,100
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,4,2,4,6
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,26,49,26,49,75
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,2,0,2,2
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,7,11,7,11,18
COROICO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,5,15,5,15,20
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,14,18,14,18,32
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,74,1,74,75
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,34,16,34,16,50
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,2,1,2,3
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,2,4,2,6
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,5,4,5,4,9
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,19,8,19,8,27
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,5,5,5,5,10
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1508,1861,1508,1861,3369
EL CHORO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,19,11,19,11,30
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,28,36,28,36,64
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,60,38,60,38,98
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,10,15,10,15,25
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,11,4,11,15
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,15,20,15,20,35
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,14,29,14,29,43
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,2,0,2,2
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,17,44,17,44,61
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,6,6,6,6,12
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,11,16,11,16,27
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,5,22,5,22,27
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,8,4,8,12
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,78,136,78,136,214
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,4,0,4,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,47,34,47,34,81
HUACHACALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,10,8,10,8,18
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,21,32,21,32,53
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,9,10,9,10,19
HUARINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,20,20,20,20,40
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,6,24,6,24,30
HUMANATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,4,1,4,5
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,17,15,17,15,32
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,35,8,35,8,43
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,11,11,11,11,22
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,24,28,24,28,52
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,8,7,8,7,15
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,8,31,8,31,39
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,18,52,18,52,70
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2725,2424,2725,2424,5149
LA RIVERA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,12,1,12,13
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,5,6,5,6,11
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,7,0,7,0,7
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,60,72,60,72,132
LICOMA PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,3,0,3,0,3
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,65,77,65,77,142
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,5,2,5,7
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,0,2,0,2
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,5,13,5,13,18
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,26,55,26,55,81
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,12,1,12,13
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,7,9,7,9,16
MALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,7,8,7,8,15
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,8,6,8,6,14
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,7,6,7,6,13
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,35,57,35,57,92
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,26,93,26,93,119
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,5,3,5,3,8
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,3,2,3,5
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,21,65,21,65,86
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,382,425,382,425,807
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,6,4,6,10
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,17,2,17,19
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,0,1,0,1
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,38,62,38,62,100
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,992,1098,992,1098,2090
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,22,51,22,51,73
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,6,0,6,6
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,44,53,44,53,97
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,29,43,29,43,72
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,15,19,15,19,34
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,6,9,6,9,15
PAMPA GRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,8,10,8,10,18
PAPEL PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,9,0,9,9
PASORAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,3,0,3,0,3
PATACAMAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,182,257,182,257,439
PAZÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,3,1,3,4
PELECHUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,21,39,21,39,60
POCOATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,5,1,5,6
POCONA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,47,45,47,45,92
POJO (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,18,18,18,18,36
POOPO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,55,87,55,87,142
PORCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,20,32,20,32,52
POROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,20,30,20,30,50
PORONGO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,35,21,35,21,56
PORTACHUELO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,3,1,3,1,4
PORVENIR,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,83,114,83,114,197
POSTRER VALLE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,1,0,1,1
POTOSI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,520,584,520,584,1104
PRESTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,0,1,0,1
PUCARA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,11,8,11,8,19
PUCARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,54,36,54,36,90
PUERTO ACOSTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,2,2,2,4
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,7,2,7,9
PUERTO PEREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,16,14,16,14,30
PUERTO QUIJARRO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,14,4,14,4,18
PUERTO RICO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,7,3,7,3,10
PUERTO SUAREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,27,59,27,59,86
PUERTO VILLARROEL,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,109,133,109,133,242
PUNA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,3,1,3,4
PUNATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,115,170,115,170,285
QUIABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,16,14,16,14,30
QUILLACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,481,672,481,672,1153
QUIME,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,94,37,94,37,131
QUIRUSILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,5,0,5,5
RAVELO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,8,0,8,8
REYES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,14,21,14,21,35
RIBERALTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,175,312,175,312,487
ROBORE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,73,0,73,0,73
RURRENABAQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,52,64,52,64,116
SABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,2,2,2,4
SACABA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,613,902,613,902,1515
SACABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,15,1,15,16
SACACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,10,14,10,14,24
SAIPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,16,4,16,20
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,14,22,14,22,36
SAMAIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,33,38,33,38,71
SAN AGUSTIN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,4,2,4,6
SAN ANDRES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,62,66,62,66,128
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,14,16,14,16,30
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,1,1,1,2
SAN BENITO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,90,116,90,116,206
SAN BORJA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,42,80,42,80,122
SAN CARLOS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,6,8,6,8,14
SAN IGNACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,15,17,15,17,32
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,212,238,212,238,450
SAN JAVIER(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,1,1,1,2
SAN JOAQUIN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,99,112,99,112,211
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,6,1,6,7
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,4,2,4,6
SAN JULIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,9,20,9,20,29
SAN LORENZO(PND),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,8,2,8,10
SAN LORENZO(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,15,28,15,28,43
SAN LUCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,123,156,123,156,279
SAN MATIAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,4,4,4,8
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,6,4,6,10
SAN PEDRO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,7,14,7,14,21
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,19,6,19,6,25
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,2,2,2,4
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,7,7,7,7,14
SAN RAFAEL,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,23,24,23,24,47
SAN RAMON BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,2,0,2,2
SAN RAMON SCZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,26,32,26,32,58
SANTA ANA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,87,185,87,185,272
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1116,2093,1116,2093,3209
SANTA ROSA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,11,2,11,13
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,20,35,20,35,55
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,81,88,81,88,169
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,2,4,2,6
SANTIVAÑES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,1,1,1,2
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,23,21,23,21,44
SAPAHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,18,7,18,7,25
SENA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,5,57,5,57,62
SHINAOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,10,25,10,25,35
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,19,0,19,0,19
SIPE SIPE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,52,84,52,84,136
SOPACHUY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,0,2,0,2
SORACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,22,32,22,32,54
SORATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,18,6,18,6,24
SUCRE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1375,1799,1375,1799,3174
TACACOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,6,4,6,10
TAPACARI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,238,296,238,296,534
TARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,56,52,56,52,108
TARACO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,25,39,25,39,64
TARATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,6,0,6,6
TARIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,795,806,795,806,1601
TARVITA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,16,46,16,46,62
TIAWANACU,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,42,35,42,35,77
TINGUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,11,0,11,11
TIPUANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,18,15,18,15,33
TIQUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,425,622,425,622,1047
TIRAQUE (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,13,1,13,14
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,8,0,8,0,8
TOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,5,3,5,3,8
TOLATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,44,35,44,35,79
TOLEDO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,39,43,39,43,82
TOMAVE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,9,11,9,11,20
TOMINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,19,22,19,22,41
TORO TORO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,28,32,28,32,60
TOTORA(CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,50,71,50,71,121
TRIGAL,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,15,10,15,10,25
TRINIDAD,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,66,332,66,332,398
TUPIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,74,65,74,65,139
TURCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,236,241,236,241,477
UMALA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,3,3,3,3,6
UNCIA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,30,21,30,21,51
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,19,33,19,33,52
URUBICHA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,1,1,1,1,2
UYUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,2,2,2,4
VACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,22,4,22,26
VALLEGRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,59,106,59,106,165
VIACHA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,223,194,223,194,417
VILA VILA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,0,11,0,11,11
VILLA CHARCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,31,54,31,54,85
VILLA MONTES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,63,73,63,73,136
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,10,4,10,14
VILLA RIVERO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,17,30,17,30,47
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,21,20,21,20,41
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,99,290,99,290,389
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,95,20,95,20,115
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,77,116,77,116,193
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,27,33,27,33,60
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,80,100,80,100,180
WALDO BALLIVIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,4,3,4,3,7
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,88,109,88,109,197
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,99,183,99,183,282
YAMPARAEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,5,24,5,24,29
YANACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,2,2,2,2,4
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,51,75,51,75,126
YOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,36,33,36,33,69
YOTALA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,18,20,18,20,38
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-11-01,11,22,11,22,33
ACACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-12-01,2,13,2,13,15
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-12-01,20,18,20,18,38
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-12-01,11,15,11,15,26
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-12-01,0,9,0,9,9
ALALAY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-12-01,1,3,1,3,4
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-12-01,15,15,15,15,30
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-12-01,20,19,20,19,39
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-12-01,1,5,1,5,6
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-12-01,17,29,17,29,46
ANZALDO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-12-01,1,0,1,0,1
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-12-01,7,2,7,2,9
ARAMPAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-12-01,2,5,2,5,7
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-12-01,93,112,93,112,205
