,group,variable,month,TOTAL 19.4 DPT 4TA DOSIS CANTIDAD,TOTAL 19.4 DPT 4TA DOSIS CANTIDAD,TOTALES
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,6,14,20
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,8,86,94
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,39,8,47
SORACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,6,1,7
SORATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,3,25,28
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,166,51,217
TACACOMA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,0,1
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,2,8,10
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,2,3
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,7,8
TARABUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,2,8,10
TARACO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,0,1
TARATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,40,13,53
TARVITA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,2,2,4
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,4,3,7
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,0,2,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,3,12,15
TIPUANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,40,6,46
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,29,42,71
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,13,4,17
TOLATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,3,4
TOLEDO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,23,24,47
TOMINA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,6,9,15
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,5,4,9
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,55,6,61
TUPIZA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,24,9,33
TURCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,2,5,7
UMALA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,2,1,3
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,5,6
UYUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,2,0,2
VACAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,3,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,16,20,36
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,7,20,27
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,7,0,7
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,2,12,14
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,4,5,9
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,56,9,65
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,1,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,38,66,104
VINTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,31,23,54
VITICHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,4,1,5
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,58,11,69
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,37,9,46
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,4,5
YANACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,17,0,17
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,40,9,49
YOTALA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,5,6
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,6,1,7
ACACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,12,12
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,8,3,11
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,14,10,24
AIQUILE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,9,12
ALALAY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,1,1
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,9,4,13
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,0,2
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,3,4
ANZALDO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,1,2
APOLO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,0,2
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,1,2
ARANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,15,37,52
ARBIETO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,10,10
ARQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,4,7,11
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,17,0,17
ATOCHA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,33,34
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,2,4
AYATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,4,15,19
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,5,30,35
AZURDUY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,9,8,17
BATALLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,17,30,47
BAURES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,11,13
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,3,4
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,4,1,5
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,35,78,113
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,2,3
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,2,2
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,32,35
CAIROMA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,0,2
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,5,12,17
CAJUATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,0,2
CALACOTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,0,2
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,7,0,7
CAMARGO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,5,4,9
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,1,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,10,3,13
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,10,4,14
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,7,0,7
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,4,4
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,42,14,56
CARAPARI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,1,2
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,11,23,34
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,0,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,4,6
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,9,9
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,15,41,56
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,10,1,11
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,0,2
CHUA COCANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,5,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,13,5,18
CHUMA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,4,1,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,6,6
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,12,15
CLIZA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,8,10
COBIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,10,12,22
COCAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,15,7,22
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,249,31,280
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,10,15,25
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,16,3,19
COLLANA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,1,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,7,6,13
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,12,33,45
COLQUENCHA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,5,0,5
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,5,8
COMANCHE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,0,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,0,3
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,1,1
COPACABANA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,14,17
CORIPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,25,0,25
CORO CORO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,2,3
COROICO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,7,13,20
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,10,12,22
COTOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,48,5,53
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,11,2,13
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,1,2
CUEVO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,1,2
CULPINA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,38,9,47
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,6,8
CURVA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,1,3
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,6,0,6
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,237,207,444
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,8,0,8
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,0,3
EL TORNO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,13,6,19
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,2,4
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,8,0,8
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,5,6,11
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,12,12
EXALTACION,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,0,2
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,21,1,22
GUANAY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,10,5,15
GUAQUI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,11,67,78
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,0,3
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,1,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,11,38,49
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,5,8
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,3,3
ICHOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,4,7
ICLA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,5,8
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,27,41,68
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,5,0,5
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,7,6,13
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,4,3,7
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,28,14,42
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,27,2,29
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,247,65,312
LAJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,5,3,8
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,5,2,7
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,4,1,5
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,18,159,177
LORETO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,7,0,7
MACHARETI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,4,7
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,4,0,4
MAIRANA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,5,0,5
MAPIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,34,99,133
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,13,0,13
MINEROS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,0,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,8,4,12
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,10,12,22
MOJINETE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,3,5
MONTERO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,34,0,34
MORO MORO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,0,2
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,8,9
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,3,5
OKINAWA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,5,7
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,7,2,9
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,46,32,78
PADCAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,3,4
PALCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,10,0,10
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,22,6,28
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,2,4
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,10,11,21
PASORAPA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,1,3
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,13,1,14
PAZÑA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,1,3
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,0,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,8,8
POCONA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,4,1,5
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,4,9,13
POOPO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,2,5
POROMA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,6,18,24
PORONGO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,11,6,17
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,18,0,18
PORVENIR,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,2,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,59,52,111
PRESTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,7,21,28
PUCARANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,16,39,55
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,3,4
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,3,3
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,1,2
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,5,6,11
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,19,0,19
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,8,0,8
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,25,1,26
PUNA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,13,21,34
PUNATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,15,4,19
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,7,7
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,31,40,71
QUIME,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,7,0,7
RAVELO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,32,27,59
REYES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,0,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,27,4,31
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,4,7
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,46,30,76
SACACA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,9,27,36
SAIPINA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,2,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,1,2
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,7,3,10
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,5,2,7
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,4,0,4
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,9,12
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,16,11,27
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,1,4
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,13,2,15
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,2,23,25
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,10,6,16
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,64,14,78
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,16,22,38
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,5,5
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,0,3
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,19,59,78
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,1,2
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,0,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,10,13
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,11,5,16
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,0,2,2
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,0,3
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,3,1,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-11-01,458,430,888
