,group,variable,month,TOTAL 19.5 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTAL 19.5 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
YUNGUYO DE LITORAL,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-06-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,1,2
ALALAY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,5,6
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,3,0,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,3,3
AYATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,5,13,18
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,1,2
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,28,32,60
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,3,3
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,1,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,6,0,6
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,3,0,3
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,26,0,26
CATACORA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,1,2
CHACARILLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,3,0,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,114,3,117
COLOMI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,1,3
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,12,3,15
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,2,2
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,4,5
CUEVO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,1,3
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,38,34,72
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,5,0,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,11,16,27
GUANAY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,4,4,8
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2
HUATAJATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,11,11
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,3,3
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,3,5
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,118,18,136
LAJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2
LURIBAY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
MALLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,5,5
MINEROS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,1,2
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,5,5
MONTERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,33,4,37
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
OCURI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,2,2
OKINAWA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,1,2
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,4,1,5
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,3,3,6
PALCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,47,0,47
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,8,3,11
PAZÑA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,8,8
PORONGO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,1,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,13,1,14
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,1,3
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,6,0,6
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,11,21,32
RAVELO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,5,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,17,13,30
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,1,2
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,15,1,16
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,5,0,5
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,3,0,3
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,13,5,18
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,2,2
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,4,0,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,16,16,32
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,6,4,10
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,3,4,7
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,116,20,136
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,6,6
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,4,6
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,2,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,7,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,3,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
SORACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,1,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,30,23,53
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,6,8,14
TARACO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,7,0,7
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
TOMINA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,7,5,12
UMALA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,3,3,6
UNCIA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,2,0,2
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,1,2
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,0,3,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,33,11,44
VINTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,20,3,23
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,1,1,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,4,1,5
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-07-01,27,4,31
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,3,4
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,1,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,3,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,4,0,4
ATOCHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,3,2,5
AYATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,3,6,9
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,16,0,16
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,8,1,9
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,3,19,22
CAJUATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,4,5
CATACORA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,3,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,4,1,5
CHUMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,5,22,27
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,37,4,41
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,1,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,6,1,7
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,4,1,5
COMANCHE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,4,4
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,4,5
CUEVO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,4,4
CURVA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,4,4,8
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,33,26,59
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
ESCOMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,2,1,3
EXALTACION,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,5,5
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,10,0,10
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,6,6
GUANAY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,4,0,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,6,6
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,1,2
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,3,3
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,3,0,3
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,155,0,155
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,2,3,5
LAJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,9,3,12
LURIBAY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,4,2,6
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
MALLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,6,6
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,2,3
MINEROS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,4,0,4
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,7,11,18
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,35,19,54
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,3,3
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,7,1,8
PADCAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,2,1,3
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,9,3,12
PALCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,4,1,5
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,9,4,13
POCOATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,4,0,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,6,1,7
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,2,2
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,4,0,4
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,6,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,2,0,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,2,3
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,7,22,29
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,16,9,25
RAVELO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,4,2,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,4,5
ROBORE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,8,0,8
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,1,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,7,0,7
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,2,2,4
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,5,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,18,46,64
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,13,3,16
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,4,1,5
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,3,4,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,81,3,84
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,4,4
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,2,1,3
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,3,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,7,1,8
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,7,11,18
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,8,13,21
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,1,2
SORATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,6,17,23
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,1,3,4
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,11,0,11
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 1ra dosis,2014-08-01,15,0,15
