,group,variable,month,TOTAL 19.1 DPT 1RA DOSIS CANTIDAD,TOTAL 19.1 DPT 1RA DOSIS CANTIDAD,TOTALES
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,1,0,1
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,6,0,6
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,11,21,32
RAVELO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,0,2,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,1,12,13
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,15,1,16
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,3,0,3
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,8,5,13
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,0,2,2
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,14,0,14
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,16,16,32
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,6,4,10
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,3,4,7
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,111,15,126
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,2,0,2
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,0,6,6
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,2,1,3
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,1,2,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,0,7,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,3,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,2,0,2
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,0,1,1
SORACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,5,3,8
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,12,13,25
TACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,6,8,14
TARACO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,1,0,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,7,0,7
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,7,5,12
UMALA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,3,3,6
UNCIA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,2,0,2
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,1,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,0,3,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,29,11,40
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,20,3,23
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,1,1,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,5,0,5
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-07-01,28,4,32
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,3,4
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
APOLO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,3,0,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,2,2
AYATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,3,6,9
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,16,0,16
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,8,1,9
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,3,19,22
CAJUATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,2,0,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,2,0,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,4,5
CATACORA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,2,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,3,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,4,1,5
CHUMA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,5,22,27
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,54,4,58
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,3,3,6
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,6,1,7
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,2,1,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,4,5
CUEVO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,6,7
CURVA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,4,4,8
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,38,18,56
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
ESCOMA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,2,1,3
EXALTACION,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,5,5
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,10,0,10
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,5,6
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,2,0,2
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,6,6
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,1,2
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,3,3
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,3,0,3
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,112,0,112
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,2,3,5
LAJA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,6,3,9
LURIBAY,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,4,2,6
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
MALLA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,6,6
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,2,3
MINEROS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,4,0,4
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,7,11,18
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,35,19,54
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,3,3
OCURI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,4,4
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,3,1,4
PADCAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,2,1,3
PAILON,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,9,3,12
PALCA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,4,2,6
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,8,4,12
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,9,0,9
POCOATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,2,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,4,0,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,4,8,12
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,2,2
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,4,0,4
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,6,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,2,0,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,2,3
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,7,21,28
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,16,9,25
RAVELO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,3,2,5
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,15,4,19
ROBORE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,8,0,8
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,7,0,7
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,10,7,17
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,5,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,18,46,64
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,13,3,16
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,11,0,11
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,4,1,5
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,3,4,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,86,2,88
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,4,4
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,2,1,3
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,3,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,7,1,8
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,7,11,18
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,8,13,21
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,19,2,21
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,1,2
SORATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,5,3,8
TACACOMA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,2,3
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,3,4
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,11,0,11
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,14,0,14
UMALA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,5,7,12
URUBICHA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,4,1,5
VIACHA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,3,2,5
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,26,33,59
VINTO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,20,16,36
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
YACO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
YANACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-08-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,1,2
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,2,1,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,1,2
AYO AYO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,40,2,42
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,3,2,5
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,16,5,21
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,2,5,7
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,23,2,25
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,1,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,7,12,19
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,2,2,4
CHUMA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,3,24,27
COBIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,8,4,12
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,92,6,98
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,6,12,18
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,2,2
CORO CORO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,3,4
COROICO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,4,4
CUEVO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,1,2
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,5,0,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,29,24,53
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,1,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,4,0,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,3,3,6
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,8,8
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,2,5,7
HUMANATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,13,13
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,2,0,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,10,15,25
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,92,5,97
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,0,1
LAJA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,2,0,2
LORETO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,1,1
LURIBAY,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,3,4
MALLA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,4,4
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,2,15,17
MIZQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,0,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,3,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,28,8,36
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,3,3
OCURI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,3,4
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,9,1,10
PAILON,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,11,4,15
PALCA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,25,3,28
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,4,0,4
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,1,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,7,7
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,16,0,16
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,0,1
PORVENIR,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,6,2,8
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,16,16
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,8,0,8
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,0,1
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,6,8,14
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,2,1,3
RAVELO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,4,0,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,4,0,4
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,9,3,12
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,3,6,9
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,1,2
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,10,0,10
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,3,0,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,8,7,15
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,12,22,34
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,7,11,18
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,0,11,11
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,9,7,16
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      dpt 1ra dosis,2014-09-01,1,0,1
