,group,variable,month,TOTAL 19.2 DPT 2DA DOSIS CANTIDAD,TOTAL 19.2 DPT 2DA DOSIS CANTIDAD,TOTALES
VIACHA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,2,3
VINTO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,8,5,13
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,3,2,5
YANACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-09-01,2,3,5
AYATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,3,4,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,6,2,8
BERMEJO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,18,1,19
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,1,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,10,10
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,7,0,7
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,0,1
COCAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,12,2,14
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,3,0,3
COLOMI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,13,19,32
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,3,0,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,0,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,2,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,2,2
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,6,6
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,13,0,13
MONTERO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
OCURI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,3,3
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,5,18,23
PADILLA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
PALCA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,21,0,21
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,2,0,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,4,4
POOPO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,3,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,6,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,4,4
RAVELO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,4,0,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,12,1,13
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,1,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,2,1,3
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,2,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,8,0,8
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,55,23,78
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,0,1
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
SENA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,2,1,3
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,6,17,23
SORATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,4,9,13
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,2,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,1,2
TUPIZA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,2,2
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,1,1,2
VINTO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,2,1,3
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,7,2,9
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-10-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,2,2
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,4,0,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,6,0,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,5,5
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,5,0,5
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,3,1,4
COLOMI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,1,2
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,3,24,27
CORIPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,0,1
CORQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,13,18,31
EL TORNO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,11,0,11
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,2,3
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,2,1,3
LORETO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,0,1
LURIBAY,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,2,0,2
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,1,2
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,0,1
OCURI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,4,3,7
PALCA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,2,1,3
POCONA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
PORCO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,13,13
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,14,0,14
PUNA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,6,6
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,2,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,6,6
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,8,1,9
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,33,44,77
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,0,1
SENA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,0,1
TARABUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,3,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,4,5
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,5,5
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,2,2
UYUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,8,0,8
VIACHA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,6,2,8
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,1,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-11-01,0,4,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,3,9,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,2,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,2,2
CHAQUI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,5,0,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,2,0,2
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,5,0,5
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,9,9
CORQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,2,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,5,0,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,12,7,19
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,3,3
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,2,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,3,0,3
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,5,5
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,1,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,1,0,1
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,3,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,2,2,4
OCURI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,6,12,18
PADILLA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,5,5
POOPO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,5,1,6
POROMA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,3,2,5
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,2,0,2
REYES,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,2,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,10,0,10
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,9,0,9
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,11,11
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,2,0,2
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,4,0,4
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,4,17,21
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,4,0,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,32,19,51
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,1,1,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,2,0,2
SORATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,1,0,1
TARATA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,1,0,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,1,9,10
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,1,0,1
UMALA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,0,2,2
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,6,2,8
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,6,3,9
YOCALLA,vacunaciones en ninos de 2 a 4 anos,      dpt 2da dosis,2014-12-01,6,3,9
