,group,variable,month,TOTAL 19.6 ANTIPOLIOMIELÍTICA 2DA DOSIS CANTIDAD,TOTAL 19.6 ANTIPOLIOMIELÍTICA 2DA DOSIS CANTIDAD,TOTALES
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,3,9,12
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,1,3,4
RAVELO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,4,0,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,0,3,3
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,1,5,6
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,1,0,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,3,6,9
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,2,5,7
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,7,3,10
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,74,10,84
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,0,2,2
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,4,2,6
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,1,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,3,49,52
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,2,1,3
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,0,3,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,2,5,7
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,0,3,3
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,1,3,4
TARACO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,2,0,2
TOMINA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,11,0,11
UMALA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,1,0,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,4,0,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,1,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,1,2,3
VINTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,8,5,13
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,3,2,5
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-09-01,2,3,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,6,3,9
BERMEJO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,18,1,19
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
CAIROMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,10,0,10
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,1,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,10,10
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,7,0,7
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
COCAPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,13,1,14
COLOMI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,28,0,28
COTOCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,1,2
CUEVO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,14,0,14
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,14,19,33
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,3,0,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,2,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,13,0,13
MONTERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
OCURI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,3,3
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,5,21,26
PADILLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,24,0,24
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,2,0,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,4,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,6,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,5,5
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,8,1,9
ROBORE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,2,0,2
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,1,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,2,1,3
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,10,0,10
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,8,0,8
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,36,20,56
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
SENA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,2,1,3
SORATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,4,9,13
TARIJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
TODOS SANTOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,1,1,2
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,2,1,3
VINTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,2,1,3
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,4,0,4
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-10-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,3,1,4
COLOMI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,3,35,38
CORIPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,0,1
CORQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,13,16,29
EL TORNO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,2,3
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,6,1,7
LURIBAY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,2,0,2
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,0,1
OCURI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,5,3,8
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,20,0,20
PALCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
POCONA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
PORCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,13,13
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,6,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,14,0,14
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,2,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,3,1,4
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,14,44,58
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,0,1
SENA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,1,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,4,5
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,2,2
UYUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,1,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,4,0,4
VINTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
YANACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,1,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-11-01,0,3,3
APOLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,3,9,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,0,2,2
CHAQUI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,5,0,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,0,6,6
COTOCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,5,0,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,12,6,18
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,0,2,2
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,0,2,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,2,0,2
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,0,5,5
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,3,2,5
OCURI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,4,4,8
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,12,0,12
POCOATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,0,6,6
POOPO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,1,1,2
POROMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,5,6,11
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,2,0,2
REYES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,0,2,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,7,0,7
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,0,1,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,2,0,2
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,4,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,5,0,5
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,4,16,20
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,23,20,43
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,2,0,2
SORATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,1,0,1
TARATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,1,3,4
YOCALLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 2da dosis,2014-12-01,6,3,9
