municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitam,TOTAL
VILLA RIVERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,8,8
VILLA SERRANO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,10,10
VILLA TUNARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,125,125
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,26,26
VILLAZON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,69,69
VINTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,10,10
VITICHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,4,4
WALDO BALLIVIAN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,3,3
WARNES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,117,117
YACO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,21,21
YACUIBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,162,162
YAMPARAEZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,12,12
YANACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,9,9
YAPACANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,78,78
YOCALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,9,9
YOTALA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,21,21
YUNCHARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,3,3
ZUDAÑEZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-10-01,9,9
ACACIO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,5,5
ACHACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,80,80
ACHOCALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,16,16
AIQUILE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,32,32
ALCALA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,3,3
ANCORAIMES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,21,21
ANDAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,4,4
ANTEQUERA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,10,10
ANZALDO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,32,32
APOLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,28,28
ARAMPAMPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,13,13
ARBIETO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,8,8
ARQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,27,27
ASCENCION DE GUARAYOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,3,3
ATOCHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,21,21
AUCAPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,9,9
AYATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,22,22
AYO AYO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,15,15
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,35,35
AZURDUY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,26,26
BATALLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,23,23
BAURES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,5,5
BELEN DE ANDAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,1,1
BELEN DE URMIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,3,3
BELLA FLOR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,24,24
BERMEJO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,22,22
BETANZOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,57,57
BOLIVAR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,12,12
BOLPEBRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,2,2
BOYUIBE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,5,5
BUENA VISTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,24,24
CABEZAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,27,27
CAIROMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,22,22
"CAIZA ""D""",micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,18,18
CAJUATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,15,15
CALACOTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,4,4
CALAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,12,12
CAMARGO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,39,39
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,2,2
CAMIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,60,60
CAPINOTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,32,32
CAQUIAVIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,15,15
CARACOLLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,15,15
CARANAVI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,127,127
CARANGAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,1,1
CARAPARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,18,18
CARIPUYO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,21,21
CARMEN RIVERO TORREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,17,17
CHACARILLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,3,3
CHALLAPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,64,64
CHAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,3,3
CHARAGUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,52,52
CHARAÑA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,1,1
CHAYANTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,13,13
CHIMORE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,8,8
CHIPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,2,2
CHOQUE COTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,32,32
CHUMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,25,25
CLIZA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,14,14
COBIJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,52,52
COCHABAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,883,883
COLCAPIRHUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,48,48
"COLCHA ""K""",micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,36,36
COLLANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,4,4
COLOMI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,45,45
COLPA BELGICA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,19,19
COLQUECHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,61,61
COLQUENCHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,14,14
COLQUIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,31,31
COMANCHE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,2,2
COMARAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,23,23
COMBAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,2,2
CONCEPCION,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,89,89
COPACABANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,25,25
CORIPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,15,15
CORO CORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,10,10
COROICO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,41,41
CORQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,14,14
COTAGAITA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,56,56
COTOCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,141,141
CUATRO CAÑADAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,47,47
CUEVO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,10,10
CULPINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,39,39
CURAHUARA DE CARANGAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,6,6
CURVA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,2,2
DESAGUADERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,6,6
EL ALTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,1398,1398
EL CHORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,6,6
EL PUENTE(STC),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,46,46
EL PUENTE(TJA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,12,12
EL TORNO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,122,122
EL VILLAR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,25,25
ENTRE RIOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,71,71
ENTRE RIOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,30,30
EUCALIPTUS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,12,12
EUREKA (SANTOS MERCADO),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,4,4
EXALTACION,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,21,21
FERNANDEZ ALONSO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,17,17
FILADELFIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,9,9
GENERAL SAAVEDRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,27,27
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,28,28
GUANAY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,27,27
GUAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,13,13
GUAYARAMERIN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,110,110
GUTIERREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,18,18
HUACARETA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,19,19
HUACHACALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,2,2
HUANUNI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,43,43
HUARACAJE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,5,5
HUAYLLAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,5,5
ICHOCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,4,4
ICLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,18,18
INCAHUASI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,59,59
INQUISIVI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,18,18
IRUPANA (VILLA DE LANZA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,10,10
IXIAMAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,23,23
JESUS DE MACHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,20,20
LA ASUNTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,63,63
LA GUARDIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,80,80
LA PAZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,1054,1054
LAGUNILLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,14,14
LAJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,18,18
LAS CARRERAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,5,5
LLALLAGUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,18,18
LLICA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,2,2
LORETO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,11,11
LURIBAY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,9,9
MACHACAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,3,3
MACHARETI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,12,12
MAGDALENA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,19,19
MAIRANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,13,13
MALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,8,8
MAPIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,28,28
MECAPACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,11,11
MINEROS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,54,54
MIZQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,39,39
MOCOMOCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,29,29
MOJINETE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,1,1
MOJOCOYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,4,4
MONTEAGUDO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,53,53
MONTERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,227,227
MORO MORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,6,6
MOROCHATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,65,65
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,6,6
OCURI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,30,30
OKINAWA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,41,41
OMEREQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,7,7
ORURO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,252,252
PADCAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,17,17
PADILLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,35,35
PAILON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,34,34
PALCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,15,15
PALOS BLANCOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,33,33
PAMPA AULLAGAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,12,12
PAMPA GRANDE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,27,27
PAPEL PAMPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,17,17
PASORAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,1,1
PATACAMAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,11,11
PAZÑA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,12,12
PELECHUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,22,22
POCOATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,37,37
POCONA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,14,14
POJO (CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,38,38
POOPO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,14,14
PORCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,17,17
POROMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,37,37
PORONGO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,41,41
PORTACHUELO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,49,49
PORVENIR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,3,3
POSTRER VALLE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,4,4
POTOSI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,247,247
PRESTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,19,19
PUCARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,1,1
PUCARANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,57,57
PUERTO ACOSTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,29,29
PUERTO CARABUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,40,40
PUERTO GONZALO MORENO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,21,21
PUERTO PEREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,6,6
PUERTO QUIJARRO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,37,37
PUERTO RICO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,13,13
PUERTO SILES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,5,5
PUERTO SUAREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,31,31
PUERTO VILLARROEL,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,75,75
PUNA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,73,73
PUNATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,83,83
QUIABAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,2,2
QUILLACOLLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,490,490
QUIME,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,13,13
QUIRUSILLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,2,2
RAVELO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,60,60
REYES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,19,19
RIBERALTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,192,192
ROBORE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,20,20
RURRENABAQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,24,24
SABAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,6,6
SACABA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,208,208
SACABAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,6,6
SACACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,43,43
SAIPINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,16,16
SALINAS DE GARCI MENDOZA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,10,10
SAMAIPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,21,21
SAN AGUSTIN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,6,6
SAN ANDRES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,18,18
SAN ANDRES DE MACHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,11,11
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,9,9
SAN ANTONIO DE LOMERIO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,10,10
SAN BENITO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,19,19
SAN BORJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,131,131
SAN BUENA VENTURA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,27,27
SAN CARLOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,58,58
SAN IGNACIO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,49,49
SAN IGNACIO DE VELASCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,154,154
SAN JAVIER(BNI),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,9,9
SAN JAVIER(STC),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,30,30
SAN JOAQUIN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,7,7
SAN JOSE DE CHIQUITOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,76,76
SAN JUAN DE YAPACANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,26,26
SAN JULIAN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,125,125
SAN LORENZO(PND),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,20,20
SAN LORENZO(TJA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,31,31
SAN LUCAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,69,69
SAN MATIAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,52,52
SAN MIGUEL DE VELASCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,17,17
SAN PEDRO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,41,41
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,78,78
SAN PEDRO DE CURAHUARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,12,12
SAN PEDRO DE QUEMES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,5,5
SAN RAFAEL,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,18,18
SAN RAMON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,14,14
SAN RAMON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,16,16
SANTA ANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,43,43
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,1601,1601
SANTA ROSA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,39,39
SANTA ROSA DEL SARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,55,55
SANTIAGO DE CALLAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,12,12
SANTIAGO DE HUARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,21,21
SANTIAGO DE MACHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,6,6
SANTIVAÑES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,10,10
SANTUARIO DE QUILLACAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,6,6
SAPAHAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,22,22
SENA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,16,16
SICA SICA (VILLA AROMA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,24,24
SICAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,7,7
SIPE SIPE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,43,43
SOPACHUY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,15,15
SORACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,31,31
SORATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,22,22
SUCRE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,410,410
TACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,1,1
TACACOMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,19,19
TACOBAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-11-01,22,22
