municipality,group,variable,month,Partos atendidos por personal de salud,TOTAL
PORCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,8,8
PORONGO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
PORTACHUELO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
PORVENIR,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,5,5
PUCARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,22,22
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,11,11
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,9,9
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,3,3
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,3,3
PUERTO RICO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,5,5
PUERTO SILES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,8,8
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,29,29
PUNATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
QUIME,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,18,18
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
ROBORE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,6,6
SACABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,9,9
SAMAIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,3,3
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,3,3
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
SAN BENITO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,9,9
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
SAN CARLOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,12,12
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,5,5
SAN JULIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,42,42
SAN MATIAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,3,3
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
SAN PEDRO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,4,4
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,4,4
SAN PEDRO(PND),atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,4,4
SANTA ANA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
SANTA ROSA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,5,5
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,4,4
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,5,5
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,3,3
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,3,3
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,10,10
SIPE SIPE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,3,3
SOPACHUY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,5,5
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,15,15
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,9,9
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,5,5
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,24,24
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,29,29
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,12,12
TARACO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,3,3
TARATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,12,12
TIAWANACU,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,4,4
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,42,42
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,5,5
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
TOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
TODOS SANTOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,6,6
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,6,6
TOMINA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,4,4
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,10,10
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,3,3
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,17,17
TURCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,3,3
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,19,19
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,8,8
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,5,5
VILA VILA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,5,5
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,5,5
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,7,7
VILLAZON,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
WARNES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,5,5
YACUIBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,2,2
YANACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,3,3
YOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,4,4
YOTALA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,3,3
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,7,7
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-10-01,4,4
ACACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,25,25
ACHOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
AIQUILE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
ANCORAIMES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
ANZALDO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,10,10
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
ARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
ARBIETO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
ATOCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,7,7
AUCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,8,8
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,15,15
BATALLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
BELEN DE URMIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
BETANZOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,19,19
BOLIVAR,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,7,7
CABEZAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
CAIROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,7,7
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,8,8
CAJUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
CALACOTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
CAMARGO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
CAMIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,7,7
CARACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,13,13
CARANAVI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,14,14
CARAPARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
CHACARILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,18,18
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,7,7
CHARAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,6,6
CHARAÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,9,9
CHIMORE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,7,7
COLLANA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,21,21
COLQUENCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,7,7
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,19,19
COMANCHE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
COMARAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
COMBAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
COPACABANA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
CORIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,6,6
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,7,7
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,21,21
COTOCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
CUEVO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,14,14
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,6,6
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
EL TORNO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
ENTRE RIOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
ENTRE RIOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
FILADELFIA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,7,7
GUANAY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
HUACARETA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
HUANUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,18,18
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,7,7
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,8,8
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,9,9
LA GUARDIA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,14,14
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,6,6
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
MAPIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
MINEROS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,10,10
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,33,33
NAZACARA DE PACAJES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,29,29
OMEREQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
PADILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
PAILON,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,9,9
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
PASORAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,6,6
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,14,14
POJO (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,6,6
PORCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,7,7
PORONGO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,12,12
PUCARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,19,19
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,9,9
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
PUERTO RICO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
PUERTO SILES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,35,35
QUIME,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,11,11
REYES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
SABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
SACABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
SAIPINA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
SAN ANDRES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
SAN BENITO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
SAN JULIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,38,38
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,6,6
SAN PEDRO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,8,8
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
SAN PEDRO(PND),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
SANTA ROSA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,7,7
SENA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,18,18
SIPE SIPE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
SOPACHUY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,14,14
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,6,6
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,12,12
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,16,16
TAHUA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,23,23
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,16,16
TARACO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,11,11
