municipality,group,variable,month,Nacidos vivos atendidos por partera capacitad,TOTAL
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,9,9
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,32,32
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,3,3
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,5,5
VALLEGRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
VILLA RIVERO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,5,5
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-06-01,2,2
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,5,5
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,9,9
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,4,4
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,10,10
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,10,10
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,9,9
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
BELEN DE ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,4,4
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,6,6
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,4,4
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
CAJUATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,4,4
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,14,14
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,11,11
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
COLLANA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,41,41
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,8,8
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,8,8
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,4,4
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,6,6
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,4,4
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,7,7
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,5,5
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
MORO MORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,12,12
OKINAWA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,7,7
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,6,6
PUERTO SILES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,95,95
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,13,13
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,5,5
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,22,22
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,9,9
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,9,9
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,10,10
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,11,11
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,5,5
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,5,5
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,15,15
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,4,4
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,22,22
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,11,11
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,4,4
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,3,3
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,7,7
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,7,7
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,5,5
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-07-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,15,15
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
ANTEQUERA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,13,13
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,12,12
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,10,10
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,11,11
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,6,6
BAURES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
BOLPEBRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,13,13
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,8,8
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,5,5
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
COLLANA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,53,53
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,9,9
EL CHORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
EL VILLAR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,7,7
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
LAS CARRERAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,5,5
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,11,11
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,6,6
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,11,11
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,7,7
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
PUCARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,6,6
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,17,17
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,35,35
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,2,2
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,26,26
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,4,4
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,3,3
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-08-01,17,17
