municipality,group,variable,month,Vacunaciones SRP fuera de servicio,TOTAL
BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,24,24
CABEZAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,29,29
CAIROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,31,31
"CAIZA ""D""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,23,23
CALACOTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,5,5
CALAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,35,35
CAMARGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,30,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,7,7
CAMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,60,60
CAPINOTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,13,13
CAQUIAVIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,8,8
CARACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,50,50
CARANAVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,40,40
CARAPARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,14,14
CARIPUYO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,35,35
CARMEN RIVERO TORREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,5,5
CHACARILLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,18,18
CHALLAPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,64,64
CHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,14,14
CHARAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,79,79
CHAYANTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,24,24
CHIMORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,15,15
CHIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,13,13
CHUMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,33,33
CLIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,4,4
COBIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,37,37
COCHABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,168,168
COLCAPIRHUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,37,37
"COLCHA ""K""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,11,11
COLOMI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,24,24
COLPA BELGICA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,13,13
COLQUECHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,94,94
COLQUENCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,18,18
COLQUIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,81,81
COMARAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,29,29
COMBAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,6,6
CONCEPCION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,18,18
COPACABANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,15,15
CORIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,17,17
CORO CORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,15,15
COROICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,16,16
CORQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,22,22
COTAGAITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,55,55
COTOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,17,17
CUATRO CAÑADAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,58,58
CUCHUMUELA (V. G. VILLARROEL),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,9,9
CUEVO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,11,11
CULPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,53,53
CURVA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,6,6
DESAGUADERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,2,2
EL ALTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,713,713
EL CHORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,6,6
EL PUENTE(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,14,14
EL PUENTE(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,32,32
EL TORNO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,56,56
EL VILLAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,1,1
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,21,21
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,31,31
EUCALIPTUS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,14,14
EUREKA (SANTOS MERCADO),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,7,7
EXALTACION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,8,8
FERNANDEZ ALONSO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,38,38
FILADELFIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,16,16
GENERAL SAAVEDRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,39,39
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,38,38
GUANAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,27,27
GUAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,8,8
GUAYARAMERIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,28,28
GUTIERREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,26,26
HUACARETA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,18,18
HUACAYA (VILLA DE HUACAYA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,3,3
HUANUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,15,15
HUAYLLAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,6,6
ICHOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,34,34
ICLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,35,35
INCAHUASI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,83,83
INQUISIVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,35,35
IRUPANA (VILLA DE LANZA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,17,17
IXIAMAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,11,11
JESUS DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,9,9
LA ASUNTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,15,15
LA GUARDIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,73,73
LA PAZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,309,309
LAGUNILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,4,4
LAJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,13,13
LAS CARRERAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,2,2
LICOMA PAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,11,11
LLALLAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,54,54
LLICA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,4,4
LORETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,6,6
LURIBAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,32,32
MACHACAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,9,9
MACHARETI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,8,8
MAGDALENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,16,16
MAIRANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,16,16
MALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,9,9
MAPIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,10,10
MECAPACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,15,15
MINEROS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,43,43
MIZQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,35,35
MOCOMOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,47,47
MOJOCOYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,9,9
MONTEAGUDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,31,31
MONTERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,57,57
MORO MORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,2,2
MOROCHATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,73,73
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,2,2
OCURI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,46,46
OKINAWA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,12,12
OMEREQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,5,5
ORURO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,494,494
PADCAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,39,39
PADILLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,15,15
PAILON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,74,74
PALCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,66,66
PALOS BLANCOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,18,18
PAMPA AULLAGAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,4,4
PAMPA GRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,8,8
PAPEL PAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,12,12
PASORAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,3,3
PATACAMAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,20,20
PAZÑA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,8,8
PELECHUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,12,12
POCOATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,88,88
POCONA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,29,29
POJO (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,27,27
POOPO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,27,27
PORCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,29,29
POROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,35,35
PORONGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,22,22
PORTACHUELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,18,18
PORVENIR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,6,6
POSTRER VALLE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,3,3
POTOSI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,15,15
PRESTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,16,16
PUCARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,2,2
PUCARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,88,88
PUERTO ACOSTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,38,38
PUERTO CARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,48,48
PUERTO GONZALO MORENO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,4,4
PUERTO PEREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,9,9
PUERTO QUIJARRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,15,15
PUERTO RICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,14,14
PUERTO SILES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,3,3
PUERTO SUAREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,16,16
PUERTO VILLARROEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,46,46
PUNA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,90,90
PUNATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,8,8
QUIABAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,11,11
QUILLACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,163,163
QUIME,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,25,25
RAVELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,43,43
REYES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,6,6
RIBERALTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,161,161
ROBORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,39,39
RURRENABAQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,26,26
SABAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,9,9
SACABA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,111,111
SACABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,15,15
SACACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,43,43
SAIPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,14,14
SALINAS DE GARCI MENDOZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,11,11
SAMAIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,17,17
SAN ANDRES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,30,30
SAN ANDRES DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,16,16
SAN ANTONIO DE LOMERIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,10,10
SAN BENITO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,32,32
SAN BORJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,41,41
SAN BUENA VENTURA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,13,13
SAN CARLOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,5,5
SAN IGNACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,2,2
SAN IGNACIO DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,67,67
SAN JAVIER(BNI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,9,9
SAN JAVIER(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,27,27
SAN JOAQUIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,5,5
SAN JOSE DE CHIQUITOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,34,34
SAN JUAN DE YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,22,22
SAN JULIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,122,122
SAN LORENZO(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,37,37
SAN LUCAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,70,70
SAN MATIAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,41,41
SAN MIGUEL DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,11,11
SAN PABLO DE LIPEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,3,3
SAN PEDRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,35,35
SAN PEDRO DE BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,93,93
SAN PEDRO DE CURAHUARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,20,20
SAN PEDRO DE QUEMES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,5,5
SAN PEDRO DE TIQUINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,10,10
SAN RAFAEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,15,15
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,14,14
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,9,9
SANTA ANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,36,36
SANTA CRUZ DE LA SIERRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,1858,1858
SANTA ROSA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,7,7
SANTA ROSA DEL SARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,51,51
SANTIAGO DE CALLAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,3,3
SANTIAGO DE HUARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,11,11
SANTIVAÑES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,12,12
SANTUARIO DE QUILLACAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,8,8
SAPAHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,22,22
SENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,6,6
SICA SICA (VILLA AROMA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,109,109
SIPE SIPE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,79,79
SOPACHUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,6,6
SORACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,38,38
SORATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,47,47
SUCRE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,127,127
TACACOMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,5,5
TACOBAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,30,30
TACOPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,20,20
TAHUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,1,1
TAPACARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,69,69
TARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,20,20
TARACO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,23,23
TARATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,5,5
TARIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,67,67
TARVITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,29,29
TEOPONTE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,16,16
TIAWANACU,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,26,26
TINGUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,91,91
TIPUANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,8,8
TIQUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,47,47
TIRAQUE (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,48,48
TITO YUPANQUI (PARQUIPUJIO),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,3,3
TOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,18,18
TODOS SANTOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,2,2
TOLATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,14,14
TOLEDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,11,11
TOMAVE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,28,28
TOMINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-11-01,19,19
