municipality,group,variable,month,Total 13.9 Días camas disponibles maternidad,TOTAL
GUTIERREZ,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,150,150
HUACARETA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,358,358
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,81,81
HUACHACALLA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
HUANUNI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,360,360
HUARACAJE,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,61,61
HUATAJATA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,31,31
HUAYLLAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,152,152
ICHOCA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,30,30
ICLA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,327,327
INCAHUASI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,201,201
INQUISIVI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
IRUPANA (VILLA DE LANZA),internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
IXIAMAS,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,150,150
JESUS DE MACHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
LA ASUNTA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,480,480
LA GUARDIA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,690,690
LA PAZ,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,12763,12763
LAGUNILLAS,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
LAJA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
LAS CARRERAS,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,210,210
LICOMA PAMPA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
LLALLAGUA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,360,360
LLICA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
LURIBAY,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
MACHACAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
MACHARETI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,180,180
MAGDALENA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,151,151
MAIRANA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
MAPIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,180,180
MINEROS,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
MIZQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,781,781
MOJINETE,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,27,27
MOJOCOYA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,256,256
MONTEAGUDO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,780,780
MONTERO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,1320,1320
MORO MORO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
MOROCHATA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,240,240
OCURI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,240,240
OKINAWA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
OMEREQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,270,270
ORURO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,3976,3976
PADILLA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,300,300
PAILON,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,327,327
PALCA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
PALOS BLANCOS,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,240,240
PAMPA AULLAGAS,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,31,31
PAMPA GRANDE,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
PAPEL PAMPA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
PASORAPA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
PATACAMAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,210,210
PAZÑA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,180,180
POCOATA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
POCONA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,510,510
POJO (CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,300,300
POOPO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
POROMA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,540,540
PORONGO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,330,330
PORTACHUELO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,390,390
PORVENIR,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,174,174
POTOSI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,2130,2130
PRESTO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,267,267
PUCARANI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,150,150
PUERTO ACOSTA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,30,30
PUERTO CARABUCO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
PUERTO GONZALO MORENO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,82,82
PUERTO QUIJARRO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
PUERTO RICO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,103,103
PUERTO SUAREZ,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
PUERTO VILLARROEL,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,1200,1200
PUNA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
PUNATA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,630,630
QUILLACOLLO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,1134,1134
QUIME,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,117,117
QUIRUSILLAS,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,30,30
RAVELO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
REYES,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
RIBERALTA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,930,930
ROBORE,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,272,272
RURRENABAQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,240,240
SACABA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,1350,1350
SACABAMBA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
SACACA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
SAIPINA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,139,139
SALINAS DE GARCI MENDOZA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,210,210
SAMAIPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,150,150
SAN ANTONIO DE LOMERIO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
SAN BENITO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,150,150
SAN BORJA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,480,480
SAN BUENA VENTURA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
SAN CARLOS,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,360,360
SAN IGNACIO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,482,482
SAN IGNACIO DE VELASCO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,1260,1260
SAN JAVIER(STC),internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
SAN JOAQUIN,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
SAN JOSE DE CHIQUITOS,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,900,900
SAN JUAN DE YAPACANI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,83,83
SAN JULIAN,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,570,570
SAN LORENZO(PND),internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,87,87
SAN LUCAS,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,567,567
SAN MATIAS,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,271,271
SAN MIGUEL DE VELASCO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,150,150
SAN PEDRO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,268,268
SAN PEDRO DE BUENA VISTA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,30,30
SAN PEDRO DE TIQUINA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,30,30
SAN RAFAEL,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
SAN RAMON BENI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
SAN RAMON SCZ,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,180,180
SANTA ANA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,240,240
SANTA CRUZ DE LA SIERRA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,18859,18859
SANTA ROSA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
SANTA ROSA DEL SARA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,420,420
SANTIAGO DE CALLAPA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,91,91
SANTIAGO DE HUARI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,180,180
SANTIAGO DE HUATA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
SANTIAGO DE MACHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
SANTIVAÑES,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,150,150
SANTUARIO DE QUILLACAS,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,150,150
SAPAHAQUI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
SENA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,59,59
SHINAOTA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,480,480
SICA SICA (VILLA AROMA),internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,175,175
SICAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,30,30
SIPE SIPE,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,924,924
SOPACHUY,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,272,272
SORACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,180,180
SORATA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
SUCRE,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,3421,3421
TACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,30,30
TACACOMA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,150,150
TACOPAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,180,180
TAPACARI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,596,596
TARABUCO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,540,540
TARACO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,30,30
TARATA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,180,180
TARIJA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,1086,1086
TARVITA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,772,772
TEOPONTE,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
TIAWANACU,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,30,30
TIPUANI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,150,150
TIQUIPAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,598,598
TIRAQUE (CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,540,540
TOCO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
TOLATA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
TOMINA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,510,510
TORO TORO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
TOTORA(CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,360,360
TRIGAL,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,30,30
TRINIDAD,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,1758,1758
TUPIZA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,540,540
UMALA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,30,30
UNCIA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,150,150
URUBICHA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,60,60
UYUNI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,630,630
VACAS,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,210,210
VALLEGRANDE,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,180,180
VIACHA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,570,570
VILA VILA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,150,150
VILLA CHARCAS,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,57,57
VILLA MONTES,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,360,360
VILLA RIVERO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,91,91
VILLA SERRANO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,390,390
VILLA TUNARI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,1410,1410
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
VILLAZON,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,420,420
VINTO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,212,212
VITICHI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
WARNES,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,330,330
YACO,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,120,120
YACUIBA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,577,577
YAMPARAEZ,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,360,360
YANACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,30,30
YAPACANI,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,589,589
YOTALA,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,90,90
ZUDAÑEZ,internaciones dias camas,      dias camas disponibles maternidad,2014-09-01,270,270
ACACIO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
ACHACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,341,341
ACHOCALLA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
AIQUILE,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,527,527
ALALAY,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
ALCALA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
ALTO BENI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
ANZALDO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
APOLO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
ARAMPAMPA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
ARBIETO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,155,155
ARQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,268,268
ATOCHA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,524,524
AUCAPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
AYATA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
AYO AYO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,1054,1054
AZURDUY,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,430,430
BAURES,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
BETANZOS,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,155,155
BOLIVAR,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,89,89
BOYUIBE,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
BUENA VISTA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,305,305
CABEZAS,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
CAIROMA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,186,186
"CAIZA ""D""",internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,90,90
CAJUATA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,186,186
CALACOTO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
CALAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
CAMARGO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,399,399
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
CAMIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,341,341
CAPINOTA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,277,277
CAQUIAVIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
CARACOLLO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
CARANAVI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,341,341
CARIPUYO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
CHAYANTA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,60,60
CHIMORE,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,338,338
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,279,279
CHUMA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,120,120
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,48,48
CKOCHAS,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
CLIZA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,341,341
COCAPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,52,52
COCHABAMBA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,11439,11439
COLCAPIRHUA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,414,414
"COLCHA ""K""",internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
COLLANA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,30,30
COLOMI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,372,372
COLPA BELGICA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
COLQUECHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
COLQUENCHA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
COLQUIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
CONCEPCION,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,155,155
COPACABANA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
CORIPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
COROICO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,310,310
COTAGAITA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
CUATRO CAÑADAS,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,310,310
CUEVO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
CULPINA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,309,309
DESAGUADERO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,26,26
EL ALTO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,5353,5353
EL VILLAR,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,217,217
ENTRE RIOS CBBA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,310,310
ESCOMA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
GUANAY,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,186,186
GUAQUI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,30,30
GUAYARAMERIN,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,777,777
GUTIERREZ,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
HUACARETA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,421,421
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,82,82
HUARACAJE,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
HUARINA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,28,28
HUAYLLAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
ICLA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,339,339
INCAHUASI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,277,277
INQUISIVI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
IRUPANA (VILLA DE LANZA),internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,186,186
IXIAMAS,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
JESUS DE MACHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
LA ASUNTA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,496,496
LA PAZ,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,12005,12005
LAGUNILLAS,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
LAJA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,56,56
LICOMA PAMPA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
LLALLAGUA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,372,372
LLICA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
LURIBAY,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,92,92
MACHARETI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,217,217
MAGDALENA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
MAPIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,123,123
MECAPACA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,30,30
MIZQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,837,837
MOCOMOCO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
MOJINETE,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,29,29
MOJOCOYA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,263,263
MONTEAGUDO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,708,708
MOROCHATA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
OCURI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,248,248
OMEREQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,155,155
ORURO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,3693,3693
PADILLA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,372,372
PAILON,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,400,400
PALCA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
PALOS BLANCOS,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,310,310
PAPEL PAMPA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,61,61
PASORAPA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
PATACAMAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,241,241
POCOATA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
POCONA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,372,372
POJO (CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,341,341
POROMA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
PORTACHUELO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,675,675
POTOSI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,2196,2196
PRESTO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,265,265
PUCARANI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,155,155
PUERTO ACOSTA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
PUERTO CARABUCO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
PUERTO PEREZ,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
PUERTO SILES,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,5,5
PUERTO VILLARROEL,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,1022,1022
PUNA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
PUNATA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,651,651
QUILLACOLLO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,1039,1039
QUIME,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
RAVELO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
REYES,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
RIBERALTA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,713,713
ROBORE,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,604,604
RURRENABAQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,248,248
SACABA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,1361,1361
SACABAMBA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
SACACA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
SAN ANDRES DE MACHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
SAN ANTONIO DE LOMERIO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
SAN BENITO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,186,186
SAN BORJA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,494,494
SAN BUENA VENTURA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
SAN CARLOS,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,217,217
SAN IGNACIO DE VELASCO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,1333,1333
SAN JOAQUIN,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,992,992
SAN JULIAN,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,434,434
SAN LUCAS,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,1015,1015
SAN MATIAS,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,219,219
SAN MIGUEL DE VELASCO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,155,155
