municipality,group,variable,month,Total 13.7 Días camas ocupadas maternidad,TOTAL
ROBORE,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,72,72
RURRENABAQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,215,215
SACABA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,433,433
SACACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,14,14
SAN ANDRES,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,16,16
SAN ANTONIO DE LOMERIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,17,17
SAN BENITO,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,9,9
SAN BORJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,153,153
SAN BUENA VENTURA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,22,22
SAN CARLOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,12,12
SAN IGNACIO DE VELASCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,394,394
SAN JOAQUIN,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,28,28
SAN JOSE DE CHIQUITOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,136,136
SAN JUAN DE YAPACANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,30,30
SAN JULIAN,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,163,163
SAN LUCAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,116,116
SAN MATIAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,41,41
SAN MIGUEL DE VELASCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,18,18
SAN PEDRO DE BUENA VISTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,12,12
SAN PEDRO DE TIQUINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,4,4
SAN RAFAEL,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,11,11
SAN RAMON BENI,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,55,55
SAN RAMON SCZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,29,29
SANTA ANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,123,123
SANTA CRUZ DE LA SIERRA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,9132,9132
SANTA ROSA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,25,25
SANTA ROSA DEL SARA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,19,19
SANTIAGO DE CALLAPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,2,2
SANTIAGO DE HUATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,10,10
SANTIAGO DE MACHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,6,6
SANTIVAÑES,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,6,6
SAPAHAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,2,2
SHINAOTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,62,62
SICA SICA (VILLA AROMA),internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,23,23
SIPE SIPE,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,192,192
SOPACHUY,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,43,43
SORACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,1,1
SORATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,16,16
SUCRE,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,2427,2427
TACACOMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,8,8
TACOPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,19,19
TAPACARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,4,4
TARABUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,67,67
TARACO,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,1,1
TARATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,16,16
TARIJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,489,489
TARVITA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,32,32
TEOPONTE,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,12,12
TIAWANACU,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,1,1
TIPUANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,27,27
TIQUIPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,432,432
TIRAQUE (CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,21,21
TOCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,6,6
TOMINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,14,14
TOTORA(CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,48,48
TRINIDAD,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,1114,1114
UNCIA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,31,31
UYUNI,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,244,244
VIACHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,12,12
VILA VILA,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,5,5
VILLA CHARCAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,93,93
VILLA MONTES,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,337,337
VILLA RIVERO,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,7,7
VILLA SERRANO,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,34,34
VILLA TUNARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,15,15
VILLAZON,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,202,202
VINTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,222,222
YACO,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,2,2
YAMPARAEZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,21,21
YANACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,2,2
YAPACANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,174,174
ZUDAÑEZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-10-01,51,51
ACHACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,67,67
AIQUILE,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,65,65
ALCALA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,10,10
ALTO BENI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,16,16
ANTEQUERA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
ANZALDO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,4,4
APOLO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,17,17
ARBIETO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,16,16
ARQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
ATOCHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,72,72
AUCAPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
AYO AYO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,44,44
AZURDUY,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,21,21
BAURES,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,30,30
BELLA FLOR,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
BERMEJO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,98,98
BETANZOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,38,38
BOLIVAR,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
BOYUIBE,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,11,11
BUENA VISTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
CABEZAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,27,27
CAIROMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,4,4
CAJUATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,16,16
CALACOTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
CALAMARCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,9,9
CAMARGO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,116,116
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,8,8
CAMIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,212,212
CAPINOTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,14,14
CAQUIAVIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
CARACOLLO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,32,32
CARANAVI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,145,145
CATACORA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,3,3
CHALLAPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,198,198
CHAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,4,4
CHARAÑA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
CHAYANTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,35,35
CHIMORE,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
CHIPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,131,131
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,10,10
CKOCHAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
CLIZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,104,104
COBIJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,611,611
COCAPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,10,10
COCHABAMBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,4127,4127
COLCAPIRHUA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,79,79
COLOMI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,26,26
COLPA BELGICA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,6,6
COLQUECHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,14,14
COLQUENCHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
COLQUIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,12,12
CONCEPCION,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
COPACABANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
CORIPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,22,22
COROICO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,75,75
COTAGAITA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,14,14
COTOCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,261,261
CUATRO CAÑADAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,28,28
CUEVO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,4,4
CULPINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,70,70
DESAGUADERO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,11,11
EL ALTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,3046,3046
EL TORNO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,702,702
EL VILLAR,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,13,13
ENTRE RIOS CBBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,46,46
ESCOMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,22,22
FERNANDEZ ALONSO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,14,14
FILADELFIA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,4,4
GUANAY,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,26,26
GUAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
GUAYARAMERIN,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,424,424
GUTIERREZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,17,17
HUACARETA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,31,31
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,5,5
HUACHACALLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
HUANUNI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,295,295
HUARACAJE,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,22,22
HUARINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,10,10
HUAYLLAMARCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
HUMANATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,3,3
ICLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,19,19
INCAHUASI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,21,21
INQUISIVI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
IRUPANA (VILLA DE LANZA),internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,13,13
IXIAMAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,13,13
JESUS DE MACHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,11,11
LA ASUNTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,56,56
LA PAZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,6114,6114
LAGUNILLAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,18,18
LAJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
LLALLAGUA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,272,272
LLICA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,8,8
LURIBAY,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
MACHACAMARCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,4,4
MACHARETI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,4,4
MAGDALENA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,93,93
MAPIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,18,18
MINEROS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,32,32
MIZQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,131,131
MOCOMOCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,3,3
MOJOCOYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,18,18
MONTEAGUDO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,253,253
MONTERO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,679,679
MOROCHATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,5,5
OCURI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,19,19
OMEREQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,9,9
ORURO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2526,2526
PADILLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,113,113
PAILON,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,51,51
PALCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,3,3
PALOS BLANCOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,39,39
PAMPA AULLAGAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
PASORAPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
PATACAMAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,27,27
PAZÑA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
PELECHUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
POCOATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,9,9
POCONA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,16,16
POJO (CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,23,23
POOPO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
POROMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,61,61
PORTACHUELO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,164,164
PORVENIR,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,8,8
POTOSI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,835,835
PRESTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,38,38
PUCARANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,15,15
PUERTO ACOSTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
PUERTO CARABUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
PUERTO RICO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,20,20
PUERTO VILLARROEL,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,180,180
PUNA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,32,32
PUNATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,235,235
QUILLACOLLO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,758,758
QUIME,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,7,7
RAVELO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,9,9
REYES,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,30,30
RIBERALTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,569,569
ROBORE,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,59,59
RURRENABAQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,178,178
SABAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,8,8
SACABA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,414,414
SACABAMBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
SACACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,29,29
SALINAS DE GARCI MENDOZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,13,13
SAN ANDRES,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,16,16
SAN ANTONIO DE LOMERIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,6,6
SAN BENITO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
SAN BORJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,203,203
SAN BUENA VENTURA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,14,14
SAN CARLOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,20,20
SAN IGNACIO DE VELASCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,390,390
SAN JAVIER(STC),internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,50,50
SAN JOAQUIN,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,25,25
SAN JOSE DE CHIQUITOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,168,168
SAN JULIAN,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,160,160
SAN LORENZO(PND),internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,4,4
SAN LUCAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,45,45
SAN MATIAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,54,54
SAN MIGUEL DE VELASCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,60,60
SAN PEDRO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
SAN PEDRO DE BUENA VISTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,16,16
SAN RAFAEL,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,6,6
SAN RAMON BENI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,22,22
SAN RAMON SCZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,18,18
SANTA ANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,115,115
SANTA CRUZ DE LA SIERRA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,9023,9023
SANTA ROSA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,24,24
SANTA ROSA DEL SARA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,20,20
SANTIAGO DE HUARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
SANTIAGO DE HUATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,3,3
SANTIVAÑES,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
SAPAHAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,5,5
SENA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,15,15
SIPE SIPE,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,50,50
SOPACHUY,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,17,17
SORACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
SORATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,11,11
SUCRE,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1955,1955
TACACOMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,18,18
TACOPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,8,8
TAPACARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,4,4
TARABUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,84,84
TARACO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
TARATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,8,8
TARIJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1950,1950
TARVITA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,50,50
TEOPONTE,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
TIAWANACU,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,8,8
TIPUANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,4,4
TIQUIPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,419,419
TIRAQUE (CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,18,18
TOCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,6,6
TODOS SANTOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,2,2
TOLATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,6,6
TOMINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,50,50
TORO TORO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,6,6
TOTORA(CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,53,53
TRINIDAD,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,953,953
TUPIZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,291,291
UNCIA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,25,25
UYUNI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,238,238
VIACHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,39,39
VILA VILA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,15,15
VILLA CHARCAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,38,38
VILLA MONTES,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,309,309
VILLA RIVERO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,5,5
VILLA SERRANO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,31,31
VILLA TUNARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,517,517
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,13,13
VILLAZON,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,190,190
VINTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,6701,6701
WALDO BALLIVIAN,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,1,1
YACO,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,4,4
YACUIBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,309,309
YAMPARAEZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,8,8
YANACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,8,8
YAPACANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,167,167
YOTALA,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,51,51
ZUDAÑEZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-11-01,31,31
ACACIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,15,15
ACHACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,50,50
AIQUILE,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,155,155
ALALAY,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
ALCALA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,3,3
ALTO BENI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,5,5
ANCORAIMES,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
ANDAMARCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
ANTEQUERA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,4,4
APOLO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,36,36
ARAMPAMPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
ARBIETO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,15,15
ARQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,4,4
ATOCHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,24,24
AYATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1,1
AYO AYO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,34,34
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,29,29
AZURDUY,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,90,90
BAURES,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,42,42
BELLA FLOR,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
BERMEJO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,122,122
BETANZOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,33,33
