municipality,group,variable,month,Nuevas en personas de 60 años o más -Hombre,Nuevas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
CAMARGO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,234,367,234,367,601
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,26,42,26,42,68
CAMIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,817,1141,817,1141,1958
CAPINOTA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,59,75,59,75,134
CAQUIAVIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,49,62,49,62,111
CARACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,84,85,84,85,169
CARANAVI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,338,197,338,197,535
CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,3,2,3,2,5
CARAPARI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,46,64,46,64,110
CARIPUYO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,12,16,12,16,28
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,13,14,13,14,27
CATACORA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,20,16,20,16,36
CHALLAPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,225,197,225,197,422
CHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,45,72,45,72,117
CHARAGUA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,50,67,50,67,117
CHARAÑA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,23,15,23,15,38
CHAYANTA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,66,128,66,128,194
CHIMORE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,31,15,31,15,46
CHIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,10,10,10,10,20
CHOQUE COTA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,10,20,10,20,30
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,95,64,95,64,159
CHUMA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,36,52,36,52,88
CLIZA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,45,75,45,75,120
COBIJA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,327,365,327,365,692
COCHABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,6583,8211,6583,8211,14794
COIPASA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,5,2,5,2,7
COLCAPIRHUA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,157,277,157,277,434
"COLCHA ""K""",consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,76,117,76,117,193
COLLANA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,19,14,19,14,33
COLOMI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,15,19,15,19,34
COLPA BELGICA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,30,83,30,83,113
COLQUECHACA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,70,155,70,155,225
COLQUENCHA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,33,53,33,53,86
COLQUIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,66,69,66,69,135
COMANCHE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,70,62,70,62,132
COMARAPA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,95,127,95,127,222
COMBAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,11,10,11,10,21
CONCEPCION,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,12,7,12,7,19
COPACABANA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,26,34,26,34,60
CORIPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,35,33,35,33,68
CORO CORO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,20,16,20,16,36
COROICO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,53,59,53,59,112
CORQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,62,54,62,54,116
COTAGAITA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,339,534,339,534,873
COTOCA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,208,161,208,161,369
CUATRO CAÑADAS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,31,31,31,31,62
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,4,8,4,8,12
CUEVO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,32,59,32,59,91
CULPINA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,79,108,79,108,187
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,34,30,34,30,64
CURVA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,10,15,10,15,25
DESAGUADERO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,21,15,21,15,36
EL ALTO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,1590,1849,1590,1849,3439
EL CHORO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,60,41,60,41,101
EL PUENTE(STC),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,41,40,41,40,81
EL PUENTE(TJA),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,43,120,43,120,163
EL TORNO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,589,610,589,610,1199
EL VILLAR,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,47,65,47,65,112
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,85,99,85,99,184
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,30,20,30,20,50
ESCARA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,1,3,1,3,4
ESMERALDA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,12,11,12,11,23
EUCALIPTUS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,44,44,44,44,88
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,0,1,0,1,1
EXALTACION,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,22,19,22,19,41
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,24,14,24,14,38
FILADELFIA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,9,11,9,11,20
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,30,42,30,42,72
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,28,32,28,32,60
GUANAY,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,106,54,106,54,160
GUAQUI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,43,45,43,45,88
GUAYARAMERIN,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,931,949,931,949,1880
GUTIERREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,48,73,48,73,121
HUACARETA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,69,93,69,93,162
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,18,28,18,28,46
HUACHACALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,58,44,58,44,102
HUANUNI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,225,168,225,168,393
HUARACAJE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,7,12,7,12,19
HUAYLLAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,32,28,32,28,60
ICHOCA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,17,21,17,21,38
ICLA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,34,49,34,49,83
INCAHUASI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,67,116,67,116,183
INGAVI (HUMAITA),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,3,3,3,3,6
INQUISIVI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,54,35,54,35,89
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,75,65,75,65,140
IXIAMAS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,15,6,15,6,21
JESUS DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,163,176,163,176,339
LA ASUNTA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,71,67,71,67,138
LA GUARDIA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,58,87,58,87,145
LA PAZ,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,9527,11357,9527,11357,20884
LA RIVERA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,2,4,2,4,6
LAGUNILLAS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,47,41,47,41,88
LAJA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,32,44,32,44,76
LAS CARRERAS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,56,83,56,83,139
LICOMA PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,13,15,13,15,28
LLALLAGUA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,242,329,242,329,571
LLICA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,49,54,49,54,103
LORETO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,18,15,18,15,33
LURIBAY,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,64,78,64,78,142
MACHACAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,49,70,49,70,119
MACHARETI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,97,102,97,102,199
MAGDALENA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,34,17,34,17,51
MAIRANA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,57,75,57,75,132
MALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,12,9,12,9,21
MAPIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,34,29,34,29,63
MECAPACA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,51,47,51,47,98
MINEROS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,21,10,21,10,31
MIZQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,22,36,22,36,58
MOCOMOCO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,100,91,100,91,191
MOJINETE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,9,9,9,9,18
MOJOCOYA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,29,48,29,48,77
MONTEAGUDO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,338,408,338,408,746
MONTERO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,145,194,145,194,339
MORO MORO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,29,50,29,50,79
MOROCHATA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,32,47,32,47,79
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,8,6,8,6,14
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,2,1,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,14,3,14,3,17
OCURI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,51,96,51,96,147
OKINAWA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,159,139,159,139,298
OMEREQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,23,38,23,38,61
ORURO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,3244,4382,3244,4382,7626
PADCAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,54,76,54,76,130
PADILLA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,233,369,233,369,602
PAILON,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,19,15,19,15,34
PALCA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,60,85,60,85,145
PALOS BLANCOS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,47,37,47,37,84
PAMPA AULLAGAS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,15,13,15,13,28
PAMPA GRANDE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,34,46,34,46,80
PAPEL PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,25,32,25,32,57
PASORAPA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,10,22,10,22,32
PATACAMAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,71,68,71,68,139
PAZÑA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,34,53,34,53,87
PELECHUCO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,14,10,14,10,24
POCOATA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,86,120,86,120,206
POCONA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,22,49,22,49,71
POJO (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,6,13,6,13,19
POOPO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,61,57,61,57,118
PORCO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,11,26,11,26,37
POROMA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,81,105,81,105,186
PORONGO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,30,24,30,24,54
PORTACHUELO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,143,170,143,170,313
PORVENIR,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,12,13,12,13,25
POSTRER VALLE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,36,37,36,37,73
POTOSI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,1593,2147,1593,2147,3740
PRESTO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,36,44,36,44,80
PUCARA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,31,56,31,56,87
PUCARANI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,102,91,102,91,193
PUERTO ACOSTA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,120,129,120,129,249
PUERTO CARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,41,68,41,68,109
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,34,25,34,25,59
PUERTO PEREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,30,43,30,43,73
PUERTO QUIJARRO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,134,71,134,71,205
PUERTO RICO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,27,33,27,33,60
PUERTO SILES,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,17,9,17,9,26
PUERTO SUAREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,126,135,126,135,261
PUERTO VILLARROEL,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,47,33,47,33,80
PUNA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,165,332,165,332,497
PUNATA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,238,289,238,289,527
QUIABAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,17,18,17,18,35
QUILLACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,489,612,489,612,1101
QUIME,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,31,28,31,28,59
QUIRUSILLAS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,32,27,32,27,59
RAVELO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,72,126,72,126,198
REYES,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,80,101,80,101,181
RIBERALTA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,107,93,107,93,200
ROBORE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,187,240,187,240,427
RURRENABAQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,150,121,150,121,271
SABAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,67,63,67,63,130
SACABA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,192,331,192,331,523
SACABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,13,36,13,36,49
SACACA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,60,75,60,75,135
SAIPINA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,16,11,16,11,27
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,67,55,67,55,122
SAMAIPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,69,75,69,75,144
SAN AGUSTIN,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,10,16,10,16,26
SAN ANDRES,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,21,18,21,18,39
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,63,55,63,55,118
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,7,15,7,15,22
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,16,14,16,14,30
SAN BENITO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,21,34,21,34,55
SAN BORJA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,111,131,111,131,242
SAN BUENA VENTURA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,26,31,26,31,57
SAN CARLOS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,109,140,109,140,249
SAN IGNACIO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,145,157,145,157,302
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,269,249,269,249,518
SAN JAVIER(BNI),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,6,10,6,10,16
SAN JAVIER(STC),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,42,58,42,58,100
SAN JOAQUIN,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,45,63,45,63,108
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,78,101,78,101,179
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,54,62,54,62,116
SAN JULIAN,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,257,222,257,222,479
SAN LORENZO(PND),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,3,2,3,2,5
SAN LORENZO(TJA),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,59,95,59,95,154
SAN LUCAS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,183,293,183,293,476
SAN MATIAS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,28,22,28,22,50
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,40,66,40,66,106
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,27,37,27,37,64
SAN PEDRO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,109,86,109,86,195
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,39,82,39,82,121
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,39,39,39,39,78
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,6,7,6,7,13
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,13,24,13,24,37
SAN PEDRO(PND),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,4,3,4,3,7
SAN RAFAEL,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,4,12,4,12,16
SAN RAMON,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,19,14,19,14,33
SANTA ANA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,100,161,100,161,261
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,8021,10444,8021,10444,18465
SANTA ROSA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,115,83,115,83,198
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,63,56,63,56,119
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,18,17,18,17,35
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,116,133,116,133,249
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,14,29,14,29,43
SANTIVAÑES,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,42,57,42,57,99
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,15,27,15,27,42
SAPAHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,36,48,36,48,84
SENA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,3,2,3,2,5
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,48,63,48,63,111
SICAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,1,6,1,6,7
SIPE SIPE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,21,43,21,43,64
SOPACHUY,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,48,69,48,69,117
SORACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,24,40,24,40,64
SORATA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,76,59,76,59,135
SUCRE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,2551,3762,2551,3762,6313
TACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,3,3,3,3,6
TACACOMA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,12,17,12,17,29
TACOBAMBA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,38,75,38,75,113
TACOPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,23,54,23,54,77
TAHUA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,17,9,17,9,26
TAPACARI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,54,61,54,61,115
TARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,96,143,96,143,239
TARACO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,32,25,32,25,57
TARATA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,19,28,19,28,47
TARIJA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,2149,2516,2149,2516,4665
TARVITA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,103,171,103,171,274
TEOPONTE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,55,49,55,49,104
TIAWANACU,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,29,40,29,40,69
TINGUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,44,89,44,89,133
TIPUANI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,22,18,22,18,40
TIQUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,38,41,38,41,79
TIRAQUE (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,35,42,35,42,77
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,5,18,5,18,23
TOCO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,6,18,6,18,24
TODOS SANTOS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,4,7,4,7,11
TOLATA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,23,18,23,18,41
TOLEDO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,36,47,36,47,83
TOMAVE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,69,104,69,104,173
TOMINA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,41,89,41,89,130
TORO TORO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,33,84,33,84,117
TOTORA(CBBA),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,12,34,12,34,46
TOTORA(ORR),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,24,27,24,27,51
TRIGAL,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,31,49,31,49,80
TRINIDAD,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,370,478,370,478,848
TUPIZA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,358,525,358,525,883
TURCO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,50,48,50,48,98
UMALA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,13,14,13,14,27
UNCIA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,299,423,299,423,722
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,50,90,50,90,140
URUBICHA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,8,10,8,10,18
UYUNI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,262,270,262,270,532
VACAS,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,51,85,51,85,136
VALLEGRANDE,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,207,276,207,276,483
VIACHA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,346,322,346,322,668
VILA VILA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,9,8,9,8,17
VILLA MONTES,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,224,165,224,165,389
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,16,16,16,16,32
VILLA RIVERO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,14,15,14,15,29
VILLA SERRANO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,80,115,80,115,195
VILLA TUNARI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,77,56,77,56,133
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,75,122,75,122,197
VILLAZON,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,235,329,235,329,564
VINTO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,59,107,59,107,166
VITICHI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,59,117,59,117,176
WALDO BALLIVIAN,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,4,9,4,9,13
WARNES,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,277,213,277,213,490
YACO,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,37,36,37,36,73
YACUIBA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,711,832,711,832,1543
YAMPARAEZ,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,53,70,53,70,123
YANACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,32,29,32,29,61
YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,284,175,284,175,459
YOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-10-01,52,70,52,70,122
