municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,21,30,21,30,51
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,1,1,1,1,2
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,12,14,12,14,26
SANTUARIO DE QUILLACAS,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,2,0,2,0,2
SAPAHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,0,4,0,4,4
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,3,2,3,2,5
SICAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,0,1,0,1,1
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,12,34,12,34,46
SOPACHUY,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,0,1,0,1,1
SORACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,1,1,1,1,2
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,2,2,2,2,4
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,1225,1833,1225,1833,3058
TACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,3,5,3,5,8
TACOBAMBA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,1,0,1,0,1
TACOPAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,0,1,0,1,1
TAHUA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,1,2,1,2,3
TAPACARI,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,1,2,1,2,3
TARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,12,60,12,60,72
TARACO,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,0,2,0,2,2
TARATA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,1,3,1,3,4
TARIJA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,2335,3090,2335,3090,5425
TARVITA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,4,6,4,6,10
TEOPONTE,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,16,16,16,16,32
TIQUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,6,11,6,11,17
TIRAQUE (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,15,22,15,22,37
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,0,6,0,6,6
TOCO,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,2,1,2,1,3
TODOS SANTOS,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,3,1,3,1,4
TOLATA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,10,11,10,11,21
TOLEDO,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,2,1,2,1,3
TOMAVE,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,7,11,7,11,18
TOMINA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,1,3,1,3,4
TORO TORO,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,0,1,0,1,1
TOTORA(CBBA),consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,3,5,3,5,8
TOTORA(ORR),consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,1,1,1,1,2
TRIGAL,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,4,3,4,3,7
TRINIDAD,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,282,316,282,316,598
TUPIZA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,51,64,51,64,115
TURCO,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,2,0,2,0,2
UNCIA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,49,85,49,85,134
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,9,31,9,31,40
UYUNI,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,45,39,45,39,84
VACAS,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,19,25,19,25,44
VALLEGRANDE,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,300,407,300,407,707
VIACHA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,261,245,261,245,506
VILA VILA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,0,1,0,1,1
VILLA MONTES,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,66,103,66,103,169
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,2,1,2,1,3
VILLA RIVERO,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,5,0,5,0,5
VILLA SERRANO,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,0,1,0,1,1
VILLA TUNARI,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,77,45,77,45,122
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,9,5,9,5,14
VILLAZON,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,31,68,31,68,99
VINTO,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,39,52,39,52,91
VITICHI,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,8,15,8,15,23
WALDO BALLIVIAN,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,0,1,0,1,1
WARNES,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,12,16,12,16,28
YACO,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,1,4,1,4,5
YACUIBA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,134,204,134,204,338
YAMPARAEZ,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,11,6,11,6,17
YANACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,0,3,0,3,3
YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,0,2,0,2,2
YOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,1,0,1,0,1
YOTALA,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,9,15,9,15,24
ZUDAÑEZ,consulta externa,repetidas en personas de 60 anos o mas,2007-10-01,2,1,2,1,3
ACACIO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
ACHACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,12,27,12,27,39
ACHOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,7,3,7,3,10
AIQUILE,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,53,49,53,49,102
ALCALA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,3,0,3,3
ANCORAIMES,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,16,1,16,17
ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,1,1,1,2
ANZALDO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,1,2,1,3
APOLO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,7,3,7,10
ARAMPAMPA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
ARBIETO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,5,1,5,6
ARQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,2,0,2,2
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,5,4,5,4,9
ATOCHA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,22,41,22,41,63
AUCAPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,0,1,0,1
AYATA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
AYO AYO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
AZURDUY,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,3,1,3,4
BATALLAS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,2,2,2,4
BAURES,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,9,3,9,12
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,3,1,3,4
BELEN DE URMIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
BERMEJO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,60,49,60,49,109
BETANZOS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,63,79,63,79,142
BOLIVAR,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
BOYUIBE,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,7,9,7,9,16
BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,9,17,9,17,26
CABEZAS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,0,1,0,1
CAIROMA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,9,1,9,1,10
"CAIZA ""D""",consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,6,8,6,8,14
CAJUATA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,2,0,2,2
CALACOTO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,1,2,1,3
CALAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,3,2,3,5
CAMARGO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,8,17,8,17,25
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,6,2,6,8
CAMIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,71,104,71,104,175
CAPINOTA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,32,37,32,37,69
CAQUIAVIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,0,3,0,3
CARACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,13,6,13,6,19
CARANAVI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,23,9,23,9,32
CARAPARI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,1,1,1,2
CARIPUYO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
CATACORA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,1,2,1,3
CHALLAPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,69,57,69,57,126
CHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,2,0,2,2
CHARAGUA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,5,4,5,4,9
CHARAÑA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,0,1,0,1
CHAYANTA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,6,2,6,8
CHIMORE,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,1,2,1,3
CHIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,1,1,1,2
CHOQUE COTA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,25,20,25,20,45
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,3,2,3,5
CLIZA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,7,7,7,7,14
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,114,180,114,180,294
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,5789,5917,5789,5917,11706
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,50,91,50,91,141
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,7,2,7,2,9
COLLANA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,2,3,2,5
COLOMI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,4,0,4,4
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,7,4,7,4,11
COLQUECHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,7,7,7,7,14
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,7,1,7,8
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,7,4,7,4,11
COMANCHE,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,3,2,3,5
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,24,38,24,38,62
COMBAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,0,1,0,1
CONCEPCION,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,4,2,4,6
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,2,0,2,2
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,1,1,1,2
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,5,2,5,7
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,66,63,66,63,129
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,6,6,6,6,12
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,9,25,9,25,34
COTOCA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,23,37,23,37,60
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,13,12,13,12,25
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,6,3,6,3,9
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,6,9,6,9,15
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,0,2,0,2
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,0,2,0,2
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1450,1645,1450,1645,3095
EL CHORO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,1,3,1,4
EL PUENTE(STC),consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,4,3,4,7
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,5,3,5,8
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,62,70,62,70,132
EL VILLAR,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,2,2,2,4
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,7,3,7,10
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,3,0,3,3
ESCARA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,1,1,1,2
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,3,0,3,3
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,1,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,2,0,2,2
GUANAY,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,17,9,17,9,26
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,15,3,15,3,18
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,33,42,33,42,75
GUTIERREZ,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,5,2,5,2,7
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,15,9,15,9,24
HUACHACALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,2,0,2,2
HUANUNI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,226,214,226,214,440
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,6,0,6,0,6
HUAYLLAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,0,1,0,1
ICLA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,6,4,6,4,10
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
INGAVI (HUMAITA),consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,1,3,1,4
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,5,10,5,10,15
IXIAMAS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,20,27,20,27,47
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,10,16,10,16,26
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,10555,14687,10555,14687,25242
LAGUNILLAS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,2,0,2,2
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,4,3,4,3,7
LAS CARRERAS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,4,4,4,4,8
LLALLAGUA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,81,115,81,115,196
LLICA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,5,1,5,1,6
LORETO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,5,4,5,4,9
LURIBAY,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,19,11,19,11,30
MACHACAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,22,25,22,25,47
MACHARETI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,5,1,5,1,6
MAGDALENA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,73,103,73,103,176
MAPIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,8,3,8,11
MECAPACA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,4,4,4,4,8
MINEROS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,0,1,0,1
MIZQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,1,1,1,2
MOCOMOCO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,4,3,4,7
MOJINETE,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
MOJOCOYA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,6,2,6,2,8
MONTEAGUDO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,44,54,44,54,98
MONTERO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,362,377,362,377,739
MORO MORO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
MOROCHATA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,12,12,12,12,24
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,1,1,1,2
NAZACARA DE PACAJES,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,0,3,0,3
OKINAWA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,23,19,23,19,42
OMEREQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,3,0,3,3
ORURO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1876,2144,1876,2144,4020
PADCAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,6,18,6,18,24
PADILLA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,28,40,28,40,68
PALCA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,9,10,9,10,19
PALOS BLANCOS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,1,2,1,3
PAMPA GRANDE,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,4,7,4,7,11
PAPEL PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,0,1,0,1
PATACAMAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,2,3,2,5
PAZÑA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,9,12,9,12,21
POCOATA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,1,1,1,2
POOPO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,6,6,6,6,12
POROMA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,8,7,8,7,15
PORTACHUELO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,31,26,31,26,57
PORVENIR,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,1,3,1,4
POSTRER VALLE,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,6,5,6,5,11
POTOSI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1089,1341,1089,1341,2430
PRESTO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
PUCARA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,4,11,4,11,15
PUCARANI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,3,1,3,4
PUERTO ACOSTA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,32,16,32,16,48
PUERTO CARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,5,3,5,8
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,4,3,4,7
PUERTO PEREZ,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,4,1,4,5
PUERTO QUIJARRO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,4,4,4,4,8
PUERTO RICO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,5,0,5,0,5
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,8,7,8,7,15
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,3,2,3,5
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,12,14,12,14,26
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,66,103,66,103,169
QUIABAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,0,1,0,1
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,299,431,299,431,730
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,1,1,1,2
QUIRUSILLAS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,5,14,5,14,19
RAVELO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,2,1,2,3
REYES,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,73,70,73,70,143
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,141,18,141,18,159
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,19,23,19,23,42
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,62,75,62,75,137
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,4,0,4,0,4
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,88,118,88,118,206
SACABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,6,2,6,8
SACACA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,2,0,2,2
SAIPINA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,20,37,20,37,57
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,4,10,4,10,14
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,8,1,8,9
SAN AGUSTIN,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,1,0,1,1
SAN ANDRES,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,2,2,2,4
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,4,7,4,7,11
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,0,1,0,1
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,7,6,7,6,13
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,55,80,55,80,135
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,6,5,6,5,11
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,12,14,12,14,26
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,49,67,49,67,116
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,73,78,73,78,151
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,3,1,3,4
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,12,5,12,5,17
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,5,6,5,6,11
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,8,12,8,12,20
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,3,2,3,5
SAN LORENZO(PND),consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,1,0,1,0,1
SAN LORENZO(TJA),consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,9,9,9,9,18
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,28,47,28,47,75
SAN MATIAS,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,0,3,0,3,3
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,40,54,40,54,94
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,2,3,2,5
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,18,6,18,6,24
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,5,0,5,0,5
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,4,4,4,4,8
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,4,33,4,33,37
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,30,38,30,38,68
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,51,68,51,68,119
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3244,5504,3244,5504,8748
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,3,1,3,1,4
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,2,3,2,3,5
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2007-11-01,15,29,15,29,44
