municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
WARNES,consulta externa,repetidas en menores de 5 anos,2007-09-01,31,43,31,43,74
YACO,consulta externa,repetidas en menores de 5 anos,2007-09-01,3,2,3,2,5
YACUIBA,consulta externa,repetidas en menores de 5 anos,2007-09-01,113,92,113,92,205
YAMPARAEZ,consulta externa,repetidas en menores de 5 anos,2007-09-01,21,20,21,20,41
YANACACHI,consulta externa,repetidas en menores de 5 anos,2007-09-01,5,1,5,1,6
YAPACANI,consulta externa,repetidas en menores de 5 anos,2007-09-01,11,9,11,9,20
YOCALLA,consulta externa,repetidas en menores de 5 anos,2007-09-01,0,1,0,1,1
YOTALA,consulta externa,repetidas en menores de 5 anos,2007-09-01,21,23,21,23,44
YUNCHARA,consulta externa,repetidas en menores de 5 anos,2007-09-01,13,7,13,7,20
ZUDAÑEZ,consulta externa,repetidas en menores de 5 anos,2007-09-01,5,2,5,2,7
ACACIO,consulta externa,repetidas en menores de 5 anos,2007-10-01,4,4,4,4,8
ACHACACHI,consulta externa,repetidas en menores de 5 anos,2007-10-01,11,13,11,13,24
ACHOCALLA,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,12,6,12,18
AIQUILE,consulta externa,repetidas en menores de 5 anos,2007-10-01,25,18,25,18,43
ALCALA,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,0,1,0,1
ANCORAIMES,consulta externa,repetidas en menores de 5 anos,2007-10-01,8,4,8,4,12
ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2007-10-01,4,1,4,1,5
ANTEQUERA,consulta externa,repetidas en menores de 5 anos,2007-10-01,8,6,8,6,14
ANZALDO,consulta externa,repetidas en menores de 5 anos,2007-10-01,9,8,9,8,17
APOLO,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,17,6,17,23
ARANI,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,3,1,3,4
ARBIETO,consulta externa,repetidas en menores de 5 anos,2007-10-01,9,5,9,5,14
ARQUE,consulta externa,repetidas en menores de 5 anos,2007-10-01,45,41,45,41,86
ASCENCION DE GUARAYOS,consulta externa,repetidas en menores de 5 anos,2007-10-01,93,103,93,103,196
ATOCHA,consulta externa,repetidas en menores de 5 anos,2007-10-01,33,47,33,47,80
AUCAPATA,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,10,5,10,15
AYATA,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,5,3,5,8
AYO AYO,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,4,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2007-10-01,9,6,9,6,15
AZURDUY,consulta externa,repetidas en menores de 5 anos,2007-10-01,70,71,70,71,141
BATALLAS,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,7,6,7,13
BAURES,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,4,5,4,9
BELEN DE ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2007-10-01,11,0,11,0,11
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,1,0,1,1
BELLA FLOR,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,4,3,4,7
BERMEJO,consulta externa,repetidas en menores de 5 anos,2007-10-01,35,36,35,36,71
BETANZOS,consulta externa,repetidas en menores de 5 anos,2007-10-01,21,14,21,14,35
BOLPEBRA,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,1,3,1,4
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,13,3,13,16
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2007-10-01,74,56,74,56,130
CABEZAS,consulta externa,repetidas en menores de 5 anos,2007-10-01,11,13,11,13,24
CAIROMA,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,6,6,6,12
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2007-10-01,5,6,5,6,11
CAJUATA,consulta externa,repetidas en menores de 5 anos,2007-10-01,11,11,11,11,22
CALACOTO,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,0,1,0,1
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2007-10-01,13,10,13,10,23
CAMARGO,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,10,5,10,15
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2007-10-01,6,4,6,4,10
CAMIRI,consulta externa,repetidas en menores de 5 anos,2007-10-01,130,127,130,127,257
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2007-10-01,71,95,71,95,166
CAQUIAVIRI,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,0,1,0,1
CARACOLLO,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,3,2,3,5
CARANAVI,consulta externa,repetidas en menores de 5 anos,2007-10-01,46,49,46,49,95
CARANGAS,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,2,2,2,4
CARAPARI,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,3,3,3,6
CARMEN RIVERO TORREZ,consulta externa,repetidas en menores de 5 anos,2007-10-01,12,18,12,18,30
CATACORA,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,0,3,0,3
CHACARILLA,consulta externa,repetidas en menores de 5 anos,2007-10-01,26,37,26,37,63
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2007-10-01,40,33,40,33,73
CHAQUI,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,0,1,0,1
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2007-10-01,43,65,43,65,108
CHARAÑA,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,0,3,0,3
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,3,3,3,6
CHIMORE,consulta externa,repetidas en menores de 5 anos,2007-10-01,27,41,27,41,68
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2007-10-01,18,28,18,28,46
CLIZA,consulta externa,repetidas en menores de 5 anos,2007-10-01,69,40,69,40,109
COBIJA,consulta externa,repetidas en menores de 5 anos,2007-10-01,159,183,159,183,342
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2007-10-01,4074,3898,4074,3898,7972
COIPASA,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,2,0,2,2
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2007-10-01,170,181,170,181,351
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2007-10-01,3,7,3,7,10
COLOMI,consulta externa,repetidas en menores de 5 anos,2007-10-01,21,10,21,10,31
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2007-10-01,46,45,46,45,91
COLQUECHACA,consulta externa,repetidas en menores de 5 anos,2007-10-01,4,5,4,5,9
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2007-10-01,8,0,8,0,8
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2007-10-01,24,21,24,21,45
COMANCHE,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,3,3,3,6
COMARAPA,consulta externa,repetidas en menores de 5 anos,2007-10-01,43,26,43,26,69
CONCEPCION,consulta externa,repetidas en menores de 5 anos,2007-10-01,12,9,12,9,21
CORIPATA,consulta externa,repetidas en menores de 5 anos,2007-10-01,13,6,13,6,19
CORO CORO,consulta externa,repetidas en menores de 5 anos,2007-10-01,12,15,12,15,27
COROICO,consulta externa,repetidas en menores de 5 anos,2007-10-01,35,23,35,23,58
CORQUE,consulta externa,repetidas en menores de 5 anos,2007-10-01,8,4,8,4,12
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2007-10-01,71,61,71,61,132
COTOCA,consulta externa,repetidas en menores de 5 anos,2007-10-01,67,60,67,60,127
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2007-10-01,39,31,39,31,70
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2007-10-01,12,7,12,7,19
CUEVO,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,3,2,3,5
CULPINA,consulta externa,repetidas en menores de 5 anos,2007-10-01,19,7,19,7,26
CURAHUARA DE CARANGAS,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,4,2,4,6
CURVA,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,1,3,1,4
EL ALTO,consulta externa,repetidas en menores de 5 anos,2007-10-01,2372,2407,2372,2407,4779
EL CHORO,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,1,0,1,1
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2007-10-01,13,7,13,7,20
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2007-10-01,29,22,29,22,51
EL TORNO,consulta externa,repetidas en menores de 5 anos,2007-10-01,37,36,37,36,73
EL VILLAR,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,1,2,1,3
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2007-10-01,33,22,33,22,55
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,6,3,6,9
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,9,6,9,15
EXALTACION,consulta externa,repetidas en menores de 5 anos,2007-10-01,12,15,12,15,27
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2007-10-01,22,11,22,11,33
FILADELFIA,consulta externa,repetidas en menores de 5 anos,2007-10-01,22,14,22,14,36
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,4,5,4,9
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2007-10-01,28,34,28,34,62
GUANAY,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,3,6,3,9
GUAQUI,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,6,6,6,12
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2007-10-01,83,80,83,80,163
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2007-10-01,32,27,32,27,59
HUACARETA,consulta externa,repetidas en menores de 5 anos,2007-10-01,18,27,18,27,45
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en menores de 5 anos,2007-10-01,1,0,1,0,1
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,1,2,1,3
HUANUNI,consulta externa,repetidas en menores de 5 anos,2007-10-01,130,117,130,117,247
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,3,3,3,6
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,2,1,2,3
ICHOCA,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,1,2,1,3
ICLA,consulta externa,repetidas en menores de 5 anos,2007-10-01,51,75,51,75,126
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2007-10-01,11,7,11,7,18
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2007-10-01,22,18,22,18,40
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2007-10-01,7,1,7,1,8
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,6,6,6,12
JESUS DE MACHACA,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,1,5,1,6
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2007-10-01,37,46,37,46,83
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2007-10-01,182,138,182,138,320
LA PAZ,consulta externa,repetidas en menores de 5 anos,2007-10-01,4738,4546,4738,4546,9284
LA RIVERA,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,1,0,1,1
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,3,5,3,8
LAJA,consulta externa,repetidas en menores de 5 anos,2007-10-01,4,6,4,6,10
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2007-10-01,8,5,8,5,13
LICOMA PAMPA,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,1,2,1,3
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2007-10-01,24,24,24,24,48
LLICA,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,1,1,1,2
LORETO,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,38,3,38,41
LURIBAY,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,2,2,2,4
MACHACAMARCA,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,1,1,1,2
MACHARETI,consulta externa,repetidas en menores de 5 anos,2007-10-01,27,27,27,27,54
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2007-10-01,14,19,14,19,33
MAIRANA,consulta externa,repetidas en menores de 5 anos,2007-10-01,4,6,4,6,10
MALLA,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,0,2,0,2
MAPIRI,consulta externa,repetidas en menores de 5 anos,2007-10-01,21,14,21,14,35
MECAPACA,consulta externa,repetidas en menores de 5 anos,2007-10-01,10,5,10,5,15
MINEROS,consulta externa,repetidas en menores de 5 anos,2007-10-01,9,13,9,13,22
MIZQUE,consulta externa,repetidas en menores de 5 anos,2007-10-01,12,15,12,15,27
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,9,3,9,12
MOJINETE,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,1,0,1,1
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,15,6,15,21
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2007-10-01,68,46,68,46,114
MONTERO,consulta externa,repetidas en menores de 5 anos,2007-10-01,380,377,380,377,757
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2007-10-01,148,164,148,164,312
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en menores de 5 anos,2007-10-01,3,0,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en menores de 5 anos,2007-10-01,2,3,2,3,5
OCURI,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,6,3,6,9
OKINAWA,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,5,6,5,11
OMEREQUE,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,9,5,9,14
ORURO,consulta externa,repetidas en menores de 5 anos,2007-10-01,925,929,925,929,1854
PADCAYA,consulta externa,repetidas en menores de 5 anos,2007-10-01,8,4,8,4,12
PADILLA,consulta externa,repetidas en menores de 5 anos,2007-10-01,4,2,4,2,6
PAILON,consulta externa,repetidas en menores de 5 anos,2007-10-01,22,21,22,21,43
PALCA,consulta externa,repetidas en menores de 5 anos,2007-10-01,39,6,39,6,45
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2007-10-01,17,17,17,17,34
PAMPA AULLAGAS,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,2,3,2,5
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,0,2,0,2
PAPEL PAMPA,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,3,1,3,4
PASORAPA,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,3,1,3,4
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,2,3,2,5
PAZÑA,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,5,1,5,6
POCOATA,consulta externa,repetidas en menores de 5 anos,2007-10-01,4,6,4,6,10
POCONA,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,3,6,3,9
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2007-10-01,2,0,2,0,2
POOPO,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,3,3,3,6
PORCO,consulta externa,repetidas en menores de 5 anos,2007-10-01,4,2,4,2,6
POROMA,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,0,1,0,1
PORONGO,consulta externa,repetidas en menores de 5 anos,2007-10-01,14,9,14,9,23
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2007-10-01,60,61,60,61,121
PORVENIR,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,1,2,1,3
POSTRER VALLE,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,1,0,1,1
POTOSI,consulta externa,repetidas en menores de 5 anos,2007-10-01,532,494,532,494,1026
PRESTO,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,0,1,0,1
PUCARA,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,0,1,0,1
PUCARANI,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,9,6,9,15
PUERTO ACOSTA,consulta externa,repetidas en menores de 5 anos,2007-10-01,4,4,4,4,8
PUERTO CARABUCO,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,3,3,3,6
PUERTO GONZALO MORENO,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,2,0,2,2
PUERTO PEREZ,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,2,3,2,5
PUERTO QUIJARRO,consulta externa,repetidas en menores de 5 anos,2007-10-01,10,12,10,12,22
PUERTO RICO,consulta externa,repetidas en menores de 5 anos,2007-10-01,72,60,72,60,132
PUERTO SILES,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,1,3,1,4
PUERTO SUAREZ,consulta externa,repetidas en menores de 5 anos,2007-10-01,36,27,36,27,63
PUERTO VILLARROEL,consulta externa,repetidas en menores de 5 anos,2007-10-01,125,124,125,124,249
PUNA,consulta externa,repetidas en menores de 5 anos,2007-10-01,15,12,15,12,27
PUNATA,consulta externa,repetidas en menores de 5 anos,2007-10-01,104,104,104,104,208
QUIABAYA,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,1,0,1,1
QUILLACOLLO,consulta externa,repetidas en menores de 5 anos,2007-10-01,338,238,338,238,576
QUIME,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,0,1,0,1
QUIRUSILLAS,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,3,5,3,8
RAVELO,consulta externa,repetidas en menores de 5 anos,2007-10-01,4,1,4,1,5
REYES,consulta externa,repetidas en menores de 5 anos,2007-10-01,42,28,42,28,70
RIBERALTA,consulta externa,repetidas en menores de 5 anos,2007-10-01,313,332,313,332,645
ROBORE,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,6,5,6,11
RURRENABAQUE,consulta externa,repetidas en menores de 5 anos,2007-10-01,43,29,43,29,72
SABAYA,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,2,0,2,2
SACABA,consulta externa,repetidas en menores de 5 anos,2007-10-01,306,261,306,261,567
SACABAMBA,consulta externa,repetidas en menores de 5 anos,2007-10-01,26,22,26,22,48
SACACA,consulta externa,repetidas en menores de 5 anos,2007-10-01,8,3,8,3,11
SAIPINA,consulta externa,repetidas en menores de 5 anos,2007-10-01,12,7,12,7,19
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,3,1,3,4
SAMAIPATA,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,3,1,3,4
SAN AGUSTIN,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,6,0,6,6
SAN ANDRES,consulta externa,repetidas en menores de 5 anos,2007-10-01,17,8,17,8,25
SAN ANDRES DE MACHACA,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,1,5,1,6
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,2,5,2,7
SAN BENITO,consulta externa,repetidas en menores de 5 anos,2007-10-01,9,19,9,19,28
SAN BORJA,consulta externa,repetidas en menores de 5 anos,2007-10-01,70,70,70,70,140
SAN BUENA VENTURA,consulta externa,repetidas en menores de 5 anos,2007-10-01,39,25,39,25,64
SAN CARLOS,consulta externa,repetidas en menores de 5 anos,2007-10-01,16,14,16,14,30
SAN IGNACIO,consulta externa,repetidas en menores de 5 anos,2007-10-01,43,156,43,156,199
SAN IGNACIO DE VELASCO,consulta externa,repetidas en menores de 5 anos,2007-10-01,143,139,143,139,282
SAN JAVIER(BNI),consulta externa,repetidas en menores de 5 anos,2007-10-01,2,1,2,1,3
SAN JAVIER(STC),consulta externa,repetidas en menores de 5 anos,2007-10-01,13,6,13,6,19
SAN JOAQUIN,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en menores de 5 anos,2007-10-01,11,5,11,5,16
SAN JUAN DE YAPACANI,consulta externa,repetidas en menores de 5 anos,2007-10-01,46,33,46,33,79
SAN JULIAN,consulta externa,repetidas en menores de 5 anos,2007-10-01,74,57,74,57,131
SAN LORENZO(PND),consulta externa,repetidas en menores de 5 anos,2007-10-01,1,0,1,0,1
SAN LORENZO(TJA),consulta externa,repetidas en menores de 5 anos,2007-10-01,11,12,11,12,23
SAN LUCAS,consulta externa,repetidas en menores de 5 anos,2007-10-01,88,105,88,105,193
SAN MATIAS,consulta externa,repetidas en menores de 5 anos,2007-10-01,7,3,7,3,10
SAN MIGUEL DE VELASCO,consulta externa,repetidas en menores de 5 anos,2007-10-01,12,12,12,12,24
SAN PABLO DE LIPEZ,consulta externa,repetidas en menores de 5 anos,2007-10-01,8,4,8,4,12
SAN PEDRO,consulta externa,repetidas en menores de 5 anos,2007-10-01,48,36,48,36,84
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,4,2,4,6
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,1,0,1,1
SAN PEDRO DE QUEMES,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,2,2,2,4
SAN PEDRO(PND),consulta externa,repetidas en menores de 5 anos,2007-10-01,0,1,0,1,1
SAN RAFAEL,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,5,6,5,11
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2007-10-01,23,9,23,9,32
SANTA ANA,consulta externa,repetidas en menores de 5 anos,2007-10-01,13,11,13,11,24
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en menores de 5 anos,2007-10-01,4091,3897,4091,3897,7988
SANTA ROSA,consulta externa,repetidas en menores de 5 anos,2007-10-01,89,72,89,72,161
SANTA ROSA DEL SARA,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,3,2,3,5
SANTIAGO DE HUARI,consulta externa,repetidas en menores de 5 anos,2007-10-01,14,8,14,8,22
SANTIVAÑES,consulta externa,repetidas en menores de 5 anos,2007-10-01,13,8,13,8,21
SANTUARIO DE QUILLACAS,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,0,1,0,1
SAPAHAQUI,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,1,0,1,1
SENA,consulta externa,repetidas en menores de 5 anos,2007-10-01,7,7,7,7,14
SICA SICA (VILLA AROMA),consulta externa,repetidas en menores de 5 anos,2007-10-01,0,2,0,2,2
SICAYA,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,1,0,1,1
SIPE SIPE,consulta externa,repetidas en menores de 5 anos,2007-10-01,249,241,249,241,490
SOPACHUY,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,2,1,2,3
SORACACHI,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,2,5,2,7
SORATA,consulta externa,repetidas en menores de 5 anos,2007-10-01,8,4,8,4,12
SUCRE,consulta externa,repetidas en menores de 5 anos,2007-10-01,972,924,972,924,1896
TACACHI,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,2,1,2,3
TACOBAMBA,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,1,1,1,2
TACOPAYA,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,3,2,3,5
TAHUA,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,0,3,0,3
TAPACARI,consulta externa,repetidas en menores de 5 anos,2007-10-01,53,42,53,42,95
TARABUCO,consulta externa,repetidas en menores de 5 anos,2007-10-01,182,179,182,179,361
TARACO,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,2,1,2,3
TARATA,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,1,6,1,7
TARIJA,consulta externa,repetidas en menores de 5 anos,2007-10-01,574,483,574,483,1057
TARVITA,consulta externa,repetidas en menores de 5 anos,2007-10-01,15,28,15,28,43
TEOPONTE,consulta externa,repetidas en menores de 5 anos,2007-10-01,7,2,7,2,9
TIAWANACU,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,4,3,4,7
TINGUIPAYA,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,4,5,4,9
TIPUANI,consulta externa,repetidas en menores de 5 anos,2007-10-01,0,1,0,1,1
TIQUIPAYA,consulta externa,repetidas en menores de 5 anos,2007-10-01,176,133,176,133,309
TIRAQUE (CBBA),consulta externa,repetidas en menores de 5 anos,2007-10-01,120,118,120,118,238
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en menores de 5 anos,2007-10-01,1,3,1,3,4
TOCO,consulta externa,repetidas en menores de 5 anos,2007-10-01,48,27,48,27,75
TODOS SANTOS,consulta externa,repetidas en menores de 5 anos,2007-10-01,6,0,6,0,6
TOLATA,consulta externa,repetidas en menores de 5 anos,2007-10-01,37,40,37,40,77
TOLEDO,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,0,5,0,5
TOMAVE,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,5,3,5,8
TOMINA,consulta externa,repetidas en menores de 5 anos,2007-10-01,5,5,5,5,10
TORO TORO,consulta externa,repetidas en menores de 5 anos,2007-10-01,13,10,13,10,23
TOTORA(CBBA),consulta externa,repetidas en menores de 5 anos,2007-10-01,115,109,115,109,224
TRIGAL,consulta externa,repetidas en menores de 5 anos,2007-10-01,3,5,3,5,8
TRINIDAD,consulta externa,repetidas en menores de 5 anos,2007-10-01,218,261,218,261,479
TUPIZA,consulta externa,repetidas en menores de 5 anos,2007-10-01,84,91,84,91,175
TURCO,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,3,1,3,4
UNCIA,consulta externa,repetidas en menores de 5 anos,2007-10-01,9,4,9,4,13
URIONDO (A. CONCEPCION),consulta externa,repetidas en menores de 5 anos,2007-10-01,28,32,28,32,60
URUBICHA,consulta externa,repetidas en menores de 5 anos,2007-10-01,8,7,8,7,15
UYUNI,consulta externa,repetidas en menores de 5 anos,2007-10-01,9,13,9,13,22
VACAS,consulta externa,repetidas en menores de 5 anos,2007-10-01,44,24,44,24,68
VALLEGRANDE,consulta externa,repetidas en menores de 5 anos,2007-10-01,52,39,52,39,91
VIACHA,consulta externa,repetidas en menores de 5 anos,2007-10-01,99,67,99,67,166
VILA VILA,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,1,1,1,2
VILLA MONTES,consulta externa,repetidas en menores de 5 anos,2007-10-01,24,30,24,30,54
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en menores de 5 anos,2007-10-01,1,0,1,0,1
VILLA RIVERO,consulta externa,repetidas en menores de 5 anos,2007-10-01,9,6,9,6,15
VILLA SERRANO,consulta externa,repetidas en menores de 5 anos,2007-10-01,1,1,1,1,2
VILLA TUNARI,consulta externa,repetidas en menores de 5 anos,2007-10-01,122,104,122,104,226
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en menores de 5 anos,2007-10-01,19,30,19,30,49
VILLAZON,consulta externa,repetidas en menores de 5 anos,2007-10-01,49,38,49,38,87
VINTO,consulta externa,repetidas en menores de 5 anos,2007-10-01,136,95,136,95,231
WALDO BALLIVIAN,consulta externa,repetidas en menores de 5 anos,2007-10-01,2,3,2,3,5
