,group,variable,month,ANESTESIAS GENERALES Y REGIONALES CANTIDAD,ANESTESIAS GENERALES Y REGIONALES CANTIDAD,TOTALES
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2011-12-01,14,39,53
MONTERO,cirugias y anestesias,anestesias generales y regionales,2011-12-01,30,50,80
OCURI,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,1,1
ORURO,cirugias y anestesias,anestesias generales y regionales,2011-12-01,347,389,736
PADILLA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,7,21,28
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,2,9,11
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2011-12-01,14,39,53
POTOSI,cirugias y anestesias,anestesias generales y regionales,2011-12-01,238,425,663
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2011-12-01,24,43,67
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2011-12-01,14,40,54
PUNATA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,18,31,49
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2011-12-01,22,65,87
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,60,85,145
ROBORE,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,4,4
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2011-12-01,2,21,23
SACABA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,25,110,135
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,9,9
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,7,30,37
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,7,7
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2011-12-01,1,12,13
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,2,2
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2011-12-01,5,44,49
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,8,8
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,6,6
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2011-12-01,1,9,10
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2011-12-01,49,0,49
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2011-12-01,2,1,3
SAN RAMON BENI,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,7,7
SAN RAMON SCZ,cirugias y anestesias,anestesias generales y regionales,2011-12-01,1,1,2
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,2,28,30
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,2121,2350,4471
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,6,6
SHINAOTA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,4,4
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2011-12-01,1,3,4
SUCRE,cirugias y anestesias,anestesias generales y regionales,2011-12-01,395,891,1286
TARIJA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,246,453,699
TARVITA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,3,3
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,23,23
TOTORA(CBBA),cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,4,4
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2011-12-01,72,192,264
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,27,38,65
UYUNI,cirugias y anestesias,anestesias generales y regionales,2011-12-01,16,20,36
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2011-12-01,7,19,26
VIACHA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,3,3,6
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2011-12-01,23,45,68
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2011-12-01,24,59,83
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,1,1
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2011-12-01,33,100,133
VINTO,cirugias y anestesias,anestesias generales y regionales,2011-12-01,12,24,36
WARNES,cirugias y anestesias,anestesias generales y regionales,2011-12-01,0,26,26
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2011-12-01,54,125,179
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2011-12-01,5,8,13
