municipality,group,variable,month,Pacientes retornados al establecimiento de origen,TOTAL
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,33,33
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,30,30
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
EUCALIPTUS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,4,4
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,8,8
HUMANATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,3,3
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,428,428
LAJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,3,3
LORETO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,12,12
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,13,13
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,3,3
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,152,152
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,131,131
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,7,7
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,3,3
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
POSTRER VALLE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,94,94
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,13,13
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,15,15
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,3,3
RAVELO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,9,9
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,7,7
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,4,4
SABAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,47,47
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,3,3
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,5,5
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
SAN RAFAEL,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,89,89
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,219,219
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,6,6
TARATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,82,82
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,9,9
TOLEDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,6,6
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,44,44
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,76,76
URUBICHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,4,4
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,22,22
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,66,66
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,1,1
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-10-01,2,2
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
ANCORAIMES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,2,2
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,6,6
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,23,23
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
"CAIZA ""D""",referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
CAPINOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
CARAPARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,4,4
CKOCHAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,72,72
COCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,13,13
COLOMI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,35,35
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,2,2
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,4,4
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,2,2
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,10,10
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
CURVA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,11,11
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,5,5
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,14,14
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,2,2
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,302,302
LAJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,5,5
MOJOCOYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,2,2
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,109,109
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,249,249
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
POCOATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,9,9
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,59,59
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,2,2
PUCARANI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
PUERTO CARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,8,8
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,13,13
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,2,2
QUIABAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
QUIME,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,2,2
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,144,144
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,12,12
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,4,4
SABAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,2,2
SAMAIPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,4,4
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,2,2
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,35,35
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,2,2
SAN LORENZO(PND),referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,2,2
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
SAN MATIAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,8,8
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,3,3
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,94,94
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
SORACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,101,101
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,9,9
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,111,111
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,6,6
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,4,4
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,27,27
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,59,59
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,2,2
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,39,39
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,46,46
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,2,2
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-11-01,1,1
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,8,8
ANCORAIMES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,4,4
ARANI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
ARQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,6,6
AYATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,3,3
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,40,40
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,8,8
BOLPEBRA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
CALAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
CARANAVI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
CARIPUYO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,3,3
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,22,22
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
"COLCHA ""K""",referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,29,29
COLQUIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,5,5
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
CORO CORO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,13,13
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,8,8
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,5,5
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,3,3
EL VILLAR,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,3,3
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,4,4
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,8,8
HUANUNI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,3,3
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,265,265
LICOMA PAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,5,5
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,3,3
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,126,126
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,314,314
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,3,3
PAZÑA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,5,5
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
POSTRER VALLE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,58,58
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,4,4
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,11,11
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
QUIABAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,22,22
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,20,20
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,3,3
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,30,30
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,4,4
SAN MATIAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,6,6
SANTA ANA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,59,59
SAPAHAQUI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,109,109
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,4,4
TARATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,80,80
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,16,16
TOLEDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,2,2
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,37,37
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,68,68
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,6,6
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,16,16
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,33,33
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-12-01,1,1
