,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES
TEOPONTE,atencion odontologica,aplicacion de fluor,2018-10-01,0,6,2,5,0,1,0,0,0,0,0,0,0,0,14
TIAWANACU,atencion odontologica,aplicacion de fluor,2018-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2018-10-01,10,15,0,0,0,4,0,15,2,3,0,0,0,0,49
TIPUANI,atencion odontologica,aplicacion de fluor,2018-10-01,2,6,0,0,0,0,0,0,0,0,0,0,0,0,8
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2018-10-01,38,52,5,4,0,2,0,19,4,4,0,0,0,0,128
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2018-10-01,3,4,0,0,0,1,0,1,0,0,0,0,0,0,9
TOCO,atencion odontologica,aplicacion de fluor,2018-10-01,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3
TOLATA,atencion odontologica,aplicacion de fluor,2018-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
TOLEDO,atencion odontologica,aplicacion de fluor,2018-10-01,3,7,98,76,13,13,0,1,0,1,0,0,0,0,212
TOMAVE,atencion odontologica,aplicacion de fluor,2018-10-01,10,7,0,0,0,0,0,0,0,0,0,0,0,0,17
TOMINA,atencion odontologica,aplicacion de fluor,2018-10-01,0,0,1,1,0,2,0,5,0,0,0,0,0,0,9
TORO TORO,atencion odontologica,aplicacion de fluor,2018-10-01,0,0,4,6,0,0,0,1,0,0,0,0,0,0,11
TOTORA(CBBA),atencion odontologica,aplicacion de fluor,2018-10-01,0,1,95,93,0,0,0,0,0,1,0,0,0,0,190
TOTORA(ORR),atencion odontologica,aplicacion de fluor,2018-10-01,3,4,0,0,0,1,0,0,0,0,0,0,0,0,8
TRINIDAD,atencion odontologica,aplicacion de fluor,2018-10-01,29,15,22,15,7,8,11,34,2,3,0,0,0,0,146
TUPIZA,atencion odontologica,aplicacion de fluor,2018-10-01,2,13,3,10,1,16,2,21,9,1,0,0,0,0,78
TURCO,atencion odontologica,aplicacion de fluor,2018-10-01,0,0,5,3,0,0,0,0,0,0,0,0,0,0,8
UMALA,atencion odontologica,aplicacion de fluor,2018-10-01,6,2,1,0,0,0,0,0,0,0,0,0,0,0,9
UNCIA,atencion odontologica,aplicacion de fluor,2018-10-01,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2018-10-01,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4
UYUNI,atencion odontologica,aplicacion de fluor,2018-10-01,8,3,0,0,0,2,0,11,2,4,0,0,0,0,30
VACAS,atencion odontologica,aplicacion de fluor,2018-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2018-10-01,80,79,54,68,5,3,6,2,1,1,0,0,0,0,299
VIACHA,atencion odontologica,aplicacion de fluor,2018-10-01,35,36,15,10,0,1,7,6,1,2,0,0,0,0,113
VILLA CHARCAS,atencion odontologica,aplicacion de fluor,2018-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
VILLA MONTES,atencion odontologica,aplicacion de fluor,2018-10-01,8,7,15,15,2,3,8,4,2,0,0,0,0,0,64
VILLA NUEVA (LOMA ALTA),atencion odontologica,aplicacion de fluor,2018-10-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2018-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
VILLA SERRANO,atencion odontologica,aplicacion de fluor,2018-10-01,7,6,0,1,0,0,4,4,0,0,0,0,0,0,22
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2018-10-01,8,7,0,0,0,2,1,8,1,0,0,0,0,0,27
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2018-10-01,2,4,1,0,0,0,3,1,0,0,0,0,0,0,11
VILLAZON,atencion odontologica,aplicacion de fluor,2018-10-01,13,11,11,1,2,4,1,6,0,1,0,0,0,0,50
VINTO,atencion odontologica,aplicacion de fluor,2018-10-01,17,13,0,0,0,0,0,3,0,0,0,0,0,0,33
VITICHI,atencion odontologica,aplicacion de fluor,2018-10-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
WARNES,atencion odontologica,aplicacion de fluor,2018-10-01,76,84,1,3,0,1,0,3,0,1,0,0,0,0,169
YACO,atencion odontologica,aplicacion de fluor,2018-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
YACUIBA,atencion odontologica,aplicacion de fluor,2018-10-01,10,15,9,11,4,1,6,14,2,0,0,0,0,0,72
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2018-10-01,8,9,0,0,0,0,0,0,0,0,0,0,0,0,17
YAPACANI,atencion odontologica,aplicacion de fluor,2018-10-01,13,22,1,0,2,0,0,3,0,1,0,0,0,0,42
YOCALLA,atencion odontologica,aplicacion de fluor,2018-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
YOTALA,atencion odontologica,aplicacion de fluor,2018-10-01,7,4,1,1,0,1,0,3,0,1,0,0,0,0,18
YUNCHARA,atencion odontologica,aplicacion de fluor,2018-10-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
ZUDAÑEZ,atencion odontologica,aplicacion de fluor,2018-10-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
ACACIO,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,aplicacion de fluor,2018-11-01,27,32,1,0,0,1,0,2,0,0,0,0,0,0,63
ACHOCALLA,atencion odontologica,aplicacion de fluor,2018-11-01,8,5,0,0,0,0,0,0,0,0,0,0,0,0,13
AIQUILE,atencion odontologica,aplicacion de fluor,2018-11-01,1,2,1,4,0,1,0,2,1,2,0,0,0,0,14
ALCALA,atencion odontologica,aplicacion de fluor,2018-11-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3
ALTO BENI,atencion odontologica,aplicacion de fluor,2018-11-01,2,7,0,1,0,1,0,2,2,1,0,0,0,0,16
ANCORAIMES,atencion odontologica,aplicacion de fluor,2018-11-01,6,8,0,0,0,0,0,0,0,0,0,0,0,0,14
ANDAMARCA,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,4,5,0,0,0,3,1,2,0,0,0,0,15
ANTEQUERA,atencion odontologica,aplicacion de fluor,2018-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
APOLO,atencion odontologica,aplicacion de fluor,2018-11-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2018-11-01,3,3,0,0,0,0,0,2,0,0,0,0,0,0,8
ARBIETO,atencion odontologica,aplicacion de fluor,2018-11-01,4,7,2,1,0,0,0,0,0,0,0,0,0,0,14
ARQUE,atencion odontologica,aplicacion de fluor,2018-11-01,3,3,0,0,0,0,0,1,0,0,0,0,0,0,7
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2018-11-01,43,39,0,0,0,0,0,0,0,0,0,0,0,0,82
ATOCHA,atencion odontologica,aplicacion de fluor,2018-11-01,2,1,83,72,0,0,0,0,0,0,0,0,0,0,158
AUCAPATA,atencion odontologica,aplicacion de fluor,2018-11-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7
AYATA,atencion odontologica,aplicacion de fluor,2018-11-01,1,3,8,3,0,0,0,0,0,0,0,0,0,0,15
AYO AYO,atencion odontologica,aplicacion de fluor,2018-11-01,2,2,17,13,0,0,0,0,0,0,0,0,0,0,34
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2018-11-01,6,2,1,1,0,1,0,3,0,0,0,0,0,0,14
AZURDUY,atencion odontologica,aplicacion de fluor,2018-11-01,9,8,0,1,0,0,2,2,1,0,0,0,0,0,23
BATALLAS,atencion odontologica,aplicacion de fluor,2018-11-01,3,1,36,36,0,0,0,0,0,0,0,0,0,0,76
BAURES,atencion odontologica,aplicacion de fluor,2018-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BELEN DE ANDAMARCA,atencion odontologica,aplicacion de fluor,2018-11-01,4,3,30,20,0,0,0,0,0,0,0,0,0,0,57
BELLA FLOR,atencion odontologica,aplicacion de fluor,2018-11-01,0,2,0,0,0,2,0,3,0,0,0,0,0,0,7
BERMEJO,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,0,10,0,0,0,1,0,0,0,0,0,0,11
BETANZOS,atencion odontologica,aplicacion de fluor,2018-11-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,7
BOLIVAR,atencion odontologica,aplicacion de fluor,2018-11-01,1,0,9,4,0,0,0,2,0,0,0,0,0,0,16
BOLPEBRA,atencion odontologica,aplicacion de fluor,2018-11-01,6,11,0,0,0,0,0,0,0,0,0,0,0,0,17
CABEZAS,atencion odontologica,aplicacion de fluor,2018-11-01,71,69,2,2,0,4,0,8,0,2,0,0,0,0,158
CAIROMA,atencion odontologica,aplicacion de fluor,2018-11-01,1,0,11,8,1,0,2,1,0,0,0,0,0,0,24
CAJUATA,atencion odontologica,aplicacion de fluor,2018-11-01,6,1,6,3,0,1,0,0,0,0,0,0,0,0,17
CALACOTO,atencion odontologica,aplicacion de fluor,2018-11-01,5,7,11,12,0,1,0,1,0,1,0,0,0,0,38
CALAMARCA,atencion odontologica,aplicacion de fluor,2018-11-01,6,3,0,2,1,0,0,0,0,0,0,0,0,0,12
CAMARGO,atencion odontologica,aplicacion de fluor,2018-11-01,6,3,0,1,0,0,0,1,0,0,0,0,0,0,11
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2018-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,aplicacion de fluor,2018-11-01,37,37,6,5,3,28,15,19,2,6,0,0,0,0,158
CAPINOTA,atencion odontologica,aplicacion de fluor,2018-11-01,10,6,0,0,0,0,0,0,0,0,0,0,0,0,16
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2018-11-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6
CARACOLLO,atencion odontologica,aplicacion de fluor,2018-11-01,12,3,2,2,1,0,1,3,0,1,0,0,0,0,25
CARANAVI,atencion odontologica,aplicacion de fluor,2018-11-01,54,49,81,83,2,1,2,1,0,0,0,0,0,0,273
CARAPARI,atencion odontologica,aplicacion de fluor,2018-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CARIPUYO,atencion odontologica,aplicacion de fluor,2018-11-01,2,0,0,0,1,2,0,0,0,0,0,0,0,0,5
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2018-11-01,9,15,0,0,0,0,0,0,0,0,0,0,0,0,24
CHALLAPATA,atencion odontologica,aplicacion de fluor,2018-11-01,2,5,8,7,3,2,1,6,1,0,0,0,0,0,35
CHAQUI,atencion odontologica,aplicacion de fluor,2018-11-01,6,2,0,0,0,1,0,0,0,0,0,0,0,0,9
CHARAGUA,atencion odontologica,aplicacion de fluor,2018-11-01,32,29,3,2,0,0,0,0,0,0,0,0,0,0,66
CHAYANTA,atencion odontologica,aplicacion de fluor,2018-11-01,2,6,0,0,0,2,1,2,1,1,0,0,0,0,15
CHIMORE,atencion odontologica,aplicacion de fluor,2018-11-01,2,2,0,0,0,0,0,1,1,0,0,0,0,0,6
CHIPAYA,atencion odontologica,aplicacion de fluor,2018-11-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2018-11-01,15,13,2,2,0,1,0,2,0,0,0,0,0,0,35
CHUMA,atencion odontologica,aplicacion de fluor,2018-11-01,0,1,2,1,0,1,0,1,0,0,0,0,0,0,6
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,aplicacion de fluor,2018-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
CKOCHAS,atencion odontologica,aplicacion de fluor,2018-11-01,4,5,0,0,0,2,0,3,1,0,0,0,0,0,15
CLIZA,atencion odontologica,aplicacion de fluor,2018-11-01,6,5,0,3,0,0,0,4,7,3,0,0,0,0,28
COBIJA,atencion odontologica,aplicacion de fluor,2018-11-01,107,146,13,4,2,3,19,10,0,1,0,0,0,0,305
COCAPATA,atencion odontologica,aplicacion de fluor,2018-11-01,3,0,0,0,0,0,0,1,4,5,0,0,0,0,13
COCHABAMBA,atencion odontologica,aplicacion de fluor,2018-11-01,233,206,219,254,71,93,65,129,41,26,0,0,0,0,1337
COIPASA,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2018-11-01,13,12,1,1,0,2,0,1,1,1,0,0,0,0,32
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2018-11-01,6,6,1,0,0,0,0,0,0,0,0,0,0,0,13
COLLANA,atencion odontologica,aplicacion de fluor,2018-11-01,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4
COLOMI,atencion odontologica,aplicacion de fluor,2018-11-01,12,9,0,0,0,0,1,1,0,0,0,0,0,0,23
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2018-11-01,20,16,150,100,10,20,10,18,3,2,0,0,0,0,349
COLQUECHACA,atencion odontologica,aplicacion de fluor,2018-11-01,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3
COLQUENCHA,atencion odontologica,aplicacion de fluor,2018-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
COLQUIRI,atencion odontologica,aplicacion de fluor,2018-11-01,7,1,1,4,0,0,0,0,0,0,0,0,0,0,13
COMANCHE,atencion odontologica,aplicacion de fluor,2018-11-01,1,1,8,12,6,0,0,0,0,0,0,0,0,0,28
COMARAPA,atencion odontologica,aplicacion de fluor,2018-11-01,2,7,0,0,0,0,0,0,0,0,0,0,0,0,9
CONCEPCION,atencion odontologica,aplicacion de fluor,2018-11-01,7,7,0,0,0,0,0,0,0,0,0,0,0,0,14
COPACABANA,atencion odontologica,aplicacion de fluor,2018-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
CORIPATA,atencion odontologica,aplicacion de fluor,2018-11-01,9,11,7,6,0,0,0,0,0,0,0,0,0,0,33
CORO CORO,atencion odontologica,aplicacion de fluor,2018-11-01,1,1,1,1,0,1,2,2,0,0,0,0,0,0,9
COROICO,atencion odontologica,aplicacion de fluor,2018-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CORQUE,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
COTAGAITA,atencion odontologica,aplicacion de fluor,2018-11-01,0,1,17,24,0,0,0,0,0,0,0,0,0,0,42
COTOCA,atencion odontologica,aplicacion de fluor,2018-11-01,33,55,4,2,9,10,46,58,1,4,0,0,0,0,222
CRUZ DE MACHACAMARCA,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2018-11-01,18,15,1,0,0,1,0,6,0,0,0,0,0,0,41
CUEVO,atencion odontologica,aplicacion de fluor,2018-11-01,9,9,0,0,0,4,0,3,0,0,0,0,0,0,25
CULPINA,atencion odontologica,aplicacion de fluor,2018-11-01,12,7,2,2,0,0,0,1,0,0,0,0,0,0,24
CURAHUARA DE CARANGAS,atencion odontologica,aplicacion de fluor,2018-11-01,1,5,1,0,14,1,1,2,0,0,0,0,0,0,25
CURVA,atencion odontologica,aplicacion de fluor,2018-11-01,5,3,26,27,0,0,0,0,0,0,0,0,0,0,61
DESAGUADERO,atencion odontologica,aplicacion de fluor,2018-11-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
EL ALTO,atencion odontologica,aplicacion de fluor,2018-11-01,396,388,202,225,51,77,63,123,40,29,0,0,0,0,1594
EL CHORO,atencion odontologica,aplicacion de fluor,2018-11-01,16,14,1,0,0,2,0,2,1,4,0,0,0,0,40
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2018-11-01,16,12,14,10,0,0,0,1,0,0,0,0,0,0,53
EL PUENTE(TJA),atencion odontologica,aplicacion de fluor,2018-11-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
EL TORNO,atencion odontologica,aplicacion de fluor,2018-11-01,153,165,170,181,51,60,15,14,0,0,0,0,0,0,809
EL VILLAR,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2018-11-01,3,2,2,3,0,0,0,0,0,0,0,0,0,0,10
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2018-11-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,9
ESCOMA,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,aplicacion de fluor,2018-11-01,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
FILADELFIA,atencion odontologica,aplicacion de fluor,2018-11-01,25,31,7,14,0,0,0,0,0,0,0,0,0,0,77
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2018-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
GUANAY,atencion odontologica,aplicacion de fluor,2018-11-01,4,5,2,0,0,0,0,1,0,0,0,0,0,0,12
GUAQUI,atencion odontologica,aplicacion de fluor,2018-11-01,2,5,0,1,0,0,0,0,0,0,0,0,0,0,8
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2018-11-01,1,1,3,1,4,0,1,4,3,2,0,0,0,0,20
GUTIERREZ,atencion odontologica,aplicacion de fluor,2018-11-01,44,45,34,38,8,6,22,25,0,0,0,0,0,0,222
HUACARETA,atencion odontologica,aplicacion de fluor,2018-11-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2018-11-01,2,4,1,6,0,0,0,0,0,0,0,0,0,0,13
HUANUNI,atencion odontologica,aplicacion de fluor,2018-11-01,3,5,3,3,0,7,2,15,2,0,0,0,0,0,40
HUARACAJE,atencion odontologica,aplicacion de fluor,2018-11-01,1,1,1,2,3,1,0,1,0,0,0,0,0,0,10
HUARINA,atencion odontologica,aplicacion de fluor,2018-11-01,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5
HUAYLLAMARCA,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,3,0,1,5,0,1,0,0,0,0,0,0,10
HUMANATA,atencion odontologica,aplicacion de fluor,2018-11-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8
ICHOCA,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,11,10,0,0,0,2,0,0,0,0,0,0,23
ICLA,atencion odontologica,aplicacion de fluor,2018-11-01,9,11,1,2,0,1,0,1,0,0,0,0,0,0,25
INCAHUASI,atencion odontologica,aplicacion de fluor,2018-11-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5
INQUISIVI,atencion odontologica,aplicacion de fluor,2018-11-01,4,10,2,0,0,0,0,0,0,0,0,0,0,0,16
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2018-11-01,21,7,0,1,0,3,2,2,0,0,0,0,0,0,36
IXIAMAS,atencion odontologica,aplicacion de fluor,2018-11-01,5,4,0,0,0,0,0,1,0,0,0,0,0,0,10
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2018-11-01,8,19,0,1,0,0,0,0,0,0,0,0,0,0,28
LA ASUNTA,atencion odontologica,aplicacion de fluor,2018-11-01,25,29,1,1,0,3,1,16,2,0,0,0,0,0,78
LA GUARDIA,atencion odontologica,aplicacion de fluor,2018-11-01,188,157,53,57,0,9,2,26,7,2,0,0,0,0,501
LA PAZ,atencion odontologica,aplicacion de fluor,2018-11-01,728,654,596,558,32,48,82,191,27,36,0,0,0,0,2952
LAJA,atencion odontologica,aplicacion de fluor,2018-11-01,16,8,79,81,0,1,0,0,0,0,0,0,0,0,185
LICOMA PAMPA,atencion odontologica,aplicacion de fluor,2018-11-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4
LLALLAGUA,atencion odontologica,aplicacion de fluor,2018-11-01,10,17,3,7,2,3,227,17,28,5,0,0,0,0,319
LLICA,atencion odontologica,aplicacion de fluor,2018-11-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9
LORETO,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,0,0,0,0,2,6,0,0,0,0,0,0,8
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2018-11-01,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3
MACHARETI,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MAGDALENA,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
MAIRANA,atencion odontologica,aplicacion de fluor,2018-11-01,55,60,32,39,13,22,24,49,11,9,0,0,0,0,314
MALLA,atencion odontologica,aplicacion de fluor,2018-11-01,1,1,8,6,0,0,0,0,0,0,0,0,0,0,16
MAPIRI,atencion odontologica,aplicacion de fluor,2018-11-01,4,7,32,37,1,0,0,0,0,0,0,0,0,0,81
MECAPACA,atencion odontologica,aplicacion de fluor,2018-11-01,7,6,0,1,0,0,0,0,0,0,0,0,0,0,14
MIZQUE,atencion odontologica,aplicacion de fluor,2018-11-01,7,2,1,0,0,0,0,2,0,0,0,0,0,0,12
MOCOMOCO,atencion odontologica,aplicacion de fluor,2018-11-01,5,3,0,0,0,1,0,0,0,0,0,0,0,0,9
MOJOCOYA,atencion odontologica,aplicacion de fluor,2018-11-01,1,1,2,1,0,2,0,2,0,0,0,0,0,0,9
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2018-11-01,4,4,2,0,0,0,2,2,0,0,0,0,0,0,14
MONTERO,atencion odontologica,aplicacion de fluor,2018-11-01,75,72,11,10,3,6,8,23,2,1,0,0,0,0,211
MORO MORO,atencion odontologica,aplicacion de fluor,2018-11-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MOROCHATA,atencion odontologica,aplicacion de fluor,2018-11-01,9,9,1,0,0,3,0,3,0,0,0,0,0,0,25
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,aplicacion de fluor,2018-11-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7
OCURI,atencion odontologica,aplicacion de fluor,2018-11-01,0,22,16,67,26,0,0,0,0,0,0,0,0,0,131
ORURO,atencion odontologica,aplicacion de fluor,2018-11-01,29,28,21,22,16,13,48,71,19,16,0,0,0,0,283
PADCAYA,atencion odontologica,aplicacion de fluor,2018-11-01,2,0,13,24,13,6,0,0,0,0,0,0,0,0,58
PADILLA,atencion odontologica,aplicacion de fluor,2018-11-01,1,4,2,0,0,0,1,4,0,0,0,0,0,0,12
PAILON,atencion odontologica,aplicacion de fluor,2018-11-01,3,2,0,1,0,0,0,0,1,1,0,0,0,0,8
PALCA,atencion odontologica,aplicacion de fluor,2018-11-01,7,10,0,0,0,1,0,0,0,0,0,0,0,0,18
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2018-11-01,77,77,51,67,0,1,1,7,2,2,0,0,0,0,285
PAMPA AULLAGAS,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2018-11-01,13,11,0,0,0,1,0,0,0,0,0,0,0,0,25
PAPEL PAMPA,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,11,7,1,0,0,0,0,0,0,0,0,0,19
PATACAMAYA,atencion odontologica,aplicacion de fluor,2018-11-01,3,7,0,0,0,0,0,0,0,0,0,0,0,0,10
PAZÑA,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,3,2,0,0,0,0,0,0,0,0,0,0,5
PELECHUCO,atencion odontologica,aplicacion de fluor,2018-11-01,4,7,0,0,0,0,0,1,0,0,0,0,0,0,12
POCOATA,atencion odontologica,aplicacion de fluor,2018-11-01,6,4,0,0,0,0,0,0,0,0,0,0,0,0,10
POCONA,atencion odontologica,aplicacion de fluor,2018-11-01,2,3,4,2,1,0,0,0,0,0,0,0,0,0,12
POJO (CBBA),atencion odontologica,aplicacion de fluor,2018-11-01,1,3,1,0,0,1,0,0,0,0,0,0,0,0,6
POOPO,atencion odontologica,aplicacion de fluor,2018-11-01,0,3,0,3,0,0,0,1,0,0,0,0,0,0,7
PORCO,atencion odontologica,aplicacion de fluor,2018-11-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
POROMA,atencion odontologica,aplicacion de fluor,2018-11-01,2,8,17,17,2,2,0,3,0,0,0,0,0,0,51
PORONGO,atencion odontologica,aplicacion de fluor,2018-11-01,14,10,153,160,1,6,1,5,0,0,0,0,0,0,350
PORVENIR,atencion odontologica,aplicacion de fluor,2018-11-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,11
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2018-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
POTOSI,atencion odontologica,aplicacion de fluor,2018-11-01,43,48,3,5,30,56,21,34,3,4,0,0,0,0,247
PRESTO,atencion odontologica,aplicacion de fluor,2018-11-01,0,2,1,1,0,2,0,1,0,0,0,0,0,0,7
PUCARA,atencion odontologica,aplicacion de fluor,2018-11-01,4,2,1,1,0,0,0,0,0,0,0,0,0,0,8
PUCARANI,atencion odontologica,aplicacion de fluor,2018-11-01,24,22,4,1,0,1,1,5,0,0,0,0,0,0,58
PUERTO ACOSTA,atencion odontologica,aplicacion de fluor,2018-11-01,13,9,1,1,0,0,0,0,0,0,0,0,0,0,24
PUERTO CARABUCO,atencion odontologica,aplicacion de fluor,2018-11-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,7
PUERTO GONZALO MORENO,atencion odontologica,aplicacion de fluor,2018-11-01,8,12,32,36,0,3,1,13,2,0,0,0,0,0,107
PUERTO PEREZ,atencion odontologica,aplicacion de fluor,2018-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
PUERTO QUIJARRO,atencion odontologica,aplicacion de fluor,2018-11-01,20,19,0,0,0,0,0,0,0,0,0,0,0,0,39
PUERTO RICO,atencion odontologica,aplicacion de fluor,2018-11-01,6,4,0,0,0,1,0,0,0,0,0,0,0,0,11
PUERTO SUAREZ,atencion odontologica,aplicacion de fluor,2018-11-01,0,0,14,13,6,5,3,2,0,0,0,0,0,0,43
PUERTO VILLARROEL,atencion odontologica,aplicacion de fluor,2018-11-01,9,13,0,1,0,0,0,5,0,0,0,0,0,0,28
