,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2018-11-01,0,0,8,25,3,9,19,82,10,5,0,0,0,0,161
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2018-11-01,0,0,2,0,0,0,0,6,2,4,0,0,0,0,14
ESCARA,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
ESCOMA,atencion odontologica,exodoncia,2018-11-01,0,0,0,2,0,1,2,6,11,1,0,0,0,0,23
ESMERALDA,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4
EUCALIPTUS,atencion odontologica,exodoncia,2018-11-01,0,0,2,1,0,1,0,3,2,3,0,0,0,0,12
EXALTACION,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2018-11-01,0,0,11,15,1,5,3,5,2,2,0,0,0,0,44
FILADELFIA,atencion odontologica,exodoncia,2018-11-01,0,0,5,4,1,2,3,7,0,0,0,0,0,0,22
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2018-11-01,0,0,1,2,0,1,2,8,0,1,0,0,0,0,15
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2018-11-01,0,0,12,10,3,12,10,16,10,16,0,0,0,0,89
GUANAY,atencion odontologica,exodoncia,2018-11-01,1,0,5,4,0,0,6,11,9,3,0,0,0,0,39
GUAQUI,atencion odontologica,exodoncia,2018-11-01,0,0,6,8,2,5,9,24,17,22,0,0,0,0,93
GUAYARAMERIN,atencion odontologica,exodoncia,2018-11-01,2,2,27,25,6,7,14,22,7,2,0,0,0,0,114
GUTIERREZ,atencion odontologica,exodoncia,2018-11-01,8,10,12,17,22,28,44,58,12,14,0,0,0,0,225
HUACARETA,atencion odontologica,exodoncia,2018-11-01,0,0,8,9,0,4,2,38,3,3,0,0,0,0,67
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2018-11-01,0,1,2,0,0,0,0,10,0,0,0,0,0,0,13
HUACHACALLA,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
HUANUNI,atencion odontologica,exodoncia,2018-11-01,3,4,13,19,4,6,23,25,7,4,0,0,0,0,108
HUARACAJE,atencion odontologica,exodoncia,2018-11-01,0,0,6,1,0,2,2,4,0,0,0,0,0,0,15
HUARINA,atencion odontologica,exodoncia,2018-11-01,0,0,4,2,1,2,1,2,9,8,0,0,0,0,29
HUATAJATA,atencion odontologica,exodoncia,2018-11-01,0,0,3,3,2,1,2,3,4,6,0,0,0,0,24
HUAYLLAMARCA,atencion odontologica,exodoncia,2018-11-01,0,0,12,5,2,4,2,7,2,5,0,0,0,0,39
HUMANATA,atencion odontologica,exodoncia,2018-11-01,0,0,2,3,2,4,1,9,19,12,0,0,0,0,52
ICHOCA,atencion odontologica,exodoncia,2018-11-01,0,0,0,1,4,0,3,8,2,0,0,0,0,0,18
ICLA,atencion odontologica,exodoncia,2018-11-01,0,0,26,76,5,7,5,15,2,4,0,0,0,0,140
INCAHUASI,atencion odontologica,exodoncia,2018-11-01,0,0,4,7,7,3,6,35,0,7,0,0,0,0,69
INQUISIVI,atencion odontologica,exodoncia,2018-11-01,2,0,6,9,3,9,6,12,6,10,0,0,0,0,63
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2018-11-01,0,0,17,7,5,3,8,19,15,11,0,0,0,0,85
IXIAMAS,atencion odontologica,exodoncia,2018-11-01,0,1,4,2,2,4,5,10,1,8,0,0,0,0,37
JESUS DE MACHACA,atencion odontologica,exodoncia,2018-11-01,1,0,5,5,7,8,5,13,23,19,0,0,0,0,86
LA ASUNTA,atencion odontologica,exodoncia,2018-11-01,2,1,25,27,9,16,25,52,18,9,0,0,0,0,184
LA GUARDIA,atencion odontologica,exodoncia,2018-11-01,8,22,6,2,0,2,1,22,6,8,0,0,0,0,77
LA PAZ,atencion odontologica,exodoncia,2018-11-01,27,21,215,205,52,82,248,478,168,149,0,0,0,0,1645
LA RIVERA,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,1,1,1,2,0,0,0,0,0,0,5
LAGUNILLAS,atencion odontologica,exodoncia,2018-11-01,0,0,9,0,1,0,5,12,1,1,0,0,0,0,29
LAJA,atencion odontologica,exodoncia,2018-11-01,2,0,7,7,9,3,5,19,10,13,0,0,0,0,75
LAS CARRERAS,atencion odontologica,exodoncia,2018-11-01,0,0,1,2,2,0,3,5,2,4,0,0,0,0,19
LICOMA PAMPA,atencion odontologica,exodoncia,2018-11-01,0,0,1,2,0,1,3,2,2,5,0,0,0,0,16
LLALLAGUA,atencion odontologica,exodoncia,2018-11-01,1,0,9,9,3,8,9,34,6,8,0,0,0,0,87
LLICA,atencion odontologica,exodoncia,2018-11-01,0,0,3,8,0,3,4,10,1,4,0,0,0,0,33
LORETO,atencion odontologica,exodoncia,2018-11-01,0,0,1,5,0,0,0,1,0,0,0,0,0,0,7
LURIBAY,atencion odontologica,exodoncia,2018-11-01,0,0,4,3,0,2,6,6,3,1,0,0,0,0,25
MACHACAMARCA,atencion odontologica,exodoncia,2018-11-01,0,0,2,1,1,0,1,2,5,11,0,0,0,0,23
MACHARETI,atencion odontologica,exodoncia,2018-11-01,0,0,3,3,2,6,3,37,3,0,0,0,0,0,57
MAGDALENA,atencion odontologica,exodoncia,2018-11-01,1,3,10,5,0,2,3,10,2,0,0,0,0,0,36
MAIRANA,atencion odontologica,exodoncia,2018-11-01,0,0,5,4,1,1,2,6,6,6,0,0,0,0,31
MALLA,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,2,3,7,2,4,0,0,0,0,0,18
MAPIRI,atencion odontologica,exodoncia,2018-11-01,0,0,5,2,0,4,2,18,3,1,0,0,0,0,35
MECAPACA,atencion odontologica,exodoncia,2018-11-01,1,0,5,9,4,4,7,19,12,9,0,0,0,0,70
MINEROS,atencion odontologica,exodoncia,2018-11-01,2,0,0,2,0,1,1,6,13,3,0,0,0,0,28
MIZQUE,atencion odontologica,exodoncia,2018-11-01,2,0,7,1,0,3,3,11,14,8,0,0,0,0,49
MOCOMOCO,atencion odontologica,exodoncia,2018-11-01,0,0,6,6,5,12,12,21,13,18,0,0,0,0,93
MOJINETE,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,0,0,0,2,0,3,0,0,0,0,5
MOJOCOYA,atencion odontologica,exodoncia,2018-11-01,0,0,13,27,0,1,8,37,11,3,0,0,0,0,100
MONTEAGUDO,atencion odontologica,exodoncia,2018-11-01,0,0,4,3,3,7,12,36,5,11,0,0,0,0,81
MONTERO,atencion odontologica,exodoncia,2018-11-01,1,0,44,42,5,2,22,52,22,7,0,0,0,0,197
MORO MORO,atencion odontologica,exodoncia,2018-11-01,0,0,6,2,0,0,3,5,2,7,0,0,0,0,25
MOROCHATA,atencion odontologica,exodoncia,2018-11-01,1,1,1,5,6,9,5,16,26,10,0,0,0,0,80
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,exodoncia,2018-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
NAZACARA DE PACAJES,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
OCURI,atencion odontologica,exodoncia,2018-11-01,0,0,9,4,5,2,8,24,4,9,0,0,0,0,65
OKINAWA,atencion odontologica,exodoncia,2018-11-01,0,0,1,4,1,2,0,7,0,4,0,0,0,0,19
OMEREQUE,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
ORURO,atencion odontologica,exodoncia,2018-11-01,8,7,98,118,41,71,122,269,73,80,0,0,0,0,887
PADCAYA,atencion odontologica,exodoncia,2018-11-01,0,0,7,3,3,8,11,28,3,1,0,0,0,0,64
PADILLA,atencion odontologica,exodoncia,2018-11-01,0,0,2,0,1,0,4,35,9,5,0,0,0,0,56
PAILON,atencion odontologica,exodoncia,2018-11-01,2,1,9,5,3,4,12,25,9,2,0,0,0,0,72
PALCA,atencion odontologica,exodoncia,2018-11-01,2,2,5,15,9,15,11,30,15,18,0,0,0,0,122
PALOS BLANCOS,atencion odontologica,exodoncia,2018-11-01,0,0,10,4,2,6,4,30,9,13,0,0,0,0,78
PAMPA AULLAGAS,atencion odontologica,exodoncia,2018-11-01,0,0,3,0,0,0,2,2,0,0,0,0,0,0,7
PAMPA GRANDE,atencion odontologica,exodoncia,2018-11-01,0,1,0,0,0,0,0,1,2,1,0,0,0,0,5
PAPEL PAMPA,atencion odontologica,exodoncia,2018-11-01,0,0,3,3,1,2,2,15,5,17,0,0,0,0,48
PASORAPA,atencion odontologica,exodoncia,2018-11-01,0,0,1,0,0,1,2,3,0,0,0,0,0,0,7
PAZÑA,atencion odontologica,exodoncia,2018-11-01,0,0,8,11,1,1,2,2,6,1,0,0,0,0,32
PELECHUCO,atencion odontologica,exodoncia,2018-11-01,0,0,2,4,2,8,10,15,2,5,0,0,0,0,48
POCOATA,atencion odontologica,exodoncia,2018-11-01,0,0,0,6,1,4,3,13,38,69,0,0,0,0,134
POCONA,atencion odontologica,exodoncia,2018-11-01,1,2,18,18,3,1,9,15,11,21,0,0,0,0,99
POJO (CBBA),atencion odontologica,exodoncia,2018-11-01,0,1,10,10,1,2,7,10,0,2,0,0,0,0,43
POOPO,atencion odontologica,exodoncia,2018-11-01,0,1,23,26,2,3,5,17,7,7,0,0,0,0,91
PORCO,atencion odontologica,exodoncia,2018-11-01,0,1,0,0,0,1,0,6,0,0,0,0,0,0,8
POROMA,atencion odontologica,exodoncia,2018-11-01,0,0,13,12,0,4,10,48,7,16,0,0,0,0,110
PORONGO,atencion odontologica,exodoncia,2018-11-01,0,1,2,2,0,0,3,1,3,0,0,0,0,0,12
PORTACHUELO,atencion odontologica,exodoncia,2018-11-01,0,1,8,2,0,2,2,11,3,4,0,0,0,0,33
PORVENIR,atencion odontologica,exodoncia,2018-11-01,0,1,2,1,1,1,0,8,4,1,0,0,0,0,19
POSTRER VALLE,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,1,0,0,2,5,0,0,0,0,0,8
POTOSI,atencion odontologica,exodoncia,2018-11-01,0,1,53,60,28,56,50,120,32,44,0,0,0,0,444
PRESTO,atencion odontologica,exodoncia,2018-11-01,0,0,5,8,6,1,7,38,5,1,0,0,0,0,71
PUCARA,atencion odontologica,exodoncia,2018-11-01,0,0,2,2,0,0,0,5,0,0,0,0,0,0,9
PUCARANI,atencion odontologica,exodoncia,2018-11-01,0,0,23,12,15,17,23,59,19,23,0,0,0,0,191
PUERTO ACOSTA,atencion odontologica,exodoncia,2018-11-01,0,0,14,14,2,12,8,24,39,22,0,0,0,0,135
PUERTO CARABUCO,atencion odontologica,exodoncia,2018-11-01,1,0,8,5,5,3,3,9,5,6,0,0,0,0,45
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2018-11-01,0,0,2,7,0,0,2,6,2,0,0,0,0,0,19
PUERTO PEREZ,atencion odontologica,exodoncia,2018-11-01,0,0,0,1,0,2,1,6,5,2,0,0,0,0,17
PUERTO QUIJARRO,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,0,0,0,1,3,1,0,0,0,0,5
PUERTO RICO,atencion odontologica,exodoncia,2018-11-01,0,0,9,6,6,11,10,14,6,0,0,0,0,0,62
PUERTO SUAREZ,atencion odontologica,exodoncia,2018-11-01,0,0,1,1,0,0,1,1,3,4,0,0,0,0,11
PUERTO VILLARROEL,atencion odontologica,exodoncia,2018-11-01,1,3,6,13,4,4,6,18,5,5,0,0,0,0,65
PUNA,atencion odontologica,exodoncia,2018-11-01,0,1,4,3,0,4,6,17,13,3,0,0,0,0,51
PUNATA,atencion odontologica,exodoncia,2018-11-01,0,2,13,5,0,1,9,5,14,8,0,0,0,0,57
QUIABAYA,atencion odontologica,exodoncia,2018-11-01,0,0,2,6,1,6,10,14,0,3,0,0,0,0,42
QUILLACOLLO,atencion odontologica,exodoncia,2018-11-01,0,0,20,19,0,4,9,44,31,30,0,0,0,0,157
QUIME,atencion odontologica,exodoncia,2018-11-01,1,1,9,9,4,4,9,15,5,7,0,0,0,0,64
QUIRUSILLAS,atencion odontologica,exodoncia,2018-11-01,0,0,9,6,0,0,0,1,2,0,0,0,0,0,18
RAVELO,atencion odontologica,exodoncia,2018-11-01,0,0,3,2,4,4,17,25,30,32,0,0,0,0,117
REYES,atencion odontologica,exodoncia,2018-11-01,12,3,10,7,2,7,8,15,5,10,0,0,0,0,79
RIBERALTA,atencion odontologica,exodoncia,2018-11-01,3,4,27,50,8,18,37,26,7,10,0,0,0,0,190
ROBORE,atencion odontologica,exodoncia,2018-11-01,0,0,6,6,3,5,27,21,15,2,0,0,0,0,85
RURRENABAQUE,atencion odontologica,exodoncia,2018-11-01,4,2,3,5,3,5,6,9,10,7,0,0,0,0,54
SABAYA,atencion odontologica,exodoncia,2018-11-01,0,0,3,4,1,1,7,6,3,4,0,0,0,0,29
SACABA,atencion odontologica,exodoncia,2018-11-01,1,1,197,202,18,29,15,34,22,26,0,0,0,0,545
SACABAMBA,atencion odontologica,exodoncia,2018-11-01,0,0,0,3,1,0,0,5,3,4,0,0,0,0,16
SACACA,atencion odontologica,exodoncia,2018-11-01,1,0,5,7,10,13,5,22,10,6,0,0,0,0,79
SAIPINA,atencion odontologica,exodoncia,2018-11-01,0,0,2,3,0,0,1,4,0,1,0,0,0,0,11
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2018-11-01,1,0,19,16,4,7,2,3,4,3,0,0,0,0,59
SAMAIPATA,atencion odontologica,exodoncia,2018-11-01,0,0,13,13,3,1,7,13,8,4,0,0,0,0,62
SAN AGUSTIN,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4
SAN ANDRES,atencion odontologica,exodoncia,2018-11-01,0,0,2,8,0,1,5,8,2,2,0,0,0,0,28
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2018-11-01,0,0,2,2,0,2,2,6,7,1,0,0,0,0,22
SAN ANTONIO DE ESMORUCO,atencion odontologica,exodoncia,2018-11-01,0,0,1,3,0,2,0,1,0,0,0,0,0,0,7
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2018-11-01,1,0,3,2,0,2,0,4,0,2,0,0,0,0,14
SAN BENITO,atencion odontologica,exodoncia,2018-11-01,1,0,0,2,0,0,0,4,2,10,0,0,0,0,19
SAN BORJA,atencion odontologica,exodoncia,2018-11-01,2,1,5,2,0,2,8,14,4,1,0,0,0,0,39
SAN BUENA VENTURA,atencion odontologica,exodoncia,2018-11-01,2,1,8,1,6,1,4,1,0,2,0,0,0,0,26
SAN CARLOS,atencion odontologica,exodoncia,2018-11-01,3,6,9,6,11,15,8,14,10,9,0,0,0,0,91
SAN IGNACIO,atencion odontologica,exodoncia,2018-11-01,2,1,8,18,2,8,10,13,2,3,0,0,0,0,67
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2018-11-01,2,0,4,1,2,6,4,9,29,16,0,0,0,0,73
SAN JAVIER(BNI),atencion odontologica,exodoncia,2018-11-01,0,0,1,1,0,1,0,0,1,1,0,0,0,0,5
SAN JAVIER(STC),atencion odontologica,exodoncia,2018-11-01,0,1,3,3,0,0,0,2,7,1,0,0,0,0,17
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2018-11-01,0,0,8,3,4,10,5,23,4,10,0,0,0,0,67
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2018-11-01,1,0,9,5,2,5,4,16,2,3,0,0,0,0,47
SAN JULIAN,atencion odontologica,exodoncia,2018-11-01,2,1,11,15,2,3,5,9,11,15,0,0,0,0,74
SAN LORENZO(PND),atencion odontologica,exodoncia,2018-11-01,0,0,6,2,0,1,0,1,1,0,0,0,0,0,11
SAN LORENZO(TJA),atencion odontologica,exodoncia,2018-11-01,0,0,23,27,0,4,9,40,4,3,0,0,0,0,110
SAN LUCAS,atencion odontologica,exodoncia,2018-11-01,0,0,14,13,10,17,12,59,20,20,0,0,0,0,165
SAN MATIAS,atencion odontologica,exodoncia,2018-11-01,2,0,1,4,1,0,3,6,3,1,0,0,0,0,21
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2018-11-01,0,0,2,10,1,1,1,17,5,4,0,0,0,0,41
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2018-11-01,0,0,0,1,0,3,1,0,1,0,0,0,0,0,6
SAN PEDRO,atencion odontologica,exodoncia,2018-11-01,0,0,14,14,3,8,8,12,2,3,0,0,0,0,64
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2018-11-01,2,0,21,15,3,4,8,23,3,11,0,0,0,0,90
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,1,1,2,3,2,4,0,0,0,0,13
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2018-11-01,0,1,4,7,1,3,2,4,10,5,0,0,0,0,37
SAN RAFAEL,atencion odontologica,exodoncia,2018-11-01,0,0,0,1,0,3,0,12,2,0,0,0,0,0,18
SAN RAMON BENI,atencion odontologica,exodoncia,2018-11-01,0,0,0,2,2,3,0,5,6,0,0,0,0,0,18
SAN RAMON SCZ,atencion odontologica,exodoncia,2018-11-01,0,0,4,4,0,0,0,1,1,0,0,0,0,0,10
SANTA ANA,atencion odontologica,exodoncia,2018-11-01,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2018-11-01,10,11,174,171,26,45,220,414,179,86,0,0,0,0,1336
SANTA ROSA,atencion odontologica,exodoncia,2018-11-01,1,0,15,17,5,3,3,13,0,0,0,0,0,0,57
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2018-11-01,0,2,8,12,5,7,6,23,13,0,0,0,0,0,76
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,0,0,0,1,3,7,0,0,0,0,11
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2018-11-01,0,0,9,9,2,2,4,8,13,9,0,0,0,0,56
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2018-11-01,0,0,3,3,4,16,5,9,2,4,0,0,0,0,46
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2018-11-01,0,0,4,6,2,5,9,10,5,7,0,0,0,0,48
SANTIVAÑES,atencion odontologica,exodoncia,2018-11-01,0,0,3,3,0,0,1,6,5,4,0,0,0,0,22
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2018-11-01,0,0,1,1,0,1,1,0,1,4,0,0,0,0,9
SAPAHAQUI,atencion odontologica,exodoncia,2018-11-01,0,0,2,2,7,2,9,15,6,5,0,0,0,0,48
SENA,atencion odontologica,exodoncia,2018-11-01,2,2,3,4,1,2,4,8,1,0,0,0,0,0,27
SHINAOTA,atencion odontologica,exodoncia,2018-11-01,0,0,2,4,0,0,0,3,3,2,0,0,0,0,14
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2018-11-01,0,1,7,4,8,3,10,11,9,4,0,0,0,0,57
SICAYA,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,0,0,1,4,1,0,0,0,0,0,6
SIPE SIPE,atencion odontologica,exodoncia,2018-11-01,0,4,11,9,0,3,2,12,7,15,0,0,0,0,63
SOPACHUY,atencion odontologica,exodoncia,2018-11-01,0,0,2,2,0,0,2,14,4,6,0,0,0,0,30
SORACACHI,atencion odontologica,exodoncia,2018-11-01,0,0,24,40,6,3,4,14,17,12,0,0,0,0,120
SORATA,atencion odontologica,exodoncia,2018-11-01,1,0,4,2,2,8,15,16,20,7,0,0,0,0,75
SUCRE,atencion odontologica,exodoncia,2018-11-01,5,3,168,140,27,46,91,257,77,80,0,0,0,0,894
TACACHI,atencion odontologica,exodoncia,2018-11-01,0,0,1,0,0,0,0,0,3,1,0,0,0,0,5
TACACOMA,atencion odontologica,exodoncia,2018-11-01,0,0,1,1,0,2,10,6,4,2,0,0,0,0,26
TACOPAYA,atencion odontologica,exodoncia,2018-11-01,0,0,2,3,0,1,4,10,10,15,0,0,0,0,45
TAHUA,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TAPACARI,atencion odontologica,exodoncia,2018-11-01,0,0,8,15,4,18,10,18,39,40,0,0,0,0,152
TARABUCO,atencion odontologica,exodoncia,2018-11-01,0,1,9,3,1,3,6,24,4,7,0,0,0,0,58
TARACO,atencion odontologica,exodoncia,2018-11-01,0,0,3,4,1,1,2,3,4,4,0,0,0,0,22
TARATA,atencion odontologica,exodoncia,2018-11-01,0,0,2,3,0,1,4,8,7,4,0,0,0,0,29
TARIJA,atencion odontologica,exodoncia,2018-11-01,2,4,78,137,89,54,115,201,124,23,0,0,0,0,827
TARVITA,atencion odontologica,exodoncia,2018-11-01,0,0,4,6,5,12,13,56,7,4,0,0,0,0,107
TEOPONTE,atencion odontologica,exodoncia,2018-11-01,2,0,7,3,0,8,2,15,5,5,0,0,0,0,47
TIAWANACU,atencion odontologica,exodoncia,2018-11-01,0,0,8,4,2,1,7,7,5,7,0,0,0,0,41
TINGUIPAYA,atencion odontologica,exodoncia,2018-11-01,0,0,10,8,3,8,12,35,19,29,0,0,0,0,124
TIPUANI,atencion odontologica,exodoncia,2018-11-01,0,0,2,5,0,0,4,3,9,1,0,0,0,0,24
TIQUIPAYA,atencion odontologica,exodoncia,2018-11-01,0,1,7,8,7,9,7,11,13,24,0,0,0,0,87
TIRAQUE (CBBA),atencion odontologica,exodoncia,2018-11-01,0,2,5,13,0,5,4,8,9,16,0,0,0,0,62
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2018-11-01,0,0,6,5,0,1,1,3,3,2,0,0,0,0,21
TOCO,atencion odontologica,exodoncia,2018-11-01,0,0,4,1,0,0,3,3,0,7,0,0,0,0,18
TODOS SANTOS,atencion odontologica,exodoncia,2018-11-01,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3
TOLATA,atencion odontologica,exodoncia,2018-11-01,1,0,1,4,0,0,0,4,0,0,0,0,0,0,10
TOLEDO,atencion odontologica,exodoncia,2018-11-01,0,0,10,6,2,2,3,3,0,3,0,0,0,0,29
TOMAVE,atencion odontologica,exodoncia,2018-11-01,0,0,5,14,2,5,9,15,9,9,0,0,0,0,68
TOMINA,atencion odontologica,exodoncia,2018-11-01,0,0,1,0,0,5,2,10,0,2,0,0,0,0,20
TORO TORO,atencion odontologica,exodoncia,2018-11-01,0,0,4,7,1,2,2,12,5,5,0,0,0,0,38
TOTORA(CBBA),atencion odontologica,exodoncia,2018-11-01,0,0,13,9,1,1,6,13,10,14,0,0,0,0,67
TOTORA(ORR),atencion odontologica,exodoncia,2018-11-01,0,0,1,1,0,0,4,6,4,16,0,0,0,0,32
TRINIDAD,atencion odontologica,exodoncia,2018-11-01,5,0,43,39,17,20,44,102,32,13,0,0,0,0,315
TUPIZA,atencion odontologica,exodoncia,2018-11-01,0,0,12,4,3,16,11,42,7,9,0,0,0,0,104
TURCO,atencion odontologica,exodoncia,2018-11-01,3,0,1,2,0,1,2,5,2,0,0,0,0,0,16
UMALA,atencion odontologica,exodoncia,2018-11-01,1,0,5,1,1,0,0,3,2,2,0,0,0,0,15
UNCIA,atencion odontologica,exodoncia,2018-11-01,1,0,12,13,3,4,7,15,10,5,0,0,0,0,70
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2018-11-01,1,0,12,7,3,4,9,27,1,8,0,0,0,0,72
URUBICHA,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,0,0,0,0,1,4,0,0,0,0,5
UYUNI,atencion odontologica,exodoncia,2018-11-01,0,0,7,6,3,5,20,36,11,8,0,0,0,0,96
VACAS,atencion odontologica,exodoncia,2018-11-01,0,0,2,3,3,0,3,12,1,18,0,0,0,0,42
VALLEGRANDE,atencion odontologica,exodoncia,2018-11-01,0,0,4,9,2,6,7,19,10,7,0,0,0,0,64
VIACHA,atencion odontologica,exodoncia,2018-11-01,2,7,58,48,19,23,17,63,14,33,0,0,0,0,284
VILA VILA,atencion odontologica,exodoncia,2018-11-01,0,0,0,2,1,0,0,4,2,5,0,0,0,0,14
VILLA CHARCAS,atencion odontologica,exodoncia,2018-11-01,0,0,5,5,0,1,2,4,8,0,0,0,0,0,25
VILLA MONTES,atencion odontologica,exodoncia,2018-11-01,1,0,37,40,7,13,37,56,29,7,0,0,0,0,227
VILLA NUEVA (LOMA ALTA),atencion odontologica,exodoncia,2018-11-01,0,0,0,2,1,1,1,1,0,0,0,0,0,0,6
VILLA RIVERO,atencion odontologica,exodoncia,2018-11-01,0,0,4,1,2,0,0,5,2,2,0,0,0,0,16
VILLA SERRANO,atencion odontologica,exodoncia,2018-11-01,0,0,6,3,0,0,10,18,0,4,0,0,0,0,41
VILLA TUNARI,atencion odontologica,exodoncia,2018-11-01,4,5,9,15,6,10,14,24,7,4,0,0,0,0,98
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2018-11-01,0,0,1,2,0,3,6,16,2,3,0,0,0,0,33
VILLAZON,atencion odontologica,exodoncia,2018-11-01,0,0,16,11,1,5,15,26,8,27,0,0,0,0,109
VINTO,atencion odontologica,exodoncia,2018-11-01,0,0,7,8,1,4,3,18,10,14,0,0,0,0,65
VITICHI,atencion odontologica,exodoncia,2018-11-01,0,0,6,6,1,2,3,14,5,25,0,0,0,0,62
WALDO BALLIVIAN,atencion odontologica,exodoncia,2018-11-01,0,0,7,2,1,6,4,6,3,3,0,0,0,0,32
WARNES,atencion odontologica,exodoncia,2018-11-01,1,2,6,8,2,5,2,6,14,8,0,0,0,0,54
YACO,atencion odontologica,exodoncia,2018-11-01,0,0,0,0,0,0,1,0,8,0,0,0,0,0,9
YACUIBA,atencion odontologica,exodoncia,2018-11-01,2,2,6,1,0,4,4,7,22,15,0,0,0,0,63
YAMPARAEZ,atencion odontologica,exodoncia,2018-11-01,0,0,1,2,0,1,2,10,2,1,0,0,0,0,19
YANACACHI,atencion odontologica,exodoncia,2018-11-01,0,0,2,1,0,0,3,1,0,0,0,0,0,0,7
YAPACANI,atencion odontologica,exodoncia,2018-11-01,5,3,3,1,1,3,2,7,2,2,0,0,0,0,29
YOCALLA,atencion odontologica,exodoncia,2018-11-01,0,0,3,4,2,2,2,22,6,9,0,0,0,0,50
YOTALA,atencion odontologica,exodoncia,2018-11-01,0,0,1,0,0,2,2,22,1,2,0,0,0,0,30
YUNCHARA,atencion odontologica,exodoncia,2018-11-01,0,0,11,16,1,2,5,17,2,3,0,0,0,0,57
ZUDAÑEZ,atencion odontologica,exodoncia,2018-11-01,0,0,14,11,1,2,5,10,3,0,0,0,0,0,46
ACACIO,atencion odontologica,exodoncia,2018-12-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
ACHACACHI,atencion odontologica,exodoncia,2018-12-01,2,1,25,13,4,3,5,23,10,31,0,0,0,0,117
ACHOCALLA,atencion odontologica,exodoncia,2018-12-01,4,3,4,11,7,3,3,11,5,6,0,0,0,0,57
