,group,variable,month,TOTAL 4.1 NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTAL 4.1 NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
SAN JULIAN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,123,1,124
SAN LORENZO(PND),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,11,2,13
SAN LORENZO(TJA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,31,0,31
SAN LUCAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,42,13,55
SAN MATIAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,27,0,27
SAN MIGUEL DE VELASCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,12,3,15
SAN PABLO DE LIPEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,3,0,3
SAN PEDRO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,30,0,30
SAN PEDRO DE BUENA VISTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,22,3,25
SAN PEDRO DE CURAHUARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,6,1,7
SAN PEDRO DE TIQUINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,6,0,6
SAN PEDRO(PND),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,0,3,3
SAN RAFAEL,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,16,2,18
SAN RAMON BENI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,11,0,11
SAN RAMON SCZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,27,0,27
SANTA ANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,44,0,44
SANTA CRUZ DE LA SIERRA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,3940,2,3942
SANTA ROSA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,15,0,15
SANTA ROSA DEL SARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,22,0,22
SANTIAGO DE CALLAPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,1,3,4
SANTIAGO DE HUARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,15,0,15
SANTIAGO DE HUATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,8,0,8
SANTIAGO DE MACHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,4,0,4
SANTIVAÑES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,9,0,9
SANTUARIO DE QUILLACAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,5,1,6
SAPAHAQUI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,9,0,9
SENA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,9,9,18
SHINAOTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,88,0,88
SICA SICA (VILLA AROMA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,17,1,18
SICAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,2,0,2
SIPE SIPE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,111,0,111
SOPACHUY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,9,0,9
SORACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,8,0,8
SORATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,26,5,31
SUCRE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,573,4,577
TACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,0,1,1
TACACOMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,6,1,7
TACOBAMBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,9,1,10
TACOPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,5,0,5
TAHUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,1,1,2
TAPACARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,29,2,31
TARABUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,12,5,17
TARACO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,6,0,6
TARATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,19,2,21
TARIJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,483,2,485
TARVITA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,13,0,13
TEOPONTE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,16,1,17
TIAWANACU,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,12,0,12
TINGUIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,20,5,25
TIPUANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,21,0,21
TIQUIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,112,1,113
TIRAQUE (CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,20,1,21
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,2,0,2
TOCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,6,0,6
TODOS SANTOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,3,0,3
TOLATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,13,0,13
TOLEDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,4,0,4
TOMAVE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,6,3,9
TOMINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,9,0,9
TORO TORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,13,0,13
TOTORA(CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,28,1,29
TOTORA(ORR),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,4,0,4
TRIGAL,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,1,0,1
TRINIDAD,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,375,1,376
TUPIZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,65,3,68
TURCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,2,0,2
UMALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,3,1,4
UNCIA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,30,1,31
URIONDO (A. CONCEPCION),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,16,1,17
URUBICHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,16,1,17
UYUNI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,70,3,73
VACAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,12,0,12
VALLEGRANDE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,32,1,33
VIACHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,100,3,103
VILA VILA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,6,0,6
VILLA CHARCAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,17,5,22
VILLA MONTES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,115,1,116
VILLA NUEVA (LOMA ALTA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,2,4,6
VILLA RIVERO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,11,1,12
VILLA SERRANO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,14,0,14
VILLA TUNARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,252,3,255
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,17,3,20
VILLAZON,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,67,1,68
VINTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,126,0,126
VITICHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,17,2,19
WALDO BALLIVIAN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,3,0,3
WARNES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,172,2,174
YACO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,2,0,2
YACUIBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,215,2,217
YAMPARAEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,0,2,2
YANACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,7,0,7
YAPACANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,72,12,84
YOCALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,6,0,6
YOTALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,12,1,13
YUNCHARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,3,1,4
ZUDAÑEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-09-01,9,1,10
ACACIO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,1,5
ACHACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,67,0,67
ACHOCALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,13,7,20
AIQUILE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,48,0,48
ALALAY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,3,0,3
ALCALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
ALTO BENI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,13,1,14
ANCORAIMES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,7,1,8
ANDAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,3,5
ANTEQUERA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,3,0,3
ANZALDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
APOLO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,18,0,18
ARAMPAMPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,1,5
ARANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,29,0,29
ARBIETO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,20,1,21
ARQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,9,0,9
ATOCHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,21,3,24
AUCAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
AYATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,7,2,9
AYO AYO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,27,3,30
AZURDUY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,18,3,21
BATALLAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,14,0,14
BAURES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,12,0,12
BELEN DE ANDAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,0,2,2
BELLA FLOR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,6,0,6
BERMEJO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,91,0,91
BETANZOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,27,0,27
BOLPEBRA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
BOYUIBE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,5,2,7
BUENA VISTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,15,0,15
CABEZAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,44,3,47
CAIROMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,12,5,17
"CAIZA ""D""",consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
CAJUATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,23,0,23
CALACOTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,4,5
CALAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,17,0,17
CAMARGO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,34,3,37
CAMATAQUI (C. VILLA ABECIA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,5,0,5
CAMIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,69,0,69
CAPINOTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,45,2,47
CAQUIAVIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,6,0,6
CARACOLLO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,24,0,24
CARANAVI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,114,0,114
CARAPARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,25,3,28
CARIPUYO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,6,5,11
CATACORA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
CHACARILLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
CHALLAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,53,8,61
CHAQUI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,6,0,6
CHARAÑA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,3,0,3
CHAYANTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,30,9,39
CHIMORE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,39,0,39
CHIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
CHOQUE COTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
CHUA COCANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,30,1,31
CHUMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,0,4
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,9,0,9
CKOCHAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,8,1,9
CLIZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,20,0,20
COBIJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,62,68,130
COCAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,1,5
COCHABAMBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1647,25,1672
COIPASA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,3,0,3
COLCAPIRHUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,87,1,88
"COLCHA ""K""",consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,20,2,22
COLLANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,7,0,7
COLOMI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,32,0,32
COLPA BELGICA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,18,0,18
COLQUECHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,36,7,43
COLQUENCHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,9,0,9
COLQUIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,6,8,14
COMANCHE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
CONCEPCION,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,48,1,49
COPACABANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,15,0,15
CORIPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,22,11,33
CORO CORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,2,3
COROICO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,20,1,21
CORQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,12,3,15
COTAGAITA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,22,2,24
CUATRO CAÑADAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,34,3,37
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
CUEVO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,7,4,11
CULPINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,25,6,31
CURAHUARA DE CARANGAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,11,0,11
CURVA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
DESAGUADERO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,3,0,3
EL ALTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1600,171,1771
EL CHORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,1,3
EL PUENTE(TJA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,20,0,20
EL VILLAR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
ENTRE RIOS TRJ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,27,0,27
ENTRE RIOS CBBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,81,0,81
ESCOMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,3,0,3
ESMERALDA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
EUCALIPTUS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,8,0,8
EUREKA (SANTOS MERCADO),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,2,3
EXALTACION,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
FILADELFIA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,13,5,18
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,11,1,12
GUANAY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,29,31
GUAQUI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,3,1,4
GUAYARAMERIN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,154,2,156
GUTIERREZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,16,7,23
HUACARETA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,16,1,17
HUACHACALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,3,0,3
HUANUNI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,40,0,40
HUARACAJE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
HUARINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,5,0,5
HUAYLLAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
HUMANATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
ICHOCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,1,2
ICLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,5,0,5
INCAHUASI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,13,7,20
INGAVI (HUMAITA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
INQUISIVI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,5,7,12
IRUPANA (VILLA DE LANZA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,23,2,25
IXIAMAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,17,1,18
JESUS DE MACHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,24,0,24
LA ASUNTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,109,6,115
LA PAZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1451,27,1478
LAGUNILLAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,11,0,11
LAJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,15,3,18
LAS CARRERAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,7,0,7
LICOMA PAMPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,0,4
LLALLAGUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,79,3,82
LLICA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,6,2,8
LORETO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,9,8,17
LURIBAY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,8,1,9
MACHACAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
MACHARETI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,10,0,10
MAGDALENA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,15,1,16
MALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,1,2
MAPIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,40,1,41
MECAPACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,16,2,18
MIZQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,35,0,35
MOCOMOCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,8,1,9
MOJOCOYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,6,1,7
MONTEAGUDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,53,0,53
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,3,4
OCURI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,12,4,16
OMEREQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,10,0,10
ORURO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,833,11,844
PADCAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,20,0,20
PADILLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,13,0,13
PAILON,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,57,3,60
PALCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,24,1,25
PALOS BLANCOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,53,0,53
PAMPA AULLAGAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
PAPEL PAMPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,3,1,4
PASORAPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,3,0,3
PATACAMAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,31,1,32
PAZÑA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,3,7
PELECHUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,11,0,11
POCOATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,17,5,22
POCONA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,9,0,9
POJO (CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,14,0,14
POOPO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,8,0,8
PORCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,0,30,30
POROMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,8,0,8
PORTACHUELO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,50,0,50
PORVENIR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,12,1,13
POTOSI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,547,6,553
PRESTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,5,6
PUCARANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,27,9,36
PUERTO ACOSTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,5,2,7
PUERTO CARABUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,8,1,9
PUERTO GONZALO MORENO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,14,0,14
PUERTO PEREZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,5,1,6
PUERTO RICO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,16,1,17
PUERTO VILLARROEL,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,178,0,178
PUNA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,22,1,23
PUNATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,85,0,85
QUIABAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
QUILLACOLLO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,332,16,348
QUIME,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,13,0,13
RAVELO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,17,2,19
REYES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,26,9,35
RIBERALTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,270,3,273
ROBORE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,28,0,28
RURRENABAQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,21,0,21
SABAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,3,0,3
SACABA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,366,2,368
SACABAMBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,0,4
SACACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,26,0,26
SALINAS DE GARCI MENDOZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,8,1,9
SAN AGUSTIN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
SAN ANDRES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,23,1,24
SAN ANDRES DE MACHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,2,4
SAN ANTONIO DE ESMORUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
