,group,variable,month,TOTAL 4.2 NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTAL 4.2 NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
PALOS BLANCOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,13,0,13
PAMPA AULLAGAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
PAPEL PAMPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,1,2
PATACAMAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,24,1,25
PAZÑA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,0,1,1
PELECHUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,4,3,7
POCOATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,9,8,17
POCONA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,7,0,7
POJO (CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,11,0,11
POOPO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
PORCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,0,8,8
POROMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,2,0,2
PORTACHUELO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
PORVENIR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,4,0,4
POTOSI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,264,0,264
PUCARANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,13,3,16
PUERTO ACOSTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,7,2,9
PUERTO CARABUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,4,6,10
PUERTO GONZALO MORENO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
PUERTO PEREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,3,0,3
PUERTO RICO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,2,0,2
PUERTO VILLARROEL,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,57,0,57
PUNA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,8,1,9
PUNATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,26,0,26
QUILLACOLLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,137,8,145
QUIME,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,8,0,8
RAVELO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,4,2,6
REYES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,9,9,18
RIBERALTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,132,4,136
ROBORE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,18,0,18
RURRENABAQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,15,0,15
SABAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
SACABA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,110,3,113
SACABAMBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,7,0,7
SACACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,19,4,23
SALINAS DE GARCI MENDOZA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,5,1,6
SAN ANDRES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,6,1,7
SAN ANDRES DE MACHACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
SAN BENITO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,5,0,5
SAN BORJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,6,0,6
SAN BUENA VENTURA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,3,0,3
SAN CARLOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,9,0,9
SAN IGNACIO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,31,12,43
SAN IGNACIO DE VELASCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,27,5,32
SAN JAVIER(BNI),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
SAN JAVIER(STC),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,16,0,16
SAN JOAQUIN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,13,0,13
SAN JOSE DE CHIQUITOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,20,0,20
SAN JULIAN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,25,0,25
SAN LORENZO(PND),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,1,2
SAN LORENZO(TJA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,14,2,16
SAN LUCAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,10,2,12
SAN MATIAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,29,0,29
SAN MIGUEL DE VELASCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
SAN PABLO DE LIPEZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
SAN PEDRO DE BUENA VISTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,16,5,21
SAN PEDRO DE CURAHUARA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,4,0,4
SAN PEDRO DE TIQUINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,3,0,3
SAN PEDRO(PND),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,1,2
SAN RAFAEL,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,2,0,2
SAN RAMON BENI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,4,0,4
SAN RAMON SCZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,6,0,6
SANTA ANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,32,0,32
SANTA CRUZ DE LA SIERRA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1987,3,1990
SANTA ROSA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,10,0,10
SANTA ROSA DEL SARA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,7,1,8
SANTIAGO DE HUARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,4,0,4
SANTIAGO DE HUATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,6,1,7
SANTUARIO DE QUILLACAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,3,0,3
SAPAHAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,3,0,3
SENA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,8,2,10
SHINAOTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,17,1,18
SICA SICA (VILLA AROMA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,11,0,11
SIPE SIPE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,47,1,48
SOPACHUY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,1,2
SORACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,7,2,9
SORATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,8,3,11
SUCRE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,80,1,81
TACOBAMBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,2,3,5
TACOPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,6,1,7
TAHUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,2,2,4
TAPACARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,8,1,9
TARABUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,6,0,6
TARACO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,4,0,4
TARATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,3,0,3
TARIJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,192,11,203
TARVITA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
TEOPONTE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
TIAWANACU,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,4,1,5
TINGUIPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,9,3,12
TIPUANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,8,0,8
TIQUIPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,60,0,60
TIRAQUE (CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,11,0,11
TOCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,2,0,2
TOLATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,8,0,8
TOMAVE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
TORO TORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,4,1,5
TOTORA(CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,16,1,17
TOTORA(ORR),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,4,0,4
TRINIDAD,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,164,4,168
TUPIZA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,9,1,10
UMALA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
UNCIA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,15,10,25
URIONDO (A. CONCEPCION),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,3,0,3
UYUNI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,37,2,39
VACAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,2,0,2
VIACHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,37,2,39
VILA VILA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,4,0,4
VILLA CHARCAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,4,0,4
VILLA MONTES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,20,1,21
VILLA RIVERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,2,0,2
VILLA SERRANO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,2,0,2
VILLA TUNARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,56,2,58
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,2,1,3
VILLAZON,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,16,0,16
VINTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,73,1,74
VITICHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,2,0,2
YACO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,3,2,5
YACUIBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,51,0,51
YAMPARAEZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,0,1,1
YANACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,0,1
YAPACANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,44,0,44
YOCALLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,7,1,8
YOTALA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,2,0,2
YUNCHARA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,1,1,2
ZUDAÑEZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-10-01,3,1,4
ACACIO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,1,2
ACHACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,17,4,21
ACHOCALLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,12,13
AIQUILE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,7,0,7
ALALAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,1,3
ALTO BENI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
ANCORAIMES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,1,5
ANTEQUERA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
ANZALDO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,1,3
APOLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,4,9
ARAMPAMPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
ARANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,6,2,8
ARBIETO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,6,2,8
ARQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,14,0,14
ATOCHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,19,0,19
AUCAPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
AYATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,1,4
AYO AYO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,15,3,18
AZURDUY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
BATALLAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,6,0,6
BAURES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
BELEN DE ANDAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
BELEN DE URMIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,1,1
BELLA FLOR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
BERMEJO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,37,1,38
BETANZOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,13,4,17
BOLIVAR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,1,6
BOYUIBE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
BUENA VISTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
CABEZAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,7,0,7
CAIROMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,1,5
"CAIZA ""D""",consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,2,7
CAJUATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
CALACOTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,3,4
CALAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,7,0,7
CAMARGO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,6,3,9
CAMIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,26,1,27
CAPINOTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,12,0,12
CAQUIAVIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,2,6
CARACOLLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,8,1,9
CARANAVI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,23,4,27
CARAPARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,12,0,12
CARIPUYO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,1,1
CHALLAPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,26,7,33
CHAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,9,0,9
CHAYANTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,9,2,11
CHIMORE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,16,10,26
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,16,0,16
CHUMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,2,3
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,6,4,10
CKOCHAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,2,7
CLIZA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,22,0,22
COBIJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,14,0,14
COCAPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,9,8,17
COCHABAMBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1305,7,1312
COLCAPIRHUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,54,2,56
"COLCHA ""K""",consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,2,7
COLLANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
COLOMI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,10,0,10
COLPA BELGICA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
COLQUECHACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,15,6,21
COLQUENCHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
COLQUIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,6,0,6
COMANCHE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
COMBAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,1,1
CONCEPCION,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,2,3
COPACABANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,8,0,8
CORIPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,14,0,14
CORO CORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,9,1,10
COROICO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,23,0,23
CORQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,2,3
COTAGAITA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,6,0,6
COTOCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,41,1,42
CUATRO CAÑADAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,0,4
CUEVO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,1,2
CULPINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,0,4
CURAHUARA DE CARANGAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
DESAGUADERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,7,0,7
EL ALTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,831,50,881
EL CHORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
EL PUENTE(TJA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
EL TORNO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,19,0,19
EL VILLAR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
ENTRE RIOS TRJ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
ENTRE RIOS CBBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,22,2,24
ESCOMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
EUCALIPTUS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,1,4
EUREKA (SANTOS MERCADO),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,3,4
EXALTACION,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,2,4
FERNANDEZ ALONSO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,1,5
GUANAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,0,4
GUAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,2,4
GUAYARAMERIN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,40,0,40
GUTIERREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,3,4
HUACARETA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
HUANUNI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,20,0,20
HUARINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,3,6
HUATAJATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
HUAYLLAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,1,1
ICHOCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,3,3
INCAHUASI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,2,3
INGAVI (HUMAITA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
INQUISIVI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,8,2,10
IRUPANA (VILLA DE LANZA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,2,5
IXIAMAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
JESUS DE MACHACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,1,3
LA ASUNTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,23,1,24
LA PAZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,705,2,707
LAGUNILLAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,2,3
LAJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,1,6
LAS CARRERAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
LICOMA PAMPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,1,1
LLALLAGUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,39,0,39
LLICA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
LORETO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
LURIBAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
MACHACAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,6,0,6
MAGDALENA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,0,4
MAPIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,1,1
MECAPACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,7,20,27
MINEROS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,11,0,11
MIZQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,15,1,16
MOCOMOCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,0,4
MOJINETE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,1,1
MOJOCOYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,1,1
MONTEAGUDO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
MONTERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,27,0,27
MOROCHATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,9,2,11
OCURI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,5,7
OMEREQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
ORURO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,347,6,353
PADCAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
PAILON,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,18,2,20
PALCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,9,2,11
PALOS BLANCOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,18,0,18
PAPEL PAMPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,0,4
PATACAMAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,33,0,33
PELECHUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,2,7
POCOATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,12,13
POCONA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,0,4
POJO (CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,6,0,6
POOPO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
PORCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,1,5
POROMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,2,4
PORTACHUELO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
POTOSI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,239,5,244
PUCARANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,18,10,28
PUERTO ACOSTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,4,7
PUERTO CARABUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,9,0,9
PUERTO GONZALO MORENO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
PUERTO PEREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
PUERTO RICO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
PUERTO VILLARROEL,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,46,4,50
PUNA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,2,6
