,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVA,PERSONAS DE 5 A 9 AÑOS NUEVA,PERSONAS DE 5 A 9 AÑOS REPETIDAS,PERSONAS DE 5 A 9 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
ACACIO,consulta externa,personas de 5 a 9 anos,2008-10-01,12,17,0,0,12,17,29
ACHACACHI,consulta externa,personas de 5 a 9 anos,2008-10-01,74,69,7,6,81,75,156
ACHOCALLA,consulta externa,personas de 5 a 9 anos,2008-10-01,17,12,0,0,17,12,29
AIQUILE,consulta externa,personas de 5 a 9 anos,2008-10-01,97,88,3,3,100,91,191
ALALAY,consulta externa,personas de 5 a 9 anos,2008-10-01,5,1,0,0,5,1,6
ALCALA,consulta externa,personas de 5 a 9 anos,2008-10-01,47,47,0,0,47,47,94
ANCORAIMES,consulta externa,personas de 5 a 9 anos,2008-10-01,18,6,0,0,18,6,24
ANDAMARCA,consulta externa,personas de 5 a 9 anos,2008-10-01,9,14,2,1,11,15,26
ANTEQUERA,consulta externa,personas de 5 a 9 anos,2008-10-01,36,31,0,0,36,31,67
ANZALDO,consulta externa,personas de 5 a 9 anos,2008-10-01,12,12,0,0,12,12,24
APOLO,consulta externa,personas de 5 a 9 anos,2008-10-01,36,29,1,1,37,30,67
ARAMPAMPA,consulta externa,personas de 5 a 9 anos,2008-10-01,3,2,0,0,3,2,5
ARANI,consulta externa,personas de 5 a 9 anos,2008-10-01,30,18,0,0,30,18,48
ARBIETO,consulta externa,personas de 5 a 9 anos,2008-10-01,21,20,1,0,22,20,42
ARQUE,consulta externa,personas de 5 a 9 anos,2008-10-01,16,8,0,0,16,8,24
ASCENCION DE GUARAYOS,consulta externa,personas de 5 a 9 anos,2008-10-01,70,60,3,5,73,65,138
ATOCHA,consulta externa,personas de 5 a 9 anos,2008-10-01,154,150,65,38,219,188,407
AUCAPATA,consulta externa,personas de 5 a 9 anos,2008-10-01,23,13,0,0,23,13,36
AYATA,consulta externa,personas de 5 a 9 anos,2008-10-01,31,42,0,0,31,42,73
AYO AYO,consulta externa,personas de 5 a 9 anos,2008-10-01,14,27,0,2,14,29,43
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 5 a 9 anos,2008-10-01,81,112,10,4,91,116,207
AZURDUY,consulta externa,personas de 5 a 9 anos,2008-10-01,102,85,0,0,102,85,187
BATALLAS,consulta externa,personas de 5 a 9 anos,2008-10-01,14,17,0,0,14,17,31
BAURES,consulta externa,personas de 5 a 9 anos,2008-10-01,42,38,4,3,46,41,87
BELEN DE ANDAMARCA,consulta externa,personas de 5 a 9 anos,2008-10-01,4,2,0,0,4,2,6
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2008-10-01,20,12,3,0,23,12,35
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2008-10-01,4,3,0,0,4,3,7
BERMEJO,consulta externa,personas de 5 a 9 anos,2008-10-01,381,359,22,24,403,383,786
BETANZOS,consulta externa,personas de 5 a 9 anos,2008-10-01,128,112,11,3,139,115,254
BOLIVAR,consulta externa,personas de 5 a 9 anos,2008-10-01,10,10,0,0,10,10,20
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2008-10-01,2,5,0,0,2,5,7
BOYUIBE,consulta externa,personas de 5 a 9 anos,2008-10-01,17,16,0,0,17,16,33
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2008-10-01,72,68,2,7,74,75,149
CABEZAS,consulta externa,personas de 5 a 9 anos,2008-10-01,89,87,4,3,93,90,183
CAIROMA,consulta externa,personas de 5 a 9 anos,2008-10-01,34,55,2,2,36,57,93
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2008-10-01,54,40,1,0,55,40,95
CAJUATA,consulta externa,personas de 5 a 9 anos,2008-10-01,34,26,1,0,35,26,61
CALACOTO,consulta externa,personas de 5 a 9 anos,2008-10-01,28,49,0,0,28,49,77
CALAMARCA,consulta externa,personas de 5 a 9 anos,2008-10-01,29,21,2,0,31,21,52
CAMARGO,consulta externa,personas de 5 a 9 anos,2008-10-01,53,64,0,0,53,64,117
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2008-10-01,19,22,1,0,20,22,42
CAMIRI,consulta externa,personas de 5 a 9 anos,2008-10-01,268,309,10,30,278,339,617
CAPINOTA,consulta externa,personas de 5 a 9 anos,2008-10-01,88,88,17,23,105,111,216
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2008-10-01,15,9,0,0,15,9,24
CARACOLLO,consulta externa,personas de 5 a 9 anos,2008-10-01,55,65,8,7,63,72,135
CARANAVI,consulta externa,personas de 5 a 9 anos,2008-10-01,173,182,5,6,178,188,366
CARAPARI,consulta externa,personas de 5 a 9 anos,2008-10-01,115,322,1,5,116,327,443
CARIPUYO,consulta externa,personas de 5 a 9 anos,2008-10-01,8,8,0,0,8,8,16
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2008-10-01,18,9,1,1,19,10,29
CATACORA,consulta externa,personas de 5 a 9 anos,2008-10-01,4,5,0,1,4,6,10
CHACARILLA,consulta externa,personas de 5 a 9 anos,2008-10-01,1,0,0,0,1,0,1
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2008-10-01,72,50,0,2,72,52,124
CHAQUI,consulta externa,personas de 5 a 9 anos,2008-10-01,21,23,2,0,23,23,46
CHARAGUA,consulta externa,personas de 5 a 9 anos,2008-10-01,114,123,2,1,116,124,240
CHARAÑA,consulta externa,personas de 5 a 9 anos,2008-10-01,15,17,1,1,16,18,34
CHAYANTA,consulta externa,personas de 5 a 9 anos,2008-10-01,35,55,0,0,35,55,90
CHIMORE,consulta externa,personas de 5 a 9 anos,2008-10-01,73,62,1,1,74,63,137
CHIPAYA,consulta externa,personas de 5 a 9 anos,2008-10-01,7,2,0,0,7,2,9
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2008-10-01,7,7,0,0,7,7,14
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2008-10-01,54,53,8,7,62,60,122
CHUMA,consulta externa,personas de 5 a 9 anos,2008-10-01,27,22,2,2,29,24,53
CLIZA,consulta externa,personas de 5 a 9 anos,2008-10-01,27,37,2,3,29,40,69
COBIJA,consulta externa,personas de 5 a 9 anos,2008-10-01,204,183,25,19,229,202,431
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2008-10-01,4780,4230,2318,2243,7098,6473,13571
COIPASA,consulta externa,personas de 5 a 9 anos,2008-10-01,1,2,0,0,1,2,3
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2008-10-01,114,111,70,18,184,129,313
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2008-10-01,53,43,1,0,54,43,97
COLLANA,consulta externa,personas de 5 a 9 anos,2008-10-01,8,15,0,0,8,15,23
COLOMI,consulta externa,personas de 5 a 9 anos,2008-10-01,32,28,4,2,36,30,66
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2008-10-01,74,49,52,19,126,68,194
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2008-10-01,63,68,3,0,66,68,134
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2008-10-01,35,39,2,2,37,41,78
COLQUIRI,consulta externa,personas de 5 a 9 anos,2008-10-01,49,47,0,2,49,49,98
COMANCHE,consulta externa,personas de 5 a 9 anos,2008-10-01,10,13,1,0,11,13,24
COMARAPA,consulta externa,personas de 5 a 9 anos,2008-10-01,76,55,9,3,85,58,143
COMBAYA,consulta externa,personas de 5 a 9 anos,2008-10-01,4,6,0,1,4,7,11
CONCEPCION,consulta externa,personas de 5 a 9 anos,2008-10-01,17,17,0,0,17,17,34
COPACABANA,consulta externa,personas de 5 a 9 anos,2008-10-01,27,15,0,0,27,15,42
CORIPATA,consulta externa,personas de 5 a 9 anos,2008-10-01,47,42,6,2,53,44,97
CORO CORO,consulta externa,personas de 5 a 9 anos,2008-10-01,19,18,0,0,19,18,37
COROICO,consulta externa,personas de 5 a 9 anos,2008-10-01,64,51,8,12,72,63,135
CORQUE,consulta externa,personas de 5 a 9 anos,2008-10-01,30,30,5,1,35,31,66
COTAGAITA,consulta externa,personas de 5 a 9 anos,2008-10-01,134,142,26,23,160,165,325
COTOCA,consulta externa,personas de 5 a 9 anos,2008-10-01,94,72,6,10,100,82,182
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2008-10-01,60,56,2,3,62,59,121
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2008-10-01,10,6,1,4,11,10,21
CUEVO,consulta externa,personas de 5 a 9 anos,2008-10-01,24,26,0,0,24,26,50
CULPINA,consulta externa,personas de 5 a 9 anos,2008-10-01,74,73,1,0,75,73,148
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2008-10-01,17,12,0,0,17,12,29
CURVA,consulta externa,personas de 5 a 9 anos,2008-10-01,9,2,1,0,10,2,12
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2008-10-01,12,15,0,0,12,15,27
EL ALTO,consulta externa,personas de 5 a 9 anos,2008-10-01,3768,3808,1183,1114,4951,4922,9873
EL CHORO,consulta externa,personas de 5 a 9 anos,2008-10-01,14,17,0,3,14,20,34
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2008-10-01,75,71,1,0,76,71,147
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2008-10-01,98,102,0,2,98,104,202
EL TORNO,consulta externa,personas de 5 a 9 anos,2008-10-01,175,165,16,13,191,178,369
EL VILLAR,consulta externa,personas de 5 a 9 anos,2008-10-01,22,28,0,0,22,28,50
ENTRE RIOS,consulta externa,personas de 5 a 9 anos,2008-10-01,55,54,2,4,57,58,115
ENTRE RIOS,consulta externa,personas de 5 a 9 anos,2008-10-01,197,253,10,7,207,260,467
ESCARA,consulta externa,personas de 5 a 9 anos,2008-10-01,1,0,0,0,1,0,1
EUCALIPTUS,consulta externa,personas de 5 a 9 anos,2008-10-01,10,16,1,2,11,18,29
EUREKA (SANTOS MERCADO),consulta externa,personas de 5 a 9 anos,2008-10-01,1,0,0,0,1,0,1
EXALTACION,consulta externa,personas de 5 a 9 anos,2008-10-01,10,7,2,1,12,8,20
FERNANDEZ ALONSO,consulta externa,personas de 5 a 9 anos,2008-10-01,74,60,0,2,74,62,136
FILADELFIA,consulta externa,personas de 5 a 9 anos,2008-10-01,12,13,0,1,12,14,26
GENERAL SAAVEDRA,consulta externa,personas de 5 a 9 anos,2008-10-01,53,58,0,6,53,64,117
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 5 a 9 anos,2008-10-01,33,24,0,0,33,24,57
GUANAY,consulta externa,personas de 5 a 9 anos,2008-10-01,24,17,1,1,25,18,43
GUAQUI,consulta externa,personas de 5 a 9 anos,2008-10-01,14,16,1,3,15,19,34
GUAYARAMERIN,consulta externa,personas de 5 a 9 anos,2008-10-01,221,205,36,49,257,254,511
GUTIERREZ,consulta externa,personas de 5 a 9 anos,2008-10-01,71,66,5,2,76,68,144
HUACARETA,consulta externa,personas de 5 a 9 anos,2008-10-01,39,52,6,3,45,55,100
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 5 a 9 anos,2008-10-01,10,27,0,0,10,27,37
HUACHACALLA,consulta externa,personas de 5 a 9 anos,2008-10-01,15,9,2,0,17,9,26
HUANUNI,consulta externa,personas de 5 a 9 anos,2008-10-01,175,146,189,177,364,323,687
HUARACAJE,consulta externa,personas de 5 a 9 anos,2008-10-01,23,29,0,1,23,30,53
HUAYLLAMARCA,consulta externa,personas de 5 a 9 anos,2008-10-01,8,10,0,0,8,10,18
ICHOCA,consulta externa,personas de 5 a 9 anos,2008-10-01,7,2,0,0,7,2,9
ICLA,consulta externa,personas de 5 a 9 anos,2008-10-01,37,42,1,0,38,42,80
INCAHUASI,consulta externa,personas de 5 a 9 anos,2008-10-01,97,103,0,0,97,103,200
INGAVI (HUMAITA),consulta externa,personas de 5 a 9 anos,2008-10-01,0,5,0,0,0,5,5
INQUISIVI,consulta externa,personas de 5 a 9 anos,2008-10-01,17,24,1,0,18,24,42
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2008-10-01,58,63,2,2,60,65,125
IXIAMAS,consulta externa,personas de 5 a 9 anos,2008-10-01,30,20,2,0,32,20,52
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2008-10-01,26,29,5,3,31,32,63
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2008-10-01,65,79,8,16,73,95,168
LA GUARDIA,consulta externa,personas de 5 a 9 anos,2008-10-01,255,221,17,9,272,230,502
LA PAZ,consulta externa,personas de 5 a 9 anos,2008-10-01,3817,4918,2232,2346,6049,7264,13313
LA RIVERA,consulta externa,personas de 5 a 9 anos,2008-10-01,3,2,0,0,3,2,5
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2008-10-01,38,39,0,2,38,41,79
LAJA,consulta externa,personas de 5 a 9 anos,2008-10-01,24,13,7,1,31,14,45
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2008-10-01,23,16,1,2,24,18,42
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2008-10-01,8,13,1,0,9,13,22
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2008-10-01,38,50,0,0,38,50,88
LLICA,consulta externa,personas de 5 a 9 anos,2008-10-01,18,13,0,0,18,13,31
LORETO,consulta externa,personas de 5 a 9 anos,2008-10-01,35,29,2,4,37,33,70
LURIBAY,consulta externa,personas de 5 a 9 anos,2008-10-01,20,23,1,0,21,23,44
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2008-10-01,11,10,2,1,13,11,24
MACHARETI,consulta externa,personas de 5 a 9 anos,2008-10-01,47,55,1,1,48,56,104
MAGDALENA,consulta externa,personas de 5 a 9 anos,2008-10-01,23,27,5,6,28,33,61
MAIRANA,consulta externa,personas de 5 a 9 anos,2008-10-01,23,17,3,1,26,18,44
MALLA,consulta externa,personas de 5 a 9 anos,2008-10-01,32,24,0,0,32,24,56
MAPIRI,consulta externa,personas de 5 a 9 anos,2008-10-01,35,39,0,2,35,41,76
MECAPACA,consulta externa,personas de 5 a 9 anos,2008-10-01,55,36,4,4,59,40,99
MINEROS,consulta externa,personas de 5 a 9 anos,2008-10-01,19,9,2,0,21,9,30
MIZQUE,consulta externa,personas de 5 a 9 anos,2008-10-01,78,60,7,13,85,73,158
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2008-10-01,28,32,2,0,30,32,62
MOJINETE,consulta externa,personas de 5 a 9 anos,2008-10-01,2,4,0,0,2,4,6
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2008-10-01,32,24,2,3,34,27,61
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2008-10-01,240,234,20,23,260,257,517
MONTERO,consulta externa,personas de 5 a 9 anos,2008-10-01,604,631,99,101,703,732,1435
MORO MORO,consulta externa,personas de 5 a 9 anos,2008-10-01,9,3,0,0,9,3,12
MOROCHATA,consulta externa,personas de 5 a 9 anos,2008-10-01,23,24,2,2,25,26,51
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2008-10-01,48,37,0,0,48,37,85
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2008-10-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2008-10-01,7,13,0,2,7,15,22
OCURI,consulta externa,personas de 5 a 9 anos,2008-10-01,80,77,0,1,80,78,158
OKINAWA,consulta externa,personas de 5 a 9 anos,2008-10-01,55,73,1,1,56,74,130
OMEREQUE,consulta externa,personas de 5 a 9 anos,2008-10-01,19,28,0,2,19,30,49
ORURO,consulta externa,personas de 5 a 9 anos,2008-10-01,2103,1736,441,352,2544,2088,4632
PADCAYA,consulta externa,personas de 5 a 9 anos,2008-10-01,340,287,7,6,347,293,640
PADILLA,consulta externa,personas de 5 a 9 anos,2008-10-01,83,42,1,1,84,43,127
PAILON,consulta externa,personas de 5 a 9 anos,2008-10-01,33,28,1,2,34,30,64
PALCA,consulta externa,personas de 5 a 9 anos,2008-10-01,28,30,2,1,30,31,61
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2008-10-01,134,78,8,1,142,79,221
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2008-10-01,17,25,0,2,17,27,44
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2008-10-01,28,10,3,1,31,11,42
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2008-10-01,36,33,0,1,36,34,70
PASORAPA,consulta externa,personas de 5 a 9 anos,2008-10-01,18,9,0,0,18,9,27
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2008-10-01,40,28,0,0,40,28,68
PAZÑA,consulta externa,personas de 5 a 9 anos,2008-10-01,17,16,0,0,17,16,33
PELECHUCO,consulta externa,personas de 5 a 9 anos,2008-10-01,3,6,0,0,3,6,9
POCOATA,consulta externa,personas de 5 a 9 anos,2008-10-01,57,57,0,1,57,58,115
POCONA,consulta externa,personas de 5 a 9 anos,2008-10-01,56,53,2,1,58,54,112
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2008-10-01,17,22,0,1,17,23,40
POOPO,consulta externa,personas de 5 a 9 anos,2008-10-01,17,15,0,1,17,16,33
PORCO,consulta externa,personas de 5 a 9 anos,2008-10-01,16,24,0,2,16,26,42
POROMA,consulta externa,personas de 5 a 9 anos,2008-10-01,67,45,0,0,67,45,112
PORONGO,consulta externa,personas de 5 a 9 anos,2008-10-01,42,27,8,7,50,34,84
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2008-10-01,98,89,7,11,105,100,205
PORVENIR,consulta externa,personas de 5 a 9 anos,2008-10-01,21,14,1,0,22,14,36
POSTRER VALLE,consulta externa,personas de 5 a 9 anos,2008-10-01,8,5,0,1,8,6,14
POTOSI,consulta externa,personas de 5 a 9 anos,2008-10-01,949,844,246,294,1195,1138,2333
PRESTO,consulta externa,personas de 5 a 9 anos,2008-10-01,31,21,0,0,31,21,52
PUCARA,consulta externa,personas de 5 a 9 anos,2008-10-01,3,5,0,0,3,5,8
PUCARANI,consulta externa,personas de 5 a 9 anos,2008-10-01,31,29,1,1,32,30,62
PUERTO ACOSTA,consulta externa,personas de 5 a 9 anos,2008-10-01,120,108,3,0,123,108,231
PUERTO CARABUCO,consulta externa,personas de 5 a 9 anos,2008-10-01,56,39,0,0,56,39,95
PUERTO GONZALO MORENO,consulta externa,personas de 5 a 9 anos,2008-10-01,10,18,0,0,10,18,28
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2008-10-01,9,6,0,0,9,6,15
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2008-10-01,56,70,10,10,66,80,146
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2008-10-01,44,26,3,2,47,28,75
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2008-10-01,8,7,1,1,9,8,17
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2008-10-01,72,90,12,15,84,105,189
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2008-10-01,354,329,9,9,363,338,701
PUNA,consulta externa,personas de 5 a 9 anos,2008-10-01,117,130,2,2,119,132,251
PUNATA,consulta externa,personas de 5 a 9 anos,2008-10-01,95,83,10,9,105,92,197
QUIABAYA,consulta externa,personas de 5 a 9 anos,2008-10-01,10,10,0,0,10,10,20
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2008-10-01,416,409,163,155,579,564,1143
QUIME,consulta externa,personas de 5 a 9 anos,2008-10-01,51,32,1,1,52,33,85
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2008-10-01,7,7,0,2,7,9,16
RAVELO,consulta externa,personas de 5 a 9 anos,2008-10-01,58,80,1,1,59,81,140
REYES,consulta externa,personas de 5 a 9 anos,2008-10-01,68,50,12,9,80,59,139
RIBERALTA,consulta externa,personas de 5 a 9 anos,2008-10-01,273,299,19,16,292,315,607
ROBORE,consulta externa,personas de 5 a 9 anos,2008-10-01,53,62,5,10,58,72,130
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2008-10-01,61,48,8,3,69,51,120
SABAYA,consulta externa,personas de 5 a 9 anos,2008-10-01,13,15,0,0,13,15,28
SACABA,consulta externa,personas de 5 a 9 anos,2008-10-01,277,237,66,67,343,304,647
SACABAMBA,consulta externa,personas de 5 a 9 anos,2008-10-01,23,13,0,2,23,15,38
SACACA,consulta externa,personas de 5 a 9 anos,2008-10-01,55,29,0,0,55,29,84
SAIPINA,consulta externa,personas de 5 a 9 anos,2008-10-01,14,5,0,1,14,6,20
SALINAS DE GARCI MENDOZA,consulta externa,personas de 5 a 9 anos,2008-10-01,11,11,0,0,11,11,22
SAMAIPATA,consulta externa,personas de 5 a 9 anos,2008-10-01,25,21,0,0,25,21,46
SAN AGUSTIN,consulta externa,personas de 5 a 9 anos,2008-10-01,11,10,2,0,13,10,23
SAN ANDRES,consulta externa,personas de 5 a 9 anos,2008-10-01,78,71,2,3,80,74,154
SAN ANDRES DE MACHACA,consulta externa,personas de 5 a 9 anos,2008-10-01,16,13,1,0,17,13,30
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 5 a 9 anos,2008-10-01,8,10,0,0,8,10,18
SAN ANTONIO DE LOMERIO,consulta externa,personas de 5 a 9 anos,2008-10-01,13,17,0,0,13,17,30
SAN BENITO,consulta externa,personas de 5 a 9 anos,2008-10-01,38,25,9,4,47,29,76
SAN BORJA,consulta externa,personas de 5 a 9 anos,2008-10-01,186,177,10,9,196,186,382
SAN BUENA VENTURA,consulta externa,personas de 5 a 9 anos,2008-10-01,39,44,6,3,45,47,92
SAN CARLOS,consulta externa,personas de 5 a 9 anos,2008-10-01,79,83,5,6,84,89,173
SAN IGNACIO,consulta externa,personas de 5 a 9 anos,2008-10-01,183,178,7,6,190,184,374
SAN IGNACIO DE VELASCO,consulta externa,personas de 5 a 9 anos,2008-10-01,176,165,32,26,208,191,399
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2008-10-01,52,37,1,0,53,37,90
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2008-10-01,70,58,2,3,72,61,133
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2008-10-01,112,153,127,271,239,424,663
SAN JOSE DE CHIQUITOS,consulta externa,personas de 5 a 9 anos,2008-10-01,82,71,15,14,97,85,182
SAN JUAN DE YAPACANI,consulta externa,personas de 5 a 9 anos,2008-10-01,76,80,16,22,92,102,194
SAN JULIAN,consulta externa,personas de 5 a 9 anos,2008-10-01,128,114,12,16,140,130,270
SAN LORENZO(PND),consulta externa,personas de 5 a 9 anos,2008-10-01,11,9,2,0,13,9,22
SAN LORENZO(TJA),consulta externa,personas de 5 a 9 anos,2008-10-01,218,244,8,10,226,254,480
SAN LUCAS,consulta externa,personas de 5 a 9 anos,2008-10-01,89,81,0,5,89,86,175
SAN MATIAS,consulta externa,personas de 5 a 9 anos,2008-10-01,27,34,0,1,27,35,62
SAN MIGUEL DE VELASCO,consulta externa,personas de 5 a 9 anos,2008-10-01,30,21,1,0,31,21,52
SAN PABLO DE LIPEZ,consulta externa,personas de 5 a 9 anos,2008-10-01,27,18,9,2,36,20,56
SAN PEDRO,consulta externa,personas de 5 a 9 anos,2008-10-01,97,80,0,6,97,86,183
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 5 a 9 anos,2008-10-01,83,70,0,0,83,70,153
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2008-10-01,32,30,0,0,32,30,62
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2008-10-01,1,2,0,1,1,3,4
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2008-10-01,17,19,2,0,19,19,38
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2008-10-01,8,8,0,0,8,8,16
SAN RAFAEL,consulta externa,personas de 5 a 9 anos,2008-10-01,21,20,1,1,22,21,43
SAN RAMON,consulta externa,personas de 5 a 9 anos,2008-10-01,25,20,3,0,28,20,48
SAN RAMON,consulta externa,personas de 5 a 9 anos,2008-10-01,57,49,7,5,64,54,118
SANTA ANA,consulta externa,personas de 5 a 9 anos,2008-10-01,66,64,2,15,68,79,147
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 5 a 9 anos,2008-10-01,4741,5064,1549,1416,6290,6480,12770
SANTA ROSA,consulta externa,personas de 5 a 9 anos,2008-10-01,76,79,0,0,76,79,155
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2008-10-01,51,48,2,0,53,48,101
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2008-10-01,10,9,9,2,19,11,30
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2008-10-01,51,37,0,1,51,38,89
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2008-10-01,10,7,0,0,10,7,17
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2008-10-01,22,21,1,0,23,21,44
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2008-10-01,8,4,0,0,8,4,12
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2008-10-01,45,35,1,0,46,35,81
SENA,consulta externa,personas de 5 a 9 anos,2008-10-01,29,25,2,1,31,26,57
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2008-10-01,37,30,5,1,42,31,73
SICAYA,consulta externa,personas de 5 a 9 anos,2008-10-01,4,3,1,0,5,3,8
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2008-10-01,69,75,12,17,81,92,173
SOPACHUY,consulta externa,personas de 5 a 9 anos,2008-10-01,51,46,0,0,51,46,97
SORACACHI,consulta externa,personas de 5 a 9 anos,2008-10-01,32,14,1,0,33,14,47
SORATA,consulta externa,personas de 5 a 9 anos,2008-10-01,49,42,0,0,49,42,91
SUCRE,consulta externa,personas de 5 a 9 anos,2008-10-01,1725,1808,542,755,2267,2563,4830
TACACHI,consulta externa,personas de 5 a 9 anos,2008-10-01,2,3,0,0,2,3,5
TACACOMA,consulta externa,personas de 5 a 9 anos,2008-10-01,10,10,0,0,10,10,20
TACOBAMBA,consulta externa,personas de 5 a 9 anos,2008-10-01,41,31,1,0,42,31,73
TACOPAYA,consulta externa,personas de 5 a 9 anos,2008-10-01,14,22,0,0,14,22,36
TAHUA,consulta externa,personas de 5 a 9 anos,2008-10-01,5,9,0,0,5,9,14
TAPACARI,consulta externa,personas de 5 a 9 anos,2008-10-01,54,40,4,8,58,48,106
TARABUCO,consulta externa,personas de 5 a 9 anos,2008-10-01,88,66,0,1,88,67,155
TARACO,consulta externa,personas de 5 a 9 anos,2008-10-01,19,8,1,0,20,8,28
TARATA,consulta externa,personas de 5 a 9 anos,2008-10-01,22,28,3,3,25,31,56
TARIJA,consulta externa,personas de 5 a 9 anos,2008-10-01,1537,1579,391,351,1928,1930,3858
TARVITA,consulta externa,personas de 5 a 9 anos,2008-10-01,53,62,5,4,58,66,124
TEOPONTE,consulta externa,personas de 5 a 9 anos,2008-10-01,22,20,7,2,29,22,51
TIAWANACU,consulta externa,personas de 5 a 9 anos,2008-10-01,25,20,5,2,30,22,52
TINGUIPAYA,consulta externa,personas de 5 a 9 anos,2008-10-01,67,61,0,0,67,61,128
TIPUANI,consulta externa,personas de 5 a 9 anos,2008-10-01,17,60,0,0,17,60,77
TIQUIPAYA,consulta externa,personas de 5 a 9 anos,2008-10-01,154,187,14,23,168,210,378
TIRAQUE (CBBA),consulta externa,personas de 5 a 9 anos,2008-10-01,146,134,20,11,166,145,311
