,group,variable,month,PERSONAS DE 10 A 20 AÑOS NUEVA,PERSONAS DE 10 A 20 AÑOS NUEVA,PERSONAS DE 10 A 20 AÑOS REPETIDAS,PERSONAS DE 10 A 20 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
CARMEN RIVERO TORREZ,consulta externa,personas de 10 a 20 anos,2008-10-01,19,15,3,0,22,15,37
CATACORA,consulta externa,personas de 10 a 20 anos,2008-10-01,8,9,3,3,11,12,23
CHACARILLA,consulta externa,personas de 10 a 20 anos,2008-10-01,1,7,0,0,1,7,8
CHALLAPATA,consulta externa,personas de 10 a 20 anos,2008-10-01,76,139,4,3,80,142,222
CHAQUI,consulta externa,personas de 10 a 20 anos,2008-10-01,50,58,2,0,52,58,110
CHARAGUA,consulta externa,personas de 10 a 20 anos,2008-10-01,121,110,1,1,122,111,233
CHARAÑA,consulta externa,personas de 10 a 20 anos,2008-10-01,28,49,1,2,29,51,80
CHAYANTA,consulta externa,personas de 10 a 20 anos,2008-10-01,81,125,0,3,81,128,209
CHIMORE,consulta externa,personas de 10 a 20 anos,2008-10-01,59,113,6,7,65,120,185
CHIPAYA,consulta externa,personas de 10 a 20 anos,2008-10-01,1,10,0,0,1,10,11
CHOQUE COTA,consulta externa,personas de 10 a 20 anos,2008-10-01,13,20,0,0,13,20,33
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 10 a 20 anos,2008-10-01,60,86,7,22,67,108,175
CHUMA,consulta externa,personas de 10 a 20 anos,2008-10-01,49,54,1,0,50,54,104
CLIZA,consulta externa,personas de 10 a 20 anos,2008-10-01,34,37,5,6,39,43,82
COBIJA,consulta externa,personas de 10 a 20 anos,2008-10-01,270,535,33,158,303,693,996
COCHABAMBA,consulta externa,personas de 10 a 20 anos,2008-10-01,6106,6856,3313,3799,9419,10655,20074
COIPASA,consulta externa,personas de 10 a 20 anos,2008-10-01,11,9,0,1,11,10,21
COLCAPIRHUA,consulta externa,personas de 10 a 20 anos,2008-10-01,188,209,144,99,332,308,640
"COLCHA ""K""",consulta externa,personas de 10 a 20 anos,2008-10-01,72,105,5,4,77,109,186
COLLANA,consulta externa,personas de 10 a 20 anos,2008-10-01,12,24,3,1,15,25,40
COLOMI,consulta externa,personas de 10 a 20 anos,2008-10-01,27,66,3,1,30,67,97
COLPA BELGICA,consulta externa,personas de 10 a 20 anos,2008-10-01,285,111,157,70,442,181,623
COLQUECHACA,consulta externa,personas de 10 a 20 anos,2008-10-01,102,154,0,1,102,155,257
COLQUENCHA,consulta externa,personas de 10 a 20 anos,2008-10-01,54,70,3,6,57,76,133
COLQUIRI,consulta externa,personas de 10 a 20 anos,2008-10-01,57,89,1,7,58,96,154
COMANCHE,consulta externa,personas de 10 a 20 anos,2008-10-01,20,20,1,2,21,22,43
COMARAPA,consulta externa,personas de 10 a 20 anos,2008-10-01,100,181,18,13,118,194,312
COMBAYA,consulta externa,personas de 10 a 20 anos,2008-10-01,8,10,0,3,8,13,21
CONCEPCION,consulta externa,personas de 10 a 20 anos,2008-10-01,21,49,3,42,24,91,115
COPACABANA,consulta externa,personas de 10 a 20 anos,2008-10-01,25,45,0,3,25,48,73
CORIPATA,consulta externa,personas de 10 a 20 anos,2008-10-01,43,62,2,4,45,66,111
CORO CORO,consulta externa,personas de 10 a 20 anos,2008-10-01,38,39,1,0,39,39,78
COROICO,consulta externa,personas de 10 a 20 anos,2008-10-01,74,88,13,16,87,104,191
CORQUE,consulta externa,personas de 10 a 20 anos,2008-10-01,47,54,138,33,185,87,272
COTAGAITA,consulta externa,personas de 10 a 20 anos,2008-10-01,245,323,17,35,262,358,620
COTOCA,consulta externa,personas de 10 a 20 anos,2008-10-01,120,188,4,11,124,199,323
CUATRO CAÑADAS,consulta externa,personas de 10 a 20 anos,2008-10-01,82,145,5,9,87,154,241
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 10 a 20 anos,2008-10-01,2,2,1,0,3,2,5
CUEVO,consulta externa,personas de 10 a 20 anos,2008-10-01,42,47,2,0,44,47,91
CULPINA,consulta externa,personas de 10 a 20 anos,2008-10-01,78,138,1,0,79,138,217
CURAHUARA DE CARANGAS,consulta externa,personas de 10 a 20 anos,2008-10-01,26,27,0,0,26,27,53
CURVA,consulta externa,personas de 10 a 20 anos,2008-10-01,5,9,0,0,5,9,14
DESAGUADERO,consulta externa,personas de 10 a 20 anos,2008-10-01,20,24,0,10,20,34,54
EL ALTO,consulta externa,personas de 10 a 20 anos,2008-10-01,4197,5616,1628,1892,5825,7508,13333
EL CHORO,consulta externa,personas de 10 a 20 anos,2008-10-01,24,25,0,0,24,25,49
EL PUENTE(STC),consulta externa,personas de 10 a 20 anos,2008-10-01,83,107,1,1,84,108,192
EL PUENTE(TJA),consulta externa,personas de 10 a 20 anos,2008-10-01,144,297,5,16,149,313,462
EL TORNO,consulta externa,personas de 10 a 20 anos,2008-10-01,256,400,35,36,291,436,727
EL VILLAR,consulta externa,personas de 10 a 20 anos,2008-10-01,57,73,1,0,58,73,131
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2008-10-01,106,119,17,9,123,128,251
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2008-10-01,433,520,8,12,441,532,973
ESCARA,consulta externa,personas de 10 a 20 anos,2008-10-01,6,9,0,0,6,9,15
ESMERALDA,consulta externa,personas de 10 a 20 anos,2008-10-01,0,1,0,0,0,1,1
EUCALIPTUS,consulta externa,personas de 10 a 20 anos,2008-10-01,16,23,2,2,18,25,43
EUREKA (SANTOS MERCADO),consulta externa,personas de 10 a 20 anos,2008-10-01,2,13,0,3,2,16,18
EXALTACION,consulta externa,personas de 10 a 20 anos,2008-10-01,10,8,1,1,11,9,20
FERNANDEZ ALONSO,consulta externa,personas de 10 a 20 anos,2008-10-01,52,129,3,7,55,136,191
FILADELFIA,consulta externa,personas de 10 a 20 anos,2008-10-01,26,24,0,0,26,24,50
GENERAL SAAVEDRA,consulta externa,personas de 10 a 20 anos,2008-10-01,81,113,0,1,81,114,195
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 10 a 20 anos,2008-10-01,44,41,1,2,45,43,88
GUANAY,consulta externa,personas de 10 a 20 anos,2008-10-01,18,32,0,3,18,35,53
GUAQUI,consulta externa,personas de 10 a 20 anos,2008-10-01,25,33,4,0,29,33,62
GUAYARAMERIN,consulta externa,personas de 10 a 20 anos,2008-10-01,313,667,46,123,359,790,1149
GUTIERREZ,consulta externa,personas de 10 a 20 anos,2008-10-01,80,108,4,2,84,110,194
HUACARETA,consulta externa,personas de 10 a 20 anos,2008-10-01,48,87,3,6,51,93,144
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 10 a 20 anos,2008-10-01,19,54,0,1,19,55,74
HUACHACALLA,consulta externa,personas de 10 a 20 anos,2008-10-01,45,57,0,1,45,58,103
HUANUNI,consulta externa,personas de 10 a 20 anos,2008-10-01,283,351,294,293,577,644,1221
HUARACAJE,consulta externa,personas de 10 a 20 anos,2008-10-01,13,31,0,0,13,31,44
HUAYLLAMARCA,consulta externa,personas de 10 a 20 anos,2008-10-01,11,17,0,0,11,17,28
ICHOCA,consulta externa,personas de 10 a 20 anos,2008-10-01,26,26,0,1,26,27,53
ICLA,consulta externa,personas de 10 a 20 anos,2008-10-01,59,73,3,1,62,74,136
INCAHUASI,consulta externa,personas de 10 a 20 anos,2008-10-01,92,166,2,1,94,167,261
INGAVI (HUMAITA),consulta externa,personas de 10 a 20 anos,2008-10-01,6,17,0,0,6,17,23
INQUISIVI,consulta externa,personas de 10 a 20 anos,2008-10-01,43,53,0,1,43,54,97
IRUPANA (VILLA DE LANZA),consulta externa,personas de 10 a 20 anos,2008-10-01,64,85,1,2,65,87,152
IXIAMAS,consulta externa,personas de 10 a 20 anos,2008-10-01,42,45,0,0,42,45,87
JESUS DE MACHACA,consulta externa,personas de 10 a 20 anos,2008-10-01,46,111,3,3,49,114,163
LA ASUNTA,consulta externa,personas de 10 a 20 anos,2008-10-01,109,206,10,21,119,227,346
LA GUARDIA,consulta externa,personas de 10 a 20 anos,2008-10-01,223,376,33,30,256,406,662
LA PAZ,consulta externa,personas de 10 a 20 anos,2008-10-01,6764,8819,3617,4676,10381,13495,23876
LA RIVERA,consulta externa,personas de 10 a 20 anos,2008-10-01,2,6,0,0,2,6,8
LAGUNILLAS,consulta externa,personas de 10 a 20 anos,2008-10-01,80,74,0,1,80,75,155
LAJA,consulta externa,personas de 10 a 20 anos,2008-10-01,51,81,4,8,55,89,144
LAS CARRERAS,consulta externa,personas de 10 a 20 anos,2008-10-01,28,44,0,1,28,45,73
LICOMA PAMPA,consulta externa,personas de 10 a 20 anos,2008-10-01,9,22,1,0,10,22,32
LLALLAGUA,consulta externa,personas de 10 a 20 anos,2008-10-01,145,98,17,7,162,105,267
LLICA,consulta externa,personas de 10 a 20 anos,2008-10-01,29,43,0,2,29,45,74
LORETO,consulta externa,personas de 10 a 20 anos,2008-10-01,27,39,0,3,27,42,69
LURIBAY,consulta externa,personas de 10 a 20 anos,2008-10-01,56,66,4,7,60,73,133
MACHACAMARCA,consulta externa,personas de 10 a 20 anos,2008-10-01,16,38,3,7,19,45,64
MACHARETI,consulta externa,personas de 10 a 20 anos,2008-10-01,71,97,1,5,72,102,174
MAGDALENA,consulta externa,personas de 10 a 20 anos,2008-10-01,28,73,4,16,32,89,121
MAIRANA,consulta externa,personas de 10 a 20 anos,2008-10-01,35,59,20,5,55,64,119
MALLA,consulta externa,personas de 10 a 20 anos,2008-10-01,54,51,1,0,55,51,106
MAPIRI,consulta externa,personas de 10 a 20 anos,2008-10-01,54,87,1,1,55,88,143
MECAPACA,consulta externa,personas de 10 a 20 anos,2008-10-01,58,54,9,2,67,56,123
MINEROS,consulta externa,personas de 10 a 20 anos,2008-10-01,33,77,2,1,35,78,113
MIZQUE,consulta externa,personas de 10 a 20 anos,2008-10-01,70,97,11,45,81,142,223
MOCOMOCO,consulta externa,personas de 10 a 20 anos,2008-10-01,104,86,4,10,108,96,204
MOJINETE,consulta externa,personas de 10 a 20 anos,2008-10-01,9,12,1,0,10,12,22
MOJOCOYA,consulta externa,personas de 10 a 20 anos,2008-10-01,49,55,5,8,54,63,117
MONTEAGUDO,consulta externa,personas de 10 a 20 anos,2008-10-01,356,483,31,50,387,533,920
MONTERO,consulta externa,personas de 10 a 20 anos,2008-10-01,588,1147,119,295,707,1442,2149
MORO MORO,consulta externa,personas de 10 a 20 anos,2008-10-01,6,4,0,0,6,4,10
MOROCHATA,consulta externa,personas de 10 a 20 anos,2008-10-01,63,81,0,5,63,86,149
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 10 a 20 anos,2008-10-01,99,74,2,3,101,77,178
NAZACARA DE PACAJES,consulta externa,personas de 10 a 20 anos,2008-10-01,1,2,0,0,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 10 a 20 anos,2008-10-01,19,22,0,0,19,22,41
OCURI,consulta externa,personas de 10 a 20 anos,2008-10-01,115,142,2,4,117,146,263
OKINAWA,consulta externa,personas de 10 a 20 anos,2008-10-01,70,149,1,1,71,150,221
OMEREQUE,consulta externa,personas de 10 a 20 anos,2008-10-01,49,50,3,2,52,52,104
ORURO,consulta externa,personas de 10 a 20 anos,2008-10-01,2381,2948,494,630,2875,3578,6453
PADCAYA,consulta externa,personas de 10 a 20 anos,2008-10-01,464,522,2,4,466,526,992
PADILLA,consulta externa,personas de 10 a 20 anos,2008-10-01,130,159,2,4,132,163,295
PAILON,consulta externa,personas de 10 a 20 anos,2008-10-01,93,99,2,6,95,105,200
PALCA,consulta externa,personas de 10 a 20 anos,2008-10-01,54,74,3,1,57,75,132
PALOS BLANCOS,consulta externa,personas de 10 a 20 anos,2008-10-01,155,154,16,6,171,160,331
PAMPA AULLAGAS,consulta externa,personas de 10 a 20 anos,2008-10-01,19,23,1,1,20,24,44
PAMPA GRANDE,consulta externa,personas de 10 a 20 anos,2008-10-01,42,66,2,2,44,68,112
PAPEL PAMPA,consulta externa,personas de 10 a 20 anos,2008-10-01,26,53,0,1,26,54,80
PASORAPA,consulta externa,personas de 10 a 20 anos,2008-10-01,35,52,1,4,36,56,92
PATACAMAYA,consulta externa,personas de 10 a 20 anos,2008-10-01,57,63,0,1,57,64,121
PAZÑA,consulta externa,personas de 10 a 20 anos,2008-10-01,24,44,3,2,27,46,73
PELECHUCO,consulta externa,personas de 10 a 20 anos,2008-10-01,22,34,0,0,22,34,56
POCOATA,consulta externa,personas de 10 a 20 anos,2008-10-01,95,140,0,1,95,141,236
POCONA,consulta externa,personas de 10 a 20 anos,2008-10-01,65,88,0,2,65,90,155
POJO (CBBA),consulta externa,personas de 10 a 20 anos,2008-10-01,20,30,1,1,21,31,52
POOPO,consulta externa,personas de 10 a 20 anos,2008-10-01,31,29,0,2,31,31,62
PORCO,consulta externa,personas de 10 a 20 anos,2008-10-01,34,61,0,2,34,63,97
POROMA,consulta externa,personas de 10 a 20 anos,2008-10-01,87,123,6,5,93,128,221
PORONGO,consulta externa,personas de 10 a 20 anos,2008-10-01,58,48,6,6,64,54,118
PORTACHUELO,consulta externa,personas de 10 a 20 anos,2008-10-01,117,153,13,20,130,173,303
PORVENIR,consulta externa,personas de 10 a 20 anos,2008-10-01,38,35,6,1,44,36,80
POSTRER VALLE,consulta externa,personas de 10 a 20 anos,2008-10-01,6,19,1,1,7,20,27
POTOSI,consulta externa,personas de 10 a 20 anos,2008-10-01,918,1415,354,340,1272,1755,3027
PRESTO,consulta externa,personas de 10 a 20 anos,2008-10-01,35,81,1,1,36,82,118
PUCARA,consulta externa,personas de 10 a 20 anos,2008-10-01,13,14,1,0,14,14,28
PUCARANI,consulta externa,personas de 10 a 20 anos,2008-10-01,71,108,2,3,73,111,184
PUERTO ACOSTA,consulta externa,personas de 10 a 20 anos,2008-10-01,126,109,8,1,134,110,244
PUERTO CARABUCO,consulta externa,personas de 10 a 20 anos,2008-10-01,105,55,4,4,109,59,168
PUERTO GONZALO MORENO,consulta externa,personas de 10 a 20 anos,2008-10-01,40,47,5,3,45,50,95
PUERTO PEREZ,consulta externa,personas de 10 a 20 anos,2008-10-01,22,32,1,0,23,32,55
PUERTO QUIJARRO,consulta externa,personas de 10 a 20 anos,2008-10-01,113,71,0,1,113,72,185
PUERTO RICO,consulta externa,personas de 10 a 20 anos,2008-10-01,51,103,6,5,57,108,165
PUERTO SILES,consulta externa,personas de 10 a 20 anos,2008-10-01,9,10,3,3,12,13,25
PUERTO SUAREZ,consulta externa,personas de 10 a 20 anos,2008-10-01,82,138,6,15,88,153,241
PUERTO VILLARROEL,consulta externa,personas de 10 a 20 anos,2008-10-01,354,512,14,113,368,625,993
PUNA,consulta externa,personas de 10 a 20 anos,2008-10-01,223,266,6,10,229,276,505
PUNATA,consulta externa,personas de 10 a 20 anos,2008-10-01,127,258,11,23,138,281,419
QUIABAYA,consulta externa,personas de 10 a 20 anos,2008-10-01,15,24,0,1,15,25,40
QUILLACOLLO,consulta externa,personas de 10 a 20 anos,2008-10-01,434,487,152,302,586,789,1375
QUIME,consulta externa,personas de 10 a 20 anos,2008-10-01,30,49,2,2,32,51,83
QUIRUSILLAS,consulta externa,personas de 10 a 20 anos,2008-10-01,18,12,0,1,18,13,31
RAVELO,consulta externa,personas de 10 a 20 anos,2008-10-01,90,105,0,0,90,105,195
REYES,consulta externa,personas de 10 a 20 anos,2008-10-01,70,89,24,41,94,130,224
RIBERALTA,consulta externa,personas de 10 a 20 anos,2008-10-01,374,1149,13,187,387,1336,1723
ROBORE,consulta externa,personas de 10 a 20 anos,2008-10-01,75,123,8,29,83,152,235
RURRENABAQUE,consulta externa,personas de 10 a 20 anos,2008-10-01,87,112,7,2,94,114,208
SABAYA,consulta externa,personas de 10 a 20 anos,2008-10-01,21,30,0,0,21,30,51
SACABA,consulta externa,personas de 10 a 20 anos,2008-10-01,315,485,76,111,391,596,987
SACABAMBA,consulta externa,personas de 10 a 20 anos,2008-10-01,22,28,0,2,22,30,52
SACACA,consulta externa,personas de 10 a 20 anos,2008-10-01,101,117,1,1,102,118,220
SAIPINA,consulta externa,personas de 10 a 20 anos,2008-10-01,21,25,1,0,22,25,47
SALINAS DE GARCI MENDOZA,consulta externa,personas de 10 a 20 anos,2008-10-01,35,53,0,0,35,53,88
SAMAIPATA,consulta externa,personas de 10 a 20 anos,2008-10-01,34,36,1,0,35,36,71
SAN AGUSTIN,consulta externa,personas de 10 a 20 anos,2008-10-01,13,22,0,0,13,22,35
SAN ANDRES,consulta externa,personas de 10 a 20 anos,2008-10-01,70,108,0,4,70,112,182
SAN ANDRES DE MACHACA,consulta externa,personas de 10 a 20 anos,2008-10-01,63,57,2,2,65,59,124
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 10 a 20 anos,2008-10-01,10,22,2,0,12,22,34
SAN ANTONIO DE LOMERIO,consulta externa,personas de 10 a 20 anos,2008-10-01,20,28,1,0,21,28,49
SAN BENITO,consulta externa,personas de 10 a 20 anos,2008-10-01,47,57,9,27,56,84,140
SAN BORJA,consulta externa,personas de 10 a 20 anos,2008-10-01,94,239,16,29,110,268,378
SAN BUENA VENTURA,consulta externa,personas de 10 a 20 anos,2008-10-01,57,92,12,9,69,101,170
SAN CARLOS,consulta externa,personas de 10 a 20 anos,2008-10-01,207,277,50,36,257,313,570
SAN IGNACIO,consulta externa,personas de 10 a 20 anos,2008-10-01,209,264,10,15,219,279,498
SAN IGNACIO DE VELASCO,consulta externa,personas de 10 a 20 anos,2008-10-01,238,385,35,60,273,445,718
SAN JAVIER(BNI),consulta externa,personas de 10 a 20 anos,2008-10-01,64,73,2,0,66,73,139
SAN JAVIER(STC),consulta externa,personas de 10 a 20 anos,2008-10-01,47,93,4,3,51,96,147
SAN JOAQUIN,consulta externa,personas de 10 a 20 anos,2008-10-01,103,157,244,445,347,602,949
SAN JOSE DE CHIQUITOS,consulta externa,personas de 10 a 20 anos,2008-10-01,69,106,8,14,77,120,197
SAN JUAN DE YAPACANI,consulta externa,personas de 10 a 20 anos,2008-10-01,224,160,113,205,337,365,702
SAN JULIAN,consulta externa,personas de 10 a 20 anos,2008-10-01,153,226,16,20,169,246,415
SAN LORENZO(PND),consulta externa,personas de 10 a 20 anos,2008-10-01,4,10,0,0,4,10,14
SAN LORENZO(TJA),consulta externa,personas de 10 a 20 anos,2008-10-01,219,368,9,9,228,377,605
SAN LUCAS,consulta externa,personas de 10 a 20 anos,2008-10-01,244,315,10,7,254,322,576
SAN MATIAS,consulta externa,personas de 10 a 20 anos,2008-10-01,43,52,1,3,44,55,99
SAN MIGUEL DE VELASCO,consulta externa,personas de 10 a 20 anos,2008-10-01,41,65,2,3,43,68,111
SAN PABLO DE LIPEZ,consulta externa,personas de 10 a 20 anos,2008-10-01,35,61,4,7,39,68,107
SAN PEDRO,consulta externa,personas de 10 a 20 anos,2008-10-01,108,167,2,13,110,180,290
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 10 a 20 anos,2008-10-01,105,148,0,0,105,148,253
SAN PEDRO DE CURAHUARA,consulta externa,personas de 10 a 20 anos,2008-10-01,82,78,0,1,82,79,161
SAN PEDRO DE QUEMES,consulta externa,personas de 10 a 20 anos,2008-10-01,5,9,1,0,6,9,15
SAN PEDRO DE TIQUINA,consulta externa,personas de 10 a 20 anos,2008-10-01,27,17,1,0,28,17,45
SAN PEDRO(PND),consulta externa,personas de 10 a 20 anos,2008-10-01,9,11,0,0,9,11,20
SAN RAFAEL,consulta externa,personas de 10 a 20 anos,2008-10-01,44,56,4,1,48,57,105
SAN RAMON,consulta externa,personas de 10 a 20 anos,2008-10-01,43,82,3,56,46,138,184
SAN RAMON,consulta externa,personas de 10 a 20 anos,2008-10-01,45,116,7,14,52,130,182
SANTA ANA,consulta externa,personas de 10 a 20 anos,2008-10-01,54,67,1,20,55,87,142
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 10 a 20 anos,2008-10-01,7004,11126,1792,3607,8796,14733,23529
SANTA ROSA,consulta externa,personas de 10 a 20 anos,2008-10-01,150,203,1,5,151,208,359
SANTA ROSA DEL SARA,consulta externa,personas de 10 a 20 anos,2008-10-01,87,105,0,0,87,105,192
SANTIAGO DE CALLAPA,consulta externa,personas de 10 a 20 anos,2008-10-01,27,33,12,9,39,42,81
SANTIAGO DE HUARI,consulta externa,personas de 10 a 20 anos,2008-10-01,52,75,6,7,58,82,140
SANTIAGO DE MACHACA,consulta externa,personas de 10 a 20 anos,2008-10-01,16,16,0,0,16,16,32
SANTIVAÑES,consulta externa,personas de 10 a 20 anos,2008-10-01,27,25,2,1,29,26,55
SANTUARIO DE QUILLACAS,consulta externa,personas de 10 a 20 anos,2008-10-01,11,9,1,0,12,9,21
SAPAHAQUI,consulta externa,personas de 10 a 20 anos,2008-10-01,57,65,1,2,58,67,125
SENA,consulta externa,personas de 10 a 20 anos,2008-10-01,23,25,0,0,23,25,48
SICA SICA (VILLA AROMA),consulta externa,personas de 10 a 20 anos,2008-10-01,57,78,0,3,57,81,138
SICAYA,consulta externa,personas de 10 a 20 anos,2008-10-01,9,15,0,0,9,15,24
SIPE SIPE,consulta externa,personas de 10 a 20 anos,2008-10-01,62,67,12,17,74,84,158
SOPACHUY,consulta externa,personas de 10 a 20 anos,2008-10-01,61,72,2,2,63,74,137
SORACACHI,consulta externa,personas de 10 a 20 anos,2008-10-01,43,36,0,1,43,37,80
SORATA,consulta externa,personas de 10 a 20 anos,2008-10-01,62,82,2,1,64,83,147
SUCRE,consulta externa,personas de 10 a 20 anos,2008-10-01,2923,4356,1011,2310,3934,6666,10600
TACACHI,consulta externa,personas de 10 a 20 anos,2008-10-01,4,3,0,1,4,4,8
TACACOMA,consulta externa,personas de 10 a 20 anos,2008-10-01,11,27,0,1,11,28,39
TACOBAMBA,consulta externa,personas de 10 a 20 anos,2008-10-01,49,80,2,0,51,80,131
TACOPAYA,consulta externa,personas de 10 a 20 anos,2008-10-01,26,22,0,0,26,22,48
TAHUA,consulta externa,personas de 10 a 20 anos,2008-10-01,4,11,2,0,6,11,17
TAPACARI,consulta externa,personas de 10 a 20 anos,2008-10-01,61,95,4,8,65,103,168
TARABUCO,consulta externa,personas de 10 a 20 anos,2008-10-01,111,127,7,8,118,135,253
TARACO,consulta externa,personas de 10 a 20 anos,2008-10-01,35,35,0,0,35,35,70
TARATA,consulta externa,personas de 10 a 20 anos,2008-10-01,36,32,0,9,36,41,77
TARIJA,consulta externa,personas de 10 a 20 anos,2008-10-01,2434,3939,1050,1067,3484,5006,8490
TARVITA,consulta externa,personas de 10 a 20 anos,2008-10-01,127,172,2,9,129,181,310
TEOPONTE,consulta externa,personas de 10 a 20 anos,2008-10-01,22,54,2,7,24,61,85
TIAWANACU,consulta externa,personas de 10 a 20 anos,2008-10-01,38,63,9,4,47,67,114
TINGUIPAYA,consulta externa,personas de 10 a 20 anos,2008-10-01,81,125,0,1,81,126,207
TIPUANI,consulta externa,personas de 10 a 20 anos,2008-10-01,16,38,0,0,16,38,54
TIQUIPAYA,consulta externa,personas de 10 a 20 anos,2008-10-01,124,346,15,45,139,391,530
TIRAQUE (CBBA),consulta externa,personas de 10 a 20 anos,2008-10-01,177,225,13,37,190,262,452
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 10 a 20 anos,2008-10-01,9,18,0,2,9,20,29
TOCO,consulta externa,personas de 10 a 20 anos,2008-10-01,15,26,1,4,16,30,46
TODOS SANTOS,consulta externa,personas de 10 a 20 anos,2008-10-01,5,7,0,1,5,8,13
TOLATA,consulta externa,personas de 10 a 20 anos,2008-10-01,14,24,0,0,14,24,38
TOLEDO,consulta externa,personas de 10 a 20 anos,2008-10-01,29,33,2,0,31,33,64
TOMAVE,consulta externa,personas de 10 a 20 anos,2008-10-01,67,102,9,4,76,106,182
TOMINA,consulta externa,personas de 10 a 20 anos,2008-10-01,84,178,1,3,85,181,266
TORO TORO,consulta externa,personas de 10 a 20 anos,2008-10-01,71,92,1,2,72,94,166
TOTORA(CBBA),consulta externa,personas de 10 a 20 anos,2008-10-01,10,17,2,3,12,20,32
TOTORA(ORR),consulta externa,personas de 10 a 20 anos,2008-10-01,46,75,0,0,46,75,121
TRIGAL,consulta externa,personas de 10 a 20 anos,2008-10-01,9,19,0,1,9,20,29
TRINIDAD,consulta externa,personas de 10 a 20 anos,2008-10-01,500,812,174,264,674,1076,1750
TUPIZA,consulta externa,personas de 10 a 20 anos,2008-10-01,409,633,22,61,431,694,1125
TURCO,consulta externa,personas de 10 a 20 anos,2008-10-01,23,43,0,0,23,43,66
UMALA,consulta externa,personas de 10 a 20 anos,2008-10-01,14,17,1,0,15,17,32
UNCIA,consulta externa,personas de 10 a 20 anos,2008-10-01,94,185,0,0,94,185,279
URIONDO (A. CONCEPCION),consulta externa,personas de 10 a 20 anos,2008-10-01,235,437,7,11,242,448,690
URUBICHA,consulta externa,personas de 10 a 20 anos,2008-10-01,38,47,0,0,38,47,85
UYUNI,consulta externa,personas de 10 a 20 anos,2008-10-01,142,233,5,10,147,243,390
VACAS,consulta externa,personas de 10 a 20 anos,2008-10-01,57,61,7,6,64,67,131
VALLEGRANDE,consulta externa,personas de 10 a 20 anos,2008-10-01,65,125,77,91,142,216,358
VIACHA,consulta externa,personas de 10 a 20 anos,2008-10-01,141,208,27,54,168,262,430
VILA VILA,consulta externa,personas de 10 a 20 anos,2008-10-01,11,20,0,0,11,20,31
VILLA MONTES,consulta externa,personas de 10 a 20 anos,2008-10-01,388,528,47,41,435,569,1004
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 10 a 20 anos,2008-10-01,9,20,2,1,11,21,32
VILLA RIVERO,consulta externa,personas de 10 a 20 anos,2008-10-01,18,32,1,2,19,34,53
VILLA SERRANO,consulta externa,personas de 10 a 20 anos,2008-10-01,116,116,2,1,118,117,235
VILLA TUNARI,consulta externa,personas de 10 a 20 anos,2008-10-01,341,668,9,15,350,683,1033
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 10 a 20 anos,2008-10-01,95,121,0,0,95,121,216
VILLAZON,consulta externa,personas de 10 a 20 anos,2008-10-01,264,473,106,72,370,545,915
VINTO,consulta externa,personas de 10 a 20 anos,2008-10-01,113,182,30,50,143,232,375
VITICHI,consulta externa,personas de 10 a 20 anos,2008-10-01,65,65,0,3,65,68,133
WALDO BALLIVIAN,consulta externa,personas de 10 a 20 anos,2008-10-01,9,23,0,3,9,26,35
WARNES,consulta externa,personas de 10 a 20 anos,2008-10-01,248,421,2,19,250,440,690
YACO,consulta externa,personas de 10 a 20 anos,2008-10-01,47,73,2,4,49,77,126
YACUIBA,consulta externa,personas de 10 a 20 anos,2008-10-01,981,1306,143,159,1124,1465,2589
YAMPARAEZ,consulta externa,personas de 10 a 20 anos,2008-10-01,64,33,3,2,67,35,102
YANACACHI,consulta externa,personas de 10 a 20 anos,2008-10-01,31,52,13,1,44,53,97
YAPACANI,consulta externa,personas de 10 a 20 anos,2008-10-01,153,227,9,21,162,248,410
YOCALLA,consulta externa,personas de 10 a 20 anos,2008-10-01,58,74,0,0,58,74,132
YOTALA,consulta externa,personas de 10 a 20 anos,2008-10-01,40,48,2,3,42,51,93
YUNCHARA,consulta externa,personas de 10 a 20 anos,2008-10-01,127,191,3,4,130,195,325
ZUDAÑEZ,consulta externa,personas de 10 a 20 anos,2008-10-01,39,57,0,3,39,60,99
ACACIO,consulta externa,personas de 10 a 20 anos,2008-11-01,31,52,0,0,31,52,83
ACHACACHI,consulta externa,personas de 10 a 20 anos,2008-11-01,135,184,16,21,151,205,356
ACHOCALLA,consulta externa,personas de 10 a 20 anos,2008-11-01,16,23,1,1,17,24,41
AIQUILE,consulta externa,personas de 10 a 20 anos,2008-11-01,110,123,30,21,140,144,284
