,group,variable,month,PERSONAS DE 21 A 59 AÑOS NUEVA,PERSONAS DE 21 A 59 AÑOS NUEVA,PERSONAS DE 21 A 59 AÑOS REPETIDAS,PERSONAS DE 21 A 59 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
TACOBAMBA,consulta externa,personas de 21 a 59 anos,2008-09-01,121,242,3,4,124,246,370
TACOPAYA,consulta externa,personas de 21 a 59 anos,2008-09-01,54,141,2,2,56,143,199
TAHUA,consulta externa,personas de 21 a 59 anos,2008-09-01,26,45,3,2,29,47,76
TAPACARI,consulta externa,personas de 21 a 59 anos,2008-09-01,138,420,4,31,142,451,593
TARABUCO,consulta externa,personas de 21 a 59 anos,2008-09-01,210,559,23,27,233,586,819
TARACO,consulta externa,personas de 21 a 59 anos,2008-09-01,25,62,0,1,25,63,88
TARATA,consulta externa,personas de 21 a 59 anos,2008-09-01,45,108,3,6,48,114,162
TARIJA,consulta externa,personas de 21 a 59 anos,2008-09-01,3208,7784,689,2142,3897,9926,13823
TARVITA,consulta externa,personas de 21 a 59 anos,2008-09-01,285,735,6,11,291,746,1037
TEOPONTE,consulta externa,personas de 21 a 59 anos,2008-09-01,79,130,9,12,88,142,230
TIAWANACU,consulta externa,personas de 21 a 59 anos,2008-09-01,60,156,6,7,66,163,229
TINGUIPAYA,consulta externa,personas de 21 a 59 anos,2008-09-01,209,492,4,6,213,498,711
TIPUANI,consulta externa,personas de 21 a 59 anos,2008-09-01,108,63,3,1,111,64,175
TIQUIPAYA,consulta externa,personas de 21 a 59 anos,2008-09-01,160,743,43,283,203,1026,1229
TIRAQUE (CBBA),consulta externa,personas de 21 a 59 anos,2008-09-01,239,495,27,100,266,595,861
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 21 a 59 anos,2008-09-01,20,33,1,3,21,36,57
TOCO,consulta externa,personas de 21 a 59 anos,2008-09-01,23,68,0,3,23,71,94
TODOS SANTOS,consulta externa,personas de 21 a 59 anos,2008-09-01,16,19,7,5,23,24,47
TOLATA,consulta externa,personas de 21 a 59 anos,2008-09-01,20,56,2,11,22,67,89
TOLEDO,consulta externa,personas de 21 a 59 anos,2008-09-01,37,83,1,3,38,86,124
TOMAVE,consulta externa,personas de 21 a 59 anos,2008-09-01,180,386,11,12,191,398,589
TOMINA,consulta externa,personas de 21 a 59 anos,2008-09-01,165,466,2,6,167,472,639
TORO TORO,consulta externa,personas de 21 a 59 anos,2008-09-01,126,260,1,4,127,264,391
TOTORA(CBBA),consulta externa,personas de 21 a 59 anos,2008-09-01,20,33,2,1,22,34,56
TOTORA(ORR),consulta externa,personas de 21 a 59 anos,2008-09-01,50,99,0,0,50,99,149
TRIGAL,consulta externa,personas de 21 a 59 anos,2008-09-01,32,50,0,1,32,51,83
TRINIDAD,consulta externa,personas de 21 a 59 anos,2008-09-01,645,2005,320,682,965,2687,3652
TUPIZA,consulta externa,personas de 21 a 59 anos,2008-09-01,1183,1725,100,146,1283,1871,3154
TURCO,consulta externa,personas de 21 a 59 anos,2008-09-01,72,131,2,4,74,135,209
UMALA,consulta externa,personas de 21 a 59 anos,2008-09-01,14,29,1,1,15,30,45
UNCIA,consulta externa,personas de 21 a 59 anos,2008-09-01,148,1082,2,239,150,1321,1471
URIONDO (A. CONCEPCION),consulta externa,personas de 21 a 59 anos,2008-09-01,414,768,11,48,425,816,1241
URUBICHA,consulta externa,personas de 21 a 59 anos,2008-09-01,78,81,0,0,78,81,159
UYUNI,consulta externa,personas de 21 a 59 anos,2008-09-01,454,782,47,66,501,848,1349
VACAS,consulta externa,personas de 21 a 59 anos,2008-09-01,65,184,4,16,69,200,269
VALLEGRANDE,consulta externa,personas de 21 a 59 anos,2008-09-01,212,375,133,314,345,689,1034
VIACHA,consulta externa,personas de 21 a 59 anos,2008-09-01,393,837,124,283,517,1120,1637
VILA VILA,consulta externa,personas de 21 a 59 anos,2008-09-01,27,37,0,1,27,38,65
VILLA MONTES,consulta externa,personas de 21 a 59 anos,2008-09-01,736,984,86,195,822,1179,2001
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 21 a 59 anos,2008-09-01,25,32,0,1,25,33,58
VILLA RIVERO,consulta externa,personas de 21 a 59 anos,2008-09-01,47,65,11,13,58,78,136
VILLA SERRANO,consulta externa,personas de 21 a 59 anos,2008-09-01,99,295,2,7,101,302,403
VILLA TUNARI,consulta externa,personas de 21 a 59 anos,2008-09-01,614,1379,71,142,685,1521,2206
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 21 a 59 anos,2008-09-01,224,360,13,26,237,386,623
VILLAZON,consulta externa,personas de 21 a 59 anos,2008-09-01,500,1470,96,184,596,1654,2250
VINTO,consulta externa,personas de 21 a 59 anos,2008-09-01,180,285,55,193,235,478,713
VITICHI,consulta externa,personas de 21 a 59 anos,2008-09-01,107,303,12,18,119,321,440
WALDO BALLIVIAN,consulta externa,personas de 21 a 59 anos,2008-09-01,11,32,1,0,12,32,44
WARNES,consulta externa,personas de 21 a 59 anos,2008-09-01,495,920,2,102,497,1022,1519
YACO,consulta externa,personas de 21 a 59 anos,2008-09-01,67,139,2,1,69,140,209
YACUIBA,consulta externa,personas de 21 a 59 anos,2008-09-01,1569,3207,218,456,1787,3663,5450
YAMPARAEZ,consulta externa,personas de 21 a 59 anos,2008-09-01,140,245,9,22,149,267,416
YANACACHI,consulta externa,personas de 21 a 59 anos,2008-09-01,70,71,8,3,78,74,152
YAPACANI,consulta externa,personas de 21 a 59 anos,2008-09-01,607,500,26,286,633,786,1419
YOCALLA,consulta externa,personas de 21 a 59 anos,2008-09-01,90,191,0,2,90,193,283
YOTALA,consulta externa,personas de 21 a 59 anos,2008-09-01,107,184,10,44,117,228,345
YUNCHARA,consulta externa,personas de 21 a 59 anos,2008-09-01,131,297,2,6,133,303,436
ZUDAÑEZ,consulta externa,personas de 21 a 59 anos,2008-09-01,106,156,11,10,117,166,283
ACACIO,consulta externa,personas de 21 a 59 anos,2008-10-01,69,135,0,2,69,137,206
ACHACACHI,consulta externa,personas de 21 a 59 anos,2008-10-01,317,535,18,52,335,587,922
ACHOCALLA,consulta externa,personas de 21 a 59 anos,2008-10-01,44,83,0,1,44,84,128
AIQUILE,consulta externa,personas de 21 a 59 anos,2008-10-01,219,520,27,51,246,571,817
ALALAY,consulta externa,personas de 21 a 59 anos,2008-10-01,16,41,0,0,16,41,57
ALCALA,consulta externa,personas de 21 a 59 anos,2008-10-01,65,238,3,0,68,238,306
ANCORAIMES,consulta externa,personas de 21 a 59 anos,2008-10-01,76,176,8,14,84,190,274
ANDAMARCA,consulta externa,personas de 21 a 59 anos,2008-10-01,43,57,2,3,45,60,105
ANTEQUERA,consulta externa,personas de 21 a 59 anos,2008-10-01,29,30,1,1,30,31,61
ANZALDO,consulta externa,personas de 21 a 59 anos,2008-10-01,47,74,2,9,49,83,132
APOLO,consulta externa,personas de 21 a 59 anos,2008-10-01,149,223,2,19,151,242,393
ARAMPAMPA,consulta externa,personas de 21 a 59 anos,2008-10-01,43,108,1,1,44,109,153
ARANI,consulta externa,personas de 21 a 59 anos,2008-10-01,62,58,2,1,64,59,123
ARBIETO,consulta externa,personas de 21 a 59 anos,2008-10-01,37,109,6,6,43,115,158
ARQUE,consulta externa,personas de 21 a 59 anos,2008-10-01,83,197,1,10,84,207,291
ASCENCION DE GUARAYOS,consulta externa,personas de 21 a 59 anos,2008-10-01,130,180,26,41,156,221,377
ATOCHA,consulta externa,personas de 21 a 59 anos,2008-10-01,797,831,399,272,1196,1103,2299
AUCAPATA,consulta externa,personas de 21 a 59 anos,2008-10-01,43,84,1,4,44,88,132
AYATA,consulta externa,personas de 21 a 59 anos,2008-10-01,97,171,0,0,97,171,268
AYO AYO,consulta externa,personas de 21 a 59 anos,2008-10-01,96,133,1,3,97,136,233
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 21 a 59 anos,2008-10-01,252,458,16,61,268,519,787
AZURDUY,consulta externa,personas de 21 a 59 anos,2008-10-01,247,469,0,3,247,472,719
BATALLAS,consulta externa,personas de 21 a 59 anos,2008-10-01,101,153,3,7,104,160,264
BAURES,consulta externa,personas de 21 a 59 anos,2008-10-01,88,133,23,32,111,165,276
BELEN DE ANDAMARCA,consulta externa,personas de 21 a 59 anos,2008-10-01,8,24,1,3,9,27,36
BELEN DE URMIRI,consulta externa,personas de 21 a 59 anos,2008-10-01,44,61,2,1,46,62,108
BELLA FLOR,consulta externa,personas de 21 a 59 anos,2008-10-01,30,18,14,0,44,18,62
BERMEJO,consulta externa,personas de 21 a 59 anos,2008-10-01,1407,2138,541,258,1948,2396,4344
BETANZOS,consulta externa,personas de 21 a 59 anos,2008-10-01,419,852,23,46,442,898,1340
BOLIVAR,consulta externa,personas de 21 a 59 anos,2008-10-01,24,67,0,1,24,68,92
BOLPEBRA,consulta externa,personas de 21 a 59 anos,2008-10-01,13,23,0,5,13,28,41
BOYUIBE,consulta externa,personas de 21 a 59 anos,2008-10-01,51,116,5,12,56,128,184
BUENA VISTA,consulta externa,personas de 21 a 59 anos,2008-10-01,156,224,16,25,172,249,421
CABEZAS,consulta externa,personas de 21 a 59 anos,2008-10-01,240,369,13,43,253,412,665
CAIROMA,consulta externa,personas de 21 a 59 anos,2008-10-01,229,236,19,19,248,255,503
"CAIZA ""D""",consulta externa,personas de 21 a 59 anos,2008-10-01,163,328,9,22,172,350,522
CAJUATA,consulta externa,personas de 21 a 59 anos,2008-10-01,140,209,1,18,141,227,368
CALACOTO,consulta externa,personas de 21 a 59 anos,2008-10-01,74,101,3,2,77,103,180
CALAMARCA,consulta externa,personas de 21 a 59 anos,2008-10-01,225,230,13,23,238,253,491
CAMARGO,consulta externa,personas de 21 a 59 anos,2008-10-01,272,591,2,7,274,598,872
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 21 a 59 anos,2008-10-01,35,116,0,1,35,117,152
CAMIRI,consulta externa,personas de 21 a 59 anos,2008-10-01,885,1828,61,325,946,2153,3099
CAPINOTA,consulta externa,personas de 21 a 59 anos,2008-10-01,158,360,66,189,224,549,773
CAQUIAVIRI,consulta externa,personas de 21 a 59 anos,2008-10-01,42,107,1,5,43,112,155
CARACOLLO,consulta externa,personas de 21 a 59 anos,2008-10-01,114,197,34,39,148,236,384
CARANAVI,consulta externa,personas de 21 a 59 anos,2008-10-01,493,921,29,77,522,998,1520
CARANGAS,consulta externa,personas de 21 a 59 anos,2008-10-01,5,8,3,1,8,9,17
CARAPARI,consulta externa,personas de 21 a 59 anos,2008-10-01,629,806,4,5,633,811,1444
CARIPUYO,consulta externa,personas de 21 a 59 anos,2008-10-01,58,144,1,2,59,146,205
CARMEN RIVERO TORREZ,consulta externa,personas de 21 a 59 anos,2008-10-01,39,46,0,1,39,47,86
CATACORA,consulta externa,personas de 21 a 59 anos,2008-10-01,20,36,0,10,20,46,66
CHACARILLA,consulta externa,personas de 21 a 59 anos,2008-10-01,9,11,0,0,9,11,20
CHALLAPATA,consulta externa,personas de 21 a 59 anos,2008-10-01,470,1003,20,36,490,1039,1529
CHAQUI,consulta externa,personas de 21 a 59 anos,2008-10-01,71,119,3,4,74,123,197
CHARAGUA,consulta externa,personas de 21 a 59 anos,2008-10-01,179,363,10,34,189,397,586
CHARAÑA,consulta externa,personas de 21 a 59 anos,2008-10-01,54,89,2,7,56,96,152
CHAYANTA,consulta externa,personas de 21 a 59 anos,2008-10-01,173,352,0,3,173,355,528
CHIMORE,consulta externa,personas de 21 a 59 anos,2008-10-01,145,188,6,13,151,201,352
CHIPAYA,consulta externa,personas de 21 a 59 anos,2008-10-01,11,27,0,0,11,27,38
CHOQUE COTA,consulta externa,personas de 21 a 59 anos,2008-10-01,28,38,3,3,31,41,72
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 21 a 59 anos,2008-10-01,154,237,41,70,195,307,502
CHUMA,consulta externa,personas de 21 a 59 anos,2008-10-01,113,124,1,2,114,126,240
CLIZA,consulta externa,personas de 21 a 59 anos,2008-10-01,64,117,18,15,82,132,214
COBIJA,consulta externa,personas de 21 a 59 anos,2008-10-01,863,1763,143,656,1006,2419,3425
COCHABAMBA,consulta externa,personas de 21 a 59 anos,2008-10-01,12550,24504,9094,18494,21644,42998,64642
COIPASA,consulta externa,personas de 21 a 59 anos,2008-10-01,19,8,0,1,19,9,28
COLCAPIRHUA,consulta externa,personas de 21 a 59 anos,2008-10-01,402,652,392,364,794,1016,1810
"COLCHA ""K""",consulta externa,personas de 21 a 59 anos,2008-10-01,189,308,7,10,196,318,514
COLLANA,consulta externa,personas de 21 a 59 anos,2008-10-01,30,44,14,6,44,50,94
COLOMI,consulta externa,personas de 21 a 59 anos,2008-10-01,75,132,6,19,81,151,232
COLPA BELGICA,consulta externa,personas de 21 a 59 anos,2008-10-01,123,115,55,64,178,179,357
COLQUECHACA,consulta externa,personas de 21 a 59 anos,2008-10-01,203,570,1,1,204,571,775
COLQUENCHA,consulta externa,personas de 21 a 59 anos,2008-10-01,119,220,13,18,132,238,370
COLQUIRI,consulta externa,personas de 21 a 59 anos,2008-10-01,163,312,3,19,166,331,497
COMANCHE,consulta externa,personas de 21 a 59 anos,2008-10-01,28,40,5,3,33,43,76
COMARAPA,consulta externa,personas de 21 a 59 anos,2008-10-01,230,525,17,54,247,579,826
COMBAYA,consulta externa,personas de 21 a 59 anos,2008-10-01,17,37,5,6,22,43,65
CONCEPCION,consulta externa,personas de 21 a 59 anos,2008-10-01,65,109,4,7,69,116,185
COPACABANA,consulta externa,personas de 21 a 59 anos,2008-10-01,88,199,1,2,89,201,290
CORIPATA,consulta externa,personas de 21 a 59 anos,2008-10-01,96,252,8,15,104,267,371
CORO CORO,consulta externa,personas de 21 a 59 anos,2008-10-01,65,108,1,1,66,109,175
COROICO,consulta externa,personas de 21 a 59 anos,2008-10-01,178,269,59,85,237,354,591
CORQUE,consulta externa,personas de 21 a 59 anos,2008-10-01,70,122,5,8,75,130,205
COTAGAITA,consulta externa,personas de 21 a 59 anos,2008-10-01,813,1172,176,174,989,1346,2335
COTOCA,consulta externa,personas de 21 a 59 anos,2008-10-01,191,675,13,45,204,720,924
CUATRO CAÑADAS,consulta externa,personas de 21 a 59 anos,2008-10-01,185,340,14,24,199,364,563
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 21 a 59 anos,2008-10-01,12,33,2,3,14,36,50
CUEVO,consulta externa,personas de 21 a 59 anos,2008-10-01,67,101,2,2,69,103,172
CULPINA,consulta externa,personas de 21 a 59 anos,2008-10-01,182,475,0,1,182,476,658
CURAHUARA DE CARANGAS,consulta externa,personas de 21 a 59 anos,2008-10-01,73,96,0,1,73,97,170
CURVA,consulta externa,personas de 21 a 59 anos,2008-10-01,24,47,1,1,25,48,73
DESAGUADERO,consulta externa,personas de 21 a 59 anos,2008-10-01,49,79,2,1,51,80,131
EL ALTO,consulta externa,personas de 21 a 59 anos,2008-10-01,7189,16742,3940,8672,11129,25414,36543
EL CHORO,consulta externa,personas de 21 a 59 anos,2008-10-01,63,139,3,0,66,139,205
EL PUENTE(STC),consulta externa,personas de 21 a 59 anos,2008-10-01,123,220,2,3,125,223,348
EL PUENTE(TJA),consulta externa,personas de 21 a 59 anos,2008-10-01,298,682,16,54,314,736,1050
EL TORNO,consulta externa,personas de 21 a 59 anos,2008-10-01,614,1304,75,137,689,1441,2130
EL VILLAR,consulta externa,personas de 21 a 59 anos,2008-10-01,158,262,0,0,158,262,420
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2008-10-01,187,282,17,42,204,324,528
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2008-10-01,737,1250,31,23,768,1273,2041
ESCARA,consulta externa,personas de 21 a 59 anos,2008-10-01,2,6,0,0,2,6,8
ESMERALDA,consulta externa,personas de 21 a 59 anos,2008-10-01,1,2,0,0,1,2,3
EUCALIPTUS,consulta externa,personas de 21 a 59 anos,2008-10-01,30,72,3,6,33,78,111
EUREKA (SANTOS MERCADO),consulta externa,personas de 21 a 59 anos,2008-10-01,13,15,0,0,13,15,28
EXALTACION,consulta externa,personas de 21 a 59 anos,2008-10-01,12,26,0,6,12,32,44
FERNANDEZ ALONSO,consulta externa,personas de 21 a 59 anos,2008-10-01,116,225,9,15,125,240,365
FILADELFIA,consulta externa,personas de 21 a 59 anos,2008-10-01,56,81,5,8,61,89,150
GENERAL SAAVEDRA,consulta externa,personas de 21 a 59 anos,2008-10-01,151,395,2,1,153,396,549
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 21 a 59 anos,2008-10-01,100,171,2,9,102,180,282
GUANAY,consulta externa,personas de 21 a 59 anos,2008-10-01,39,125,5,9,44,134,178
GUAQUI,consulta externa,personas de 21 a 59 anos,2008-10-01,44,71,2,2,46,73,119
GUAYARAMERIN,consulta externa,personas de 21 a 59 anos,2008-10-01,1032,1967,203,381,1235,2348,3583
GUTIERREZ,consulta externa,personas de 21 a 59 anos,2008-10-01,167,341,12,2,179,343,522
HUACARETA,consulta externa,personas de 21 a 59 anos,2008-10-01,171,272,16,20,187,292,479
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 21 a 59 anos,2008-10-01,60,88,0,15,60,103,163
HUACHACALLA,consulta externa,personas de 21 a 59 anos,2008-10-01,148,150,12,10,160,160,320
HUANUNI,consulta externa,personas de 21 a 59 anos,2008-10-01,392,436,279,344,671,780,1451
HUARACAJE,consulta externa,personas de 21 a 59 anos,2008-10-01,35,63,1,2,36,65,101
HUAYLLAMARCA,consulta externa,personas de 21 a 59 anos,2008-10-01,26,43,0,0,26,43,69
ICHOCA,consulta externa,personas de 21 a 59 anos,2008-10-01,39,64,1,2,40,66,106
ICLA,consulta externa,personas de 21 a 59 anos,2008-10-01,136,347,5,5,141,352,493
INCAHUASI,consulta externa,personas de 21 a 59 anos,2008-10-01,199,741,0,2,199,743,942
INGAVI (HUMAITA),consulta externa,personas de 21 a 59 anos,2008-10-01,10,27,2,0,12,27,39
INQUISIVI,consulta externa,personas de 21 a 59 anos,2008-10-01,88,131,1,4,89,135,224
IRUPANA (VILLA DE LANZA),consulta externa,personas de 21 a 59 anos,2008-10-01,182,317,4,8,186,325,511
IXIAMAS,consulta externa,personas de 21 a 59 anos,2008-10-01,106,122,8,4,114,126,240
JESUS DE MACHACA,consulta externa,personas de 21 a 59 anos,2008-10-01,92,282,7,35,99,317,416
LA ASUNTA,consulta externa,personas de 21 a 59 anos,2008-10-01,213,397,21,28,234,425,659
LA GUARDIA,consulta externa,personas de 21 a 59 anos,2008-10-01,283,832,26,123,309,955,1264
LA PAZ,consulta externa,personas de 21 a 59 anos,2008-10-01,20918,39821,13722,34826,34640,74647,109287
LA RIVERA,consulta externa,personas de 21 a 59 anos,2008-10-01,4,1,0,0,4,1,5
LAGUNILLAS,consulta externa,personas de 21 a 59 anos,2008-10-01,78,183,1,4,79,187,266
LAJA,consulta externa,personas de 21 a 59 anos,2008-10-01,84,163,10,12,94,175,269
LAS CARRERAS,consulta externa,personas de 21 a 59 anos,2008-10-01,52,143,7,7,59,150,209
LICOMA PAMPA,consulta externa,personas de 21 a 59 anos,2008-10-01,30,45,5,5,35,50,85
LLALLAGUA,consulta externa,personas de 21 a 59 anos,2008-10-01,381,294,31,18,412,312,724
LLICA,consulta externa,personas de 21 a 59 anos,2008-10-01,118,126,2,8,120,134,254
LORETO,consulta externa,personas de 21 a 59 anos,2008-10-01,62,62,0,2,62,64,126
LURIBAY,consulta externa,personas de 21 a 59 anos,2008-10-01,124,207,3,15,127,222,349
MACHACAMARCA,consulta externa,personas de 21 a 59 anos,2008-10-01,82,83,18,18,100,101,201
MACHARETI,consulta externa,personas de 21 a 59 anos,2008-10-01,134,244,3,43,137,287,424
MAGDALENA,consulta externa,personas de 21 a 59 anos,2008-10-01,53,130,23,59,76,189,265
MAIRANA,consulta externa,personas de 21 a 59 anos,2008-10-01,81,200,1,6,82,206,288
MALLA,consulta externa,personas de 21 a 59 anos,2008-10-01,31,56,0,1,31,57,88
MAPIRI,consulta externa,personas de 21 a 59 anos,2008-10-01,143,258,1,5,144,263,407
MECAPACA,consulta externa,personas de 21 a 59 anos,2008-10-01,140,191,27,12,167,203,370
MINEROS,consulta externa,personas de 21 a 59 anos,2008-10-01,83,196,4,35,87,231,318
MIZQUE,consulta externa,personas de 21 a 59 anos,2008-10-01,111,220,16,42,127,262,389
MOCOMOCO,consulta externa,personas de 21 a 59 anos,2008-10-01,185,213,16,12,201,225,426
MOJINETE,consulta externa,personas de 21 a 59 anos,2008-10-01,6,23,1,2,7,25,32
MOJOCOYA,consulta externa,personas de 21 a 59 anos,2008-10-01,105,316,7,58,112,374,486
MONTEAGUDO,consulta externa,personas de 21 a 59 anos,2008-10-01,804,1594,70,260,874,1854,2728
MONTERO,consulta externa,personas de 21 a 59 anos,2008-10-01,739,2173,99,479,838,2652,3490
MORO MORO,consulta externa,personas de 21 a 59 anos,2008-10-01,16,37,0,0,16,37,53
MOROCHATA,consulta externa,personas de 21 a 59 anos,2008-10-01,123,227,1,33,124,260,384
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 21 a 59 anos,2008-10-01,191,198,8,22,199,220,419
NAZACARA DE PACAJES,consulta externa,personas de 21 a 59 anos,2008-10-01,2,6,0,1,2,7,9
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 21 a 59 anos,2008-10-01,31,40,4,1,35,41,76
OCURI,consulta externa,personas de 21 a 59 anos,2008-10-01,203,458,4,16,207,474,681
OKINAWA,consulta externa,personas de 21 a 59 anos,2008-10-01,175,422,6,21,181,443,624
OMEREQUE,consulta externa,personas de 21 a 59 anos,2008-10-01,96,142,15,8,111,150,261
ORURO,consulta externa,personas de 21 a 59 anos,2008-10-01,6949,11515,1936,3824,8885,15339,24224
PADCAYA,consulta externa,personas de 21 a 59 anos,2008-10-01,622,1135,12,36,634,1171,1805
PADILLA,consulta externa,personas de 21 a 59 anos,2008-10-01,355,973,23,47,378,1020,1398
PAILON,consulta externa,personas de 21 a 59 anos,2008-10-01,157,195,2,14,159,209,368
PALCA,consulta externa,personas de 21 a 59 anos,2008-10-01,76,128,5,3,81,131,212
PALOS BLANCOS,consulta externa,personas de 21 a 59 anos,2008-10-01,345,526,50,62,395,588,983
PAMPA AULLAGAS,consulta externa,personas de 21 a 59 anos,2008-10-01,40,37,0,0,40,37,77
PAMPA GRANDE,consulta externa,personas de 21 a 59 anos,2008-10-01,57,152,2,10,59,162,221
PAPEL PAMPA,consulta externa,personas de 21 a 59 anos,2008-10-01,60,100,0,2,60,102,162
PASORAPA,consulta externa,personas de 21 a 59 anos,2008-10-01,70,95,3,0,73,95,168
PATACAMAYA,consulta externa,personas de 21 a 59 anos,2008-10-01,205,222,0,3,205,225,430
PAZÑA,consulta externa,personas de 21 a 59 anos,2008-10-01,59,104,17,19,76,123,199
PELECHUCO,consulta externa,personas de 21 a 59 anos,2008-10-01,65,81,1,1,66,82,148
POCOATA,consulta externa,personas de 21 a 59 anos,2008-10-01,225,428,4,5,229,433,662
POCONA,consulta externa,personas de 21 a 59 anos,2008-10-01,147,210,1,2,148,212,360
POJO (CBBA),consulta externa,personas de 21 a 59 anos,2008-10-01,48,103,1,2,49,105,154
POOPO,consulta externa,personas de 21 a 59 anos,2008-10-01,83,104,7,10,90,114,204
PORCO,consulta externa,personas de 21 a 59 anos,2008-10-01,91,146,0,2,91,148,239
POROMA,consulta externa,personas de 21 a 59 anos,2008-10-01,193,520,1,8,194,528,722
PORONGO,consulta externa,personas de 21 a 59 anos,2008-10-01,87,160,16,32,103,192,295
PORTACHUELO,consulta externa,personas de 21 a 59 anos,2008-10-01,292,540,79,36,371,576,947
PORVENIR,consulta externa,personas de 21 a 59 anos,2008-10-01,77,82,8,9,85,91,176
POSTRER VALLE,consulta externa,personas de 21 a 59 anos,2008-10-01,40,63,0,4,40,67,107
POTOSI,consulta externa,personas de 21 a 59 anos,2008-10-01,4715,9950,1884,3464,6599,13414,20013
PRESTO,consulta externa,personas de 21 a 59 anos,2008-10-01,143,399,2,3,145,402,547
PUCARA,consulta externa,personas de 21 a 59 anos,2008-10-01,31,76,0,1,31,77,108
PUCARANI,consulta externa,personas de 21 a 59 anos,2008-10-01,96,211,10,6,106,217,323
PUERTO ACOSTA,consulta externa,personas de 21 a 59 anos,2008-10-01,200,296,14,21,214,317,531
PUERTO CARABUCO,consulta externa,personas de 21 a 59 anos,2008-10-01,90,136,20,13,110,149,259
PUERTO GONZALO MORENO,consulta externa,personas de 21 a 59 anos,2008-10-01,35,65,2,3,37,68,105
PUERTO PEREZ,consulta externa,personas de 21 a 59 anos,2008-10-01,68,84,6,2,74,86,160
PUERTO QUIJARRO,consulta externa,personas de 21 a 59 anos,2008-10-01,277,318,32,30,309,348,657
PUERTO RICO,consulta externa,personas de 21 a 59 anos,2008-10-01,114,143,15,12,129,155,284
PUERTO SILES,consulta externa,personas de 21 a 59 anos,2008-10-01,26,31,7,17,33,48,81
PUERTO SUAREZ,consulta externa,personas de 21 a 59 anos,2008-10-01,196,362,22,72,218,434,652
PUERTO VILLARROEL,consulta externa,personas de 21 a 59 anos,2008-10-01,494,1008,30,171,524,1179,1703
PUNA,consulta externa,personas de 21 a 59 anos,2008-10-01,453,953,8,34,461,987,1448
PUNATA,consulta externa,personas de 21 a 59 anos,2008-10-01,198,513,36,115,234,628,862
QUIABAYA,consulta externa,personas de 21 a 59 anos,2008-10-01,35,40,0,0,35,40,75
QUILLACOLLO,consulta externa,personas de 21 a 59 anos,2008-10-01,653,1047,323,746,976,1793,2769
QUIME,consulta externa,personas de 21 a 59 anos,2008-10-01,378,157,14,2,392,159,551
QUIRUSILLAS,consulta externa,personas de 21 a 59 anos,2008-10-01,35,55,0,2,35,57,92
RAVELO,consulta externa,personas de 21 a 59 anos,2008-10-01,213,438,0,2,213,440,653
REYES,consulta externa,personas de 21 a 59 anos,2008-10-01,145,248,44,73,189,321,510
RIBERALTA,consulta externa,personas de 21 a 59 anos,2008-10-01,856,2150,43,362,899,2512,3411
ROBORE,consulta externa,personas de 21 a 59 anos,2008-10-01,290,687,43,130,333,817,1150
RURRENABAQUE,consulta externa,personas de 21 a 59 anos,2008-10-01,181,362,9,79,190,441,631
SABAYA,consulta externa,personas de 21 a 59 anos,2008-10-01,115,95,5,5,120,100,220
SACABA,consulta externa,personas de 21 a 59 anos,2008-10-01,765,1466,300,441,1065,1907,2972
SACABAMBA,consulta externa,personas de 21 a 59 anos,2008-10-01,31,50,3,0,34,50,84
SACACA,consulta externa,personas de 21 a 59 anos,2008-10-01,202,377,1,2,203,379,582
SAIPINA,consulta externa,personas de 21 a 59 anos,2008-10-01,42,69,1,2,43,71,114
SALINAS DE GARCI MENDOZA,consulta externa,personas de 21 a 59 anos,2008-10-01,77,181,0,1,77,182,259
SAMAIPATA,consulta externa,personas de 21 a 59 anos,2008-10-01,81,116,4,3,85,119,204
SAN AGUSTIN,consulta externa,personas de 21 a 59 anos,2008-10-01,42,85,10,9,52,94,146
SAN ANDRES,consulta externa,personas de 21 a 59 anos,2008-10-01,166,239,5,11,171,250,421
SAN ANDRES DE MACHACA,consulta externa,personas de 21 a 59 anos,2008-10-01,62,104,2,6,64,110,174
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 21 a 59 anos,2008-10-01,21,49,2,7,23,56,79
SAN ANTONIO DE LOMERIO,consulta externa,personas de 21 a 59 anos,2008-10-01,45,94,0,0,45,94,139
SAN BENITO,consulta externa,personas de 21 a 59 anos,2008-10-01,51,153,8,77,59,230,289
SAN BORJA,consulta externa,personas de 21 a 59 anos,2008-10-01,329,720,41,177,370,897,1267
SAN BUENA VENTURA,consulta externa,personas de 21 a 59 anos,2008-10-01,135,242,16,50,151,292,443
