,group,variable,month,VACUNACIONES SRP,VACUNACIONES SRP,VACUNACIONES SRP,VACUNACIONES SRP,TOTALES,TOTALES,TOTALES
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,15,47,0,0,15,47,62
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,16,0,0,4,16,20
BOLPEBRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,5,0,0,0,5,5
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,4,0,0,3,4,7
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,7,20,0,0,7,20,27
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,30,32,0,0,30,32,62
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,22,0,0,1,22,23
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,32,0,0,4,32,36
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,11,2,0,0,11,2,13
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,6,0,0,3,6,9
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,21,0,0,3,21,24
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,25,17,0,0,25,17,42
CAMATAQUI (C. VILLA ABECIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,3,0,0,2,3,5
CAMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,41,21,0,0,41,21,62
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,18,15,0,0,18,15,33
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,4,0,0,4,4,8
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,18,24,0,0,18,24,42
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,76,74,0,0,76,74,150
CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,3,0,0,0,3,3
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,13,21,0,0,13,21,34
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,17,0,0,5,17,22
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,7,0,0,5,7,12
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,21,63,0,0,21,63,84
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,9,18,0,0,9,18,27
CHARAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,19,79,0,0,19,79,98
CHARAÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,5,0,0,0,5,5
CHAYANTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,10,18,0,0,10,18,28
CHIMORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,31,38,0,0,31,38,69
CHIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,0,0,0,1,0,1
CHOQUE COTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,20,12,0,0,20,12,32
CHUMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,11,0,0,2,11,13
CLIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,6,14,0,0,6,14,20
COBIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,66,45,0,0,66,45,111
COCHABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1181,163,0,0,1181,163,1344
COIPASA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,0,0,0,3,0,3
COLCAPIRHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,68,18,0,0,68,18,86
"COLCHA ""K""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,9,10,0,0,9,10,19
COLLANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,2,0,0,3,2,5
COLOMI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,18,26,0,0,18,26,44
COLPA BELGICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,13,6,0,0,13,6,19
COLQUECHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,23,66,0,0,23,66,89
COLQUENCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,4,0,0,4,4,8
COLQUIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,13,60,0,0,13,60,73
COMANCHE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,0,0,0,1,0,1
COMARAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,13,20,0,0,13,20,33
COMBAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,5,0,0,0,5,5
CONCEPCION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,44,9,0,0,44,9,53
COPACABANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,28,0,0,4,28,32
CORIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,14,18,0,0,14,18,32
CORO CORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,6,0,0,5,6,11
COROICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,6,7,0,0,6,7,13
CORQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,7,0,0,5,7,12
COTAGAITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,15,41,0,0,15,41,56
COTOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,73,55,0,0,73,55,128
CUATRO CAÑADAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,21,10,0,0,21,10,31
CUCHUMUELA (V. G. VILLARROEL),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,1,0,0,0,1,1
CUEVO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,6,0,0,2,6,8
CULPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,22,21,0,0,22,21,43
CURAHUARA DE CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,11,0,0,4,11,15
CURVA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,4,0,0,0,4,4
DESAGUADERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,8,0,0,4,8,12
EL ALTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1399,445,0,0,1399,445,1844
EL CHORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,9,0,0,4,9,13
EL PUENTE(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,17,26,0,0,17,26,43
EL PUENTE(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,6,11,0,0,6,11,17
EL TORNO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,62,14,0,0,62,14,76
EL VILLAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,2,0,0,4,2,6
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,30,16,0,0,30,16,46
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,19,22,0,0,19,22,41
ESCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,2,0,0,0,2,2
EUCALIPTUS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,7,4,0,0,7,4,11
EUREKA (SANTOS MERCADO),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,0,0,0,2,0,2
EXALTACION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,20,19,0,0,20,19,39
FILADELFIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,6,0,0,0,6,0,6
GENERAL SAAVEDRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,20,24,0,0,20,24,44
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,8,25,0,0,8,25,33
GUANAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,9,9,0,0,9,9,18
GUAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,12,0,0,3,12,15
GUAYARAMERIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,53,54,0,0,53,54,107
GUTIERREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,13,27,0,0,13,27,40
HUACARETA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,14,8,0,0,14,8,22
HUACAYA (VILLA DE HUACAYA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,4,0,0,2,4,6
HUACHACALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,3,0,0,1,3,4
HUANUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,33,36,0,0,33,36,69
HUARACAJE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,2,0,0,3,2,5
HUAYLLAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,9,0,0,2,9,11
ICHOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,2,0,0,1,2,3
ICLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,15,8,0,0,15,8,23
INCAHUASI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,31,43,0,0,31,43,74
INGAVI (HUMAITA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,6,0,0,0,6,6
INQUISIVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,6,20,0,0,6,20,26
IRUPANA (VILLA DE LANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,17,0,0,3,17,20
IXIAMAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,6,1,0,0,6,1,7
JESUS DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,12,2,0,0,12,2,14
LA ASUNTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,62,25,0,0,62,25,87
LA GUARDIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,89,12,0,0,89,12,101
LA PAZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1272,279,0,0,1272,279,1551
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,6,4,0,0,6,4,10
LAJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,6,27,0,0,6,27,33
LAS CARRERAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,1,0,0,3,1,4
LICOMA PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,0,0,0,2,0,2
LLALLAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,40,65,0,0,40,65,105
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,1,0,0,4,1,5
LORETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,2,0,0,0,2,2
LURIBAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,14,0,0,3,14,17
MACHACAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,11,5,0,0,11,5,16
MACHARETI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,6,7,0,0,6,7,13
MAGDALENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,16,5,0,0,16,5,21
MAIRANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,15,3,0,0,15,3,18
MALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,2,0,0,0,2,2
MAPIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,18,23,0,0,18,23,41
MECAPACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,22,0,0,4,22,26
MINEROS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,39,4,0,0,39,4,43
MIZQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,16,68,0,0,16,68,84
MOCOMOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,11,0,0,2,11,13
MOJOCOYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,8,13,0,0,8,13,21
MONTEAGUDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,30,12,0,0,30,12,42
MONTERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,144,72,0,0,144,72,216
MORO MORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,4,0,0,2,4,6
MOROCHATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,20,95,0,0,20,95,115
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,2,0,0,0,2,2
NAZACARA DE PACAJES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,1,0,0,2,1,3
OCURI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,19,49,0,0,19,49,68
OKINAWA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,14,10,0,0,14,10,24
OMEREQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,12,0,0,4,12,16
ORURO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,339,503,0,0,339,503,842
PADCAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,17,28,0,0,17,28,45
PADILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,3,0,0,5,3,8
PAILON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,39,118,0,0,39,118,157
PALCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,33,0,0,1,33,34
PALOS BLANCOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,32,40,0,0,32,40,72
PAMPA AULLAGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,0,0,0,4,0,4
PAMPA GRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,13,12,0,0,13,12,25
PAPEL PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,8,0,0,1,8,9
PASORAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,3,0,0,2,3,5
PATACAMAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,24,45,0,0,24,45,69
PAZÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,7,0,0,5,7,12
PELECHUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,17,0,0,2,17,19
POCOATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,6,67,0,0,6,67,73
POCONA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,18,15,0,0,18,15,33
POJO (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,18,22,0,0,18,22,40
POOPO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,4,0,0,5,4,9
PORCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,23,19,0,0,23,19,42
POROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,17,31,0,0,17,31,48
PORONGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,7,16,0,0,7,16,23
PORTACHUELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,15,8,0,0,15,8,23
POSTRER VALLE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,3,0,0,2,3,5
POTOSI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,272,66,0,0,272,66,338
PRESTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,15,0,0,1,15,16
PUCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,1,0,0,2,1,3
PUCARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,12,26,0,0,12,26,38
PUERTO ACOSTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,9,39,0,0,9,39,48
PUERTO CARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,20,0,0,0,20,20
PUERTO GONZALO MORENO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,5,0,0,1,5,6
PUERTO PEREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,10,0,0,0,10,10
PUERTO QUIJARRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,10,30,0,0,10,30,40
PUERTO RICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,9,9,0,0,9,9,18
PUERTO SILES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,10,28,0,0,10,28,38
PUERTO VILLARROEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,63,20,0,0,63,20,83
PUNA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,30,77,0,0,30,77,107
PUNATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,30,4,0,0,30,4,34
QUIABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,3,0,0,1,3,4
QUILLACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,189,125,0,0,189,125,314
QUIME,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,19,0,0,1,19,20
RAVELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,14,51,0,0,14,51,65
REYES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,21,8,0,0,21,8,29
RIBERALTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,159,40,0,0,159,40,199
ROBORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,23,11,0,0,23,11,34
RURRENABAQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,9,9,0,0,9,9,18
SABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,7,0,0,3,7,10
SACABA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,157,111,0,0,157,111,268
SACABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,7,15,0,0,7,15,22
SACACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,15,26,0,0,15,26,41
SAIPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,7,0,0,4,7,11
SALINAS DE GARCI MENDOZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,10,10,0,0,10,10,20
SAMAIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,8,16,0,0,8,16,24
SAN AGUSTIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,0,0,0,5,0,5
SAN ANDRES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,9,33,0,0,9,33,42
SAN ANDRES DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,1,0,0,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,1,0,0,3,1,4
SAN ANTONIO DE LOMERIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,11,17,0,0,11,17,28
SAN BENITO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,10,6,0,0,10,6,16
SAN BORJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,62,138,0,0,62,138,200
SAN BUENA VENTURA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,18,0,0,2,18,20
SAN CARLOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,43,10,0,0,43,10,53
SAN IGNACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,33,18,0,0,33,18,51
SAN IGNACIO DE VELASCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,75,22,0,0,75,22,97
SAN JAVIER(BNI),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,10,0,0,4,10,14
SAN JAVIER(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,33,8,0,0,33,8,41
SAN JOAQUIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,5,0,0,5,5,10
SAN JOSE DE CHIQUITOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,27,7,0,0,27,7,34
SAN JUAN DE YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,13,3,0,0,13,3,16
SAN JULIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,45,59,0,0,45,59,104
SAN LORENZO(PND),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,2,0,0,2,2,4
SAN LORENZO(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,14,18,0,0,14,18,32
SAN LUCAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,34,57,0,0,34,57,91
SAN MATIAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,27,14,0,0,27,14,41
SAN MIGUEL DE VELASCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,26,8,0,0,26,8,34
SAN PABLO DE LIPEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,1,0,0,2,1,3
SAN PEDRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,24,6,0,0,24,6,30
SAN PEDRO DE BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,14,45,0,0,14,45,59
SAN PEDRO DE CURAHUARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,5,0,0,4,5,9
SAN PEDRO DE QUEMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,3,0,0,2,3,5
SAN PEDRO(PND),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,5,0,0,0,5,5
SAN RAFAEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,9,5,0,0,9,5,14
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,17,0,0,0,17,0,17
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,4,0,0,3,4,7
SANTA ANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,22,26,0,0,22,26,48
SANTA CRUZ DE LA SIERRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2220,342,0,0,2220,342,2562
SANTA ROSA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,13,0,0,0,13,0,13
SANTA ROSA DEL SARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,14,13,0,0,14,13,27
SANTIAGO DE CALLAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,11,0,0,0,11,11
SANTIAGO DE HUARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,21,0,0,0,21,21
SANTIAGO DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,5,0,0,0,5,5
SANTIVAÑES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,6,16,0,0,6,16,22
SANTUARIO DE QUILLACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,8,4,0,0,8,4,12
SAPAHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,13,0,0,5,13,18
SENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,2,0,0,5,2,7
SICA SICA (VILLA AROMA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,11,45,0,0,11,45,56
SICAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,15,0,0,4,15,19
SIPE SIPE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,52,46,0,0,52,46,98
SOPACHUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,6,17,0,0,6,17,23
SORACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,12,23,0,0,12,23,35
SORATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,7,49,0,0,7,49,56
