,group,variable,month,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,TOTALES,TOTALES,TOTALES
TIAWANACU,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,0,4,0,0,0,4,4
TINGUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,6,73,0,0,6,73,79
TIPUANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,11,6,0,0,11,6,17
TIQUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,60,20,0,0,60,20,80
TIRAQUE (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,61,16,0,0,61,16,77
TITO YUPANQUI (PARQUIPUJIO),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,1,0,0,0,1,0,1
TOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,0,3,0,0,0,3,3
TODOS SANTOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,2,0,0,0,2,0,2
TOLATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,2,1,0,0,2,1,3
TOLEDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,2,7,0,0,2,7,9
TOMAVE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,2,39,0,0,2,39,41
TOMINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,7,12,0,0,7,12,19
TORO TORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,9,22,0,0,9,22,31
TOTORA(CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,9,17,0,0,9,17,26
TOTORA(ORR),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,2,8,0,0,2,8,10
TRIGAL,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,0,3,0,0,0,3,3
TRINIDAD,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,176,7,0,0,176,7,183
TUPIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,29,16,0,0,29,16,45
TURCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,4,7,0,0,4,7,11
UMALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,0,19,0,0,0,19,19
UNCIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,2,38,0,0,2,38,40
URIONDO (A. CONCEPCION),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,7,13,0,0,7,13,20
URUBICHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,0,11,0,0,0,11,11
UYUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,19,34,0,0,19,34,53
VACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,3,10,0,0,3,10,13
VALLEGRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,18,4,0,0,18,4,22
VIACHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,32,11,0,0,32,11,43
VILA VILA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,1,2,0,0,1,2,3
VILLA MONTES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,42,17,0,0,42,17,59
VILLA NUEVA (LOMA ALTA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,0,9,0,0,0,9,9
VILLA RIVERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,6,8,0,0,6,8,14
VILLA SERRANO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,9,12,0,0,9,12,21
VILLA TUNARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,76,63,0,0,76,63,139
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,7,10,0,0,7,10,17
VILLAZON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,40,6,0,0,40,6,46
VINTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,94,41,0,0,94,41,135
VITICHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,7,20,0,0,7,20,27
WALDO BALLIVIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,4,0,0,0,4,0,4
WARNES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,101,25,0,0,101,25,126
YACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,3,20,0,0,3,20,23
YACUIBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,113,21,0,0,113,21,134
YAMPARAEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,12,5,0,0,12,5,17
YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,32,54,0,0,32,54,86
YOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,3,20,0,0,3,20,23
YOTALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,9,7,0,0,9,7,16
YUNCHARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,1,5,0,0,1,5,6
ZUDAÑEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-09-01,4,5,0,0,4,5,9
ACACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,4,0,0,4,4,8
ACHACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,29,125,0,0,29,125,154
ACHOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,8,17,0,0,8,17,25
AIQUILE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,37,24,0,0,37,24,61
ALALAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,18,0,0,1,18,19
ALCALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,0,0,0,4,0,4
ANCORAIMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,14,0,0,2,14,16
ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,4,0,0,5,4,9
ANTEQUERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,10,0,0,4,10,14
ANZALDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,7,0,0,3,7,10
APOLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,0,0,0,2,0,2
ARAMPAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,4,0,0,1,4,5
ARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,1,0,0,1,1,2
ARBIETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,5,0,0,0,5,5
ARQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,14,8,0,0,14,8,22
ASCENCION DE GUARAYOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,84,4,0,0,84,4,88
ATOCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,11,6,0,0,11,6,17
AUCAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,1,0,0,0,1,1
AYATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,1,0,0,0,1,1
AYO AYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,7,7,0,0,7,7,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,8,13,0,0,8,13,21
AZURDUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,12,20,0,0,12,20,32
BATALLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,4,0,0,2,4,6
BAURES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,8,3,0,0,8,3,11
BELEN DE ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,3,0,0,0,3,3
BELEN DE URMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,9,0,0,0,9,9
BERMEJO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,37,9,0,0,37,9,46
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,15,65,0,0,15,65,80
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,24,0,0,1,24,25
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,4,0,0,3,4,7
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,21,0,0,4,21,25
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,25,34,0,0,25,34,59
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,22,0,0,1,22,23
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,32,0,0,4,32,36
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,1,0,0,4,1,5
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,8,0,0,2,8,10
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,9,30,0,0,9,30,39
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,24,15,0,0,24,15,39
CAMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,33,32,0,0,33,32,65
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,12,11,0,0,12,11,23
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,5,0,0,5,5,10
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,11,21,0,0,11,21,32
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,77,75,0,0,77,75,152
CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,2,0,0,0,2,2
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,12,21,0,0,12,21,33
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,17,0,0,5,17,22
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,7,0,0,5,7,12
CATACORA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,19,63,0,0,19,63,82
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,8,15,0,0,8,15,23
CHARAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,19,80,0,0,19,80,99
CHAYANTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,7,13,0,0,7,13,20
CHIMORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,8,22,0,0,8,22,30
CHIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,0,0,0,1,0,1
CHOQUE COTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,19,15,0,0,19,15,34
CHUMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,5,0,0,0,5,5
CLIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,8,15,0,0,8,15,23
COBIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,6,0,0,5,6,11
COCHABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1007,177,0,0,1007,177,1184
COIPASA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,0,0,0,3,0,3
"COLCHA ""K""",vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,12,8,0,0,12,8,20
COLLANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,2,0,0,4,2,6
COLOMI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,16,30,0,0,16,30,46
COLPA BELGICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,14,6,0,0,14,6,20
COLQUECHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,20,62,0,0,20,62,82
COLQUENCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,6,26,0,0,6,26,32
COLQUIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,7,77,0,0,7,77,84
COMANCHE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,3,0,0,0,3,3
COMARAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,10,26,0,0,10,26,36
COMBAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,5,0,0,0,5,5
CONCEPCION,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,46,3,0,0,46,3,49
COPACABANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,26,0,0,4,26,30
CORIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,12,18,0,0,12,18,30
CORO CORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,6,0,0,2,6,8
COROICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,2,0,0,4,2,6
CORQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,10,0,0,3,10,13
COTAGAITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,15,40,0,0,15,40,55
COTOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,74,51,0,0,74,51,125
CUATRO CAÑADAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,20,14,0,0,20,14,34
CUCHUMUELA (V. G. VILLARROEL),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,1,0,0,0,1,1
CUEVO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,7,0,0,2,7,9
CULPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,13,17,0,0,13,17,30
CURAHUARA DE CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,12,0,0,4,12,16
EL ALTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1109,299,0,0,1109,299,1408
EL CHORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,7,0,0,3,7,10
EL PUENTE(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,20,23,0,0,20,23,43
EL PUENTE(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,14,0,0,3,14,17
EL TORNO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,58,13,0,0,58,13,71
EL VILLAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,2,0,0,4,2,6
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,17,4,0,0,17,4,21
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,17,15,0,0,17,15,32
ESCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,7,5,0,0,7,5,12
EUREKA (SANTOS MERCADO),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,0,0,0,2,0,2
EXALTACION,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,19,16,0,0,19,16,35
GENERAL SAAVEDRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,29,16,0,0,29,16,45
GUANAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,9,9,0,0,9,9,18
GUAYARAMERIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,52,47,0,0,52,47,99
GUTIERREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,15,29,0,0,15,29,44
HUACARETA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,6,0,0,3,6,9
HUACAYA (VILLA DE HUACAYA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,4,0,0,2,4,6
HUACHACALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,3,0,0,1,3,4
HUANUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,33,34,0,0,33,34,67
HUARACAJE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,3,0,0,3,3,6
HUAYLLAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,7,0,0,2,7,9
ICLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,16,8,0,0,16,8,24
INCAHUASI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,30,42,0,0,30,42,72
INQUISIVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,6,19,0,0,6,19,25
IRUPANA (VILLA DE LANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,8,0,0,0,8,8
IXIAMAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,6,1,0,0,6,1,7
LA ASUNTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,5,0,0,5,5,10
LA GUARDIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,75,10,0,0,75,10,85
LA PAZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,535,45,0,0,535,45,580
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,6,4,0,0,6,4,10
LICOMA PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,0,0,0,2,0,2
LLALLAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,26,0,0,3,26,29
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,7,2,0,0,7,2,9
LURIBAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,14,0,0,3,14,17
MACHACAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,12,5,0,0,12,5,17
MACHARETI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,6,7,0,0,6,7,13
MAGDALENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,15,5,0,0,15,5,20
MAIRANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,15,5,0,0,15,5,20
MAPIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,17,22,0,0,17,22,39
MECAPACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,17,13,0,0,17,13,30
MINEROS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,39,5,0,0,39,5,44
MIZQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,14,54,0,0,14,54,68
MOCOMOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,11,0,0,2,11,13
MOJOCOYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,8,14,0,0,8,14,22
MONTEAGUDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,24,20,0,0,24,20,44
MONTERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,166,72,0,0,166,72,238
MORO MORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,4,0,0,2,4,6
MOROCHATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,21,0,0,5,21,26
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,2,0,0,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,1,0,0,2,1,3
OCURI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,19,50,0,0,19,50,69
OKINAWA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,3,0,0,4,3,7
OMEREQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,12,0,0,4,12,16
ORURO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,164,83,0,0,164,83,247
PADCAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,18,0,0,4,18,22
PADILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,6,10,0,0,6,10,16
PAILON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,30,17,0,0,30,17,47
PALCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,29,0,0,0,29,29
PALOS BLANCOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,27,44,0,0,27,44,71
PAMPA AULLAGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,0,0,0,1,0,1
PAMPA GRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,11,12,0,0,11,12,23
PAPEL PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,12,0,0,1,12,13
PASORAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,3,0,0,2,3,5
PAZÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,7,0,0,5,7,12
POCOATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,9,73,0,0,9,73,82
POCONA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,7,11,0,0,7,11,18
POJO (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,6,5,0,0,6,5,11
POOPO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,4,0,0,5,4,9
PORCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,21,22,0,0,21,22,43
POROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,15,25,0,0,15,25,40
PORONGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,14,0,0,5,14,19
PORTACHUELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,17,6,0,0,17,6,23
POSTRER VALLE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,3,0,0,2,3,5
POTOSI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,173,32,0,0,173,32,205
PRESTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,12,0,0,4,12,16
PUCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,1,0,0,2,1,3
PUCARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,7,0,0,2,7,9
PUERTO ACOSTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,6,38,0,0,6,38,44
