municipality,group,variable,month,RN con corte tardío de Cordón Umbilical,TOTAL
BOLIVAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,9,9
BUENA VISTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
CABEZAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,28,28
CAIROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,5,5
CALAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,8,8
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,4,4
CARACOLLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
CARANAVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
CARIPUYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,4,4
CHALLAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,5,5
CHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
CHARAGUA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
CHAYANTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,4,4
CHIMORE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
CHIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
CHUMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
CKOCHAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,10,10
CLIZA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
COCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,13,13
"COLCHA ""K""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,9,9
COLLANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
COLOMI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,9,9
COLQUENCHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,5,5
COLQUIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,5,5
COMANCHE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
COPACABANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,3,3
CORIPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
COROICO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,4,4
CORQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
COTAGAITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,3,3
COTOCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,3,3
CUEVO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
CULPINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,4,4
CURVA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,5,5
EL ALTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,14,14
EL VILLAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
ESMERALDA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,13,13
GUAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
HUACARETA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
HUMANATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
ICHOCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,5,5
ICLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,3,3
INCAHUASI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,10,10
INQUISIVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,14,14
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,3,3
LA ASUNTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
LAJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,11,11
LORETO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,3,3
MAGDALENA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
MALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,3,3
MECAPACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
MINEROS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,5,5
MOCOMOCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,11,11
MOROCHATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
OCURI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,7,7
ORURO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,4,4
PALCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
PAPEL PAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
PASORAPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
PATACAMAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,3,3
PAZÑA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
PELECHUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,4,4
POCOATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,14,14
POCONA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
POJO (CBBA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
PORCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,4,4
POROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,9,9
PRESTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,6,6
PUCARANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,14,14
PUERTO ACOSTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,6,6
PUERTO PEREZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
PUNA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,4,4
QUILLACOLLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
QUIME,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,3,3
RAQAYPAMPA(ETA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,6,6
RAVELO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,4,4
SACABA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
SACACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,15,15
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
SAN BORJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,5,5
SAN IGNACIO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
SAN LUCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,10,10
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,23,23
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,3,3
SAN PEDRO DE MACHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,12,12
SANTIAGO DE CALLAPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,3,3
SANTIAGO DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
SAPAHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
SENA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,6,6
SIPE SIPE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
SORACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
SORATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,5,5
TACACOMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
TACOBAMBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,7,7
TACOPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,4,4
TAPACARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,11,11
TARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,8,8
TARACO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
TARATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
TARVITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
TIAHUANACU,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
TINGUIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,8,8
TIQUIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
TOLATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
TOLEDO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
TORO TORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,8,8
TOTORA(CBBA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,9,9
TOTORA(ORR),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
TUPIZA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,3,3
UMALA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,3,3
UNCIA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,4,4
URIONDO (A. CONCEPCION),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
UYUNI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,3,3
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,7,7
VITICHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,2,2
YACO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,9,9
YAPACANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
YOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
YUNCHARA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-10-01,1,1
ACACIO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
ACHACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,15,15
ACHOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,5,5
AIQUILE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
ALALAY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
ALTO BENI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
ANCORAIMES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,3,3
ANZALDO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
APOLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,7,7
ARQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,9,9
AUCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,4,4
AYATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,5,5
AYO AYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
AZURDUY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,5,5
BATALLAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
BELEN DE URMIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
BETANZOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,8,8
BOLIVAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,4,4
BOYUIBE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
CABEZAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,29,29
CAIROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,4,4
"CAIZA ""D""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
CAJUATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
CALAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,4,4
CAMARGO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
CARACOLLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
CARANAVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
CARIPUYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,10,10
CHACARILLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
CHALLAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,4,4
CHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
CHARAGUA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,6,6
CHAYANTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
CHIMORE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
CHOQUE COTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
CHUMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
CKOCHAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,9,9
COCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,9,9
"COLCHA ""K""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,6,6
COLOMI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,11,11
COLQUENCHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,5,5
COLQUIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,6,6
COMANCHE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
COPACABANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
CORIPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
CORO CORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
COROICO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,4,4
CORQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
COTAGAITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
COTOCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,6,6
CULPINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,7,7
CURVA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
DESAGUADERO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
EL ALTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,17,17
EL CHORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,3,3
EL PUENTE(STC),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
EUCALIPTUS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,13,13
GUAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
GUTIERREZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
HUARINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
HUMANATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,3,3
ICHOCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
ICLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,4,4
INCAHUASI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,14,14
INQUISIVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,13,13
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,6,6
LA ASUNTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,5,5
LA GUARDIA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
LA PAZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
LAJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,8,8
LLALLAGUA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,3,3
LORETO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
LURIBAY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
MACHARETI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
MAGDALENA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
MALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
MINEROS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,4,4
MOCOMOCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,4,4
MOROCHATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
NAZACARA DE PACAJES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
OCURI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,4,4
OMEREQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
ORURO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,7,7
PADCAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
PAILON,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
PALCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,5,5
PALOS BLANCOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,6,6
PAPEL PAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
PASORAPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
PATACAMAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,6,6
PELECHUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,9,9
POCOATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,14,14
PORCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
POROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,9,9
PRESTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,7,7
PUCARANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,11,11
PUERTO ACOSTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,8,8
PUERTO CARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,7,7
PUERTO PEREZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
PUNA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,5,5
QUIABAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
QUILLACOLLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
QUIME,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
RAQAYPAMPA(ETA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,5,5
RAVELO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,4,4
SACACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,14,14
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
SAN BORJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,6,6
SAN BUENA VENTURA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
SAN LUCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,17,17
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,31,31
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,5,5
SAN PEDRO DE MACHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,16,16
SANTIAGO DE CALLAPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
SANTIAGO DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
SAPAHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,9,9
SICAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,3,3
SORACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,8,8
SORATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,5,5
SUCRE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,1,1
TACACOMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,4,4
TACOBAMBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,5,5
TACOPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,2,2
TAPACARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-11-01,12,12
