municipality,group,variable,month,Primer Control Post Parto,TOTAL
SANTIAGO DE HUARI,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
SANTIVAÑES,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
SENA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
SHINAOTA,atencion de partos en domicilio,primer control post parto,2022-06-01,66,66
SICA SICA (VILLA AROMA),atencion de partos en domicilio,primer control post parto,2022-06-01,10,10
SORACACHI,atencion de partos en domicilio,primer control post parto,2022-06-01,5,5
SUCRE,atencion de partos en domicilio,primer control post parto,2022-06-01,116,116
TAPACARI,atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
TARABUCO,atencion de partos en domicilio,primer control post parto,2022-06-01,4,4
TARIJA,atencion de partos en domicilio,primer control post parto,2022-06-01,12,12
TARVITA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
TIAHUANACU,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
TINGUIPAYA,atencion de partos en domicilio,primer control post parto,2022-06-01,12,12
TIQUIPAYA,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
TIRAQUE (CBBA),atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
TOLEDO,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
TOMAVE,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
TORO TORO,atencion de partos en domicilio,primer control post parto,2022-06-01,9,9
TOTORA(ORR),atencion de partos en domicilio,primer control post parto,2022-06-01,8,8
TRINIDAD,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
TUPIZA,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
UMALA,atencion de partos en domicilio,primer control post parto,2022-06-01,7,7
UNCIA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
URUBICHA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
UYUNI,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
VALLEGRANDE,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
VIACHA,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
VILA VILA,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
VILLA MONTES,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
VILLA SERRANO,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
VILLA TUNARI,atencion de partos en domicilio,primer control post parto,2022-06-01,10,10
VINTO,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
VITICHI,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
WARNES,atencion de partos en domicilio,primer control post parto,2022-06-01,8,8
YACO,atencion de partos en domicilio,primer control post parto,2022-06-01,3,3
YAMPARAEZ,atencion de partos en domicilio,primer control post parto,2022-06-01,1,1
YANACACHI,atencion de partos en domicilio,primer control post parto,2022-06-01,2,2
ACACIO,atencion de partos en domicilio,primer control post parto,2022-07-01,4,4
ACHACACHI,atencion de partos en domicilio,primer control post parto,2022-07-01,16,16
AIQUILE,atencion de partos en domicilio,primer control post parto,2022-07-01,4,4
ANCORAIMES,atencion de partos en domicilio,primer control post parto,2022-07-01,10,10
ANZALDO,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
APOLO,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
ARAMPAMPA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
ARQUE,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
ATOCHA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
AYATA,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2022-07-01,6,6
AZURDUY,atencion de partos en domicilio,primer control post parto,2022-07-01,8,8
BATALLAS,atencion de partos en domicilio,primer control post parto,2022-07-01,4,4
BERMEJO,atencion de partos en domicilio,primer control post parto,2022-07-01,10,10
BETANZOS,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
BOLIVAR,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
CABEZAS,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
"CAIZA ""D""",atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
CALAMARCA,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
CAMIRI,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
CAQUIAVIRI,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
CARACOLLO,atencion de partos en domicilio,primer control post parto,2022-07-01,6,6
CARANAVI,atencion de partos en domicilio,primer control post parto,2022-07-01,4,4
CARAPARI,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
CARIPUYO,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2022-07-01,6,6
CHARAGUA,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
CHAYANTA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
CHIMORE,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
CHIPAYA,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
CHUMA,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
CKOCHAS,atencion de partos en domicilio,primer control post parto,2022-07-01,9,9
COCAPATA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
COCHABAMBA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2022-07-01,17,17
COMBAYA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
CONCEPCION,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
COPACABANA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
CORO CORO,atencion de partos en domicilio,primer control post parto,2022-07-01,5,5
COROICO,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
CORQUE,atencion de partos en domicilio,primer control post parto,2022-07-01,4,4
COTAGAITA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
COTOCA,atencion de partos en domicilio,primer control post parto,2022-07-01,9,9
CULPINA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
EL ALTO,atencion de partos en domicilio,primer control post parto,2022-07-01,15,15
EL PUENTE(STC),atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
ESCOMA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
EUCALIPTUS,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2022-07-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2022-07-01,8,8
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
HUARINA,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
HUAYLLAMARCA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
HUMANATA,atencion de partos en domicilio,primer control post parto,2022-07-01,7,7
ICHOCA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
ICLA,atencion de partos en domicilio,primer control post parto,2022-07-01,5,5
INCAHUASI,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
INQUISIVI,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
IXIAMAS,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2022-07-01,5,5
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
LAGUNILLAS,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
LAJA,atencion de partos en domicilio,primer control post parto,2022-07-01,15,15
LLALLAGUA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
LURIBAY,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
MACHARETI,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
MAGDALENA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
MALLA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
MECAPACA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
MINEROS,atencion de partos en domicilio,primer control post parto,2022-07-01,17,17
MIZQUE,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
MOCOMOCO,atencion de partos en domicilio,primer control post parto,2022-07-01,7,7
MONTERO,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
OCURI,atencion de partos en domicilio,primer control post parto,2022-07-01,8,8
ORURO,atencion de partos en domicilio,primer control post parto,2022-07-01,6,6
PADCAYA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
PAILON,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
PALCA,atencion de partos en domicilio,primer control post parto,2022-07-01,8,8
PALOS BLANCOS,atencion de partos en domicilio,primer control post parto,2022-07-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
PATACAMAYA,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
PELECHUCO,atencion de partos en domicilio,primer control post parto,2022-07-01,7,7
POCOATA,atencion de partos en domicilio,primer control post parto,2022-07-01,22,22
POROMA,atencion de partos en domicilio,primer control post parto,2022-07-01,15,15
POTOSI,atencion de partos en domicilio,primer control post parto,2022-07-01,14,14
PRESTO,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
PUERTO ACOSTA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
PUNA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
RAQAYPAMPA(ETA),atencion de partos en domicilio,primer control post parto,2022-07-01,6,6
RAVELO,atencion de partos en domicilio,primer control post parto,2022-07-01,7,7
SABAYA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
SACABA,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
SACABAMBA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
SACACA,atencion de partos en domicilio,primer control post parto,2022-07-01,6,6
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
SAN BORJA,atencion de partos en domicilio,primer control post parto,2022-07-01,9,9
SAN BUENA VENTURA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
SAN IGNACIO,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
SAN JAVIER(BNI),atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,primer control post parto,2022-07-01,10,10
SAN MATIAS,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,primer control post parto,2022-07-01,19,19
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,primer control post parto,2022-07-01,4,4
SAN PEDRO DE MACHA,atencion de partos en domicilio,primer control post parto,2022-07-01,13,13
SAN PEDRO(PND),atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
SANTA ANA,atencion de partos en domicilio,primer control post parto,2022-07-01,23,23
SANTIAGO DE CALLAPA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
SANTIAGO DE MACHACA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
SHINAOTA,atencion de partos en domicilio,primer control post parto,2022-07-01,52,52
SICA SICA (VILLA AROMA),atencion de partos en domicilio,primer control post parto,2022-07-01,9,9
SOPACHUY,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
SORACACHI,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
SORATA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
SUCRE,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
TAHUA,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
TAPACARI,atencion de partos en domicilio,primer control post parto,2022-07-01,7,7
TARABUCO,atencion de partos en domicilio,primer control post parto,2022-07-01,4,4
TARIJA,atencion de partos en domicilio,primer control post parto,2022-07-01,11,11
TARVITA,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
TIAHUANACU,atencion de partos en domicilio,primer control post parto,2022-07-01,4,4
TINGUIPAYA,atencion de partos en domicilio,primer control post parto,2022-07-01,10,10
TIRAQUE (CBBA),atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
TOLEDO,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
TOMAVE,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
TOMINA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
TORO TORO,atencion de partos en domicilio,primer control post parto,2022-07-01,10,10
TOTORA(ORR),atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
TRINIDAD,atencion de partos en domicilio,primer control post parto,2022-07-01,2,2
TURCO,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
UMALA,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
UNCIA,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
URIONDO (A. CONCEPCION),atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
UYUNI,atencion de partos en domicilio,primer control post parto,2022-07-01,5,5
VACAS,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
VILLAZON,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
VINTO,atencion de partos en domicilio,primer control post parto,2022-07-01,5,5
VITICHI,atencion de partos en domicilio,primer control post parto,2022-07-01,3,3
WARNES,atencion de partos en domicilio,primer control post parto,2022-07-01,6,6
YACO,atencion de partos en domicilio,primer control post parto,2022-07-01,4,4
YOTALA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
YUNCHARA,atencion de partos en domicilio,primer control post parto,2022-07-01,1,1
ACACIO,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
ACHACACHI,atencion de partos en domicilio,primer control post parto,2022-08-01,16,16
ACHOCALLA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
AIQUILE,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
ANCORAIMES,atencion de partos en domicilio,primer control post parto,2022-08-01,9,9
APOLO,atencion de partos en domicilio,primer control post parto,2022-08-01,6,6
ARAMPAMPA,atencion de partos en domicilio,primer control post parto,2022-08-01,7,7
AUCAPATA,atencion de partos en domicilio,primer control post parto,2022-08-01,5,5
AYATA,atencion de partos en domicilio,primer control post parto,2022-08-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2022-08-01,9,9
AZURDUY,atencion de partos en domicilio,primer control post parto,2022-08-01,6,6
BERMEJO,atencion de partos en domicilio,primer control post parto,2022-08-01,14,14
BOLIVAR,atencion de partos en domicilio,primer control post parto,2022-08-01,6,6
CABEZAS,atencion de partos en domicilio,primer control post parto,2022-08-01,22,22
CAIROMA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
CALACOTO,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
CAMIRI,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
CARACOLLO,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
CARIPUYO,atencion de partos en domicilio,primer control post parto,2022-08-01,6,6
CHACARILLA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2022-08-01,6,6
CHAQUI,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
CHARAGUA,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
CHARAÑA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
CHAYANTA,atencion de partos en domicilio,primer control post parto,2022-08-01,6,6
CHIMORE,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
CHUMA,atencion de partos en domicilio,primer control post parto,2022-08-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
CKOCHAS,atencion de partos en domicilio,primer control post parto,2022-08-01,14,14
COBIJA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
COCHABAMBA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2022-08-01,7,7
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2022-08-01,19,19
CONCEPCION,atencion de partos en domicilio,primer control post parto,2022-08-01,4,4
COPACABANA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
CORO CORO,atencion de partos en domicilio,primer control post parto,2022-08-01,6,6
COROICO,atencion de partos en domicilio,primer control post parto,2022-08-01,7,7
CORQUE,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
COTAGAITA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
COTOCA,atencion de partos en domicilio,primer control post parto,2022-08-01,8,8
CUEVO,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
CULPINA,atencion de partos en domicilio,primer control post parto,2022-08-01,6,6
CURAHUARA DE CARANGAS,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
CURVA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
EL ALTO,atencion de partos en domicilio,primer control post parto,2022-08-01,29,29
EL CHORO,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
EL VILLAR,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
FILADELFIA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2022-08-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2022-08-01,11,11
GUAYARAMERIN,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
GUTIERREZ,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
HUARINA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
HUATAJATA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
HUMANATA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
ICHOCA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
ICLA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
INCAHUASI,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
INQUISIVI,atencion de partos en domicilio,primer control post parto,2022-08-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
IXIAMAS,atencion de partos en domicilio,primer control post parto,2022-08-01,8,8
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
LA GUARDIA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
LA PAZ,atencion de partos en domicilio,primer control post parto,2022-08-01,9,9
LAGUNILLAS,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
LAJA,atencion de partos en domicilio,primer control post parto,2022-08-01,6,6
LLALLAGUA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
LORETO,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
LURIBAY,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
MACHARETI,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
MECAPACA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
MINEROS,atencion de partos en domicilio,primer control post parto,2022-08-01,19,19
MIZQUE,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
MOCOMOCO,atencion de partos en domicilio,primer control post parto,2022-08-01,7,7
MOJOCOYA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
MORO MORO,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
OCURI,atencion de partos en domicilio,primer control post parto,2022-08-01,11,11
ORURO,atencion de partos en domicilio,primer control post parto,2022-08-01,8,8
PADCAYA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
PADILLA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
PALCA,atencion de partos en domicilio,primer control post parto,2022-08-01,5,5
PALOS BLANCOS,atencion de partos en domicilio,primer control post parto,2022-08-01,9,9
PAMPA GRANDE,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
PATACAMAYA,atencion de partos en domicilio,primer control post parto,2022-08-01,5,5
PAZÑA,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
PELECHUCO,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
POCOATA,atencion de partos en domicilio,primer control post parto,2022-08-01,9,9
PORCO,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
POROMA,atencion de partos en domicilio,primer control post parto,2022-08-01,8,8
PORVENIR,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
POTOSI,atencion de partos en domicilio,primer control post parto,2022-08-01,22,22
PRESTO,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
PUCARANI,atencion de partos en domicilio,primer control post parto,2022-08-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
PUERTO GONZALO MORENO,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
PUNA,atencion de partos en domicilio,primer control post parto,2022-08-01,4,4
QUILLACOLLO,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
RAQAYPAMPA(ETA),atencion de partos en domicilio,primer control post parto,2022-08-01,7,7
RAVELO,atencion de partos en domicilio,primer control post parto,2022-08-01,7,7
RIBERALTA,atencion de partos en domicilio,primer control post parto,2022-08-01,5,5
RURRENABAQUE,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
SABAYA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
SACABA,atencion de partos en domicilio,primer control post parto,2022-08-01,5,5
SACABAMBA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
SACACA,atencion de partos en domicilio,primer control post parto,2022-08-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
SAN BORJA,atencion de partos en domicilio,primer control post parto,2022-08-01,11,11
SAN BUENA VENTURA,atencion de partos en domicilio,primer control post parto,2022-08-01,7,7
SAN IGNACIO,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,primer control post parto,2022-08-01,14,14
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
SAN PEDRO,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,primer control post parto,2022-08-01,13,13
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
SAN PEDRO DE MACHA,atencion de partos en domicilio,primer control post parto,2022-08-01,15,15
SAN PEDRO(PND),atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,primer control post parto,2022-08-01,4,4
SANTA ROSA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
SENA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,primer control post parto,2022-08-01,12,12
SICAYA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
SORACACHI,atencion de partos en domicilio,primer control post parto,2022-08-01,3,3
SORATA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
SUCRE,atencion de partos en domicilio,primer control post parto,2022-08-01,6,6
TACOBAMBA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
TAPACARI,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
TARABUCO,atencion de partos en domicilio,primer control post parto,2022-08-01,4,4
TARIJA,atencion de partos en domicilio,primer control post parto,2022-08-01,6,6
TARVITA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
TIAHUANACU,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,primer control post parto,2022-08-01,6,6
TIQUIPAYA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
TOMAVE,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
TOMINA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
TORO TORO,atencion de partos en domicilio,primer control post parto,2022-08-01,11,11
TOTORA(ORR),atencion de partos en domicilio,primer control post parto,2022-08-01,5,5
TRINIDAD,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
TUPIZA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
UMALA,atencion de partos en domicilio,primer control post parto,2022-08-01,6,6
UNCIA,atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en domicilio,primer control post parto,2022-08-01,2,2
URUBICHA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
UYUNI,atencion de partos en domicilio,primer control post parto,2022-08-01,4,4
VALLEGRANDE,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
VIACHA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
VILA VILA,atencion de partos en domicilio,primer control post parto,2022-08-01,1,1
