,group,variable,month,DPT 5TA DOSIS CANTIDAD,DPT 5TA DOSIS CANTIDAD,TOTALES
CAQUIAVIRI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,0,2
CARACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,9,6,15
CARAPARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,4,1,5
CHALLAPATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,1,2
CHIMORE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,1,3
CKOCHAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,8,4,12
CLIZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,9,16,25
COBIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,21,1,22
COCAPATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,3,7,10
COCHABAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,121,26,147
"COLCHA ""K""",vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,4,0,4
COLOMI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,18,13,31
COLQUIRI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,1,1
COMARAPA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,5,0,5
CONCEPCION,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,0,1
COPACABANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,0,1
COTAGAITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,7,6,13
COTOCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,0,1
EL ALTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,89,54,143
EL PUENTE(STC),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,4,5,9
EL PUENTE(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,3,2,5
EL TORNO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,10,5,15
EL VILLAR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,1,3
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,21,16,37
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,5,12,17
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,7,4,11
FILADELFIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,3,4,7
GUAYARAMERIN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,8,1,9
HUACARETA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,5,2,7
HUANUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,1,2
HUARACAJE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,0,1
ICLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,4,1,5
INCAHUASI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,1,3
JESUS DE MACHACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,1,3
LA GUARDIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,7,0,7
LA PAZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,84,0,84
LICOMA PAMPA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,37,37
MACHACAMARCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,3,1,4
MACHARETI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,8,3,11
MAGDALENA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,5,0,5
MAIRANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,0,1
MINEROS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,4,1,5
MIZQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,1,2
MOJOCOYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,3,2,5
MONTEAGUDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,20,1,21
MONTERO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,57,18,75
MORO MORO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,0,1
MOROCHATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,5,4,9
OKINAWA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,9,3,12
OMEREQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,11,12
ORURO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,68,3,71
PADCAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,6,6,12
PADILLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,2,3
PAILON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,9,4,13
PAMPA GRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,3,0,3
PASORAPA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,2,2
PAZÑA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,3,4
POCONA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,6,2,8
POJO (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,3,2,5
POROMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,10,6,16
PORTACHUELO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,15,1,16
PORVENIR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,2,3
POTOSI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,28,10,38
PRESTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,0,1
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,5,6
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,5,0,5
PUERTO RICO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,0,1
PUERTO SILES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,3,0,3
PUERTO SUAREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,14,12,26
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,25,7,32
PUNATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,3,1,4
QUILLACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,15,37,52
RAVELO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,0,2
REYES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,9,0,9
RIBERALTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,5,1,6
ROBORE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,22,2,24
RURRENABAQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,8,6,14
SACABA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,39,66,105
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,1,2
SAN ANDRES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,2,4
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,2,2
SAN BENITO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,3,1,4
SAN BORJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,14,10,24
SAN CARLOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,4,1,5
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,1,2
SAN JOAQUIN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,4,0,4
SAN JULIAN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,7,3,10
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,4,6
SAN LUCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,7,9
SAN PEDRO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,7,0,7
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,6,4,10
SAN PEDRO DE QUEMES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,0,2
SAN RAMON BENI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,2,3
SANTA ANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,6,7,13
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,336,62,398
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,0,2
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,1,1
SENA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,6,7
SHINAOTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,5,0,5
SUCRE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,55,15,70
TACOBAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,2,2
TACOPAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,5,6
TAPACARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,10,11
TARABUCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,3,2,5
TARATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,1,3
TARIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,63,12,75
TARVITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,5,11,16
TIQUIPAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,0,1
TOLATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,2,2
TOLEDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,0,1
TOMINA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,3,3
TORO TORO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,4,4
TRIGAL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,0,2,2
TRINIDAD,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,7,0,7
TUPIZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,3,1,4
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,1,3
UYUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,2,0,2
VALLEGRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,21,0,21
VILLA MONTES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,19,9,28
VILLA TUNARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,22,8,30
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,7,1,8
VILLAZON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,45,3,48
WARNES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,17,3,20
YACUIBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,57,25,82
YOTALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,4,2,6
YUNCHARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,1,6,7
ZUDAÑEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-07-01,3,3,6
ACACIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,1,1
AIQUILE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,10,13
ALCALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,2,3
ANDAMARCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
ANTEQUERA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,2,2
ANZALDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,7,7
ARBIETO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,1,3
ARQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,17,19
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,18,10,28
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,4,5
AZURDUY,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,2,5
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,0,2
BELLA FLOR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,4,4
BERMEJO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,15,50,65
BOLPEBRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,6,7
BUENA VISTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,4,4
"CAIZA ""D""",vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,1,1
CAMARGO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,12,5,17
CAQUIAVIRI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,7,8
CARACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,15,2,17
CARAPARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,1,2
CHAQUI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,2,2
CHIMORE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,7,10
CHUMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
CKOCHAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,2,5
CLIZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,8,2,10
COBIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,23,7,30
COCAPATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,11,12
COCHABAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,109,3,112
"COLCHA ""K""",vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
COLOMI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,5,5,10
COMARAPA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,0,3
CONCEPCION,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,2,4
COPACABANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,3,3
COTAGAITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,4,6,10
COTOCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,131,165,296
EL PUENTE(STC),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,2,4
EL PUENTE(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
EL TORNO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,21,5,26
EL VILLAR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,6,0,6
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,13,11,24
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,4,1,5
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,4,3,7
FILADELFIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,4,7
GUAYARAMERIN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,5,0,5
HUACARETA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,7,0,7
HUANUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,12,2,14
ICLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,4,5
INCAHUASI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,4,6
INQUISIVI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,3,3
IXIAMAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,6,4,10
JESUS DE MACHACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,9,0,9
LA PAZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,86,1,87
LAGUNILLAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,2,2
LLALLAGUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,4,6
LURIBAY,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,2,2
MACHACAMARCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,1,4
MACHARETI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,8,4,12
MAGDALENA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,1,1
MAIRANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,0,3
MINEROS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,13,4,17
MIZQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,8,7,15
MOJOCOYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,3,5
MONTEAGUDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,21,4,25
MONTERO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,60,12,72
MOROCHATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,4,3,7
OKINAWA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,7,10
OMEREQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,7,8
ORURO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,79,3,82
PADCAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,11,5,16
PADILLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,1,2
PAILON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,21,24
PAZÑA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
POCONA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,5,9,14
POJO (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,2,4
POROMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,6,6,12
PORTACHUELO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,16,2,18
PORVENIR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
POTOSI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,43,2,45
PUCARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,1,1
PUERTO ACOSTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,7,7
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,0,3
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,0,3
PUERTO RICO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,0,2
PUERTO SUAREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,10,0,10
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,22,11,33
PUNA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,1,3
PUNATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,5,3,8
QUILLACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,24,64,88
REYES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,10,0,10
RIBERALTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,8,0,8
ROBORE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,12,4,16
RURRENABAQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,5,7,12
SACABA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,21,29,50
SACABAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,3,4
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,4,6,10
SAN ANDRES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,1,4
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,5,8
SAN BENITO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,4,4,8
SAN BORJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,10,38,48
SAN CARLOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,15,1,16
SAN IGNACIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,26,0,26
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,0,2
SAN JAVIER(STC),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,6,4,10
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,10,0,10
SAN JULIAN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,4,5
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,8,0,8
SAN LUCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,9,10
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,13,2,15
SAN PEDRO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,0,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,9,10
SAN PEDRO(PND),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,1,1
SAN RAFAEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,0,2
SANTA ANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,13,0,13
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,333,191,524
SANTA ROSA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,3,0,3
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,2,3
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,4,0,4
SHINAOTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,7,2,9
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,0,2
SORACACHI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
SUCRE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,69,35,104
TACOBAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,1,2
TACOPAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,3,3
TAPACARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,2,3
TARABUCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,5,4,9
TARATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,1,1
TARIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,61,12,73
TARVITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,9,7,16
TIQUIPAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,17,18
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,4,4
TOLATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,1,1
TOMINA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,5,1,6
TORO TORO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,12,14
TOTORA(ORR),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
TRIGAL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,11,0,11
TUPIZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,4,0,4
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,8,4,12
UYUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,0,2,2
VALLEGRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,22,1,23
VILA VILA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,1,0,1
VILLA CHARCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,2,1,3
VILLA MONTES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,14,7,21
VILLA TUNARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-08-01,21,6,27
