,group,variable,month,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTALES
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,19,14,33
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,62,4,66
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,6,7
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,0,2,2
OKINAWA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,13,14,27
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,0,18,18
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,85,35,120
PADCAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,3,10,13
PADILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,4,7,11
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,3,49,52
PAMPA GRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,5,0,5
PAZÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,2,0,2
POCONA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,7,9,16
POJO (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,0,1,1
POROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,4,11,15
PORTACHUELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,9,3,12
PORVENIR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,2,0,2
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,28,27,55
PUCARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,0,1
PUERTO PEREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,0,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,7,10,17
PUERTO RICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,2,5,7
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,14,12,26
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,26,17,43
PUNA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,3,0,3
PUNATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,6,5,11
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,11,18,29
RAVELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,0,2,2
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,10,0,10
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,11,0,11
ROBORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,7,10,17
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,9,34,43
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,47,37,84
SACACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,0,7,7
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,2,3,5
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,4,6,10
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,5,19,24
SAN BENITO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,3,3,6
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,21,25,46
SAN CARLOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,7,2,9
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,4,6,10
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,13,8,21
SAN JULIAN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,77,78
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,8,9
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,8,0,8
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,12,10,22
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,6,3,9
SAN PEDRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,3,5,8
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,4,41,45
SAN PEDRO DE QUEMES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,0,1
SAN PEDRO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,0,10,10
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,5,6,11
SAN RAMON SCZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,22,22,44
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,364,89,453
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,7,4,11
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,0,7,7
SORACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,0,3,3
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,61,39,100
TACOBAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,5,6,11
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,0,1,1
TARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,4,17,21
TARATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,0,1
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,90,51,141
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,6,3,9
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,0,2,2
TOLATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,0,1
TOMINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,3,4
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,2,6,8
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,24,109,133
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,20,33,53
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,7,13,20
URUBICHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,6,0,6
UYUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,0,1,1
VACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,0,1
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,22,3,25
VILA VILA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,0,1,1
VILLA CHARCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,4,0,4
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,19,24,43
VILLA RIVERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,3,4
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,6,6,12
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,2,3
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,26,20,46
VITICHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,2,3
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,48,47,95
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,42,243,285
YAMPARAEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,0,1,1
YAPACANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,0,1
YOTALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,6,7
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-06-01,1,4,5
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,6,3,9
ALCALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,1,1
ANTEQUERA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,1,3
ARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
ARBIETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,8,9
ARQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,3,1,4
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,12,0,12
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,5,5
BELLA FLOR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,6,6
BERMEJO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,17,28,45
BETANZOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,18,18
BOLIVAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,2,3
BOLPEBRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,4,4
"CAIZA ""D""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,4,4
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,15,1,16
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,0,2
CARACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
CARANAVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,1,1
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,4,1,5
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,1,3
CKOCHAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,8,4,12
CLIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,6,13,19
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,21,1,22
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,3,7,10
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,128,26,154
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,4,0,4
COLOMI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,18,13,31
COLQUIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,1,1
COMARAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,5,0,5
CONCEPCION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
COPACABANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,5,6,11
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,65,50,115
EL PUENTE(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,4,5,9
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,3,2,5
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,1,3
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,1,3
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,21,16,37
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,5,12,17
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,7,4,11
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,3,4,7
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,10,1,11
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,5,2,7
HUANUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,2,2
HUARACAJE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,4,1,5
INCAHUASI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,1,3
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,1,3
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,0,2
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,89,0,89
LICOMA PAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,9,9
MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,3,1,4
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,8,3,11
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,5,0,5
MAIRANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
MINEROS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,4,1,5
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,1,2
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,3,2,5
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,20,1,21
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,54,18,72
MORO MORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,5,4,9
OKINAWA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,9,3,12
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,11,12
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,30,0,30
PADCAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,6,6,12
PADILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,2,3
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,9,4,13
PAMPA GRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,3,0,3
PASORAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,2,2
PAZÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,3,4
POCONA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,6,2,8
POJO (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,3,2,5
POROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,10,6,16
PORTACHUELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,15,1,16
PORVENIR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,2,3
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,11,7,18
PRESTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,5,6
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,5,0,5
PUERTO RICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
PUERTO SILES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,3,0,3
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,14,12,26
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,25,7,32
PUNATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,3,3,6
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,13,37,50
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,9,0,9
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,4,1,5
ROBORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,5,2,7
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,8,6,14
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,39,63,102
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,1,2
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,1,3
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,2,2
SAN BENITO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,3,1,4
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,14,10,24
SAN CARLOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,1,3
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,1,2
SAN JULIAN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,7,3,10
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,4,6
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,7,9
SAN PEDRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,7,0,7
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,6,4,10
SAN PEDRO DE QUEMES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,0,2
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,2,3
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,6,7,13
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,498,68,566
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,1,1
SHINAOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,5,0,5
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,55,15,70
TACOBAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,2,2
TACOPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,5,6
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,10,11
TARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,3,2,5
TARATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,1,3
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,64,12,76
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,5,11,16
TIQUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
TOLATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,2,2
TOMINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,3,3
TORO TORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,4,4
TRIGAL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,0,2,2
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,5,0,5
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,14,1,15
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,1,3
UYUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,2,0,2
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,22,0,22
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,19,9,28
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,20,8,28
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,7,1,8
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,45,3,48
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,9,3,12
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,46,25,71
YOTALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,4,2,6
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,1,5,6
ZUDAÑEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-07-01,3,3,6
ACACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,1,1
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,10,13
ALCALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,2,3
ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
ANTEQUERA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,2,2
ANZALDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,7,7
ARAMPAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,3,3
ARBIETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,2,4
ARQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,4,12,16
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,18,10,28
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,4,5
AZURDUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,3,2,5
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,0,2
BELLA FLOR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,4,4
BERMEJO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,15,50,65
BOLPEBRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,6,7
BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,0,4,4
"CAIZA ""D""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,1,3
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,12,5,17
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,7,8
CARACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,15,2,17
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-08-01,2,2,4
