,group,variable,month,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL POST,RAYOS X DENTAL POST,TOTALES
VILLA SERRANO,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
VILLA TUNARI,atencion odontologica,rayos x dental,2024-09-01,0,1,3,5,6,7,8,20,3,1,0,0,0,0,54
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,rayos x dental,2024-09-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
VILLAZON,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
WARNES,atencion odontologica,rayos x dental,2024-09-01,0,0,4,1,3,3,2,7,0,0,0,0,0,0,20
YACUIBA,atencion odontologica,rayos x dental,2024-09-01,1,0,0,0,2,3,7,6,2,1,0,0,0,0,22
YANACACHI,atencion odontologica,rayos x dental,2024-09-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
YOCALLA,atencion odontologica,rayos x dental,2024-09-01,0,0,2,1,1,1,0,5,2,0,0,0,0,0,12
YUNCHARA,atencion odontologica,rayos x dental,2024-09-01,0,0,1,1,0,2,0,4,0,0,0,0,0,0,8
ZUDAÑEZ,atencion odontologica,rayos x dental,2024-09-01,1,0,0,8,0,8,1,11,1,0,0,0,0,0,30
ACACIO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3
ACHACACHI,atencion odontologica,rayos x dental,2024-10-01,1,0,1,0,1,0,0,3,0,0,0,0,0,0,6
ACHOCALLA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AIQUILE,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,1,3,2,1,0,0,0,0,7
ANDAMARCA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
ANTEQUERA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,2,0,4,14,0,0,0,0,0,0,20
ANZALDO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,2,0,0,1,1,0,1,0,0,0,0,5
ARANI,atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,2,1,5,5,1,2,0,0,0,0,17
ATOCHA,atencion odontologica,rayos x dental,2024-10-01,0,0,1,1,0,4,12,24,4,5,0,0,0,0,51
AYATA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
AYO AYO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,1,1,2,0,1,0,0,0,0,0,0,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2024-10-01,0,0,5,1,1,0,15,4,0,1,0,0,0,0,27
BELEN DE URMIRI,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,1,1,2,2,1,0,0,0,0,0,7
BERMEJO,atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,1,1,1,1,0,1,0,0,0,0,6
BETANZOS,atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
CABEZAS,atencion odontologica,rayos x dental,2024-10-01,0,5,37,25,6,7,6,44,2,2,0,0,0,0,134
"CAIZA ""D""",atencion odontologica,rayos x dental,2024-10-01,0,0,2,1,0,0,0,2,0,0,0,0,0,0,5
CAMARGO,atencion odontologica,rayos x dental,2024-10-01,0,0,6,7,6,10,8,31,3,5,0,0,0,0,76
CAPINOTA,atencion odontologica,rayos x dental,2024-10-01,0,0,2,1,0,0,1,3,1,0,0,0,0,0,8
CAQUIAVIRI,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CARACOLLO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,3,8,1,0,0,0,0,0,12
CARANAVI,atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,3,4,6,10,0,0,0,0,0,0,24
CARIPUYO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
CHALLAPATA,atencion odontologica,rayos x dental,2024-10-01,0,0,1,2,3,0,1,3,0,0,0,0,0,0,10
CHAQUI,atencion odontologica,rayos x dental,2024-10-01,0,0,1,1,0,0,3,1,2,1,0,0,0,0,9
CHARAGUA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CHAYANTA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,1,0,0,0,10,0,0,0,0,0,0,11
CHIMORE,atencion odontologica,rayos x dental,2024-10-01,0,1,1,2,2,4,6,14,1,0,0,0,0,0,31
CHUA COCANI,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
CLIZA,atencion odontologica,rayos x dental,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,rayos x dental,2024-10-01,0,1,1,3,0,2,11,36,1,0,0,0,0,0,55
COCHABAMBA,atencion odontologica,rayos x dental,2024-10-01,6,10,72,51,48,68,240,453,149,143,0,0,0,0,1240
COIPASA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,rayos x dental,2024-10-01,1,1,10,7,3,6,17,49,4,4,0,0,0,0,102
"COLCHA ""K""",atencion odontologica,rayos x dental,2024-10-01,0,0,2,2,6,3,8,21,3,5,0,0,0,0,50
COLLANA,atencion odontologica,rayos x dental,2024-10-01,0,0,1,1,2,0,2,3,0,0,0,0,0,0,9
COLQUECHACA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,6,14,5,16,1,1,0,0,0,0,43
COLQUIRI,atencion odontologica,rayos x dental,2024-10-01,0,2,4,7,14,20,18,23,3,3,0,0,0,0,94
CORO CORO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COROICO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CORQUE,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
COTAGAITA,atencion odontologica,rayos x dental,2024-10-01,0,0,1,2,0,8,2,14,3,2,0,0,0,0,32
COTOCA,atencion odontologica,rayos x dental,2024-10-01,0,1,3,1,0,1,3,10,0,2,0,0,0,0,21
CUATRO CAÑADAS,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CUEVO,atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CULPINA,atencion odontologica,rayos x dental,2024-10-01,0,0,2,0,4,6,5,24,3,4,0,0,0,0,48
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2024-10-01,0,0,2,0,2,0,1,3,0,0,0,0,0,0,8
EL ALTO,atencion odontologica,rayos x dental,2024-10-01,2,1,6,5,2,7,14,28,6,3,0,0,0,0,74
EL CHORO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
EL PUENTE(STC),atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
EL PUENTE(TJA),atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,0,0,1,3,0,0,0,0,0,0,5
EL TORNO,atencion odontologica,rayos x dental,2024-10-01,0,0,2,0,0,1,1,7,0,0,0,0,0,0,11
EL VILLAR,atencion odontologica,rayos x dental,2024-10-01,0,0,0,1,1,0,0,2,0,0,0,0,0,0,4
ENTRE RIOS TRJ,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ENTRE RIOS CBBA,atencion odontologica,rayos x dental,2024-10-01,0,1,1,0,0,0,2,3,0,0,0,0,0,0,7
FERNANDEZ ALONSO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
GAIOC JATUN AYLLU YURA,atencion odontologica,rayos x dental,2024-10-01,0,0,1,2,0,1,3,6,0,0,0,0,0,0,13
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,1,2,0,2,10,1,0,0,0,0,0,16
GUANAY,atencion odontologica,rayos x dental,2024-10-01,0,0,1,2,0,2,1,6,0,2,0,0,0,0,14
GUAYARAMERIN,atencion odontologica,rayos x dental,2024-10-01,0,0,1,1,1,3,2,3,1,0,0,0,0,0,12
GUTIERREZ,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
HUACARETA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8
HUANUNI,atencion odontologica,rayos x dental,2024-10-01,0,0,3,6,2,4,14,21,1,0,0,0,0,0,51
HUATAJATA,atencion odontologica,rayos x dental,2024-10-01,0,1,3,1,0,2,2,5,2,0,0,0,0,0,16
INCAHUASI,atencion odontologica,rayos x dental,2024-10-01,0,1,3,0,0,3,2,4,0,1,0,0,0,0,14
INQUISIVI,atencion odontologica,rayos x dental,2024-10-01,0,1,2,3,0,1,1,2,0,0,0,0,0,0,10
IRUPANA (VILLA DE LANZA),atencion odontologica,rayos x dental,2024-10-01,2,0,0,1,0,1,2,2,0,0,0,0,0,0,8
IXIAMAS,atencion odontologica,rayos x dental,2024-10-01,0,0,2,2,0,7,7,13,7,0,0,0,0,0,38
JESUS DE MACHACA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LA ASUNTA,atencion odontologica,rayos x dental,2024-10-01,0,0,3,0,3,10,6,17,0,0,0,0,0,0,39
LA PAZ,atencion odontologica,rayos x dental,2024-10-01,15,25,93,96,70,78,351,615,135,110,0,0,0,0,1588
LAGUNILLAS,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
LAS CARRERAS,atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,0,2,0,7,2,2,0,0,0,0,14
LLALLAGUA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,2,0,3,0,1,0,0,0,0,6
MACHACAMARCA,atencion odontologica,rayos x dental,2024-10-01,0,0,7,4,0,2,7,9,0,4,0,0,0,0,33
MAGDALENA,atencion odontologica,rayos x dental,2024-10-01,1,0,2,3,0,2,3,5,0,1,0,0,0,0,17
MAIRANA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MALLA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MAPIRI,atencion odontologica,rayos x dental,2024-10-01,0,0,1,1,0,1,1,3,0,0,0,0,0,0,7
MECAPACA,atencion odontologica,rayos x dental,2024-10-01,0,0,5,14,1,8,2,19,1,0,0,0,0,0,50
MINEROS,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4
MONTEAGUDO,atencion odontologica,rayos x dental,2024-10-01,0,0,1,3,0,0,1,4,1,2,0,0,0,0,12
MONTERO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
MORO MORO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
NAZACARA DE PACAJES,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
ORURO,atencion odontologica,rayos x dental,2024-10-01,26,30,85,106,72,120,248,443,52,34,0,0,0,0,1216
PADCAYA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PADILLA,atencion odontologica,rayos x dental,2024-10-01,0,0,1,2,1,1,4,9,1,0,0,0,0,0,19
PALOS BLANCOS,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PAMPA AULLAGAS,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,1,2,1,1,0,0,0,0,5
PAMPA GRANDE,atencion odontologica,rayos x dental,2024-10-01,0,0,4,6,4,4,1,8,0,0,0,0,0,0,27
PASORAPA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PATACAMAYA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,3,1,1,4,0,0,0,0,0,0,0,9
PAZÑA,atencion odontologica,rayos x dental,2024-10-01,0,0,2,0,0,2,1,9,0,0,0,0,0,0,14
POCOATA,atencion odontologica,rayos x dental,2024-10-01,0,0,1,1,0,2,5,3,2,12,0,0,0,0,26
POOPO,atencion odontologica,rayos x dental,2024-10-01,1,1,0,6,0,7,14,31,3,5,0,0,0,0,68
PORCO,atencion odontologica,rayos x dental,2024-10-01,0,0,2,0,0,4,5,5,2,0,0,0,0,0,18
POROMA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PORONGO,atencion odontologica,rayos x dental,2024-10-01,0,0,7,8,12,7,10,28,1,1,0,0,0,0,74
POTOSI,atencion odontologica,rayos x dental,2024-10-01,2,0,5,17,7,21,17,70,5,2,0,0,0,0,146
PUCARANI,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
PUERTO ACOSTA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,0,0,4,2,0,0,0,0,0,0,7
PUERTO QUIJARRO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
PUERTO SUAREZ,atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,1,0,1,3,1,0,0,0,0,0,7
PUNA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUNATA,atencion odontologica,rayos x dental,2024-10-01,1,0,3,6,0,1,3,2,3,0,0,0,0,0,19
QUIABAYA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,1,0,0,5,2,0,0,0,0,0,0,8
QUILLACOLLO,atencion odontologica,rayos x dental,2024-10-01,0,1,9,9,14,13,34,38,23,11,0,0,0,0,152
RAVELO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,rayos x dental,2024-10-01,1,1,2,2,1,2,6,18,2,0,0,0,0,0,35
RURRENABAQUE,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
SABAYA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,1,1,0,1,1,1,0,0,0,0,0,5
SACABA,atencion odontologica,rayos x dental,2024-10-01,0,0,15,12,6,8,35,45,14,8,0,0,0,0,143
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2024-10-01,0,0,4,2,0,2,2,4,3,1,0,0,0,0,18
SAMAIPATA,atencion odontologica,rayos x dental,2024-10-01,1,0,5,3,0,1,1,13,3,0,0,0,0,0,27
SAN ANDRES,atencion odontologica,rayos x dental,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3
SAN BORJA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,2,1,15,1,0,0,0,0,0,19
SAN CARLOS,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
SAN JOAQUIN,atencion odontologica,rayos x dental,2024-10-01,1,0,0,1,0,0,0,4,0,0,0,0,0,0,6
SAN JULIAN,atencion odontologica,rayos x dental,2024-10-01,2,3,3,4,7,8,9,8,7,9,0,0,0,0,60
SAN LORENZO(TJA),atencion odontologica,rayos x dental,2024-10-01,0,0,0,2,0,1,1,1,0,0,0,0,0,0,5
SAN LUCAS,atencion odontologica,rayos x dental,2024-10-01,0,0,0,2,0,0,2,6,0,0,0,0,0,0,10
SAN MATIAS,atencion odontologica,rayos x dental,2024-10-01,0,2,2,1,3,0,4,5,3,2,0,0,0,0,22
SAN PEDRO,atencion odontologica,rayos x dental,2024-10-01,0,1,0,0,0,0,0,7,0,0,0,0,0,0,8
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,2,5,7,19,1,6,0,0,0,0,40
SAN PEDRO DE MACHA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,1,2,9,9,14,1,3,0,0,0,0,39
SAN PEDRO DE QUEMES,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,3,0,3,1,3,0,0,0,0,0,10
SAN RAMON SCZ,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,3,4,2,5,0,0,0,0,0,0,14
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2024-10-01,10,30,116,125,81,57,517,783,173,207,0,0,0,0,2099
SANTA ROSA DEL SARA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,4,9,15,0,0,0,0,0,0,28
SANTIAGO DE HUARI,atencion odontologica,rayos x dental,2024-10-01,0,0,3,0,3,4,3,8,1,2,0,0,0,0,24
SANTIAGO DE HUATA,atencion odontologica,rayos x dental,2024-10-01,0,0,3,2,2,3,2,7,1,0,0,0,0,0,20
SANTIVAÑES,atencion odontologica,rayos x dental,2024-10-01,0,1,0,1,0,0,1,5,0,0,0,0,0,0,8
SANTUARIO DE QUILLACAS,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,2,1,2,0,0,0,0,0,5
SENA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SICA SICA (VILLA AROMA),atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,1,2,2,0,2,0,0,0,0,7
SOPACHUY,atencion odontologica,rayos x dental,2024-10-01,0,0,1,2,0,1,1,4,0,1,0,0,0,0,10
SORACACHI,atencion odontologica,rayos x dental,2024-10-01,0,0,5,1,1,1,0,6,3,2,0,0,0,0,19
SORATA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,1,2,1,5,0,4,1,0,0,0,0,14
SUCRE,atencion odontologica,rayos x dental,2024-10-01,3,2,35,21,27,22,71,141,16,30,0,0,0,0,368
TACACHI,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TARABUCO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,3,3,7,0,0,0,0,0,0,13
TARATA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,2,0,1,3,11,1,1,0,0,0,0,19
TARIJA,atencion odontologica,rayos x dental,2024-10-01,1,1,162,162,9,18,624,639,33,7,0,0,0,0,1656
TIAHUANACU,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TINGUIPAYA,atencion odontologica,rayos x dental,2024-10-01,0,0,1,5,3,2,1,2,0,0,0,0,0,0,14
TOLATA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOLEDO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,2,2,1,2,0,0,0,0,0,7
TOMAVE,atencion odontologica,rayos x dental,2024-10-01,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3
TORO TORO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
TRIGAL,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TRINIDAD,atencion odontologica,rayos x dental,2024-10-01,0,3,8,16,3,7,6,44,1,2,0,0,0,0,90
TUPIZA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,0,1,3,21,5,0,0,0,0,0,30
TURCO,atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,0,0,6,5,3,2,0,0,0,0,17
UMALA,atencion odontologica,rayos x dental,2024-10-01,0,0,2,0,0,0,0,3,0,0,0,0,0,0,5
UNCIA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,1,0,2,4,9,1,1,0,0,0,0,18
URIONDO (A. CONCEPCION),atencion odontologica,rayos x dental,2024-10-01,0,0,0,3,0,0,1,5,0,0,0,0,0,0,9
UYUNI,atencion odontologica,rayos x dental,2024-10-01,0,1,9,6,10,16,24,40,9,3,0,0,0,0,118
VALLEGRANDE,atencion odontologica,rayos x dental,2024-10-01,0,0,2,0,2,4,1,11,1,2,0,0,0,0,23
VIACHA,atencion odontologica,rayos x dental,2024-10-01,6,4,9,16,2,7,9,56,1,0,0,0,0,0,110
VILA VILA,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,6,3,1,3,0,0,0,0,0,0,13
VILLA CHARCAS,atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,1,0,0,6,0,1,0,0,0,0,9
VILLA MONTES,atencion odontologica,rayos x dental,2024-10-01,0,1,3,1,1,0,5,17,7,0,0,0,0,0,35
VILLA SERRANO,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
VILLA TUNARI,atencion odontologica,rayos x dental,2024-10-01,1,1,2,1,3,5,5,19,0,2,0,0,0,0,39
VILLAZON,atencion odontologica,rayos x dental,2024-10-01,0,0,3,1,2,0,2,4,1,2,0,0,0,0,15
WARNES,atencion odontologica,rayos x dental,2024-10-01,0,1,4,1,0,0,5,6,1,0,0,0,0,0,18
YACUIBA,atencion odontologica,rayos x dental,2024-10-01,0,0,2,1,0,2,2,0,0,1,0,0,0,0,8
YANACACHI,atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
YOCALLA,atencion odontologica,rayos x dental,2024-10-01,1,0,1,1,0,0,0,4,0,0,0,0,0,0,7
YUNCHARA,atencion odontologica,rayos x dental,2024-10-01,0,0,1,0,1,0,0,6,0,0,0,0,0,0,8
ZUDAÑEZ,atencion odontologica,rayos x dental,2024-10-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
ACHACACHI,atencion odontologica,rayos x dental,2024-11-01,0,0,0,1,2,0,3,10,0,0,0,0,0,0,16
ACHOCALLA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AIQUILE,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,7,5,4,2,0,0,0,0,18
ANCORAIMES,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
ANTEQUERA,atencion odontologica,rayos x dental,2024-11-01,0,0,3,3,2,1,1,4,2,0,0,0,0,0,16
ANZALDO,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4
ARANI,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,1,1,7,9,1,3,0,0,0,0,22
ATOCHA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,2,1,3,14,15,0,2,0,0,0,0,37
AUCAPATA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AYATA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,1,0,1,1,3,1,0,0,0,0,0,7
AYO AYO,atencion odontologica,rayos x dental,2024-11-01,0,0,0,2,1,1,0,2,0,4,0,0,0,0,10
BATALLAS,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BELEN DE URMIRI,atencion odontologica,rayos x dental,2024-11-01,0,0,3,0,3,0,3,3,1,1,0,0,0,0,14
BERMEJO,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4
BETANZOS,atencion odontologica,rayos x dental,2024-11-01,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4
CABEZAS,atencion odontologica,rayos x dental,2024-11-01,5,1,25,32,7,5,10,33,1,1,0,0,0,0,120
"CAIZA ""D""",atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CAMARGO,atencion odontologica,rayos x dental,2024-11-01,0,0,7,3,11,5,14,23,3,8,0,0,0,0,74
CAPINOTA,atencion odontologica,rayos x dental,2024-11-01,0,0,1,0,0,1,3,2,2,1,0,0,0,0,10
CAQUIAVIRI,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,1,0,0,2,1,0,0,0,0,0,4
CARACOLLO,atencion odontologica,rayos x dental,2024-11-01,0,1,3,2,1,4,6,12,1,1,0,0,0,0,31
CARANAVI,atencion odontologica,rayos x dental,2024-11-01,1,1,2,3,2,4,2,7,1,1,0,0,0,0,24
CARIPUYO,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
CHALLAPATA,atencion odontologica,rayos x dental,2024-11-01,0,1,3,0,0,0,0,10,0,0,0,0,0,0,14
CHAQUI,atencion odontologica,rayos x dental,2024-11-01,0,0,3,0,0,2,2,3,0,0,0,0,0,0,10
CHARAGUA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,2,1,0,2,1,1,0,0,0,0,0,7
CHAYANTA,atencion odontologica,rayos x dental,2024-11-01,1,0,0,0,0,2,0,9,0,0,0,0,0,0,12
CHIMORE,atencion odontologica,rayos x dental,2024-11-01,0,2,0,0,1,2,5,15,2,4,0,0,0,0,31
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,rayos x dental,2024-11-01,0,0,1,0,0,0,2,4,0,0,0,0,0,0,7
COBIJA,atencion odontologica,rayos x dental,2024-11-01,0,0,1,1,2,5,8,20,4,0,0,0,0,0,41
COCHABAMBA,atencion odontologica,rayos x dental,2024-11-01,10,8,57,60,30,61,251,414,158,137,0,0,0,0,1186
COIPASA,atencion odontologica,rayos x dental,2024-11-01,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4
COLCAPIRHUA,atencion odontologica,rayos x dental,2024-11-01,2,2,8,9,6,5,11,45,3,6,0,0,0,0,97
"COLCHA ""K""",atencion odontologica,rayos x dental,2024-11-01,0,0,3,0,0,3,5,7,8,0,0,0,0,0,26
COLLANA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,5,1,0,0,0,0,0,0,6
COLQUECHACA,atencion odontologica,rayos x dental,2024-11-01,0,1,1,3,2,6,8,15,2,0,0,0,0,0,38
