,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) POST,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) POST,TOTALES
VIACHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,4,3,1,3,0,0,0,1,0,0,0,0,0,0,12
VILLA CHARCAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,1,1,4,1,1,2,4,0,0,0,0,0,0,14
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,0,0,0,1,1,0,1,1,0,0,0,0,4
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,1,3,8,9,5,6,3,12,1,1,0,0,0,0,49
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,1,3,2,0,0,3,2,8,0,2,0,0,0,0,21
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,1,1,1,7,1,2,0,10,0,0,0,0,0,0,23
VILLAZON,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,3,4,1,3,1,3,0,0,0,0,0,0,15
VINTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,1,0,3,1,0,0,0,2,1,0,0,0,0,0,8
VITICHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,5
WARNES,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
YACO,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,1,0,4,4,0,1,1,0,0,0,0,0,0,0,11
YACUIBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,1,1,1,0,2,0,0,0,0,0,0,0,5
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,0,1,0,4,4,4,1,0,0,0,0,0,14
YANACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
YOCALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
YOTALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,5,2,1,2,0,5,1,4,1,0,0,0,0,0,21
YUNGUYO DE LITORAL,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,0,3,0,1,1,4,0,0,0,0,0,0,9
ACHACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
ACHOCALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,6,4,2,3,0,0,1,1,0,0,0,0,0,0,17
AIQUILE,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,4,3,0,0,0,1,0,0,0,0,0,0,9
ALCALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,5,0,1,1,1,3,1,0,0,0,0,0,13
ALTO BENI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
ANDAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,2,1,0,0,0,0,1,0,0,0,0,0,5
ANZALDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,4,11,10,0,0,0,0,0,0,0,0,0,0,25
APOLO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
ARANI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,0,1,1,1,4,2,0,0,0,0,0,0,0,11
ARBIETO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,3,1,1,0,0,0,2,0,0,0,0,0,0,8
ARQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,3,3,0,2,4,4,0,1,0,0,0,0,17
ATOCHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,1,1,1,0,5,0,0,0,0,0,0,9
AUCAPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AYATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
AYO AYO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,1,1,1,3,1,4,1,0,0,0,0,0,13
AZURDUY,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,0,1,3,1,1,4,9,0,1,0,0,0,0,22
BATALLAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
BETANZOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CABEZAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,9,6,0,2,2,27,0,0,0,0,0,0,46
CAIROMA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8
"CAIZA ""D""",atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,2,0,1,2,0,0,0,0,0,0,0,0,0,6
CAJUATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,3,1,1,0,0,1,0,0,0,0,0,0,6
CALAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,0,1,0,1,0,3,0,0,0,0,0,0,6
CAMARGO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,2,12,6,0,5,3,9,0,1,0,0,0,0,40
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
CAMIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,14,9,11,35,11,10,7,40,5,4,0,0,0,0,146
CAPINOTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,3,0,0,3,0,2,0,0,0,0,0,0,9
CAQUIAVIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CARACOLLO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,2,0,1,2,0,1,0,0,0,0,0,0,0,7
CARANAVI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,0,4,9,2,0,0,0,1,0,0,0,0,0,18
CARANGAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CARAPARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
CARIPUYO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,2,3,0,0,2,6,1,0,0,0,0,0,14
CHAQUI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4
CHARAGUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,5,7,3,5,0,7,3,10,0,2,0,0,0,0,42
CHAYANTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
CHIMORE,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,2,1,1,1,0,3,0,0,0,0,0,0,9
CHIPAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CHUA COCANI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,12,14,0,0,0,0,0,0,0,0,0,0,26
CLIZA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,4,2,5,1,1,1,10,0,0,0,0,0,0,25
COBIJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,11,8,0,3,0,1,3,5,0,0,0,0,0,0,31
COCAPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,38,40,57,75,16,21,49,118,26,28,0,0,0,0,468
COIPASA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,1,1,1,0,1,5,4,5,0,0,0,0,0,19
"COLCHA ""K""",atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,2,1,0,1,0,0,1,0,0,0,0,0,0,6
COLOMI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,2,0,1,2,0,0,0,0,0,0,0,0,6
COLPA BELGICA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,3,0,13,6,13,12,11,67,0,0,0,0,0,0,125
COLQUECHACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COLQUIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
COMARAPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,1,5,4,0,0,0,2,0,0,0,0,0,0,13
CORIPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CORQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COTAGAITA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,2,0,1,2,2,0,0,0,0,0,0,0,7
CRUZ DE MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,3,5,1,3,4,4,1,0,0,0,0,0,21
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,0,3,5,0,0,0,0,0,0,0,0,0,0,10
CULPINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,1,2,4,1,6,5,6,0,0,0,0,0,0,26
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4
EL ALTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,11,20,19,22,8,17,15,59,7,3,0,0,0,0,181
EL PUENTE(STC),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
EL PUENTE(TJA),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,2,0,0,2,4,0,1,0,0,0,0,10
EL TORNO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,1,1,0,0,0,3,0,0,0,0,0,0,6
EL VILLAR,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,2,0,1,2,4,0,0,0,0,0,0,9
ENTRE RIOS TRJ,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,0,0,3,5,0,0,0,0,0,0,9
FILADELFIA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
GUANAY,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,3,0,0,0,0,0,0,2,0,0,0,0,5
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,4,2,3,2,0,1,2,0,0,0,0,0,0,14
HUACARETA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,2,0,0,1,1,1,5,1,0,0,0,0,0,11
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
HUANUNI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,0,1,1,2,2,3,1,0,0,0,0,0,11
HUARINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
HUATAJATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,1,3,2,0,1,0,5,0,0,0,0,0,0,13
ICLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,0,3,1,0,0,4,0,0,0,0,0,0,9
INCAHUASI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,3,2,1,0,1,1,3,0,1,0,0,0,0,13
INQUISIVI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LA ASUNTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3
LA GUARDIA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,6,5,1,0,2,0,2,7,0,0,0,0,0,0,23
LA PAZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,53,47,99,75,18,21,24,47,6,8,0,0,0,0,398
LAGUNILLAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LAJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,3,0,1,0,0,0,0,1,0,0,0,0,0,7
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,2,0,1,1,1,0,0,0,0,0,0,0,0,5
LLALLAGUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,1,0,2,1,0,0,0,0,0,0,0,0,0,5
LURIBAY,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,2,0,0,1,1,0,0,0,0,0,0,4
MACHARETI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,5,9,2,2,0,1,0,5,1,0,0,0,0,0,25
MAIRANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
MALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,1,1,0,1,2,0,0,0,0,0,0,0,0,6
MIZQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,1,2,1,2,0,4,0,0,0,0,0,0,11
MOCOMOCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,1,1,4,0,0,1,0,0,0,0,0,0,0,9
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,8,2,13,1,3,1,11,0,2,0,0,0,0,42
MONTERO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MOROCHATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3
OCURI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,3,1,4,10,0,1,0,0,0,0,0,0,0,0,19
OMEREQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
ORURO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,18,29,44,46,70,52,99,133,23,13,0,0,0,0,527
PADILLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,2,9,6,1,4,3,14,1,2,0,0,0,0,44
PALCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,2,0,0,0,1,0,1,0,0,0,0,0,0,4
PALOS BLANCOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,3,1,4,8,1,0,1,1,0,0,0,0,0,0,19
PAMPA AULLAGAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
PASORAPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
PATACAMAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,6
PAZÑA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,2,1,0,1,0,0,0,0,0,0,5
POCOATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,5,10,0,1,1,0,0,0,0,0,0,0,0,19
POCONA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4
POJO (CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,3,0,0,4,6,9,0,1,0,0,0,0,24
POOPO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3
PORCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,0,1,0,0,0,2,0,0,0,0,0,0,4
POROMA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,2,3,6,2,0,0,5,0,0,0,0,0,0,20
PORONGO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,1,1,2,1,0,0,0,0,0,0,6
PORVENIR,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,3,1,5,4,3,1,2,1,0,0,0,0,0,0,20
PRESTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,5,3,0,1,1,3,7,0,0,0,0,0,0,20
PUERTO CARABUCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
PUERTO GONZALO MORENO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PUERTO QUIJARRO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,9,1,29,0,0,0,0,39
PUERTO SUAREZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,5,3,3,2,2,2,4,4,0,0,0,0,0,0,25
PUNA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,4,0,0,1,0,0,0,0,0,0,0,0,0,0,5
PUNATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,1,7,4,0,1,1,1,1,1,0,0,0,0,18
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,3,6,9,7,4,12,8,22,1,4,0,0,0,0,76
QUIME,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,1,3,0,1,0,0,0,0,5
RIBERALTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,4,3,14,5,5,5,1,9,2,0,0,0,0,0,48
RURRENABAQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
SACABA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,13,15,31,29,4,8,13,34,5,5,0,0,0,0,157
SACABAMBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SACACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,2,0,0,1,0,0,0,0,0,0,0,0,4
SAN ANDRES DE MACHACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ANTONIO DE ESMORUCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
SAN BORJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,8,5,30,0,2,0,0,0,0,45
SAN BUENA VENTURA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8
SAN IGNACIO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,3,2,1,1,1,0,0,0,0,0,0,9
SAN JAVIER(STC),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,4,1,3,0,10,0,0,0,0,0,0,18
SAN JULIAN,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,3,4,5,6,6,8,9,11,8,2,0,0,0,0,62
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,5,1,8,11,0,0,2,10,0,0,0,0,0,0,37
SAN MATIAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,10,12,16,19,3,5,10,11,7,4,0,0,0,0,97
SAN PABLO DE LIPEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,1,5,4,13,3,0,0,0,0,0,0,0,0,28
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,7,3,2,5,2,5,3,0,0,0,0,0,27
SANTA ANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,154,170,62,69,15,18,29,117,21,25,0,0,0,0,680
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,3,0,0,1,1,1,0,0,0,0,0,0,7
SANTIAGO DE HUATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,2,2,0,0,3,0,0,0,0,0,0,7
SANTIVAÑES,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
SANTUARIO DE QUILLACAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHINAOTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,4,1,4,0,1,0,2,0,0,0,0,0,0,14
SOPACHUY,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,6,2,1,0,0,3,0,0,0,0,0,0,12
SORACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,2,1,1,1,0,0,0,0,0,0,0,0,5
SORATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SUCRE,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,41,40,47,51,20,32,40,113,3,9,0,0,0,0,396
