,group,variable,month,TOTAL 1611 EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,TOTAL 1611 EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,TOTALES
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,12,3,15
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,1,2
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,9,2,11
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,4,4
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,2,1,3
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,4,4
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,2,3,5
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,3,4,7
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,6,5,11
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,48,51,99
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,3,3
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,3,0,3
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,35,44,79
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,2,1,3
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,2,3
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,4,5,9
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,1,1
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,2,1,3
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,3,2,5
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,72,60,132
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,3,4
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,2,0,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,8,0,8
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,10,8,18
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,5,12,17
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,2,2,4
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,5,5,10
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,1,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,2,3,5
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,1,1
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,3,4
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,1,2
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,2,1,3
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,2,2,4
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,1,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,2,3,5
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,3,0,3
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,2,2,4
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,2,3
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,8,4,12
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,169,194,363
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,1,2
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,5,1,6
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,6,4,10
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,3,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,17,20,37
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,6,3,9
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,2,2
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,19,13,32
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,8,6,14
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,5,5,10
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,2,4,6
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,1,2
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,1,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,2,2,4
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,0,0,0
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,2,2,4
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,0,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,1,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,30,18,48
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-09-01,1,2,3
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,1,1
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,8,6,14
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,0,0
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,16,12,28
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,0,1
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,0,0
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,0,0
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,1,2
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,0,0
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,1,1
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,3,0,3
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,4,1,5
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,25,22,47
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,2,2,4
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,0,0
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,3,2,5
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,9,7,16
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,0,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,3,1,4
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,1,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,3,4,7
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,4,2,6
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,0,0
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,2,2
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,0,0
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,1,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,43,46,89
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,0,0
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,1,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,0,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,2,0,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,7,3,10
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,1,2
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,3,4
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,3,2,5
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,1,1
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,1,2
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,2,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,9,13,22
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,6,1,7
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,0,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,1,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,2,3,5
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,0,0
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,3,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,3,4
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,3,3,6
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,1,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,0,0
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,12,6,18
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,0,0
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,6,9,15
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,0,0
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,38,39,77
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,1,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,13,10,23
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,2,0,2
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,0,0
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,6,3,9
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,1,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,1,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,1,2
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,29,27,56
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-10-01,1,1,2
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,2,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,4,1,5
AUCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,19,18,37
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,8,9
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,0,1
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,2,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,3,2,5
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,2,1,3
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,36,31,67
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,3,3
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,9,10,19
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,0,1
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,2,2
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,2,0,2
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,1,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,8,9
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
FILADELFIA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,0,1
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,1,2
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,1,2
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,3,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,65,59,124
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,1,2
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,2,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,2,0,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,6,1,7
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,0,1
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,1,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,1,1
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,2,2,4
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,0,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,2,2
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,2,1,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,3,0,3
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,2,2,4
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,1,1
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,5,2,7
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,0,0,0
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,1,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,3,2,5
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       epilepsia / convulsiones / ataques,2014-11-01,1,0,1
