,group,variable,month,TOTAL 1610 EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,TOTAL 1610 EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,TOTALES
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,57,118,175
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,2,2,4
SENA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,45,93,138
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,15,23,38
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,2,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,4,8,12
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,1,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,1,1,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,0,0
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,11,26,37
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-11-01,2,1,3
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,2,3,5
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,1,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,110,123,233
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,2,3,5
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,1,2
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,2,4,6
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,2,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,7,48,55
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,2,2,4
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,4,5
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,0,0
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,7,8
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,60,107,167
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,3,3
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,0,1
MOCOMOCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,10,14,24
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,3,2,5
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,1,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,4,1,5
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,1,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,0,0
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,6,6,12
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,2,1,3
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,19,114,133
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,0,0
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,2,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,2,1,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,2,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,18,55,73
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,0,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,2,0,2
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,44,101,145
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,2,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,17,19,36
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,0,0
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,4,5
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,3,4
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,0,0
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,0,0
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,4,4,8
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,4,4
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,22,28,50
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,1,0,1
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-12-01,0,1,1
