,group,variable,month,TOTAL 16.1 CARDIOVASCULARES CANTIDAD,TOTAL 16.1 CARDIOVASCULARES CANTIDAD,TOTALES
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,6,7
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,3,2,5
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,1,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,1,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,3,3,6
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,5,10,15
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,11,20,31
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,1,1
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,1,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,13,10,23
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,76,106,182
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,3,7,10
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,1,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,0,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,1,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,43,41,84
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,2,4
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,15,16,31
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,0,2
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,6,5,11
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,20,17,37
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,4,7,11
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,6,1,7
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,3,3,6
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,4,4,8
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,1,3
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,1,3
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,7,8
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,11,2,13
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,6,10,16
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,2,2
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,1,2
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,2,4
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,3,15,18
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,10,11,21
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,6,8
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,27,31,58
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,3,3
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,1,1
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,3,3,6
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,0,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,11,17,28
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,7,1,8
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,1,3
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,4,5,9
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,757,982,1739
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,4,5
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,12,13,25
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,28,34,62
TACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,2,2
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,1,2
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,8,11,19
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,4,4,8
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,85,102,187
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,9,6,15
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,6,5,11
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,5,7,12
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,7,18,25
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,242,148,390
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,3,3
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,18,33,51
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,4,2,6
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,15,17,32
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,21,27,48
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,7,8,15
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,5,4,9
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,4,5,9
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,18,12,30
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,10,7,17
YACO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,84,138,222
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,4,11,15
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,4,6
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,19,17,36
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,2,3
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,13,14,27
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,7,3,10
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,2,7,9
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,1,2
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,2,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,14,25,39
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,4,6,10
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,7,10,17
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,0,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
CAMATAQUI (C. VILLA ABECIA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,3,1,4
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,1,1
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,4,1,5
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,3,0,3
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,2,0,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,5,1,6
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,23,26,49
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,2,4,6
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,1,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,2,0,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,2,2
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,2,2,4
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,16,19,35
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,38,34,72
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,2,4,6
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,2,1,3
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,1,1
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,2,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,4,0,4
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,7,8
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,1,2
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,4,4
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,3,3,6
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,2,3,5
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,2,4,6
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,6,9,15
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,99,82,181
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,3,4
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,1,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,3,1,4
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,3,2,5
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,3,3,6
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,1,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,4,8,12
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,19,24,43
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,8,6,14
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,2,3
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
PAMPA AULLAGAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,2,2
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,2,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,2,3
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,2,2,4
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,38,57,95
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,7,8,15
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,0,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,12,4,16
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,2,2
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,2,2
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,0,1
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,0,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,5,9,14
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,2,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,4,3,7
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,2,1,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,1,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,2,3,5
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,3,4
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,105,143,248
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,2,5,7
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,9,18,27
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,70,82,152
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,4,5,9
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,33,25,58
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,6,3,9
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,3,5,8
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,5,2,7
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,4,3,7
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,2,7,9
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,2,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,9,6,15
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,6,6
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,1,1
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,0,0,0
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-10-01,1,6,7
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,1,3
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,0,0,0
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,3,1,4
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,4,2,6
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,0,4,4
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,1,3
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,7,6,13
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,3,0,3
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,7,7,14
CAMATAQUI (C. VILLA ABECIA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,0,0,0
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,3,1,4
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,2,4
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,1,3
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,0,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,4,5,9
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,0,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,20,14,34
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,4,7,11
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,1,2
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,0,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,1,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,0,2,2
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,5,7
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,2,4
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,12,14,26
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,0,0,0
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,59,51,110
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,7,3,10
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,8,5,13
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,5,5,10
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,9,11
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,2,4
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,0,1,1
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,1,2
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,3,3,6
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,0,2
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,1,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,1,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,89,115,204
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,12,13
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,4,6
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,1,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,4,6
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,3,1,4
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,0,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,55,20,75
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,0,0,0
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,7,6,13
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,7,8
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,1,2
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,1,3
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,1,2
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,2,4
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,3,3,6
