,group,variable,month,TOTAL 16.7 SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,TOTAL 16.7 SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
BELLA FLOR,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,12,7,19
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,32,114,146
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,2,4,6
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,3,2,5
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,2,3
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,4,8,12
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,5,21,26
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,2,3
CHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,0,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,3,3
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,1,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,30,45,75
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,96,465,561
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,3,6,9
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,1,2
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,3,1,4
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,2,2
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,3,4
CUEVO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,3,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,246,736,982
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,2,4,6
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,2,2
FILADELFIA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,3,5,8
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,0,1
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,2,12,14
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,3,2,5
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,5,0,5
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,2,2,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,209,655,864
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,1,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,21,33,54
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,14,12,26
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,67,496,563
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,2,9,11
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,2,6,8
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,3,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,17,99,116
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,2,4,6
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,2,9,11
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,4,4
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,2,3
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,12,60,72
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,3,43,46
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,19,20
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,10,21,31
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,6,6
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,2,3,5
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,2,1,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,8,6,14
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,17,35,52
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,2,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,390,860,1250
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,3,13,16
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,0,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,8,36,44
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,2,2
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,2,0,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,54,159,213
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,88,261,349
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,4,10,14
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,22,73,95
TODOS SANTOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,5,29,34
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,105,392,497
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,12,13
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,5,2,7
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,2,2,4
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,50,60,110
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,1,2
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,2,0,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,0,6,6
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,1,0,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,7,14,21
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,16,18,34
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-08-01,15,27,42
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,2,1,3
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,3,1,4
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,1,2
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,5,5
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,0,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,4,4
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,2,2
BELLA FLOR,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,16,8,24
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,79,124,203
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,2,4,6
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,2,4,6
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,3,4
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,3,18,21
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,2,6,8
CHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,5,6
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,2,5,7
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,61,70,131
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,223,733,956
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,0,1
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,2,1,3
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,4,5
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,0,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,4,4
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,255,794,1049
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,0,1
FILADELFIA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,2,2,4
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,6,7
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,6,7
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,8,9
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,2,4,6
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,3,4
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,2,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,1,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,214,654,868
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,2,0,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,9,23,32
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,94,468,562
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,3,3
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,3,4,7
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,16,96,112
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,1,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,6,9,15
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,2,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,2,3
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,10,130,140
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,4,2,6
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,1,2
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,19,21,40
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,0,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,2,0,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,19,22,41
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,3,2,5
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,1,2
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,6,14,20
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,10,9,19
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,275,799,1074
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,4,9,13
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,6,2,8
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,51,51
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,7,8
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,26,192,218
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,3,3
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,14,14
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,49,194,243
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,8,8
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,23,77,100
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,4,4
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,5,6,11
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,2,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,16,54,70
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,3,12,15
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,2,3,5
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,8,13,21
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,40,48,88
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,3,6,9
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,1,1,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,2,2,4
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,19,23,42
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,40,0,40
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,5,14,19
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-09-01,0,1,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-10-01,80,0,80
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-10-01,57,0,57
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-10-01,346,0,346
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-10-01,32,0,32
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-10-01,2,0,2
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-10-01,61,0,61
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-10-01,1,0,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-10-01,3,0,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-10-01,13,0,13
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-10-01,541,0,541
