,group,variable,month,ANTI AMARÍLICA,ANTI AMARÍLICA,TOTALES,TOTALES,TOTALES
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,23,11,23,11,34
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,4,16,4,16,20
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,41,62,41,62,103
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,0,32,0,32,32
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,17,9,17,9,26
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,19,34,19,34,53
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,22,31,22,31,53
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,24,9,24,9,33
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,29,17,29,17,46
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,31,55,31,55,86
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,0,15,0,15,15
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,0,15,0,15,15
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,3,11,3,11,14
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,6,9,6,9,15
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,4,13,4,13,17
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,8,0,8,0,8
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,16,8,16,8,24
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,2341,85,2341,85,2426
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,16,11,16,11,27
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,14,10,14,10,24
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,2,5,2,5,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,3,12,3,12,15
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,0,10,0,10,10
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,4,2,4,2,6
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,0,7,0,7,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,1,10,1,10,11
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,1,15,1,15,16
SENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,11,0,11,0,11
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,40,1,40,1,41
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,32,16,32,16,48
SICAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,2,24,2,24,26
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,61,5,61,5,66
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,9,11,9,11,20
SORACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,6,21,6,21,27
SORATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,38,18,38,18,56
SUCRE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,532,65,532,65,597
TACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,2,0,2,0,2
TACACOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,6,7,6,7,13
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,0,7,0,7,7
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,2,17,2,17,19
TAPACARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,38,24,38,24,62
TARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,29,28,29,28,57
TARACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,3,1,3,1,4
TARATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,15,0,15,0,15
TARIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,324,36,324,36,360
TARVITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,15,19,15,19,34
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,4,13,4,13,17
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,14,14,14,14,28
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,12,39,12,39,51
TIPUANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,2,18,2,18,20
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,82,5,82,5,87
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,12,35,12,35,47
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,4,2,4,2,6
TOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,0,5,0,5,5
TOLATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,6,4,6,4,10
TOLEDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,3,8,3,8,11
TOMAVE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,6,30,6,30,36
TOMINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,5,7,5,7,12
TORO TORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,10,23,10,23,33
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,13,10,13,10,23
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,7,6,7,6,13
TRIGAL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,1,2,1,2,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,179,33,179,33,212
TUPIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,71,21,71,21,92
TURCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,0,8,0,8,8
UMALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,9,3,9,3,12
UNCIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,15,29,15,29,44
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,17,14,17,14,31
URUBICHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,10,5,10,5,15
UYUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,19,0,19,0,19
VACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,0,22,0,22,22
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,20,7,20,7,27
VIACHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,63,8,63,8,71
VILA VILA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,1,12,1,12,13
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,16,25,16,25,41
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,42,25,42,25,67
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,2,2,2,2,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,5,19,5,19,24
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,16,9,16,9,25
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,86,60,86,60,146
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,11,13,11,13,24
VILLAZON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,42,20,42,20,62
VINTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,120,0,120,0,120
VITICHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,3,8,3,8,11
WARNES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,171,46,171,46,217
YACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,2,5,2,5,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,138,34,138,34,172
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,4,6,4,6,10
YANACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,2,8,2,8,10
YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,39,27,39,27,66
YOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,15,0,15,0,15
YOTALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,6,5,6,5,11
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-10-01,6,29,6,29,35
ACACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,16,18,16,18,34
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,32,23,32,23,55
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,6,14,6,14,20
AIQUILE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,21,12,21,12,33
ALALAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,3,0,3,3
ALCALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1,4,1,4,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,9,3,9,3,12
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,14,1,14,1,15
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,2,1,2,1,3
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,2,4,2,4,6
ANZALDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,7,29,7,29,36
APOLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,14,8,14,8,22
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,10,22,10,22,32
ARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,15,8,15,8,23
ARBIETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,13,20,13,20,33
ARQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,23,9,23,9,32
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,54,0,54,0,54
ATOCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,10,19,10,19,29
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,9,0,9,9
AYATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,22,0,22,22
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,30,39,30,39,69
AZURDUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,9,18,9,18,27
BATALLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,24,14,24,14,38
BAURES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,3,7,3,7,10
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,2,0,2,2
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,7,0,7,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,26,20,26,20,46
BETANZOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,21,32,21,32,53
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,8,30,8,30,38
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,4,0,4,4
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,7,0,7,7
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,5,6,5,6,11
CABEZAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,18,111,18,111,129
CAIROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,8,14,8,14,22
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,9,6,9,6,15
CAJUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,6,3,6,3,9
CALACOTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1,2,1,2,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,12,7,12,7,19
CAMARGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,18,9,18,9,27
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1,2,1,2,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,67,12,67,12,79
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,20,0,20,0,20
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,8,6,8,6,14
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,52,0,52,52
CARANAVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,76,35,76,35,111
CARANGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,1,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,9,25,9,25,34
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1,28,1,28,29
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,12,0,12,12
CATACORA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,2,0,2,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,3,0,3,0,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,25,31,25,31,56
CHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1,10,1,10,11
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,10,91,10,91,101
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,2,3,2,3,5
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,20,10,20,10,30
CHIMORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,32,9,32,9,41
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,3,0,3,0,3
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,26,15,26,15,41
CHUMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,6,11,6,11,17
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,3,15,3,15,18
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,39,19,39,19,58
CLIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,34,12,34,12,46
COBIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,68,46,68,46,114
COCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,6,34,6,34,40
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1000,5,1000,5,1005
COIPASA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,3,0,3,0,3
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,101,4,101,4,105
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,17,10,17,10,27
COLLANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1,5,1,5,6
COLOMI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,27,8,27,8,35
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,10,2,10,2,12
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,19,29,19,29,48
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,6,17,6,17,23
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,11,42,11,42,53
COMANCHE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,11,0,11,11
COMARAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,26,20,26,20,46
COMBAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,2,0,2,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,44,50,44,50,94
COPACABANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,15,16,15,16,31
CORIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,9,0,9,0,9
CORO CORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1,7,1,7,8
COROICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,7,11,7,11,18
CORQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,2,5,2,5,7
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,6,20,6,20,26
COTOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,97,65,97,65,162
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,26,48,26,48,74
CUEVO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,4,0,4,4
CULPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,22,21,22,21,43
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,4,4,4,4,8
CURVA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,2,0,2,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,5,7,5,7,12
EL ALTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1587,62,1587,62,1649
EL CHORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1,7,1,7,8
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,25,14,25,14,39
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,14,12,14,12,26
EL TORNO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,103,13,103,13,116
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,2,2,2,2,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,19,20,19,20,39
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,41,11,41,11,52
ESCOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,3,1,3,1,4
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,14,3,14,3,17
EXALTACION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,4,0,4,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,8,12,8,12,20
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,3,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,11,18,11,18,29
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,17,26,17,26,43
GUANAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,10,25,10,25,35
GUAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,6,0,6,6
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,17,115,17,115,132
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,24,24,24,24,48
HUACARETA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,9,11,9,11,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,2,0,2,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,23,12,23,12,35
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,6,0,6,6
HUARINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,3,9,3,9,12
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,5,2,5,2,7
HUMANATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,4,9,4,9,13
ICHOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,4,0,4,4
ICLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,6,16,6,16,22
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,14,31,14,31,45
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,5,4,5,4,9
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,11,7,11,7,18
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,8,10,8,10,18
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,10,11,10,11,21
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,82,24,82,24,106
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,158,31,158,31,189
LA PAZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1161,56,1161,56,1217
LAJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,14,10,14,10,24
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1,8,1,8,9
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,2,4,2,4,6
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,74,55,74,55,129
LLICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,6,4,6,4,10
LORETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,4,0,4,4
LURIBAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,13,10,13,10,23
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,10,3,10,3,13
MACHARETI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,12,7,12,7,19
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,8,13,8,13,21
MAIRANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,20,0,20,0,20
MALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,13,0,13,13
MAPIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,27,17,27,17,44
MECAPACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,7,21,7,21,28
MINEROS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,25,20,25,20,45
MIZQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,28,87,28,87,115
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,12,32,12,32,44
MOJINETE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,2,0,2,0,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,3,12,3,12,15
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,33,37,33,37,70
MONTERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,157,41,157,41,198
MORO MORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,2,3,2,3,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,0,8,0,8,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1,12,1,12,13
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,1,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,4,14,4,14,18
OKINAWA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,5,30,5,30,35
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,3,4,3,4,7
ORURO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,479,7,479,7,486
PADCAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,16,23,16,23,39
PADILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,25,2,25,2,27
PAILON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,23,36,23,36,59
PALCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-11-01,2,19,2,19,21
