,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS,ANTIPOLIOMIELÍTICA 4TA DOSIS,TOTALES,TOTALES,TOTALES
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,88,11,88,11,99
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,3,0,3,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,8,0,8,0,8
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,10,0,10,0,10
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,3,4,3,4,7
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,26,1,26,1,27
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,1,0,1,1
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,29,31,29,31,60
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,15,0,15,0,15
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,29,9,29,9,38
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,1,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,2,1,2,1,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,7,0,7,7
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,27,1,27,1,28
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,15,3,15,3,18
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,23,2,23,2,25
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,1,0,1,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,4,13,4,13,17
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,7,0,7,0,7
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,9,0,9,0,9
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,2,2,2,2,4
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,6,0,6,0,6
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,9,0,9,9
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,3,13,3,13,16
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,8,7,8,7,15
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,6,5,6,5,11
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,34,17,34,17,51
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,269,31,269,31,300
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,5,6,5,6,11
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,2,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,19,1,19,1,20
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,59,1,59,1,60
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,4,0,4,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,95,23,95,23,118
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,6,7,6,7,13
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,4,0,4,0,4
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,3,1,3,1,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,11,43,11,43,54
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,4,6,4,6,10
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,13,1,13,1,14
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,4,1,4,1,5
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,33,0,33,0,33
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,25,1,25,1,26
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,43,1,43,1,44
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,16,6,16,6,22
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,57,48,57,48,105
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,1,0,1,1
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,1,0,1,0,1
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-07-01,0,3,0,3,3
ACACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,17,0,17,17
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,9,7,9,7,16
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,0,2,0,2
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,1,3,1,3,4
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,2,0,2,2
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,10,2,10,2,12
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,0,2,0,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,20,23,20,23,43
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,4,0,4,4
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,1,0,1,1
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,2,0,2,2
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,1,7,1,7,8
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,5,2,5,7
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,0,2,0,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,1,11,1,11,12
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,57,0,57,0,57
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,4,9,4,9,13
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,234,2,234,2,236
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,1,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,2,0,2,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,35,8,35,8,43
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,3,0,3,0,3
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,8,13,8,13,21
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,328,38,328,38,366
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,5,0,5,0,5
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,50,4,50,4,54
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,13,0,13,0,13
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,7,0,7,0,7
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,1,0,1,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,1,1,1,1,2
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,25,10,25,10,35
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,2,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,4,3,4,3,7
HUARINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,1,2,1,3
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,4,0,4,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,6,14,6,14,20
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,4,0,4,0,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,64,0,64,0,64
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,2,0,2,2
LAJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,1,3,1,3,4
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,6,0,6,6
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,0,2,0,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,0,2,0,2
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,13,0,13,0,13
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,22,1,22,1,23
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,49,11,49,11,60
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,45,4,45,4,49
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,5,2,5,7
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,155,9,155,9,164
PADILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,1,6,1,6,7
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,5,1,5,1,6
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,0,2,0,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,3,2,3,5
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,5,7,5,7,12
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,6,0,6,6
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,1,3,1,3,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,19,0,19,0,19
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,1,0,1,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,15,0,15,0,15
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,11,0,11,0,11
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,7,0,7,0,7
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,12,1,12,1,13
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,10,8,10,8,18
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,8,9,8,9,17
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,12,2,12,2,14
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,7,3,7,3,10
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,7,1,7,1,8
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,3,6,3,6,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,28,1,28,1,29
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,11,4,11,4,15
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,12,0,12,0,12
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,5,1,5,1,6
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,1,8,1,8,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,5,4,5,4,9
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,10,9,10,9,19
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,7,2,7,9
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,20,5,20,5,25
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,6,0,6,0,6
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,2,0,2,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,35,2,35,2,37
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,234,44,234,44,278
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,2,2,2,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,0,2,0,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,3,0,3,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,4,0,4,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,24,3,24,3,27
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,5,0,5,5
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,62,2,62,2,64
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,3,0,3,3
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,5,3,5,3,8
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,92,39,92,39,131
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,3,4,3,4,7
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,0,2,0,2
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,61,0,61,61
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,3,2,3,5
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,12,7,12,7,19
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,9,2,9,2,11
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,7,0,7,0,7
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,3,0,3,3
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,12,0,12,0,12
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,1,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,12,12,12,12,24
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,23,2,23,2,25
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,8,7,8,7,15
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,3,10,3,10,13
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,49,2,49,2,51
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,36,10,36,10,46
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,48,5,48,5,53
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,2,0,2,0,2
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,1,0,1,0,1
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,1,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-08-01,0,2,0,2,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,6,3,6,3,9
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,3,0,3,0,3
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,1,0,1,1
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,3,0,3,3
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,3,0,3,0,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,17,31,17,31,48
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,6,0,6,0,6
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,3,1,3,4
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,1,1,1,2
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,2,0,2,2
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,4,0,4,4
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,25,8,25,8,33
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,9,2,9,2,11
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,2,0,2,0,2
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,6,1,6,1,7
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,4,0,4,4
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,3,1,3,1,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,35,0,35,0,35
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,10,0,10,10
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,318,3,318,3,321
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,3,3,3,3,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,3,0,3,0,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,12,14,12,14,26
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,2,1,2,3
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,2,0,2,0,2
CURVA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,6,0,6,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,294,65,294,65,359
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,6,1,6,1,7
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,37,11,37,11,48
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,4,1,4,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,18,0,18,0,18
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,21,1,21,1,22
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,4,1,4,1,5
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,5,1,5,1,6
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,0,2,0,2,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,4,8,4,8,12
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,1,1,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,4,0,4,0,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,46,4,46,4,50
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2011-09-01,4,4,4,4,8
