,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1299,213,1299,213,1512
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,7,2,7,9
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,24,8,24,8,32
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,4,9,4,9,13
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,1,1,1,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,61,45,61,45,106
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,6,7,6,7,13
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,7,2,7,9
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,10,6,10,6,16
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,10,2,10,2,12
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,9,7,9,7,16
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,11,13,11,13,24
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,16,1,16,1,17
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,0,13,0,13,13
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,22,15,22,15,37
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,14,25,14,25,39
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,29,19,29,19,48
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,33,65,33,65,98
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,12,30,12,30,42
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,0,1,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,7,2,7,9
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,24,20,24,20,44
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,157,29,157,29,186
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,3,2,3,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,9,13,9,13,22
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,9,1,9,10
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,12,17,12,17,29
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,30,5,30,35
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,4,2,4,6
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,519,27,519,27,546
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,21,10,21,10,31
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,23,3,23,3,26
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,31,97,31,97,128
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,11,15,11,15,26
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,26,12,26,12,38
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,3,3,3,3,6
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,6,7,6,7,13
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,0,2,0,2,2
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,2,2,2,4
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,10,15,10,15,25
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,4,5,4,5,9
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,3,5,3,8
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,16,73,16,73,89
POCONA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,11,4,11,4,15
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,16,15,16,15,31
POOPO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,6,7,6,7,13
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,15,15,15,15,30
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,13,16,13,16,29
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,4,17,4,17,21
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,47,11,47,11,58
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,4,14,4,14,18
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,3,2,3,5
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,401,44,401,44,445
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,17,2,17,19
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,39,28,39,28,67
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,4,23,4,23,27
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,36,5,36,41
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,4,5,4,5,9
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,3,4,3,4,7
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,37,10,37,10,47
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,3,12,3,12,15
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,2,1,2,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,9,18,9,18,27
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,56,31,56,31,87
PUNA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,18,27,18,27,45
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,48,0,48,0,48
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,2,2,2,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,209,47,209,47,256
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,0,16,0,16,16
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,1,2,1,3
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,4,24,4,24,28
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,27,12,27,12,39
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,150,83,150,83,233
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,19,10,19,10,29
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,19,17,19,17,36
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,3,1,3,1,4
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,197,62,197,62,259
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,14,1,14,15
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,28,52,28,52,80
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,9,9,9,9,18
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,14,5,14,19
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,2,5,2,7
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,6,16,6,16,22
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,5,1,5,6
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,2,2,2,4
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,8,1,8,9
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,8,14,8,14,22
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,67,97,67,97,164
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,10,12,10,12,22
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,35,6,35,6,41
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,41,39,41,39,80
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,104,53,104,53,157
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,3,1,3,4
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,32,9,32,9,41
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,4,7,4,7,11
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,24,79,24,79,103
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,10,6,10,6,16
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,41,52,41,52,93
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,5,5,5,10
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,22,18,22,18,40
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,29,39,29,39,68
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,21,1,21,1,22
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,10,14,10,14,24
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,4,2,4,2,6
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,21,8,21,8,29
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,18,50,18,50,68
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,8,8,8,8,16
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,7,2,7,9
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,13,2,13,15
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,9,5,9,14
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,18,1,18,1,19
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,21,0,21,0,21
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2295,242,2295,242,2537
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,16,6,16,6,22
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,26,19,26,19,45
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,10,1,10,11
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,4,18,4,18,22
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,4,5,4,9
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,7,4,7,4,11
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,10,1,10,11
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,10,1,10,11
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,3,5,3,8
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,25,1,25,26
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,36,7,36,7,43
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,16,28,16,28,44
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,10,1,10,11
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,76,24,76,24,100
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,6,12,6,12,18
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,6,5,6,11
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,29,49,29,49,78
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,488,197,488,197,685
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,0,1,0,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,14,14,14,14,28
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,17,5,17,22
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,7,4,7,4,11
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,0,21,0,21,21
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,20,39,20,39,59
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,12,34,12,34,46
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,8,1,8,1,9
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,14,4,14,4,18
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,338,39,338,39,377
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,17,15,17,15,32
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,8,1,8,1,9
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,10,19,10,19,29
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,41,28,41,28,69
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,11,4,11,4,15
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,81,65,81,65,146
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,17,23,17,23,40
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,1,1,1,2
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,11,1,11,12
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,1,5,1,6
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,3,5,3,5,8
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,3,16,3,16,19
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,11,11,11,11,22
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,4,24,4,24,28
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,19,18,19,18,37
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,6,0,6,0,6
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,2,2,2,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,154,74,154,74,228
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,57,18,57,18,75
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,7,2,7,2,9
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,2,9,2,9,11
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,16,10,16,10,26
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,13,15,13,15,28
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,4,6,4,6,10
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,30,6,30,6,36
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,4,10,4,10,14
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,24,3,24,3,27
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,82,23,82,23,105
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,5,5,5,10
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,18,20,18,20,38
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,39,15,39,15,54
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,1,1,1,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,13,5,13,18
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,18,12,18,12,30
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,120,46,120,46,166
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,6,11,6,11,17
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,54,22,54,22,76
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,88,6,88,6,94
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,13,9,13,9,22
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,5,0,5,0,5
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,136,78,136,78,214
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,9,7,9,7,16
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,131,69,131,69,200
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,9,4,9,4,13
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,4,9,4,9,13
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,65,33,65,33,98
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,6,9,6,9,15
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,3,10,3,10,13
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,6,1,6,7
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-11-01,1,10,1,10,11
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,4,2,4,2,6
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,37,13,37,13,50
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,2,5,2,5,7
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,13,3,13,3,16
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,2,1,2,1,3
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,3,0,3,0,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,4,1,4,1,5
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,6,21,6,21,27
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,2,2,2,2,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,2,0,2,0,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,2,2,2,2,4
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,7,9,7,9,16
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,4,5,4,5,9
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,24,0,24,0,24
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,11,5,11,5,16
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,8,6,8,6,14
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,26,6,26,6,32
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,14,1,14,1,15
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,0,3,0,3,3
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,0,11,0,11,11
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,8,4,8,4,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,8,28,8,28,36
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,13,10,13,10,23
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,17,9,17,9,26
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,0,3,0,3,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,0,3,0,3,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,42,33,42,33,75
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,32,41,32,41,73
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,2,7,2,7,9
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,3,0,3,0,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,0,10,0,10,10
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,13,4,13,4,17
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,31,12,31,12,43
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,8,8,8,8,16
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,5,6,5,6,11
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,11,8,11,8,19
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,3,2,3,2,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,14,7,14,7,21
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,21,8,21,8,29
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,2,0,2,0,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,53,2,53,2,55
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,30,0,30,0,30
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,6,16,6,16,22
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,16,7,16,7,23
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,48,30,48,30,78
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,18,27,18,27,45
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,7,18,7,18,25
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,0,4,0,4,4
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,32,45,32,45,77
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,9,8,9,8,17
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,5,16,5,16,21
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,2,4,2,4,6
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,5,19,5,19,24
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,49,9,49,9,58
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,3,0,3,0,3
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-12-01,16,12,16,12,28
