,group,variable,month,DPT 4TA DOSIS,DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,3,3,3,3,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,366,30,366,30,396
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,53,14,53,14,67
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,11,1,11,1,12
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,11,12,11,12,23
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,4,1,4,1,5
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,3,2,3,2,5
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,2,0,2,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,4,0,4,0,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,2,11,2,11,13
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,1,2,1,2,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,40,0,40,0,40
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,6,4,6,4,10
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,2,1,2,1,3
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,2,0,2,0,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,4,0,4,0,4
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,4,0,4,0,4
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,3,0,3,3
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,4,1,4,1,5
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,21,6,21,6,27
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,34,5,34,5,39
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,62,10,62,10,72
MORO MORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,1,1,1,1,2
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,4,4,4,4,8
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,1,2,1,2,3
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,164,9,164,9,173
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,1,2,1,2,3
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,1,0,1,1
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,2,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,3,3,3,3,6
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,1,3,1,3,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,113,11,113,11,124
PRESTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,3,0,3,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,8,0,8,0,8
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,10,5,10,5,15
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,26,2,26,2,28
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,1,0,1,1
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,29,31,29,31,60
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,23,0,23,0,23
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,15,0,15,0,15
SABAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,2,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,23,9,23,9,32
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,1,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,2,1,2,1,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,7,0,7,7
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,27,1,27,1,28
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,14,3,14,3,17
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,23,2,23,2,25
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,1,0,1,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,4,13,4,13,17
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,7,0,7,0,7
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,9,0,9,0,9
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,2,2,2,2,4
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,6,0,6,0,6
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,9,0,9,9
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,2,13,2,13,15
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,8,7,8,7,15
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,6,5,6,5,11
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,34,17,34,17,51
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,272,37,272,37,309
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,5,6,5,6,11
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,4,1,4,1,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,19,1,19,1,20
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,67,8,67,8,75
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,6,0,6,6
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,140,20,140,20,160
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,6,7,6,7,13
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,4,0,4,0,4
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,3,1,3,1,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,13,65,13,65,78
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,2,0,2,0,2
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,1,1,1,1,2
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,13,1,13,1,14
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,4,1,4,1,5
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,33,0,33,0,33
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,27,2,27,2,29
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,43,1,43,1,44
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,6,0,6,6
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,16,6,16,6,22
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,60,48,60,48,108
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,1,0,1,1
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-07-01,0,3,0,3,3
ACACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,17,0,17,17
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,9,7,9,7,16
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,0,2,0,2
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,3,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,2,0,2,2
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,10,2,10,2,12
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,0,2,0,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,20,23,20,23,43
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,6,1,6,7
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,7,0,7,7
CALACOTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,2,0,2,2
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,7,1,7,8
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,5,2,5,7
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,0,2,0,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,11,1,11,12
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,57,0,57,0,57
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,4,9,4,9,13
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,229,2,229,2,231
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,3,0,3,0,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,1,0,1,1
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,4,2,4,6
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,35,8,35,8,43
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,3,0,3,0,3
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,8,9,8,9,17
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,368,40,368,40,408
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,5,0,5,0,5
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,50,4,50,4,54
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,13,0,13,0,13
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,11,0,11,0,11
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,1,0,1,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,1,1,1,2
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,29,23,29,23,52
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,2,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,4,3,4,3,7
HUARINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,1,2,1,3
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,4,0,4,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,6,14,6,14,20
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,62,6,62,6,68
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,2,0,2,2
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,3,1,3,4
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,6,0,6,6
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,4,0,4,0,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,0,2,0,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,0,2,0,2
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,13,0,13,0,13
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,22,1,22,1,23
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,47,11,47,11,58
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,45,4,45,4,49
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,5,2,5,7
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,157,8,157,8,165
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,1,2,1,3
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,1,1,1,2
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,5,1,5,1,6
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,0,2,0,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,0,2,0,2
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,4,4,4,4,8
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,6,0,6,6
PORONGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,3,1,3,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,19,0,19,0,19
PRESTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,1,0,1,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,15,0,15,0,15
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,7,0,7,0,7
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,7,0,7,0,7
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,15,9,15,9,24
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,0,1,0,1
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,10,8,10,8,18
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,34,9,34,9,43
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,12,2,12,2,14
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,7,3,7,3,10
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,7,1,7,1,8
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,3,6,3,6,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,28,1,28,1,29
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,11,4,11,4,15
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,12,0,12,0,12
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,5,1,5,1,6
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,8,1,8,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,5,4,5,4,9
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,10,9,10,9,19
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,7,2,7,9
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,20,5,20,5,25
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,2,0,2,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,35,2,35,2,37
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,244,34,244,34,278
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,2,2,2,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,0,2,0,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,3,0,3,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,4,0,4,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,24,3,24,3,27
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,5,0,5,5
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,66,6,66,6,72
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,1,0,1,1
TARATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,0,2,0,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,166,39,166,39,205
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,3,4,3,4,7
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,3,2,3,5
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,13,7,13,7,20
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,6,2,6,2,8
TURCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,2,0,2,2
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,3,2,3,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,7,0,7,0,7
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,12,0,12,0,12
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,12,12,12,12,24
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,23,2,23,2,25
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,10,7,10,7,17
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,3,10,3,10,13
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,49,2,49,2,51
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,36,10,36,10,46
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,49,5,49,5,54
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,2,0,2,0,2
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,1,0,1,0,1
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,1,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-08-01,0,2,0,2,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,6,3,6,3,9
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,3,0,3,0,3
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,11,2,11,2,13
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,3,0,3,3
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,3,0,3,0,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,16,29,16,29,45
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,6,0,6,0,6
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,3,1,3,4
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,1,1,1,2
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,25,8,25,8,33
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,9,2,9,2,11
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,2,0,2,0,2
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,6,1,6,1,7
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,4,0,4,4
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,3,1,3,1,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,35,0,35,0,35
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,10,0,10,10
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,319,1,319,1,320
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,8,3,8,3,11
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,0,8,0,8,8
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,3,1,3,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,3,0,3,0,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,12,14,12,14,26
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,2,1,2,3
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,298,65,298,65,363
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,6,1,6,1,7
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,37,11,37,11,48
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-09-01,1,4,1,4,5
