,group,variable,month,DPT 1RA DOSIS,DPT 1RA DOSIS,TOTALES,TOTALES,TOTALES
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,5,0,5,0,5
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,50,29,50,29,79
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,12,2,12,2,14
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,11,1,11,12
SAIPINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,2,1,2,1,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,2,0,2,0,2
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,21,13,21,13,34
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,20,0,20,20
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,2,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,12,4,12,4,16
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,8,0,8,8
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,2,0,2,0,2
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,332,84,332,84,416
SENA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,1,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,8,2,8,2,10
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,1,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,3,3,3,3,6
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,13,2,13,2,15
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,3,14,3,14,17
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,23,6,23,6,29
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,2,0,2,0,2
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,13,16,13,16,29
UMALA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,3,0,3,3
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,8,0,8,0,8
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,2,1,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,3,0,3,0,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,14,6,14,6,20
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,0,8,0,8,8
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-07-01,4,1,4,1,5
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,2,0,2,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,0,2,0,2
APOLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,2,0,2,2
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,0,1,0,1
ARANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,0,1,0,1
ARQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,4,0,4,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,5,0,5,0,5
AYATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,0,1,0,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,3,0,3,0,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,5,0,5,5
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,3,0,3,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,3,2,3,2,5
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,5,2,5,7
CAIROMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,9,0,9,9
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,4,1,4,1,5
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,0,2,0,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,3,1,3,4
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,4,0,4,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,3,2,3,5
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,78,10,78,10,88
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,7,0,7,0,7
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,3,0,3,0,3
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,0,2,0,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,1,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,11,6,11,6,17
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,8,5,8,5,13
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,3,1,3,1,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,129,4,129,4,133
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,1,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,3,0,3,0,3
ESCOMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,12,1,12,1,13
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,2,0,2,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,4,2,4,6
GUANAY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,3,4,3,4,7
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,0,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,13,39,13,39,52
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,1,2,1,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,0,1,0,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,5,1,5,1,6
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,85,3,85,3,88
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,0,1,0,1
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,0,1,0,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,10,1,10,1,11
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,1,2,1,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,20,0,20,0,20
OCURI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,6,1,6,1,7
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,4,0,4,0,4
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,5,0,5,0,5
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,1,0,1,1
PORONGO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,0,2,0,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,24,2,24,2,26
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,5,0,5,5
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,1,2,1,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,0,2,0,2
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,4,0,4,0,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,16,3,16,3,19
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,49,14,49,14,63
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,15,0,15,0,15
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,6,8,6,8,14
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,1,0,1,1
SAIPINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,1,2,1,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,3,1,3,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,3,10,3,10,13
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,1,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,12,8,12,8,20
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,3,0,3,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,6,2,6,2,8
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,1,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,5,0,5,5
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,10,0,10,0,10
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,6,0,6,6
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,3,0,3,3
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,4,0,4,0,4
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,6,2,6,2,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,301,32,301,32,333
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,2,1,2,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,1,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,0,2,0,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,3,3,3,3,6
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,6,0,6,0,6
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,3,4,3,4,7
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,19,5,19,5,24
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,38,0,38,0,38
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,8,0,8,0,8
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,9,4,9,4,13
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,35,6,35,6,41
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,51,10,51,10,61
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,10,0,10,0,10
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,5,0,5,0,5
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,7,0,7,0,7
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,3,0,3,0,3
YOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,1,0,1,0,1
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,10,0,10,10
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-08-01,0,1,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,3,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,2,0,2,0,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,11,4,11,4,15
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,2,2,2,2,4
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,9,1,9,1,10
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,3,0,3,0,3
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,5,2,5,2,7
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,6,0,6,6
CHUMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,1,0,1,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,4,0,4,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,2,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,69,2,69,2,71
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,11,0,11,0,11
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,8,0,8,0,8
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,8,1,8,1,9
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,5,0,5,0,5
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,1,0,1,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,174,24,174,24,198
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,3,1,3,4
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,2,0,2,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,4,0,4,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,2,2,2,2,4
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,3,1,3,4
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,2,1,2,1,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,10,0,10,0,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,3,0,3,0,3
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,3,2,3,2,5
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,3,1,3,1,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,81,6,81,6,87
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,3,0,3,0,3
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,12,4,12,4,16
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,17,7,17,7,24
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,10,0,10,10
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,5,0,5,0,5
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,2,1,2,1,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,2,0,2,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,2,0,2,0,2
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,3,2,3,2,5
POOPO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
PORONGO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,3,1,3,1,4
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,1,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,13,2,13,2,15
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,1,1,1,2
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,9,0,9,0,9
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,2,1,2,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,4,0,4,0,4
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,11,0,11,11
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,2,2,2,2,4
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,16,7,16,7,23
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,2,0,2,2
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,11,8,11,8,19
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,2,1,2,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,2,0,2,0,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,9,0,9,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,10,0,10,0,10
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,6,0,6,6
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,9,0,9,0,9
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,14,0,14,0,14
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,429,53,429,53,482
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,5,1,5,1,6
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,4,1,4,1,5
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,12,3,12,3,15
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,1,1,1,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,7,2,7,2,9
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,5,1,5,1,6
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,3,0,3,0,3
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,6,2,6,2,8
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,4,0,4,0,4
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,1,2,1,2,3
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,3,0,3,0,3
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,2,0,2,0,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-09-01,0,1,0,1,1
