municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
LAS CARRERAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,3,3
LICOMA PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,1,1,0,0
LLALLAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,44,44,22,22
LLICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,7,7
LORETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,4,4,8,8
LURIBAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,3,3,23,23
MACHACAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,3,3,2,2
MACHARETI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,8,8,7,7
MAGDALENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,14,14,9,9
MAIRANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,29,29,0,0
MALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,11,11
MAPIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,21,21,6,6
MECAPACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,9,9,31,31
MINEROS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,41,41,10,10
MIZQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,36,36,37,37
MOCOMOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,16,16
MOJINETE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,3,3,7,7
MONTEAGUDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,28,28,9,9
MONTERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,216,216,8,8
MORO MORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,0,0
MOROCHATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,29,29,110,110
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,5,5
OCURI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,15,15,70,70
OKINAWA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,11,11,10,10
OMEREQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,3,3
ORURO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,490,490,14,14
PADCAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,7,7,9,9
PADILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,35,35,6,6
PAILON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,28,28,15,15
PALCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,3,3,40,40
PALOS BLANCOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,23,23,30,30
PAMPA AULLAGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,5,5
PAMPA GRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,13,13,3,3
PAPEL PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,8,8
PATACAMAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,36,36,32,32
PAZÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,3,3,6,6
PELECHUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,3,3,19,19
POCOATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,3,3,59,59
POCONA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,17,17,10,10
POJO (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,10,10,19,19
POOPO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,3,3,1,1
PORCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,18,18,8,8
POROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,12,12,24,24
PORONGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,7,7,12,12
PORTACHUELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,38,38,0,0
PORVENIR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,4,4,2,2
POSTRER VALLE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,2,2
POTOSI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,408,408,11,11
PRESTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,7,7,17,17
PUCARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,0,0
PUCARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,10,10,27,27
PUERTO ACOSTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,16,16,43,43
PUERTO CARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,43,43
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,6,6
PUERTO PEREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,12,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,12,12,10,10
PUERTO RICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,4,4
PUERTO SILES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,4,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,21,21,4,4
PUERTO VILLARROEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,98,98,7,7
PUNA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,27,27,85,85
PUNATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,72,72,2,2
QUIABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,6,6
QUILLACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,220,220,5,5
QUIME,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,1,1,23,23
QUIRUSILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,1,1,0,0
RAVELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,20,20,57,57
REYES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,15,15,20,20
RIBERALTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,218,218,27,27
ROBORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,11,11,17,17
RURRENABAQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,29,29,3,3
SABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,3,3,5,5
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,200,200,42,42
SACABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,5,5
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,10,10,64,64
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,5,5
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,3,3,10,10
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,12,12,3,3
SAN AGUSTIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,4,4,0,0
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,10,10,6,6
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,12,12
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,3,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,16,16,2,2
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,11,11,1,1
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,72,72,86,86
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,7,7,24,24
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,42,42,10,10
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,32,32,28,28
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,108,108,23,23
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,1,1,1,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,24,24,0,0
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,3,3,6,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,33,33,43,43
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,19,19,8,8
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,57,57,54,54
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,6,6,2,2
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,9,9,7,7
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,39,39,69,69
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,26,26,10,10
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,20,20,4,4
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,0,0
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,34,34,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,25,25,108,108
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,14,14
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,1,1,9,9
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,7,7
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,5,5,3,3
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,26,26,1,1
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,35,35,0,0
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2152,2152,129,129
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,18,18,11,11
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,19,19,27,27
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,15,15
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,5,5,12,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,1,1,7,7
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,4,4,6,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,1,1,5,5
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,29,29
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,11,11,3,3
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,54,54
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,1,1,4,4
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,32,32,10,10
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,14,14,5,5
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,8,8,15,15
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,10,10,33,33
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,439,439,69,69
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,0,0
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,7,7,5,5
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,42,42
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,9,9,8,8
TAHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,4,4,3,3
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,34,34,29,29
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,30,30,17,17
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,4,4,7,7
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,11,11,2,2
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,274,274,7,7
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,21,21,20,20
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,1,1,12,12
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,7,7,14,14
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,7,7,54,54
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,17,17,7,7
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,56,56,0,0
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,101,101,34,34
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,1,1
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,4,4,5,5
TODOS SANTOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,1,1
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,4,4,3,3
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,6,6,11,11
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,19,19
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,15,15,6,6
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,16,16,38,38
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,35,35,22,22
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,16,16
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,3,3,0,0
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,259,259,6,6
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,58,58,24,24
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,1,1,5,5
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,7,7
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,23,23,71,71
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,18,18,2,2
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,5,5,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,46,46,5,5
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,7,7,22,22
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,24,24,3,3
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,46,46,38,38
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,5,5,12,12
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,58,58,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,1,1
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,13,13,6,6
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,116,116,23,23
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,5,5,4,4
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,59,59,6,6
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,68,68,4,4
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,16,16
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,2,2
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,86,86,28,28
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,2,2,16,16
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,153,153,14,14
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,13,13,2,2
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,3,3,4,4
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,51,51,10,10
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,0,0,7,7
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,9,9,3,3
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,4,4,12,12
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-11-01,5,5,12,12
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,1,1,14,14
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,16,16,16,16
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,1,1,6,6
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,48,48,2,2
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,2,2,0,0
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,2,2,0,0
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,0,0,15,15
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,2,2,1,1
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,7,7,4,4
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,10,10,11,11
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,15,15,17,17
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,0,0,13,13
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,10,10,12,12
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,2,2,6,6
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,7,7,21,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,58,58,7,7
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,8,8,2,2
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,0,0,3,3
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,0,0,8,8
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,0,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,21,21,28,28
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,11,11,14,14
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,13,13,10,10
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,5,5,5,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,1,1,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,0,0,2,2
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,50,50,2,2
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,15,15,51,51
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,6,6,13,13
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,1,1,4,4
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,11,11,10,10
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,13,13,54,54
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,3,3,18,18
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,0,0,17,17
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,10,10,3,3
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,1,1,4,4
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,6,6,6,6
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,23,23,6,6
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,2,2,3,3
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,46,46,3,3
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,22,22,10,10
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,1,1,5,5
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,18,18,15,15
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,64,64,40,40
CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,0,0,1,1
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,2,2,3,3
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,0,0,45,45
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,3,3,4,4
CHACARILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-12-01,2,2,4,4
