municipality,group,variable,month,Polio 1ra dosis -DENTRO,TOTAL DENTRO,Polio 1ra dosis -FUERA,TOTAL FUERA
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,6,6,5,5
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,1,1,0,0
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,226,226,12,12
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,51,51,18,18
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,1,1,5,5
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,0,0,20,20
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,2,2,60,60
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,12,12,5,5
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,5,5,2,2
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,21,21,26,26
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,8,8,14,14
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,22,22,7,7
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,53,53,46,46
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,3,3,16,16
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,44,44,9,9
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,0,0,3,3
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,4,4,2,2
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,17,17,9,9
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,113,113,48,48
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,9,9,17,17
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,50,50,23,23
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,57,57,25,25
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,6,6,13,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,3,3,7,7
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,86,86,39,39
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,3,3,14,14
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,131,131,7,7
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,13,13,4,4
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,3,3,8,8
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,67,67,14,14
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,3,3,7,7
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,10,10,12,12
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,0,0,7,7
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-09-01,10,10,12,12
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,5,5,18,18
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,41,41,87,87
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,12,12,12,12
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,29,29,35,35
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1,1,11,11
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,33,33
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1,1,3,3
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,7,7,0,0
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,13,13
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,14,14,23,23
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,4,4,9,9
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,8,8,9,9
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,5,5,14,14
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,22,22,18,18
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,83,83,1,1
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,19,19,9,9
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1,1,13,13
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1,1,26,26
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,2,2,8,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,17,17,50,50
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,11,11,24,24
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,12,12,13,13
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,7,7,0,0
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1,1,3,3
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,9,9
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,38,38,24,24
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,36,36,70,70
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,7,7,23,23
BOLPEBRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,4,4,5,5
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,31,31,4,4
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,30,30,60,60
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,7,7,23,23
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,3,3,27,27
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,13,13,6,6
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,8,8
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,13,13,15,15
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,18,18,16,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,6,6,4,4
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,55,55,7,7
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,13,13,33,33
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,3,3,20,20
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,21,21,35,35
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,81,81,125,125
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,9,9,5,5
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,4,4,18,18
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,6,6,14,14
CHACARILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,2,2,1,1
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,9,9,37,37
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,12,12,18,18
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,29,29,61,61
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,2,2
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,10,10,25,25
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,33,33,19,19
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,2,2,0,0
CHOQUE COTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,2,2,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,18,18,10,10
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,6,6,6,6
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,33,33,14,14
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,66,66,13,13
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1345,1345,80,80
COIPASA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1,1,0,0
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,103,103,3,3
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,8,8,4,4
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1,1,2,2
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,33,33,14,14
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,10,10,4,4
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,7,7,130,130
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,7,7,4,4
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,85,85
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,1,1
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,30,30,11,11
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,32,32,6,6
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,8,8,17,17
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,9,9,18,18
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,4,4,15,15
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,12,12,16,16
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,9,9,7,7
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,12,12,37,37
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,92,92,31,31
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,18,18,9,9
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,2,2,4,4
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,6,6,4,4
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,24,24,29,29
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,5,5,0,0
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,2,2
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,9,9,5,5
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1366,1366,1441,1441
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1,1,2,2
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,14,14,4,4
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,8,8,11,11
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,92,92,1,1
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,3,3,5,5
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,39,39,35,35
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,19,19,17,17
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,4,4,3,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,2,2
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,1,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,26,26,8,8
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1,1,5,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,33,33,13,13
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,2,2,8,8
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,26,26,10,10
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,4,4,12,12
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,62,62,43,43
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,5,5,14,14
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,9,9,11,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,5,5,1,1
HUACHACALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1,1,0,0
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,52,52,8,8
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,8,8,3,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,8,8,8,8
ICHOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,6,6,5,5
ICLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,17,17,21,21
INCAHUASI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,32,32,39,39
INGAVI (HUMAITA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,6,6
INQUISIVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,6,6,41,41
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,9,9,9,9
IXIAMAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,6,6,9,9
JESUS DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,5,5,14,14
LA ASUNTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,43,43,23,23
LA GUARDIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,104,104,3,3
LA PAZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1329,1329,216,216
LAGUNILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,11,11,5,5
LAJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,6,6,23,23
LAS CARRERAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,2,2,12,12
LICOMA PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,3,3
LLALLAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,30,30,40,40
LLICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,3,3,5,5
LORETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,4,4,7,7
LURIBAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,3,3,11,11
MACHACAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,2,2,0,0
MACHARETI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,7,7,6,6
MAGDALENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,14,14,20,20
MAIRANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,20,20,4,4
MALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1,1,3,3
MAPIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,20,20,25,25
MECAPACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,11,11,10,10
MINEROS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,61,61,5,5
MIZQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,31,31,41,41
MOCOMOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1,1,30,30
MOJINETE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1,1,3,3
MOJOCOYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,3,3,11,11
MONTEAGUDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,30,30,15,15
MONTERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,220,220,25,25
MORO MORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,2,2,4,4
MOROCHATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,32,32,86,86
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,11,11
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,3,3
OCURI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,10,10,51,51
OKINAWA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,34,34,9,9
OMEREQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,5,5,5,5
ORURO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,387,387,313,313
PADCAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,20,20,22,22
PADILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,16,16,21,21
PAILON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,45,45,7,7
PALCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,3,3,35,35
PALOS BLANCOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,27,27,20,20
PAMPA AULLAGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,2,2,0,0
PAMPA GRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,16,16,12,12
PAPEL PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,0,0,8,8
PASORAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,2,2,6,6
PATACAMAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,22,22,35,35
PAZÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,1,1,5,5
PELECHUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,2,2,10,10
POCOATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,4,4,58,58
POCONA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,15,15,8,8
POJO (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,16,16,6,6
POOPO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,12,12,2,2
PORCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,11,11,2,2
POROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,14,14,30,30
PORONGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,10,10,24,24
PORTACHUELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,42,42,5,5
PORVENIR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,19,19,11,11
POSTRER VALLE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,3,3,2,2
POTOSI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,341,341,43,43
PRESTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,7,7,23,23
PUCARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,3,3,1,1
PUCARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2006-10-01,15,15,40,40
