,group,variable,month,L 17.1 BCG,L 17.1 BCG,TOTALES
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,8,5,13
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,13,2,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,3,3,6
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,5,10,15
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,4,1,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,1,9,10
SAN BENITO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,13,3,16
SAN BORJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,74,35,109
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,14,6,20
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,39,4,43
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,41,3,44
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,131,6,137
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,1,2,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,39,1,40
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,6,4,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,33,1,34
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,7,4,11
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,77,10,87
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,0,2,2
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,7,0,7
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,44,28,72
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,18,3,21
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,12,1,13
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,6,0,6
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,20,0,20
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,29,46,75
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,0,6,6
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,5,1,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,7,2,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,4,4,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,21,0,21
SANTA ANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,37,0,37
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,2428,165,2593
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,18,4,22
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,15,4,19
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,5,4,9
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,8,7,15
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,0,16,16
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,1,2,3
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,1,2,3
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,4,2,6
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,2,3,5
SENA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,3,1,4
SHINAOTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,57,0,57
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,20,8,28
SICAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,4,3,7
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,69,4,73
SOPACHUY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,6,5,11
SORACACHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,4,10,14
SORATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,20,24,44
SUCRE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,651,13,664
TACACOMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,6,5,11
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,1,13,14
TACOPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,4,8,12
TAPACARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,30,24,54
TARABUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,25,6,31
TARACO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,3,3,6
TARATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,13,2,15
TARIJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,449,5,454
TARVITA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,12,15,27
TEOPONTE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,3,4,7
TIAWANACU,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,15,6,21
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,20,18,38
TIPUANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,17,3,20
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,125,14,139
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,17,11,28
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,0,1,1
TOCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,7,2,9
TOLATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,8,0,8
TOLEDO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,4,1,5
TOMAVE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,4,22,26
TOMINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,18,0,18
TORO TORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,12,14,26
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,36,6,42
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,3,0,3
TRINIDAD,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,314,2,316
TUPIZA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,77,14,91
TURCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,3,1,4
UMALA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,0,14,14
UNCIA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,46,13,59
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,18,0,18
URUBICHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,11,0,11
UYUNI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,47,8,55
VACAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,0,25,25
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,31,0,31
VIACHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,56,8,64
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,14,9,23
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,78,1,79
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,1,4,5
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,9,5,14
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,7,4,11
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,118,21,139
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,15,2,17
VILLAZON,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,55,1,56
VINTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,110,2,112
VITICHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,3,5,8
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,0,4,4
WARNES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,174,6,180
YACO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,2,11,13
YACUIBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,155,20,175
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,8,0,8
YAPACANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,103,7,110
YOCALLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,4,6,10
YOTALA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,8,7,15
YUNCHARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,1,4,5
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,0,1,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-10-01,6,2,8
ACACIO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,3,8,11
ACHACACHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,48,43,91
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,14,11,25
AIQUILE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,40,8,48
ALALAY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,3,4
ALCALA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,0,1
ALTO BENI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,13,2,15
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,11,28,39
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,6,7
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,3,1,4
ANZALDO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,5,2,7
APOLO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,25,12,37
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,9,9
ARANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,20,1,21
ARBIETO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,15,7,22
ARQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,11,1,12
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,63,1,64
ATOCHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,24,3,27
AUCAPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,3,7,10
AYATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,9,3,12
AYO AYO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,9,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,32,27,59
AZURDUY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,9,4,13
BATALLAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,12,10,22
BAURES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,0,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,4,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,63,1,64
BETANZOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,40,26,66
BOLIVAR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,10,10
BOLPEBRA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,0,1
BOYUIBE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,2,6
BUENA VISTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,13,3,16
CABEZAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,21,71,92
CAIROMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,6,5,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,5,12
CAJUATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,11,3,14
CALACOTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,8,10
CALAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,16,23
CAMARGO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,8,1,9
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,0,2
CAMIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,64,0,64
CAPINOTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,21,4,25
CAQUIAVIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,15,16
CARACOLLO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,19,5,24
CARANAVI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,82,14,96
CARAPARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,8,5,13
CARIPUYO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,25,26
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,8,9
CATACORA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,59,19,78
CHAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,11,15
CHARAGUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,19,88,107
CHARAÑA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,1,1
CHAYANTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,20,27,47
CHIMORE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,16,2,18
CHIPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,4,4
CHOQUE COTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,22,3,25
CHUMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,8,14,22
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,27,28
CKOCHAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,15,9,24
CLIZA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,25,8,33
COBIJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,226,9,235
COCAPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,4,11
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1625,24,1649
COIPASA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,84,0,84
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,25,4,29
COLLANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,1,1
COLOMI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,26,8,34
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,3,6,9
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,16,52,68
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,4,5
COLQUIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,6,12,18
COMANCHE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,1,2
COMARAPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,18,7,25
COMBAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,6,6
CONCEPCION,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,32,4,36
COPACABANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,1,8
CORIPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,12,6,18
CORO CORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,4,6
COROICO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,23,8,31
CORQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,1,3
COTAGAITA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,15,29,44
COTOCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,94,9,103
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,30,15,45
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,2,3
CUEVO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,3,2,5
CULPINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,19,13,32
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,5,9
CURVA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,14,14
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,8,12
EL ALTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1600,84,1684
EL CHORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,2,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,20,1,21
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,8,1,9
EL TORNO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,72,0,72
EL VILLAR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,9,14,23
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,42,0,42
ESCOMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,11,1,12
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,2,2
EXALTACION,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,10,5,15
FILADELFIA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,8,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,18,25,43
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,5,18,23
GUANAY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,5,20,25
GUAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,1,2
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,107,12,119
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,16,15,31
HUACARETA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,5,0,5
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,6,4,10
HUANUNI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,36,0,36
HUARACAJE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,3,5
HUARINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,4,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,4,4
HUMANATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,3,7
ICHOCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,8,8
ICLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,11,18
INCAHUASI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,19,21,40
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,10,10
INQUISIVI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,17,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,8,8,16
IXIAMAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,12,2,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,10,5,15
LA ASUNTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,63,9,72
LA GUARDIA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,94,3,97
LA PAZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1660,12,1672
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,2,6
LAJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,16,17,33
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,4,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,34,46,80
LLICA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,10,1,11
LORETO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,4,4
LURIBAY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,4,5
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,5,0,5
MACHARETI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,3,0,3
MAGDALENA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,6,10,16
MAIRANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,22,1,23
MALLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,28,7,35
MECAPACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,12,7,19
MINEROS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,37,0,37
MIZQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,33,10,43
MOCOMOCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,5,15,20
MOJINETE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,9,9,18
MONTEAGUDO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,55,1,56
MONTERO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,291,1,292
MORO MORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,3,1,4
MOROCHATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,9,16,25
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,2,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,7,7
OCURI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,10,30,40
OKINAWA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,17,2,19
OMEREQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,2,4
ORURO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,675,0,675
PADCAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,8,2,10
PADILLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,22,0,22
PAILON,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,46,58,104
PALCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,19,20
PALOS BLANCOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,30,14,44
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,5,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,14,4,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,8,10
PASORAPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,48,13,61
PAZÑA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,0,7
PELECHUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,5,12,17
POCOATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,47,54
POCONA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,13,11,24
POJO (CBBA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,15,4,19
