,group,variable,month,L 17.9 ANTIROTAVIRICA 2RA. DOSIS,L 17.9 ANTIROTAVIRICA 2RA. DOSIS,TOTALES
CHACARILLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,41,20,61
CHAQUI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,9,5,14
CHARAGUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,25,51,76
CHARAÑA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,0,2,2
CHAYANTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,17,27,44
CHIMORE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,44,3,47
CHIPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,11,0,11
CHUMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,8,14,22
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,13,5,18
CKOCHAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,13,5,18
CLIZA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,30,5,35
COBIJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,108,21,129
COCAPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,16,23,39
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1230,1,1231
COIPASA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,96,1,97
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,18,3,21
COLLANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,5,0,5
COLOMI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,37,6,43
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,15,5,20
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,20,43,63
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,8,0,8
COLQUIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,13,31,44
COMANCHE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,0,1
COMARAPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,37,6,43
COMBAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,6,7
CONCEPCION,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,48,4,52
COPACABANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,9,10,19
CORIPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,10,0,10
CORO CORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,7,8
COROICO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,11,0,11
CORQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,5,3,8
COTAGAITA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,12,26,38
COTOCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,80,2,82
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,36,16,52
CUEVO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,9,3,12
CULPINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,28,15,43
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,6,1,7
CURVA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,2,4
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,2,5
EL ALTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1430,79,1509
EL CHORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,4,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,20,1,21
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,17,1,18
EL TORNO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,111,8,119
EL VILLAR,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,4,1,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,33,3,36
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,71,5,76
ESCOMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,4,3,7
ESMERALDA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,9,0,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,0,2
EXALTACION,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,0,10,10
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,11,9,20
FILADELFIA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,4,2,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,18,12,30
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,11,14
GUANAY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,24,15,39
GUAQUI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,7,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,97,9,106
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,25,10,35
HUACARETA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,21,2,23
HUACHACALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,0,3
HUANUNI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,50,6,56
HUARACAJE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,6,2,8
HUARINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,5,2,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,0,2
HUMANATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,4,4,8
ICHOCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,6,7
ICLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,4,7,11
INCAHUASI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,15,6,21
INQUISIVI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,10,13
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,6,2,8
IXIAMAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,19,0,19
JESUS DE MACHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,17,3,20
LA ASUNTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,44,3,47
LA GUARDIA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,168,1,169
LA PAZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1299,2,1301
LA RIVERA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,8,7,15
LAJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,15,3,18
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,5,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,70,29,99
LLICA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,10,0,10
LORETO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,18,19
LURIBAY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,6,2,8
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,8,0,8
MACHARETI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,13,5,18
MAGDALENA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,19,1,20
MAIRANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,16,0,16
MALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,27,5,32
MECAPACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,14,4,18
MINEROS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,51,1,52
MIZQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,31,20,51
MOCOMOCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,14,10,24
MOJINETE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,2,4
MOJOCOYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,9,2,11
MONTEAGUDO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,34,6,40
MONTERO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,214,4,218
MORO MORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,4,6
MOROCHATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,5,6,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,0,3,3
OCURI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,9,13,22
OKINAWA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,21,2,23
OMEREQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,10,12
ORURO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,526,10,536
PADCAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,21,12,33
PADILLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,12,5,17
PAILON,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,36,34,70
PALCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,17,2,19
PALOS BLANCOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,47,16,63
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,5,0,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,17,1,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,4,6
PASORAPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,38,16,54
PAZÑA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,10,1,11
PELECHUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,12,5,17
POCOATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,15,55,70
POCONA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,11,12,23
POJO (CBBA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,22,6,28
POOPO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,8,0,8
PORCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,20,0,20
POROMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,11,11,22
PORONGO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,22,13,35
PORTACHUELO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,50,4,54
PORVENIR,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,8,1,9
POTOSI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,401,12,413
PRESTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,16,18
PUCARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,33,21,54
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,8,16,24
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,14,12,26
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,6,5,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,6,7,13
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,0,2
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,13,0,13
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,25,10,35
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,132,6,138
PUNA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,25,14,39
PUNATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,52,0,52
QUIABAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,0,1
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,214,8,222
QUIME,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,4,12,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,0,2
RAVELO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,7,22,29
REYES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,27,9,36
RIBERALTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,183,35,218
ROBORE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,32,0,32
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,35,7,42
SABAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,7,0,7
SACABA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,244,43,287
SACABAMBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,5,0,5
SACACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,12,21,33
SAIPINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,9,3,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,6,11,17
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,10,3,13
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,0,2,2
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,18,8,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,4,2,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,7,0,7
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,5,6,11
SAN BENITO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,11,2,13
SAN BORJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,91,17,108
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,15,5,20
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,31,2,33
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,50,6,56
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,87,29,116
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,5,5,10
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,38,0,38
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,14,0,14
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,40,1,41
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,23,4,27
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,73,30,103
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,0,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,28,5,33
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,35,36,71
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,28,5,33
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,18,3,21
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,21,0,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,44,48,92
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,2,5
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,4,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,11,4,15
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,9,6,15
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,20,0,20
SANTA ANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,49,8,57
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2623,102,2725
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,21,1,22
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,31,5,36
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,0,11,11
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,7,5,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,9,2,11
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,4,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,0,3
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,3,5
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,3,5
SENA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,5,1,6
SHINAOTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,52,4,56
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,19,20,39
SICAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,7,1,8
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,93,4,97
SOPACHUY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,1,4
SORACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,6,11,17
SORATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,5,17,22
SUCRE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,494,8,502
TACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,0,3
TACACOMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,4,7
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,7,5,12
TACOPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,8,5,13
TAHUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,35,11,46
TARABUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,15,13,28
TARACO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,1,4
TARATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,10,1,11
TARIJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,410,28,438
TARVITA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,17,13,30
TEOPONTE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,12,14,26
TIAWANACU,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,17,6,23
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,35,16,51
TIPUANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,21,4,25
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,95,13,108
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,19,21,40
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,0,2
TOCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,3,5
TOLATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,6,3,9
