,group,variable,month,L 17.8 ANTIROTAVIRICA 1RA. DOSIS,L 17.8 ANTIROTAVIRICA 1RA. DOSIS,TOTALES
PUNA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,24,16,40
PUNATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,48,0,48
QUIABAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,6,6,12
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,202,10,212
QUIME,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,10,5,15
RAVELO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,16,14,30
REYES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,21,11,32
RIBERALTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,202,25,227
ROBORE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,25,10,35
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,38,1,39
SABAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,3,1,4
SACABA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,224,31,255
SACABAMBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,4,3,7
SACACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,14,20,34
SAIPINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,12,4,16
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,6,10,16
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,11,2,13
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,1,4,5
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,13,6,19
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,6,6,12
SAN BENITO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,24,0,24
SAN BORJA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,71,33,104
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,14,5,19
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,46,2,48
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,40,15,55
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,96,15,111
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,3,1,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,34,0,34
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,8,5,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,27,19,46
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,15,1,16
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,67,33,100
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,5,17,22
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,23,9,32
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,23,24,47
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,24,10,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,32,3,35
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,4,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,29,0,29
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,41,42,83
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,3,3,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,4,1,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,0,4,4
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,11,4,15
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,4,6,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,15,1,16
SANTA ANA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,37,1,38
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,2462,109,2571
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,22,5,27
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,37,3,40
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,3,3,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,3,8,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,0,6,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,1,1,2
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,9,3,12
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,2,1,3
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,4,6,10
SENA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,5,2,7
SHINAOTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,28,3,31
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,15,16,31
SICAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,3,2,5
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,89,6,95
SOPACHUY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,11,8,19
SORACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,6,12,18
SORATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,22,17,39
SUCRE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,491,37,528
TACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,9,2,11
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,8,13,21
TACOPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,7,3,10
TAHUA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,3,0,3
TAPACARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,25,13,38
TARABUCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,11,11,22
TARACO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,6,2,8
TARATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,11,0,11
TARIJA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,340,15,355
TARVITA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,14,11,25
TEOPONTE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,10,4,14
TIAWANACU,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,16,2,18
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,25,23,48
TIPUANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,14,3,17
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,102,33,135
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,21,13,34
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,3,0,3
TOCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,8,1,9
TOLATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,5,5,10
TOLEDO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,4,3,7
TOMAVE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,9,12,21
TOMINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,7,9,16
TORO TORO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,7,21,28
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,20,9,29
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,4,2,6
TRIGAL,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,199,7,206
TUPIZA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,70,12,82
TURCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,5,1,6
UMALA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,6,7,13
UNCIA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,21,21,42
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,24,4,28
URUBICHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,10,8,18
UYUNI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,57,6,63
VACAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,5,13,18
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,21,1,22
VIACHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,93,9,102
VILA VILA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,4,3,7
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,17,7,24
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,65,15,80
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,1,2,3
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,16,0,16
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,10,8,18
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,129,14,143
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,12,3,15
VILLAZON,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,59,5,64
VINTO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,90,1,91
VITICHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,12,7,19
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,0,2,2
WARNES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,177,3,180
YACO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,6,6,12
YACUIBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,156,36,192
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,9,2,11
YANACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,4,0,4
YAPACANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,121,9,130
YOCALLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,8,1,9
YOTALA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,6,5,11
YUNCHARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,2,6,8
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,2,0,2
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-11-01,5,7,12
ACACIO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,2,6
ACHACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,42,11,53
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,16,6,22
AIQUILE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,30,10,40
ALALAY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,5,6
ALCALA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,0,5
ALTO BENI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,6,0,6
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,14,8,22
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,6,2,8
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,3,7
ANZALDO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,3,5
APOLO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,15,7,22
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,9,6,15
ARANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,13,1,14
ARBIETO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,10,5,15
ARQUE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,10,4,14
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,28,1,29
ATOCHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,16,1,17
AUCAPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,3,4
AYATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,4,7
AYO AYO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,26,12,38
AZURDUY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,7,7,14
BATALLAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,15,5,20
BAURES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,1,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,2,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,32,15,47
BETANZOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,26,26,52
BOLIVAR,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,6,6,12
BOLPEBRA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,0,3
BOYUIBE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,2,6
BUENA VISTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,15,3,18
CABEZAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,27,18,45
CAIROMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,1,6
"CAIZA ""D""",vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,13,5,18
CAJUATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,10,1,11
CALACOTO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,5,6
CALAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,13,2,15
CAMARGO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,19,6,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,44,17,61
CAPINOTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,36,2,38
CAQUIAVIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,6,8
CARACOLLO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,27,7,34
CARANAVI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,56,18,74
CARAPARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,14,3,17
CARIPUYO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,13,18,31
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,2,4
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,34,20,54
CHAQUI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,11,16
CHARAGUA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,15,36,51
CHARAÑA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,18,15,33
CHIMORE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,31,7,38
CHIPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,1,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,22,2,24
CHUMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,2,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,9,2,11
CKOCHAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,22,6,28
CLIZA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,33,3,36
COBIJA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,82,9,91
COCAPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,14,22,36
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1266,34,1300
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,55,2,57
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,18,11,29
COLLANA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,1,3
COLOMI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,27,15,42
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,13,10,23
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,17,46,63
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,14,0,14
COLQUIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,9,18,27
COMANCHE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,0,3
COMARAPA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,19,3,22
CONCEPCION,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,34,3,37
COPACABANA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,15,5,20
CORIPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,12,1,13
CORO CORO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,6,9
COROICO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,16,6,22
CORQUE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,3,4
COTAGAITA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,16,18,34
COTOCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,113,4,117
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,21,34,55
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,0,1
CUEVO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,3,7
CULPINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,27,17,44
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,0,5
CURVA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,0,2,2
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,9,0,9
EL ALTO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1180,57,1237
EL CHORO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,3,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,16,3,19
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,11,3,14
EL TORNO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,81,3,84
EL VILLAR,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,9,15,24
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,47,5,52
ESCARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,0,2
ESCOMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,10,2,12
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,1,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,2,3
EXALTACION,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,0,5,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,17,0,17
FILADELFIA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,6,9
