,group,variable,month,L 23.2 N° DE TBP BAAR (+) NUEVOS CANTIDAD,L 23.2 N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
EL TORNO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,3,2,5
ENTRE RIOS CBBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,4,2,6
EXALTACION,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
GUTIERREZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
HUANUNI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,0,2
LA ASUNTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,3,1,4
LA GUARDIA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,5,4,9
LA PAZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,22,8,30
LLALLAGUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,0,2
LURIBAY,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
MAPIRI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,0,2
MECAPACA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
MINEROS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,4,0,4
MONTERO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,6,8
OCURI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
ORURO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,4,6
PAILON,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,2,4
PATACAMAYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
POOPO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
POROMA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
PORVENIR,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,0,2
POTOSI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,8,6,14
PUCARANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,0,2
PUERTO RICO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,3,2,5
PUNA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
PUNATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,4,6
QUIME,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
RIBERALTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,4,6
ROBORE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
SACABA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,5,7
SAN ANDRES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
SAN BENITO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
SAN BORJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,1,3
SAN CARLOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,2,2
SAN JAVIER(BNI),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
SAN JULIAN,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,2,2,4
SAN LORENZO(PND),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
SAN LUCAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,1,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,1,2
SAN RAMON SCZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,84,54,138
SANTA ROSA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
SANTIAGO DE HUATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
SHINAOTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,2,3
SICA SICA (VILLA AROMA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
SIPE SIPE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
SORATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,5,0,5
SUCRE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,7,3,10
TACACOMA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
TACOBAMBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
TARATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
TARIJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,6,2,8
TEOPONTE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
TIAWANACU,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
TIPUANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,5,2,7
TIQUIPAYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,1,1
TIRAQUE (CBBA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
TOLATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
TORO TORO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,2,3
TRINIDAD,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,6,1,7
TUPIZA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,3,4
URUBICHA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
VACAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
VILLA MONTES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,0,3,3
VINTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,1,0,1
WARNES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,6,7,13
YACUIBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,4,5,9
YAPACANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-08-01,7,3,10
ACHACACHI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,1,3
AIQUILE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
ALTO BENI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,2,2
ARBIETO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,0,2
BATALLAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,1,1
BERMEJO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,4,0,4
BUENA VISTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,0,2
"CAIZA ""D""",tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,1,1
CALAMARCA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
CAMIRI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,1,3
CARANAVI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,3,4,7
CARAPARI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,0,2
CHALLAPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,1,2
CHARAGUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
CHAYANTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
CHIMORE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,1,1
CKOCHAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
CLIZA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,1,2
COBIJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,5,2,7
COCHABAMBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,20,10,30
"COLCHA ""K""",tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,1,2
COLOMI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
CORIPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,1,1
COROICO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
COTAGAITA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
COTOCA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,2,3
CULPINA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
EL ALTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,27,17,44
EL TORNO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,1,3
ENTRE RIOS TRJ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,1,2
EUCALIPTUS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,1,1
FILADELFIA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,1,2
HUANUNI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,0,2
ICLA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
LA ASUNTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,2,4
LA GUARDIA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,3,1,4
LA PAZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,23,11,34
LLALLAGUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,2,2
LURIBAY,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,2,2
MAIRANA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,2,2
MINEROS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
MIZQUE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,0,2
MONTERO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,3,2,5
OKINAWA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,1,1
ORURO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,3,1,4
PALOS BLANCOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,3,0,3
POCOATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,1,1
PORCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,2,2
POROMA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,0,2
POTOSI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,12,9,21
PRESTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
PUERTO CARABUCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,2,4
PUERTO RICO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,4,2,6
PUNA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,0,2
PUNATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
REYES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
RIBERALTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,5,4,9
ROBORE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
SACABA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,3,3,6
SAN BORJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,3,3,6
SAN IGNACIO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,3,0,3
SAN JAVIER(STC),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,1,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,0,2
SAN LUCAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,2,2
SAN MATIAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
SAN PEDRO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,43,36,79
SANTA ROSA DEL SARA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
SAPAHAQUI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,1,1
SHINAOTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,3,0,3
SIPE SIPE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,1,1
SOPACHUY,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
SORATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,2,2
SUCRE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,6,6,12
TACOPAYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,1,1
TARABUCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
TARIJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,4,6
TARVITA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
TEOPONTE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
TIPUANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
TOMAVE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,1,1
TOMINA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,1,1
TORO TORO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,2,0,2
TRINIDAD,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,6,1,7
VILLA MONTES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,3,1,4
VILLA TUNARI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,6,2,8
VINTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,0,1,1
WARNES,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
YACUIBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,5,3,8
YAPACANI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,4,7,11
YOCALLA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
ZUDAÑEZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-09-01,1,0,1
ACHACACHI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,4,1,5
ARBIETO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,3,0,3
AYATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
BATALLAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
BERMEJO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,2,3
BUENA VISTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
CABEZAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,1,2
CAJUATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,2,0,2
CALAMARCA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
CAMARGO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
CAMIRI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,1,2
CARANAVI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,7,6,13
CHALLAPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
CHARAGUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,2,3
CHIMORE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,3,1,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
CLIZA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
COBIJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,2,2,4
COCHABAMBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,19,9,28
COLCAPIRHUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,2,1,3
COLQUECHACA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,2,0,2
CONCEPCION,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
CORIPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,3,0,3
COROICO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
COTOCA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,3,1,4
CUATRO CAÑADAS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,4,0,4
CULPINA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,1,2
EL ALTO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,18,14,32
EL TORNO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,2,1,3
ENTRE RIOS TRJ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,2,3
ENTRE RIOS CBBA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,2,0,2
FERNANDEZ ALONSO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
FILADELFIA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
HUACARETA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
INCAHUASI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
INQUISIVI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
LA ASUNTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,5,0,5
LA GUARDIA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,3,5,8
LA PAZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,29,25,54
LLALLAGUA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
MAIRANA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
MINEROS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
MIZQUE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
MONTERO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,6,5,11
OKINAWA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
ORURO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,5,2,7
PAILON,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,2,2
PALOS BLANCOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
PAMPA GRANDE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
POCOATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
POROMA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
PORONGO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,1,2
PORTACHUELO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
PORVENIR,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
POTOSI,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,8,3,11
PUERTO QUIJARRO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
PUERTO RICO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,3,1,4
PUERTO VILLARROEL,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,5,6
PUNA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
PUNATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,2,5,7
RIBERALTA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,2,2
RURRENABAQUE,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,2,1,3
SACABA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,5,1,6
SAMAIPATA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
SAN BENITO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
SAN BORJA,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,2,2
SAN CARLOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
SAN JAVIER(BNI),tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,l 23.2       n de tbp baar (+) nuevos,2012-10-01,1,0,1
