municipality,group,variable,month,Nº de comunidades que participaron en el CAI de sector,TOTAL
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,33,33
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,3,3
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,12,12
SAN PEDRO DE QUEMES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,16,16
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,4,4
SANTIAGO DE CALLAPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,12,12
SANTIAGO DE HUARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,19,19
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,13,13
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,11,11
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,8,8
SORACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,27,27
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,13,13
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,28,28
TACOBAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,17,17
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,3,3
TARATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,40,40
TARVITA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,30,30
TEOPONTE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,3,3
TINGUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,60,60
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,12,12
TOCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
TOLATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
TOLEDO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,7,7
TOMINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,8,8
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,6,6
TURCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,8,8
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,57,57
UYUNI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,3,3
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,7,7
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,27,27
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,16,16
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,4,4
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
VILLA SERRANO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,1,1
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,17,17
VILLAZON,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,15,15
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,10,10
WALDO BALLIVIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,2,2
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-07-01,8,8
ACACIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,5,5
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,32,32
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,24,24
ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,21,21
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,19,19
APOLO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,6,6
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,5,5
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,6,6
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,3,3
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,6,6
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,16,16
BERMEJO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,9,9
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,29,29
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,18,18
CABEZAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,38,38
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,4,4
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,9,9
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,11,11
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,4,4
CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,8,8
CARAPARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,3,3
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,7,7
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,3,3
CHAYANTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,8,8
CLIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,4,4
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,4,4
COLCAPIRHUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,6,6
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,13,13
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,9,9
COMARAPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,8,8
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,6,6
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,51,51
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,14,14
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,8,8
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,178,178
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,2,2
CURAHUARA DE CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,2,2
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,28,28
EL CHORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,5,5
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,10,10
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,3,3
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,15,15
ESMERALDA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,50,50
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,3,3
GUANAY,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,2,2
HUACARETA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
HUANUNI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,2,2
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,3,3
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,2,2
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,68,68
LA RIVERA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,10,10
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,2,2
LICOMA PAMPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
LLICA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,8,8
LORETO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,4,4
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,10,10
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,3,3
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,9,9
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,4,4
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,3,3
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,3,3
OCURI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,4,4
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
POCONA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
POJO (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,7,7
POOPO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,5,5
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,58,58
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,2,2
POSTRER VALLE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,2,2
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,4,4
PRESTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,12,12
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,25,25
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,5,5
PUERTO SILES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,5,5
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,21,21
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,24,24
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,15,15
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,12,12
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,7,7
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,7,7
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,7,7
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,19,19
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,6,6
SAN IGNACIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,42,42
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,4,4
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,3,3
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,44,44
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,4,4
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,13,13
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,9,9
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,5,5
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,2,2
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,11,11
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,3,3
SANTIAGO DE CALLAPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
SANTIVAÑES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,11,11
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,28,28
SOPACHUY,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
SORACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,14,14
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,12,12
TACACOMA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
TACOBAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,16,16
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,4,4
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,15,15
TINGUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,8,8
TIQUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,11,11
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,11,11
TOCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
TODOS SANTOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,12,12
TOLEDO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,7,7
TOMAVE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
TOMINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,8,8
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,49,49
TRINIDAD,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,5,5
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,6,6
TURCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,2,2
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,6,6
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,5,5
UYUNI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,7,7
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,12,12
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,20,20
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,4,4
VILLA MONTES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,2,2
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,3,3
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,34,34
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,1,1
VILLAZON,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,10,10
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,10,10
VITICHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,13,13
WALDO BALLIVIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,4,4
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,8,8
YACUIBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,3,3
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-08-01,16,16
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,34,34
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,19,19
ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,23,23
ANTEQUERA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,10,10
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,15,15
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,5,5
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,2,2
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,10,10
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,3,3
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,11,11
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,19,19
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,9,9
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,14,14
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,6,6
CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,6,6
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,19,19
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,9,9
CHAYANTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,40,40
CLIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,3,3
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,4,4
COLCAPIRHUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,5,5
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
COLQUECHACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,2,2
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,8,8
COMARAPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,5,5
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,8,8
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,8,8
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,8,8
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,2,2
CULPINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,4,4
CURAHUARA DE CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,5,5
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,2,2
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,26,26
EL CHORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,9,9
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,6,6
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,12,12
EL VILLAR,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,2,2
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,2,2
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,3,3
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,4,4
HUACARETA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,5,5
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,2,2
HUANUNI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,2,2
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,34,34
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,4,4
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,83,83
LAS CARRERAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,2,2
LORETO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,2,2
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,4,4
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,10,10
MONTEAGUDO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,10,10
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,15,15
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,3,3
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,8,8
OCURI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,10,10
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,4,4
PAILON,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,5,5
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,7,7
POCONA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,9,9
POJO (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,7,7
POOPO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,2,2
PORCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,68,68
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,3,3
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,18,18
PUERTO ACOSTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
PUERTO SILES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,4,4
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,74,74
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,11,11
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,5,5
REYES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,9,9
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,30,30
ROBORE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,2,2
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,4,4
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,13,13
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,1,1
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,10,10
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,21,21
SAN ANDRES DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,5,5
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,10,10
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,20,20
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,5,5
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,23,23
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-09-01,4,4
