,group,variable,month,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,TOTALES,TOTALES,TOTALES
SAIPINA,malaria,numero de muestras hematicas tomadas,2013-10-01,40,95,0,0,40,95,135
SAN BORJA,malaria,numero de muestras hematicas tomadas,2013-10-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2013-10-01,0,1,0,0,0,1,1
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2013-10-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2013-10-01,5,1,0,0,5,1,6
SAN JAVIER(STC),malaria,numero de muestras hematicas tomadas,2013-10-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2013-10-01,20,60,0,0,20,60,80
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2013-10-01,4,46,0,0,4,46,50
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2013-10-01,17,13,0,0,17,13,30
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2013-10-01,27,17,0,0,27,17,44
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2013-10-01,2,0,0,0,2,0,2
SENA,malaria,numero de muestras hematicas tomadas,2013-10-01,70,94,0,0,70,94,164
SOPACHUY,malaria,numero de muestras hematicas tomadas,2013-10-01,9,20,0,0,9,20,29
SUCRE,malaria,numero de muestras hematicas tomadas,2013-10-01,79,55,0,0,79,55,134
TARABUCO,malaria,numero de muestras hematicas tomadas,2013-10-01,3,22,0,0,3,22,25
TARVITA,malaria,numero de muestras hematicas tomadas,2013-10-01,0,12,0,0,0,12,12
TEOPONTE,malaria,numero de muestras hematicas tomadas,2013-10-01,4,4,0,0,4,4,8
TOMINA,malaria,numero de muestras hematicas tomadas,2013-10-01,3,17,0,0,3,17,20
TORO TORO,malaria,numero de muestras hematicas tomadas,2013-10-01,21,20,0,0,21,20,41
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2013-10-01,3,1,0,0,3,1,4
VILLA CHARCAS,malaria,numero de muestras hematicas tomadas,2013-10-01,0,1,0,0,0,1,1
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2013-10-01,246,269,0,0,246,269,515
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2013-10-01,37,47,0,0,37,47,84
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2013-10-01,5,4,0,0,5,4,9
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2013-10-01,209,240,0,0,209,240,449
YACUIBA,malaria,numero de muestras hematicas tomadas,2013-10-01,276,467,0,0,276,467,743
YAMPARAEZ,malaria,numero de muestras hematicas tomadas,2013-10-01,0,2,0,0,0,2,2
YAPACANI,malaria,numero de muestras hematicas tomadas,2013-10-01,1,0,0,0,1,0,1
YOTALA,malaria,numero de muestras hematicas tomadas,2013-10-01,0,16,0,0,0,16,16
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2013-10-01,1,8,0,0,1,8,9
ACACIO,malaria,numero de muestras hematicas tomadas,2013-11-01,10,50,0,0,10,50,60
ALCALA,malaria,numero de muestras hematicas tomadas,2013-11-01,1,6,0,0,1,6,7
AZURDUY,malaria,numero de muestras hematicas tomadas,2013-11-01,61,105,0,0,61,105,166
BAURES,malaria,numero de muestras hematicas tomadas,2013-11-01,10,4,0,0,10,4,14
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2013-11-01,24,22,0,0,24,22,46
BERMEJO,malaria,numero de muestras hematicas tomadas,2013-11-01,6,12,0,0,6,12,18
BETANZOS,malaria,numero de muestras hematicas tomadas,2013-11-01,174,163,0,0,174,163,337
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2013-11-01,0,0,20,20,20,20,40
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2013-11-01,11,7,0,0,11,7,18
CABEZAS,malaria,numero de muestras hematicas tomadas,2013-11-01,1,0,0,0,1,0,1
CAMARGO,malaria,numero de muestras hematicas tomadas,2013-11-01,0,18,0,0,0,18,18
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2013-11-01,2,2,0,0,2,2,4
CAMIRI,malaria,numero de muestras hematicas tomadas,2013-11-01,12,13,0,0,12,13,25
CARANAVI,malaria,numero de muestras hematicas tomadas,2013-11-01,2,2,0,0,2,2,4
CARAPARI,malaria,numero de muestras hematicas tomadas,2013-11-01,5,5,0,0,5,5,10
COBIJA,malaria,numero de muestras hematicas tomadas,2013-11-01,9,9,0,0,9,9,18
COMARAPA,malaria,numero de muestras hematicas tomadas,2013-11-01,3,0,0,0,3,0,3
CONCEPCION,malaria,numero de muestras hematicas tomadas,2013-11-01,14,20,0,0,14,20,34
CULPINA,malaria,numero de muestras hematicas tomadas,2013-11-01,0,2,0,0,0,2,2
EL TORNO,malaria,numero de muestras hematicas tomadas,2013-11-01,12,15,0,0,12,15,27
EL VILLAR,malaria,numero de muestras hematicas tomadas,2013-11-01,1,7,0,0,1,7,8
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2013-11-01,225,0,0,0,225,0,225
GUANAY,malaria,numero de muestras hematicas tomadas,2013-11-01,1,1,0,0,1,1,2
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2013-11-01,401,416,11,8,412,424,836
HUACARETA,malaria,numero de muestras hematicas tomadas,2013-11-01,203,264,0,0,203,264,467
ICLA,malaria,numero de muestras hematicas tomadas,2013-11-01,14,28,0,0,14,28,42
INCAHUASI,malaria,numero de muestras hematicas tomadas,2013-11-01,26,83,0,0,26,83,109
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2013-11-01,97,86,0,0,97,86,183
IXIAMAS,malaria,numero de muestras hematicas tomadas,2013-11-01,30,14,0,0,30,14,44
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2013-11-01,5,0,0,0,5,0,5
LAS CARRERAS,malaria,numero de muestras hematicas tomadas,2013-11-01,13,29,0,0,13,29,42
MACHARETI,malaria,numero de muestras hematicas tomadas,2013-11-01,29,55,0,0,29,55,84
MAGDALENA,malaria,numero de muestras hematicas tomadas,2013-11-01,113,75,0,0,113,75,188
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2013-11-01,1,3,0,0,1,3,4
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2013-11-01,145,249,0,0,145,249,394
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2013-11-01,107,10,0,0,107,10,117
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2013-11-01,112,122,0,0,112,122,234
PADCAYA,malaria,numero de muestras hematicas tomadas,2013-11-01,31,26,0,0,31,26,57
PADILLA,malaria,numero de muestras hematicas tomadas,2013-11-01,14,28,0,0,14,28,42
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2013-11-01,4,1,0,0,4,1,5
POROMA,malaria,numero de muestras hematicas tomadas,2013-11-01,79,74,0,0,79,74,153
PORONGO,malaria,numero de muestras hematicas tomadas,2013-11-01,7,6,0,0,7,6,13
PORVENIR,malaria,numero de muestras hematicas tomadas,2013-11-01,120,22,0,0,120,22,142
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2013-11-01,63,61,0,0,63,61,124
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2013-11-01,148,128,0,0,148,128,276
REYES,malaria,numero de muestras hematicas tomadas,2013-11-01,12,3,0,0,12,3,15
RIBERALTA,malaria,numero de muestras hematicas tomadas,2013-11-01,702,668,0,0,702,668,1370
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2013-11-01,3,1,3,1,6,2,8
SAIPINA,malaria,numero de muestras hematicas tomadas,2013-11-01,33,41,0,0,33,41,74
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2013-11-01,2,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2013-11-01,9,4,0,0,9,4,13
SAN JAVIER(STC),malaria,numero de muestras hematicas tomadas,2013-11-01,0,0,0,2,0,2,2
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2013-11-01,11,38,0,0,11,38,49
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2013-11-01,167,130,0,0,167,130,297
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2013-11-01,22,26,0,0,22,26,48
SENA,malaria,numero de muestras hematicas tomadas,2013-11-01,93,91,0,0,93,91,184
SOPACHUY,malaria,numero de muestras hematicas tomadas,2013-11-01,9,11,0,0,9,11,20
SUCRE,malaria,numero de muestras hematicas tomadas,2013-11-01,64,73,0,0,64,73,137
TARABUCO,malaria,numero de muestras hematicas tomadas,2013-11-01,9,11,0,0,9,11,20
TARVITA,malaria,numero de muestras hematicas tomadas,2013-11-01,57,56,0,0,57,56,113
TEOPONTE,malaria,numero de muestras hematicas tomadas,2013-11-01,2,4,0,0,2,4,6
TOMINA,malaria,numero de muestras hematicas tomadas,2013-11-01,3,3,0,0,3,3,6
TORO TORO,malaria,numero de muestras hematicas tomadas,2013-11-01,71,74,0,0,71,74,145
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2013-11-01,226,362,0,0,226,362,588
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2013-11-01,52,65,0,0,52,65,117
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2013-11-01,3,5,0,0,3,5,8
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2013-11-01,42,72,0,0,42,72,114
YACUIBA,malaria,numero de muestras hematicas tomadas,2013-11-01,160,271,48,63,208,334,542
YAMPARAEZ,malaria,numero de muestras hematicas tomadas,2013-11-01,0,1,0,0,0,1,1
YAPACANI,malaria,numero de muestras hematicas tomadas,2013-11-01,1,1,0,0,1,1,2
YOTALA,malaria,numero de muestras hematicas tomadas,2013-11-01,3,4,0,0,3,4,7
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2013-11-01,3,3,0,0,3,3,6
AIQUILE,malaria,numero de muestras hematicas tomadas,2013-12-01,1,1,0,0,1,1,2
ALCALA,malaria,numero de muestras hematicas tomadas,2013-12-01,0,4,0,0,0,4,4
APOLO,malaria,numero de muestras hematicas tomadas,2013-12-01,2,0,0,0,2,0,2
AZURDUY,malaria,numero de muestras hematicas tomadas,2013-12-01,14,15,0,0,14,15,29
BAURES,malaria,numero de muestras hematicas tomadas,2013-12-01,7,6,0,0,7,6,13
BERMEJO,malaria,numero de muestras hematicas tomadas,2013-12-01,16,13,0,0,16,13,29
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2013-12-01,7,1,0,0,7,1,8
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2013-12-01,5,5,0,0,5,5,10
CABEZAS,malaria,numero de muestras hematicas tomadas,2013-12-01,0,1,0,0,0,1,1
CAMARGO,malaria,numero de muestras hematicas tomadas,2013-12-01,0,36,0,0,0,36,36
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2013-12-01,4,16,0,0,4,16,20
CAMIRI,malaria,numero de muestras hematicas tomadas,2013-12-01,16,15,0,0,16,15,31
CARAPARI,malaria,numero de muestras hematicas tomadas,2013-12-01,3,6,0,0,3,6,9
CHARAGUA,malaria,numero de muestras hematicas tomadas,2013-12-01,1,0,0,0,1,0,1
COBIJA,malaria,numero de muestras hematicas tomadas,2013-12-01,10,15,0,0,10,15,25
CUEVO,malaria,numero de muestras hematicas tomadas,2013-12-01,1,0,0,0,1,0,1
CULPINA,malaria,numero de muestras hematicas tomadas,2013-12-01,2,2,0,0,2,2,4
EL TORNO,malaria,numero de muestras hematicas tomadas,2013-12-01,14,15,0,0,14,15,29
EL VILLAR,malaria,numero de muestras hematicas tomadas,2013-12-01,1,2,0,0,1,2,3
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2013-12-01,79,64,0,0,79,64,143
GUANAY,malaria,numero de muestras hematicas tomadas,2013-12-01,2,1,0,0,2,1,3
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2013-12-01,449,655,1,1,450,656,1106
ICLA,malaria,numero de muestras hematicas tomadas,2013-12-01,4,31,0,0,4,31,35
INCAHUASI,malaria,numero de muestras hematicas tomadas,2013-12-01,1,0,0,0,1,0,1
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2013-12-01,55,45,0,0,55,45,100
IXIAMAS,malaria,numero de muestras hematicas tomadas,2013-12-01,55,26,0,0,55,26,81
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2013-12-01,2,2,0,0,2,2,4
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2013-12-01,4,6,0,0,4,6,10
LAS CARRERAS,malaria,numero de muestras hematicas tomadas,2013-12-01,15,24,0,0,15,24,39
MACHARETI,malaria,numero de muestras hematicas tomadas,2013-12-01,34,43,0,0,34,43,77
MAGDALENA,malaria,numero de muestras hematicas tomadas,2013-12-01,71,60,0,0,71,60,131
MAPIRI,malaria,numero de muestras hematicas tomadas,2013-12-01,8,7,0,0,8,7,15
MIZQUE,malaria,numero de muestras hematicas tomadas,2013-12-01,0,1,0,0,0,1,1
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2013-12-01,2,3,0,0,2,3,5
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2013-12-01,29,48,0,0,29,48,77
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2013-12-01,25,12,0,0,25,12,37
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2013-12-01,77,75,0,0,77,75,152
PADCAYA,malaria,numero de muestras hematicas tomadas,2013-12-01,29,21,0,0,29,21,50
PADILLA,malaria,numero de muestras hematicas tomadas,2013-12-01,33,30,0,0,33,30,63
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2013-12-01,2,4,0,0,2,4,6
POROMA,malaria,numero de muestras hematicas tomadas,2013-12-01,48,51,0,0,48,51,99
PORONGO,malaria,numero de muestras hematicas tomadas,2013-12-01,2,1,0,0,2,1,3
PORVENIR,malaria,numero de muestras hematicas tomadas,2013-12-01,100,85,0,0,100,85,185
POSTRER VALLE,malaria,numero de muestras hematicas tomadas,2013-12-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2013-12-01,16,6,0,0,16,6,22
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2013-12-01,121,55,0,0,121,55,176
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2013-12-01,0,1,0,0,0,1,1
REYES,malaria,numero de muestras hematicas tomadas,2013-12-01,6,0,0,0,6,0,6
RIBERALTA,malaria,numero de muestras hematicas tomadas,2013-12-01,522,523,1,0,523,523,1046
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2013-12-01,5,0,5,0,10,0,10
SAIPINA,malaria,numero de muestras hematicas tomadas,2013-12-01,26,48,0,0,26,48,74
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2013-12-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2013-12-01,4,2,0,0,4,2,6
SAN JAVIER(STC),malaria,numero de muestras hematicas tomadas,2013-12-01,1,1,0,0,1,1,2
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2013-12-01,23,97,0,0,23,97,120
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2013-12-01,138,0,0,0,138,0,138
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2013-12-01,27,48,0,0,27,48,75
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2013-12-01,30,23,0,0,30,23,53
SANTA ANA,malaria,numero de muestras hematicas tomadas,2013-12-01,13,0,0,0,13,0,13
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2013-12-01,2,0,0,0,2,0,2
SENA,malaria,numero de muestras hematicas tomadas,2013-12-01,127,113,0,0,127,113,240
SOPACHUY,malaria,numero de muestras hematicas tomadas,2013-12-01,8,13,0,0,8,13,21
SUCRE,malaria,numero de muestras hematicas tomadas,2013-12-01,130,93,0,0,130,93,223
TARABUCO,malaria,numero de muestras hematicas tomadas,2013-12-01,0,8,0,0,0,8,8
TARVITA,malaria,numero de muestras hematicas tomadas,2013-12-01,2,3,0,0,2,3,5
TEOPONTE,malaria,numero de muestras hematicas tomadas,2013-12-01,1,4,0,0,1,4,5
TOMINA,malaria,numero de muestras hematicas tomadas,2013-12-01,1,0,0,0,1,0,1
TORO TORO,malaria,numero de muestras hematicas tomadas,2013-12-01,83,69,0,0,83,69,152
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2013-12-01,2,0,0,0,2,0,2
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2013-12-01,173,206,0,0,173,206,379
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2013-12-01,34,53,0,0,34,53,87
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2013-12-01,7,23,0,0,7,23,30
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2013-12-01,4,7,0,0,4,7,11
YACUIBA,malaria,numero de muestras hematicas tomadas,2013-12-01,292,500,0,0,292,500,792
YAPACANI,malaria,numero de muestras hematicas tomadas,2013-12-01,1,1,0,0,1,1,2
YOTALA,malaria,numero de muestras hematicas tomadas,2013-12-01,2,8,0,0,2,8,10
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2013-12-01,4,4,0,0,4,4,8
