,group,variable,month,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS DENTRO,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS DENTRO,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS FUERA,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS FUERA,TOTALES
POROMA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,5,4,0,10
PORONGO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,2,1,0,1,4
PORTACHUELO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,14,12,2,1,29
PORVENIR,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,2,0,4,7
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,163,122,15,14,314
PUCARA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,3,1,1,1,6
PUERTO ACOSTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,0,0,0,1
PUERTO CARABUCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,2,0,0,3
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,2,3,0,1,6
PUERTO PEREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,0,0,1,1,2
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,8,4,0,0,12
PUERTO SUAREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,7,6,10,11,34
PUNA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,0,0,0,4,4
PUNATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,4,8,3,1,16
QUILLACOLLO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,28,24,32,31,115
QUIME,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,4,5,0,0,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,0,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,2,2,2,2,8
RAVELO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,4,4,0,4,12
REYES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,0,1,0,0,1
RIBERALTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,25,17,0,0,42
ROBORE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,11,10,0,0,21
RURRENABAQUE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,5,3,0,0,8
SACABA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,59,71,10,10,150
SAIPINA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,2,1,0,0,3
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,4,1,0,0,5
SAMAIPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,6,2,0,0,8
SAN ANDRES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,3,3,0,0,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,4,2,0,2,8
SAN BENITO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,10,8,6,2,26
SAN BORJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,15,11,0,0,26
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,6,3,3,3,15
SAN CARLOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,11,7,0,1,19
SAN IGNACIO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,10,6,0,0,16
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,58,60,11,8,137
SAN JAVIER(STC),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,14,19,0,0,33
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,12,19,2,3,36
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,0,2,1,1,4
SAN LORENZO(PND),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,2,5,0,4,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,7,4,1,1,13
SAN LUCAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,1,0,0,2
SAN MATIAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,4,7,5,3,19
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,5,5,9,8,27
SAN PEDRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,7,7,0,0,14
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,3,1,0,5
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,0,0,1,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,2,0,2,2,6
SAN RAFAEL,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,0,2,0,0,2
SAN RAMON BENI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,4,1,2,1,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,21,18,0,0,39
SANTA ANA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,10,11,1,1,23
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,622,591,199,185,1597
SANTA ROSA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,0,3,0,0,3
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,4,6,0,0,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,3,0,4,8
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,2,2,0,0,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,0,0,0,1
SAPAHAQUI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,2,2,1,0,5
SENA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,3,3,1,0,7
SHINAOTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,13,10,0,3,26
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,0,2,0,0,2
SORACACHI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,1,1,0,3
SORATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,0,1,2,4
SUCRE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,139,128,14,9,290
TACOPAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,0,0,4,5
TARABUCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,0,0,0,1,1
TARACO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,0,0,0,1
TARIJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,64,63,14,8,149
TEOPONTE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,0,1,0,0,1
TIAHUANACU,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,3,1,0,1,5
TINGUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,0,2,3,0,5
TIPUANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,2,1,2,6
TIQUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,16,10,8,2,36
TORO TORO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,0,0,0,1
TOTORA(CBBA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,7,6,3,0,16
TOTORA(ORR),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,0,1,0,1,2
TRIGAL,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,0,2,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,49,37,2,2,90
TUPIZA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,8,7,0,0,15
UNCIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,5,1,0,1,7
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,3,2,2,2,9
URUBICHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,5,4,0,0,9
UYUNI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,4,22,0,0,26
VACAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,3,0,2,5,10
VALLEGRANDE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,10,5,0,0,15
VIACHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,23,21,5,7,56
VILLA CHARCAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,1,0,0,2
VILLA MONTES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,13,15,0,2,30
VILLA TUNARI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,32,32,4,2,70
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,0,1,0,0,1
VILLAZON,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,13,17,0,1,31
VINTO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,7,6,0,3,16
WARNES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,99,116,6,3,224
YACUIBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,31,37,8,4,80
YANACACHI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,0,0,0,1
YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,14,20,21,14,69
YOCALLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-10-01,1,3,0,1,5
ACHACACHI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,6,4,1,1,12
ACHOCALLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,2,5,0,0,7
ANTEQUERA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,0,2,3,6
APOLO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,5,4,1,3,13
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,19,18,0,4,41
ATOCHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,2,0,1,4
BATALLAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,5,0,1,1,7
BELLA FLOR,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,1,2,1,4
BETANZOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,1,0,0,2
BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,5,8,0,0,13
CABEZAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,7,3,0,1,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,2,3,0,2,7
CAMIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,2,1,0,0,3
CAQUIAVIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,1,0,0,2
CARACOLLO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,5,3,2,0,10
CARANAVI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,2,1,0,0,3
CARAPARI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,2,3,0,0,5
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,3,2,2,3,10
CHALLAPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,6,9,2,1,18
CHARAGUA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,5,3,0,2,10
CHAYANTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,2,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,2,1,5,8
CHUA COCANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,2,3,0,0,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,0,0,0,1
CHUMA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,1,0,1,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,1,0,1,2
COBIJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,31,35,13,19,98
COCHABAMBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,291,309,83,112,795
COIPASA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,2,0,0,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,1,0,0,1
"COLCHA ""K""",vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,3,1,0,0,4
COLOMI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,3,10,5,2,20
COLPA BELGICA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,3,5,0,0,8
COLQUECHACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,2,5,0,0,7
COLQUIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,8,3,0,2,13
COMARAPA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,11,7,0,0,18
CONCEPCION,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,10,12,1,0,23
COPACABANA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,3,3,0,1,7
CORIPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,2,4,0,0,6
COROICO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,3,2,0,6
CORQUE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,2,0,0,0,2
COTAGAITA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,3,1,1,1,6
COTOCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,2,0,1,4
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,13,5,2,1,21
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,4,0,0,0,4
CURVA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,0,3,1,4
EL ALTO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,93,85,54,82,314
EL CHORO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,2,0,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,8,1,2,4,15
EL PUENTE(TJA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,1,0,0,2
EL TORNO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,4,1,0,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,3,3,0,0,6
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,14,18,4,2,38
ESCOMA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,4,1,0,0,5
EUCALIPTUS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,1,0,0,1
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,2,1,0,3
EXALTACION,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,4,4,4,4,16
FILADELFIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,3,3,0,0,6
GUANAY,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,0,0,1,1
GUAQUI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,4,5,0,1,10
GUTIERREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,0,1,2,3
HUANUNI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,2,4,3,1,10
HUARINA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,0,1,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,2,0,1,3
HUMANATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,0,0,1,1
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,0,0,0,1
INQUISIVI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,0,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,2,1,0,4
IXIAMAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,3,4,0,0,7
JESUS DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,1,0,0,1
LA ASUNTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,4,1,0,0,5
LA GUARDIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,107,80,9,4,200
LA PAZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,203,197,20,18,438
LAGUNILLAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,1,3,1,6
LAJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,1,0,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,2,0,0,3
LLICA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,0,0,0,1
MACHACAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,1,0,0,1
MAGDALENA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,6,10,1,0,17
MAIRANA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,9,6,1,0,16
MAPIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,5,2,0,0,7
MECAPACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,5,2,0,0,7
MINEROS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,13,10,6,1,30
MOJOCOYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,1,0,0,1
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,73,63,5,4,145
MORO MORO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,1,0,0,1
OCURI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,0,1,3,4
OKINAWA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,2,7,2,8,19
ORURO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,137,131,3,8,279
PADCAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,3,0,0,4
PADILLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,6,0,0,7
PAILON,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,7,7,5,3,22
PALCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,0,0,0,1
PALOS BLANCOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,3,4,1,1,9
PAMPA GRANDE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,1,0,0,2
PAZÑA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,1,0,0,1
POCOATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,2,3,0,5
PORCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,4,1,3,2,10
POROMA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,1,2,3,7
PORONGO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,0,0,0,1
PORTACHUELO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,9,8,3,0,20
PORVENIR,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,1,2,0,0,3
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,92,101,6,2,201
PUCARANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,3,0,0,3
PUERTO ACOSTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,0,1,0,1
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,2,2,0,1,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,6,12,0,0,18
PUERTO RICO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,2,2,0,1,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,4,6,11,6,27
PUNA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2020-11-01,0,0,1,5,6
