municipality,group,variable,month,Diarreas,TOTAL
CONCEPCION,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,2,2
COROICO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,3,3
CURAHUARA DE CARANGAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,73,73
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,6,6
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,28,28
GUTIERREZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
IXIAMAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,2,2
LA ASUNTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,8,8
LA GUARDIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,12,12
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,61,61
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,10,10
MAGDALENA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,10,10
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,4,4
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,48,48
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,31,31
PADILLA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,4,4
PAILON,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,7,7
PATACAMAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,5,5
PORTACHUELO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,5,5
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,49,49
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,19,19
PUNA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,13,13
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,15,15
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,161,161
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,2,2
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,4,4
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,54,54
SACACA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
SAIPINA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
SAN BENITO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,9,9
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,2,2
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,17,17
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,20,20
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,2,2
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,7,7
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,4,4
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,17,17
SAN MATIAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,4,4
SAN PEDRO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,12,12
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,565,565
SANTA ROSA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,3,3
SOPACHUY,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,51,51
TARABUCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,2,2
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,8,8
TEOPONTE,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,3,3
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,6,6
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,10,10
TOLEDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,3,3
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,2,2
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,24,24
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,25,25
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,41,41
URIONDO (A. CONCEPCION),diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,2,2
URUBICHA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,1,1
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,2,2
VIACHA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,4,4
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,10,10
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,17,17
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,2,2
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,11,11
VINTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,6,6
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,4,4
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,15,15
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-10-01,5,5
ACHACACHI,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,33,33
ATOCHA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
AYATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,2,2
AZURDUY,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,3,3
CABEZAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,5,5
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,15,15
CARACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,2,2
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,9,9
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,3,3
CHARAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,5,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
CLIZA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,25,25
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,84,84
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,5,5
COLPA BELGICA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
COLQUIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
CONCEPCION,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,4,4
COROICO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,7,7
CUEVO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,53,53
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,5,5
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,34,34
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,3,3
LA GUARDIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,10,10
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,63,63
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,22,22
LURIBAY,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
MAGDALENA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,7,7
MAIRANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
MAPIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,3,3
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,60,60
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,37,37
PAILON,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,4,4
PATACAMAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
PORONGO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,3,3
PORTACHUELO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,54,54
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,2,2
PUERTO SILES,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,2,2
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,5,5
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,8,8
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,14,14
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,12,12
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,105,105
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,5,5
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,7,7
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,98,98
SAMAIPATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,5,5
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,18,18
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,39,39
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,2,2
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,2,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,3,3
SAN JUAN DE YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,5,5
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,20,20
SAN LUCAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,8,8
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,554,554
SOPACHUY,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,5,5
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,26,26
TARABUCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,6,6
TIPUANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,4,4
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,14,14
TOLEDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,43,43
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,25,25
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,3,3
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,2,2
VIACHA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,2,2
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,13,13
VILLA SERRANO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,11,11
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,3,3
VINTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,9,9
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,36,36
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-11-01,14,14
ACHACACHI,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,3,3
APOLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,18,18
ATOCHA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,3,3
BOYUIBE,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,6,6
CAMATAQUI (C. VILLA ABECIA),diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,19,19
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,9,9
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,7,7
CHARAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
CLIZA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,35,35
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,9,9
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,83,83
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,3,3
COLOMI,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,2,2
COLPA BELGICA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,2,2
COLQUIRI,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,3,3
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,2,2
CONCEPCION,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,4,4
COROICO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,13,13
CUATRO CAÑADAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,6,6
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,85,85
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,5,5
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,17,17
GUTIERREZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
HUACARETA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
LA GUARDIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,8,8
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,77,77
LAGUNILLAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,11,11
LORETO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
LURIBAY,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
MAGDALENA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,5,5
MAIRANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,2,2
MIZQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,5,5
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,51,51
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,56,56
PAILON,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,2,2
PATACAMAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
PORTACHUELO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,2,2
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,50,50
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,2,2
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,3,3
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,26,26
PUNA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,14,14
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,17,17
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,79,79
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,4,4
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,7,7
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,114,114
SACACA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
SAMAIPATA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
SAN ANDRES,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,13,13
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,20,20
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,43,43
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,6,6
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,13,13
SAN LUCAS,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,4,4
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,3,3
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,544,544
SOPACHUY,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,4,4
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,58,58
TARABUCO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,4,4
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,7,7
TIPUANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,5,5
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,11,11
TOLEDO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
TOMAVE,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,3,3
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,36,36
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,34,34
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,26,26
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,7,7
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,36,36
VILLA RIVERO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,3,3
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,18,18
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,9,9
VINTO,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,3,3
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,11,11
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,44,44
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,9,9
YOTALA,diagnostico de egreso en menores de 5 anos,diarreas,2006-12-01,1,1
