municipality,group,variable,month,Neumonías,TOTAL
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,44,44
PUERTO SILES,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,5,5
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,13,13
PUNA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,16,16
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,12,12
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,19,19
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,4,4
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,99,99
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,5,5
SAMAIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
SAN ANDRES,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,4,4
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,4,4
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,12,12
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,35,35
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,6,6
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,9,9
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,4,4
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,3,3
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,171,171
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,25,25
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,4,4
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,22,22
TARVITA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,3,3
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,13,13
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,9,9
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,46,46
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,2,2
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,12,12
VILLA RIVERO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
VILLA SERRANO,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,14,14
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,6,6
VITICHI,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,4,4
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,24,24
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-11-01,10,10
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,4,4
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,15,15
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,3,3
BAURES,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,2,2
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,5,5
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,2,2
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,8,8
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,6,6
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
CLIZA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,5,5
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,15,15
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,55,55
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
COLPA BELGICA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,3,3
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,3,3
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
CUATRO CAÑADAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,2,2
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,82,82
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,2,2
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,13,13
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,5,5
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,56,56
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,9,9
LURIBAY,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,2,2
MAIRANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,2,2
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,24,24
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,30,30
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,2,2
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,46,46
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,7,7
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,23,23
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,19,19
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,21,21
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,21,21
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,2,2
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,5,5
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,56,56
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,4,4
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,7,7
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,22,22
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,2,2
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,8,8
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,130,130
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,46,46
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,3,3
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,7,7
TARVITA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
TIPUANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,2,2
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,15,15
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,9,9
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,76,76
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,2,2
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,6,6
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,12,12
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,18,18
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,1,1
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,6,6
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,4,4
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,9,9
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,15,15
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-12-01,10,10
