,group,variable,month,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,TOTALES,TOTALES,TOTALES
CABEZAS,malaria,numero de muestras hematicas tomadas,2011-10-01,1,0,0,0,1,0,1
CAMARGO,malaria,numero de muestras hematicas tomadas,2011-10-01,0,3,0,0,0,3,3
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2011-10-01,0,2,0,0,0,2,2
CAMIRI,malaria,numero de muestras hematicas tomadas,2011-10-01,20,20,0,0,20,20,40
CARANAVI,malaria,numero de muestras hematicas tomadas,2011-10-01,10,10,0,0,10,10,20
CARAPARI,malaria,numero de muestras hematicas tomadas,2011-10-01,5,0,0,0,5,0,5
COBIJA,malaria,numero de muestras hematicas tomadas,2011-10-01,69,13,0,0,69,13,82
EL TORNO,malaria,numero de muestras hematicas tomadas,2011-10-01,38,37,0,0,38,37,75
EL VILLAR,malaria,numero de muestras hematicas tomadas,2011-10-01,1,1,0,0,1,1,2
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2011-10-01,38,35,0,0,38,35,73
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2011-10-01,108,13,0,0,108,13,121
FILADELFIA,malaria,numero de muestras hematicas tomadas,2011-10-01,72,0,0,0,72,0,72
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2011-10-01,2,2,0,0,2,2,4
GUANAY,malaria,numero de muestras hematicas tomadas,2011-10-01,11,6,0,0,11,6,17
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2011-10-01,827,964,59,52,886,1016,1902
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2011-10-01,1,16,0,0,1,16,17
HUACARETA,malaria,numero de muestras hematicas tomadas,2011-10-01,57,74,0,0,57,74,131
ICLA,malaria,numero de muestras hematicas tomadas,2011-10-01,49,82,25,59,74,141,215
INCAHUASI,malaria,numero de muestras hematicas tomadas,2011-10-01,1,2,0,0,1,2,3
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2011-10-01,141,23,0,0,141,23,164
IXIAMAS,malaria,numero de muestras hematicas tomadas,2011-10-01,0,1,0,0,0,1,1
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2011-10-01,1,0,0,0,1,0,1
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2011-10-01,9,1,0,0,9,1,10
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2011-10-01,2,19,0,0,2,19,21
MACHARETI,malaria,numero de muestras hematicas tomadas,2011-10-01,3,25,0,0,3,25,28
MAGDALENA,malaria,numero de muestras hematicas tomadas,2011-10-01,104,95,0,0,104,95,199
MAIRANA,malaria,numero de muestras hematicas tomadas,2011-10-01,1,0,0,0,1,0,1
MAPIRI,malaria,numero de muestras hematicas tomadas,2011-10-01,11,10,0,0,11,10,21
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2011-10-01,1,0,0,0,1,0,1
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2011-10-01,251,258,0,0,251,258,509
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2011-10-01,65,45,0,0,65,45,110
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2011-10-01,129,113,0,0,129,113,242
PADCAYA,malaria,numero de muestras hematicas tomadas,2011-10-01,15,5,0,0,15,5,20
PADILLA,malaria,numero de muestras hematicas tomadas,2011-10-01,5,3,0,0,5,3,8
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2011-10-01,8,7,0,0,8,7,15
POROMA,malaria,numero de muestras hematicas tomadas,2011-10-01,49,63,0,0,49,63,112
PORONGO,malaria,numero de muestras hematicas tomadas,2011-10-01,8,11,0,0,8,11,19
PORTACHUELO,malaria,numero de muestras hematicas tomadas,2011-10-01,5,2,0,0,5,2,7
PORVENIR,malaria,numero de muestras hematicas tomadas,2011-10-01,102,0,0,0,102,0,102
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2011-10-01,187,1,0,0,187,1,188
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2011-10-01,181,167,0,0,181,167,348
RIBERALTA,malaria,numero de muestras hematicas tomadas,2011-10-01,756,566,6,3,762,569,1331
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2011-10-01,1,2,0,0,1,2,3
SAIPINA,malaria,numero de muestras hematicas tomadas,2011-10-01,28,42,0,0,28,42,70
SAN BORJA,malaria,numero de muestras hematicas tomadas,2011-10-01,2,2,0,0,2,2,4
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2011-10-01,1,1,0,0,1,1,2
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2011-10-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2011-10-01,11,13,0,0,11,13,24
SAN JAVIER(STC),malaria,numero de muestras hematicas tomadas,2011-10-01,2,2,0,0,2,2,4
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2011-10-01,20,40,0,0,20,40,60
SAN JULIAN,malaria,numero de muestras hematicas tomadas,2011-10-01,3,6,0,0,3,6,9
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2011-10-01,246,99,0,0,246,99,345
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2011-10-01,1,0,0,0,1,0,1
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2011-10-01,5,30,0,0,5,30,35
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2011-10-01,22,47,0,0,22,47,69
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2011-10-01,1,0,0,0,1,0,1
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2011-10-01,33,0,0,0,33,0,33
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2011-10-01,0,1,0,0,0,1,1
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2011-10-01,8,10,0,0,8,10,18
SENA,malaria,numero de muestras hematicas tomadas,2011-10-01,150,53,0,0,150,53,203
SHINAOTA,malaria,numero de muestras hematicas tomadas,2011-10-01,2,1,0,0,2,1,3
SOPACHUY,malaria,numero de muestras hematicas tomadas,2011-10-01,10,5,0,0,10,5,15
TEOPONTE,malaria,numero de muestras hematicas tomadas,2011-10-01,6,3,0,0,6,3,9
TOMINA,malaria,numero de muestras hematicas tomadas,2011-10-01,1,0,0,0,1,0,1
TORO TORO,malaria,numero de muestras hematicas tomadas,2011-10-01,46,46,0,0,46,46,92
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2011-10-01,2,0,0,0,2,0,2
VILLA CHARCAS,malaria,numero de muestras hematicas tomadas,2011-10-01,2,1,0,0,2,1,3
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2011-10-01,103,124,0,0,103,124,227
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2011-10-01,121,66,0,0,121,66,187
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2011-10-01,4,1,0,0,4,1,5
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2011-10-01,1,1,0,0,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2011-10-01,4,11,0,0,4,11,15
YACUIBA,malaria,numero de muestras hematicas tomadas,2011-10-01,385,511,0,0,385,511,896
YAPACANI,malaria,numero de muestras hematicas tomadas,2011-10-01,0,2,0,0,0,2,2
YOTALA,malaria,numero de muestras hematicas tomadas,2011-10-01,1,1,0,0,1,1,2
AIQUILE,malaria,numero de muestras hematicas tomadas,2011-11-01,0,4,0,0,0,4,4
ALCALA,malaria,numero de muestras hematicas tomadas,2011-11-01,0,7,0,0,0,7,7
APOLO,malaria,numero de muestras hematicas tomadas,2011-11-01,22,26,0,0,22,26,48
AZURDUY,malaria,numero de muestras hematicas tomadas,2011-11-01,40,52,0,0,40,52,92
BAURES,malaria,numero de muestras hematicas tomadas,2011-11-01,34,34,0,0,34,34,68
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2011-11-01,55,0,0,0,55,0,55
BERMEJO,malaria,numero de muestras hematicas tomadas,2011-11-01,43,44,0,0,43,44,87
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2011-11-01,32,13,0,0,32,13,45
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2011-11-01,2,4,0,0,2,4,6
CAMARGO,malaria,numero de muestras hematicas tomadas,2011-11-01,1,0,0,0,1,0,1
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2011-11-01,19,19,0,0,19,19,38
CAMIRI,malaria,numero de muestras hematicas tomadas,2011-11-01,20,16,0,0,20,16,36
CARANAVI,malaria,numero de muestras hematicas tomadas,2011-11-01,12,9,0,0,12,9,21
CARAPARI,malaria,numero de muestras hematicas tomadas,2011-11-01,14,6,0,1,14,7,21
COBIJA,malaria,numero de muestras hematicas tomadas,2011-11-01,69,33,0,0,69,33,102
COMARAPA,malaria,numero de muestras hematicas tomadas,2011-11-01,2,0,0,0,2,0,2
CULPINA,malaria,numero de muestras hematicas tomadas,2011-11-01,0,2,0,8,0,10,10
EL TORNO,malaria,numero de muestras hematicas tomadas,2011-11-01,39,40,0,0,39,40,79
EL VILLAR,malaria,numero de muestras hematicas tomadas,2011-11-01,0,4,0,0,0,4,4
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2011-11-01,102,139,0,0,102,139,241
ESCOMA,malaria,numero de muestras hematicas tomadas,2011-11-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2011-11-01,120,46,0,0,120,46,166
FILADELFIA,malaria,numero de muestras hematicas tomadas,2011-11-01,70,0,0,0,70,0,70
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2011-11-01,5,0,0,0,5,0,5
GUANAY,malaria,numero de muestras hematicas tomadas,2011-11-01,6,6,0,0,6,6,12
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2011-11-01,990,777,3,2,993,779,1772
HUACARETA,malaria,numero de muestras hematicas tomadas,2011-11-01,45,62,0,0,45,62,107
HUACAYA (VILLA DE HUACAYA),malaria,numero de muestras hematicas tomadas,2011-11-01,0,1,0,0,0,1,1
ICLA,malaria,numero de muestras hematicas tomadas,2011-11-01,2,0,0,0,2,0,2
INCAHUASI,malaria,numero de muestras hematicas tomadas,2011-11-01,60,72,0,0,60,72,132
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2011-11-01,42,47,0,0,42,47,89
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2011-11-01,6,3,0,0,6,3,9
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2011-11-01,1,13,0,0,1,13,14
MACHARETI,malaria,numero de muestras hematicas tomadas,2011-11-01,0,1,0,0,0,1,1
MAGDALENA,malaria,numero de muestras hematicas tomadas,2011-11-01,102,98,0,0,102,98,200
MAIRANA,malaria,numero de muestras hematicas tomadas,2011-11-01,0,1,0,0,0,1,1
MAPIRI,malaria,numero de muestras hematicas tomadas,2011-11-01,8,2,0,0,8,2,10
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2011-11-01,84,84,0,0,84,84,168
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2011-11-01,213,249,0,0,213,249,462
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2011-11-01,106,14,0,0,106,14,120
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2011-11-01,127,62,0,0,127,62,189
OMEREQUE,malaria,numero de muestras hematicas tomadas,2011-11-01,1,0,0,0,1,0,1
PADCAYA,malaria,numero de muestras hematicas tomadas,2011-11-01,11,13,0,0,11,13,24
PADILLA,malaria,numero de muestras hematicas tomadas,2011-11-01,50,60,0,0,50,60,110
PAILON,malaria,numero de muestras hematicas tomadas,2011-11-01,0,21,0,0,0,21,21
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2011-11-01,28,23,0,0,28,23,51
PAMPA GRANDE,malaria,numero de muestras hematicas tomadas,2011-11-01,0,1,0,0,0,1,1
POROMA,malaria,numero de muestras hematicas tomadas,2011-11-01,0,6,0,0,0,6,6
PORONGO,malaria,numero de muestras hematicas tomadas,2011-11-01,13,10,0,0,13,10,23
PORVENIR,malaria,numero de muestras hematicas tomadas,2011-11-01,97,0,0,0,97,0,97
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2011-11-01,43,1,0,0,43,1,44
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2011-11-01,140,86,0,0,140,86,226
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2011-11-01,3,2,0,0,3,2,5
REYES,malaria,numero de muestras hematicas tomadas,2011-11-01,3,3,0,0,3,3,6
RIBERALTA,malaria,numero de muestras hematicas tomadas,2011-11-01,872,532,5,42,877,574,1451
ROBORE,malaria,numero de muestras hematicas tomadas,2011-11-01,3,9,0,0,3,9,12
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2011-11-01,1,0,0,0,1,0,1
SACABA,malaria,numero de muestras hematicas tomadas,2011-11-01,2,1,0,0,2,1,3
SAIPINA,malaria,numero de muestras hematicas tomadas,2011-11-01,0,1,0,0,0,1,1
SAN BORJA,malaria,numero de muestras hematicas tomadas,2011-11-01,3,2,0,0,3,2,5
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2011-11-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2011-11-01,19,12,0,0,19,12,31
SAN JAVIER(STC),malaria,numero de muestras hematicas tomadas,2011-11-01,2,1,0,0,2,1,3
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2011-11-01,2,8,0,0,2,8,10
SAN JULIAN,malaria,numero de muestras hematicas tomadas,2011-11-01,3,4,0,0,3,4,7
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2011-11-01,216,202,0,0,216,202,418
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2011-11-01,13,2,0,0,13,2,15
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2011-11-01,21,17,0,0,21,17,38
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2011-11-01,0,0,0,0,0,0,0
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2011-11-01,10,10,0,0,10,10,20
SENA,malaria,numero de muestras hematicas tomadas,2011-11-01,54,39,0,0,54,39,93
SHINAOTA,malaria,numero de muestras hematicas tomadas,2011-11-01,1,2,0,0,1,2,3
TARVITA,malaria,numero de muestras hematicas tomadas,2011-11-01,0,3,0,0,0,3,3
TEOPONTE,malaria,numero de muestras hematicas tomadas,2011-11-01,17,13,0,0,17,13,30
TOMINA,malaria,numero de muestras hematicas tomadas,2011-11-01,22,19,0,0,22,19,41
TORO TORO,malaria,numero de muestras hematicas tomadas,2011-11-01,6,5,0,0,6,5,11
VILLA CHARCAS,malaria,numero de muestras hematicas tomadas,2011-11-01,4,3,0,0,4,3,7
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2011-11-01,107,104,0,0,107,104,211
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2011-11-01,91,46,0,0,91,46,137
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2011-11-01,61,60,0,0,61,60,121
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2011-11-01,3,2,0,0,3,2,5
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2011-11-01,199,238,0,0,199,238,437
YACUIBA,malaria,numero de muestras hematicas tomadas,2011-11-01,506,650,0,0,506,650,1156
AIQUILE,malaria,numero de muestras hematicas tomadas,2011-12-01,2,2,0,0,2,2,4
ALCALA,malaria,numero de muestras hematicas tomadas,2011-12-01,0,6,0,0,0,6,6
APOLO,malaria,numero de muestras hematicas tomadas,2011-12-01,39,9,0,0,39,9,48
ARAMPAMPA,malaria,numero de muestras hematicas tomadas,2011-12-01,30,30,0,0,30,30,60
AZURDUY,malaria,numero de muestras hematicas tomadas,2011-12-01,3,7,0,0,3,7,10
BAURES,malaria,numero de muestras hematicas tomadas,2011-12-01,34,32,0,0,34,32,66
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2011-12-01,51,0,0,0,51,0,51
BERMEJO,malaria,numero de muestras hematicas tomadas,2011-12-01,20,25,0,0,20,25,45
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2011-12-01,14,4,0,0,14,4,18
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2011-12-01,11,9,0,0,11,9,20
CAMARGO,malaria,numero de muestras hematicas tomadas,2011-12-01,0,1,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2011-12-01,2,0,0,0,2,0,2
CAMIRI,malaria,numero de muestras hematicas tomadas,2011-12-01,11,22,0,0,11,22,33
CARANAVI,malaria,numero de muestras hematicas tomadas,2011-12-01,15,12,0,0,15,12,27
CARAPARI,malaria,numero de muestras hematicas tomadas,2011-12-01,6,3,0,0,6,3,9
COBIJA,malaria,numero de muestras hematicas tomadas,2011-12-01,78,27,0,0,78,27,105
COCHABAMBA,malaria,numero de muestras hematicas tomadas,2011-12-01,0,1,0,0,0,1,1
COMARAPA,malaria,numero de muestras hematicas tomadas,2011-12-01,0,2,0,0,0,2,2
CUEVO,malaria,numero de muestras hematicas tomadas,2011-12-01,1,0,0,0,1,0,1
EL TORNO,malaria,numero de muestras hematicas tomadas,2011-12-01,31,25,0,0,31,25,56
EL VILLAR,malaria,numero de muestras hematicas tomadas,2011-12-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2011-12-01,92,83,0,0,92,83,175
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2011-12-01,96,93,0,0,96,93,189
FILADELFIA,malaria,numero de muestras hematicas tomadas,2011-12-01,80,42,0,0,80,42,122
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2011-12-01,0,2,0,0,0,2,2
GUANAY,malaria,numero de muestras hematicas tomadas,2011-12-01,51,45,0,0,51,45,96
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2011-12-01,861,773,4,0,865,773,1638
HUACARETA,malaria,numero de muestras hematicas tomadas,2011-12-01,4,3,0,0,4,3,7
INCAHUASI,malaria,numero de muestras hematicas tomadas,2011-12-01,50,83,0,0,50,83,133
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2011-12-01,26,24,0,0,26,24,50
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2011-12-01,25,8,0,0,25,8,33
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2011-12-01,8,5,0,0,8,5,13
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2011-12-01,4,11,0,0,4,11,15
MACHARETI,malaria,numero de muestras hematicas tomadas,2011-12-01,3,3,0,0,3,3,6
MAGDALENA,malaria,numero de muestras hematicas tomadas,2011-12-01,83,73,0,0,83,73,156
MAPIRI,malaria,numero de muestras hematicas tomadas,2011-12-01,4,5,0,0,4,5,9
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2011-12-01,4,1,0,0,4,1,5
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2011-12-01,104,159,0,0,104,159,263
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2011-12-01,37,4,0,0,37,4,41
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2011-12-01,117,68,0,0,117,68,185
PADCAYA,malaria,numero de muestras hematicas tomadas,2011-12-01,2,2,0,0,2,2,4
PADILLA,malaria,numero de muestras hematicas tomadas,2011-12-01,5,0,0,0,5,0,5
PAILON,malaria,numero de muestras hematicas tomadas,2011-12-01,3,21,3,21,6,42,48
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2011-12-01,20,13,0,0,20,13,33
POROMA,malaria,numero de muestras hematicas tomadas,2011-12-01,0,1,0,0,0,1,1
PORONGO,malaria,numero de muestras hematicas tomadas,2011-12-01,9,5,0,0,9,5,14
PORVENIR,malaria,numero de muestras hematicas tomadas,2011-12-01,220,0,0,0,220,0,220
POSTRER VALLE,malaria,numero de muestras hematicas tomadas,2011-12-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2011-12-01,46,2,0,0,46,2,48
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2011-12-01,100,78,0,0,100,78,178
RIBERALTA,malaria,numero de muestras hematicas tomadas,2011-12-01,824,645,3,44,827,689,1516
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2011-12-01,2,0,0,0,2,0,2
SAIPINA,malaria,numero de muestras hematicas tomadas,2011-12-01,29,21,0,0,29,21,50
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2011-12-01,0,1,0,0,0,1,1
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2011-12-01,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2011-12-01,12,13,0,0,12,13,25
SAN JAVIER(STC),malaria,numero de muestras hematicas tomadas,2011-12-01,1,2,2,0,3,2,5
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2011-12-01,20,40,0,0,20,40,60
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2011-12-01,145,60,0,0,145,60,205
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2011-12-01,0,0,2,1,2,1,3
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2011-12-01,32,39,0,0,32,39,71
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2011-12-01,4,12,0,0,4,12,16
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2011-12-01,12,0,0,0,12,0,12
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2011-12-01,0,0,0,0,0,0,0
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2011-12-01,6,4,0,0,6,4,10
SENA,malaria,numero de muestras hematicas tomadas,2011-12-01,67,56,0,0,67,56,123
SHINAOTA,malaria,numero de muestras hematicas tomadas,2011-12-01,1,2,0,0,1,2,3
SOPACHUY,malaria,numero de muestras hematicas tomadas,2011-12-01,0,5,0,0,0,5,5
TARABUCO,malaria,numero de muestras hematicas tomadas,2011-12-01,27,18,0,0,27,18,45
TEOPONTE,malaria,numero de muestras hematicas tomadas,2011-12-01,74,43,0,0,74,43,117
TOMINA,malaria,numero de muestras hematicas tomadas,2011-12-01,4,12,0,0,4,12,16
TORO TORO,malaria,numero de muestras hematicas tomadas,2011-12-01,140,167,0,0,140,167,307
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2011-12-01,2,0,0,0,2,0,2
VILA VILA,malaria,numero de muestras hematicas tomadas,2011-12-01,1,1,0,0,1,1,2
VILLA CHARCAS,malaria,numero de muestras hematicas tomadas,2011-12-01,18,15,0,0,18,15,33
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2011-12-01,59,78,0,0,59,78,137
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2011-12-01,82,39,0,0,82,39,121
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2011-12-01,0,5,0,0,0,5,5
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2011-12-01,4,1,0,0,4,1,5
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2011-12-01,2,0,0,0,2,0,2
YACUIBA,malaria,numero de muestras hematicas tomadas,2011-12-01,225,305,0,0,225,305,530
