municipality,group,variable,month,Acciones preventivas,TOTAL
POTOSI,atenciones odontologicas,acciones preventivas,2008-10-01,854,854
PRESTO,atenciones odontologicas,acciones preventivas,2008-10-01,652,652
PUCARA,atenciones odontologicas,acciones preventivas,2008-10-01,44,44
PUCARANI,atenciones odontologicas,acciones preventivas,2008-10-01,117,117
PUERTO ACOSTA,atenciones odontologicas,acciones preventivas,2008-10-01,114,114
PUERTO CARABUCO,atenciones odontologicas,acciones preventivas,2008-10-01,5,5
PUERTO GONZALO MORENO,atenciones odontologicas,acciones preventivas,2008-10-01,123,123
PUERTO QUIJARRO,atenciones odontologicas,acciones preventivas,2008-10-01,902,902
PUERTO RICO,atenciones odontologicas,acciones preventivas,2008-10-01,147,147
PUERTO SUAREZ,atenciones odontologicas,acciones preventivas,2008-10-01,1500,1500
PUERTO VILLARROEL,atenciones odontologicas,acciones preventivas,2008-10-01,263,263
PUNA,atenciones odontologicas,acciones preventivas,2008-10-01,223,223
PUNATA,atenciones odontologicas,acciones preventivas,2008-10-01,419,419
QUIABAYA,atenciones odontologicas,acciones preventivas,2008-10-01,361,361
QUILLACOLLO,atenciones odontologicas,acciones preventivas,2008-10-01,375,375
QUIME,atenciones odontologicas,acciones preventivas,2008-10-01,241,241
RAVELO,atenciones odontologicas,acciones preventivas,2008-10-01,246,246
REYES,atenciones odontologicas,acciones preventivas,2008-10-01,229,229
RIBERALTA,atenciones odontologicas,acciones preventivas,2008-10-01,5965,5965
ROBORE,atenciones odontologicas,acciones preventivas,2008-10-01,48,48
RURRENABAQUE,atenciones odontologicas,acciones preventivas,2008-10-01,61,61
SABAYA,atenciones odontologicas,acciones preventivas,2008-10-01,100,100
SACABA,atenciones odontologicas,acciones preventivas,2008-10-01,2919,2919
SACABAMBA,atenciones odontologicas,acciones preventivas,2008-10-01,123,123
SACACA,atenciones odontologicas,acciones preventivas,2008-10-01,55,55
SAIPINA,atenciones odontologicas,acciones preventivas,2008-10-01,15,15
SALINAS DE GARCI MENDOZA,atenciones odontologicas,acciones preventivas,2008-10-01,52,52
SAMAIPATA,atenciones odontologicas,acciones preventivas,2008-10-01,18,18
SAN AGUSTIN,atenciones odontologicas,acciones preventivas,2008-10-01,19,19
SAN ANDRES,atenciones odontologicas,acciones preventivas,2008-10-01,90,90
SAN ANDRES DE MACHACA,atenciones odontologicas,acciones preventivas,2008-10-01,26,26
SAN ANTONIO DE ESMORUCO,atenciones odontologicas,acciones preventivas,2008-10-01,6,6
SAN ANTONIO DE LOMERIO,atenciones odontologicas,acciones preventivas,2008-10-01,6,6
SAN BENITO,atenciones odontologicas,acciones preventivas,2008-10-01,100,100
SAN BORJA,atenciones odontologicas,acciones preventivas,2008-10-01,237,237
SAN BUENA VENTURA,atenciones odontologicas,acciones preventivas,2008-10-01,30,30
SAN CARLOS,atenciones odontologicas,acciones preventivas,2008-10-01,45,45
SAN IGNACIO,atenciones odontologicas,acciones preventivas,2008-10-01,93,93
SAN IGNACIO DE VELASCO,atenciones odontologicas,acciones preventivas,2008-10-01,226,226
SAN JAVIER(STC),atenciones odontologicas,acciones preventivas,2008-10-01,3,3
SAN JOAQUIN,atenciones odontologicas,acciones preventivas,2008-10-01,162,162
SAN JOSE DE CHIQUITOS,atenciones odontologicas,acciones preventivas,2008-10-01,4,4
SAN JUAN DE YAPACANI,atenciones odontologicas,acciones preventivas,2008-10-01,4,4
SAN JULIAN,atenciones odontologicas,acciones preventivas,2008-10-01,11,11
SAN LORENZO(PND),atenciones odontologicas,acciones preventivas,2008-10-01,118,118
SAN LORENZO(TJA),atenciones odontologicas,acciones preventivas,2008-10-01,373,373
SAN LUCAS,atenciones odontologicas,acciones preventivas,2008-10-01,290,290
SAN MATIAS,atenciones odontologicas,acciones preventivas,2008-10-01,211,211
SAN MIGUEL DE VELASCO,atenciones odontologicas,acciones preventivas,2008-10-01,489,489
SAN PEDRO,atenciones odontologicas,acciones preventivas,2008-10-01,5,5
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,acciones preventivas,2008-10-01,15,15
SAN PEDRO DE CURAHUARA,atenciones odontologicas,acciones preventivas,2008-10-01,56,56
SAN PEDRO DE TIQUINA,atenciones odontologicas,acciones preventivas,2008-10-01,36,36
SAN RAFAEL,atenciones odontologicas,acciones preventivas,2008-10-01,51,51
SAN RAMON,atenciones odontologicas,acciones preventivas,2008-10-01,1252,1252
SAN RAMON,atenciones odontologicas,acciones preventivas,2008-10-01,259,259
SANTA ANA,atenciones odontologicas,acciones preventivas,2008-10-01,162,162
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,acciones preventivas,2008-10-01,24472,24472
SANTA ROSA,atenciones odontologicas,acciones preventivas,2008-10-01,454,454
SANTA ROSA DEL SARA,atenciones odontologicas,acciones preventivas,2008-10-01,769,769
SANTIAGO DE HUARI,atenciones odontologicas,acciones preventivas,2008-10-01,560,560
SANTIAGO DE MACHACA,atenciones odontologicas,acciones preventivas,2008-10-01,24,24
SANTIVAÑES,atenciones odontologicas,acciones preventivas,2008-10-01,2,2
SANTUARIO DE QUILLACAS,atenciones odontologicas,acciones preventivas,2008-10-01,34,34
SAPAHAQUI,atenciones odontologicas,acciones preventivas,2008-10-01,240,240
SENA,atenciones odontologicas,acciones preventivas,2008-10-01,496,496
SICA SICA (VILLA AROMA),atenciones odontologicas,acciones preventivas,2008-10-01,81,81
SICAYA,atenciones odontologicas,acciones preventivas,2008-10-01,36,36
SIPE SIPE,atenciones odontologicas,acciones preventivas,2008-10-01,265,265
SOPACHUY,atenciones odontologicas,acciones preventivas,2008-10-01,62,62
SORACACHI,atenciones odontologicas,acciones preventivas,2008-10-01,23,23
SORATA,atenciones odontologicas,acciones preventivas,2008-10-01,163,163
SUCRE,atenciones odontologicas,acciones preventivas,2008-10-01,1529,1529
TACACOMA,atenciones odontologicas,acciones preventivas,2008-10-01,37,37
TACOBAMBA,atenciones odontologicas,acciones preventivas,2008-10-01,57,57
TACOPAYA,atenciones odontologicas,acciones preventivas,2008-10-01,38,38
TAHUA,atenciones odontologicas,acciones preventivas,2008-10-01,9,9
TAPACARI,atenciones odontologicas,acciones preventivas,2008-10-01,410,410
TARABUCO,atenciones odontologicas,acciones preventivas,2008-10-01,4764,4764
TARACO,atenciones odontologicas,acciones preventivas,2008-10-01,21,21
TARATA,atenciones odontologicas,acciones preventivas,2008-10-01,4,4
TARIJA,atenciones odontologicas,acciones preventivas,2008-10-01,718,718
TARVITA,atenciones odontologicas,acciones preventivas,2008-10-01,259,259
TEOPONTE,atenciones odontologicas,acciones preventivas,2008-10-01,11,11
TINGUIPAYA,atenciones odontologicas,acciones preventivas,2008-10-01,254,254
TIPUANI,atenciones odontologicas,acciones preventivas,2008-10-01,20,20
TIQUIPAYA,atenciones odontologicas,acciones preventivas,2008-10-01,371,371
TIRAQUE (CBBA),atenciones odontologicas,acciones preventivas,2008-10-01,168,168
TOCO,atenciones odontologicas,acciones preventivas,2008-10-01,405,405
TOLATA,atenciones odontologicas,acciones preventivas,2008-10-01,391,391
TOLEDO,atenciones odontologicas,acciones preventivas,2008-10-01,514,514
TOMAVE,atenciones odontologicas,acciones preventivas,2008-10-01,67,67
TOMINA,atenciones odontologicas,acciones preventivas,2008-10-01,1854,1854
TORO TORO,atenciones odontologicas,acciones preventivas,2008-10-01,62,62
TOTORA(CBBA),atenciones odontologicas,acciones preventivas,2008-10-01,41,41
TOTORA(ORR),atenciones odontologicas,acciones preventivas,2008-10-01,23,23
TRIGAL,atenciones odontologicas,acciones preventivas,2008-10-01,34,34
TRINIDAD,atenciones odontologicas,acciones preventivas,2008-10-01,1455,1455
TUPIZA,atenciones odontologicas,acciones preventivas,2008-10-01,198,198
TURCO,atenciones odontologicas,acciones preventivas,2008-10-01,55,55
UNCIA,atenciones odontologicas,acciones preventivas,2008-10-01,652,652
URIONDO (A. CONCEPCION),atenciones odontologicas,acciones preventivas,2008-10-01,260,260
URUBICHA,atenciones odontologicas,acciones preventivas,2008-10-01,390,390
UYUNI,atenciones odontologicas,acciones preventivas,2008-10-01,32,32
VACAS,atenciones odontologicas,acciones preventivas,2008-10-01,163,163
VALLEGRANDE,atenciones odontologicas,acciones preventivas,2008-10-01,892,892
VIACHA,atenciones odontologicas,acciones preventivas,2008-10-01,655,655
VILA VILA,atenciones odontologicas,acciones preventivas,2008-10-01,199,199
VILLA MONTES,atenciones odontologicas,acciones preventivas,2008-10-01,110,110
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,acciones preventivas,2008-10-01,12,12
VILLA RIVERO,atenciones odontologicas,acciones preventivas,2008-10-01,90,90
VILLA SERRANO,atenciones odontologicas,acciones preventivas,2008-10-01,274,274
VILLA TUNARI,atenciones odontologicas,acciones preventivas,2008-10-01,381,381
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,acciones preventivas,2008-10-01,872,872
VILLAZON,atenciones odontologicas,acciones preventivas,2008-10-01,1580,1580
VINTO,atenciones odontologicas,acciones preventivas,2008-10-01,1500,1500
VITICHI,atenciones odontologicas,acciones preventivas,2008-10-01,2,2
WARNES,atenciones odontologicas,acciones preventivas,2008-10-01,556,556
YACO,atenciones odontologicas,acciones preventivas,2008-10-01,45,45
YACUIBA,atenciones odontologicas,acciones preventivas,2008-10-01,804,804
YAMPARAEZ,atenciones odontologicas,acciones preventivas,2008-10-01,250,250
YANACACHI,atenciones odontologicas,acciones preventivas,2008-10-01,2,2
YAPACANI,atenciones odontologicas,acciones preventivas,2008-10-01,415,415
YOCALLA,atenciones odontologicas,acciones preventivas,2008-10-01,287,287
YUNCHARA,atenciones odontologicas,acciones preventivas,2008-10-01,219,219
ZUDAÑEZ,atenciones odontologicas,acciones preventivas,2008-10-01,459,459
ACACIO,atenciones odontologicas,acciones preventivas,2008-11-01,2,2
ACHACACHI,atenciones odontologicas,acciones preventivas,2008-11-01,496,496
ACHOCALLA,atenciones odontologicas,acciones preventivas,2008-11-01,308,308
AIQUILE,atenciones odontologicas,acciones preventivas,2008-11-01,134,134
ALALAY,atenciones odontologicas,acciones preventivas,2008-11-01,514,514
ALCALA,atenciones odontologicas,acciones preventivas,2008-11-01,684,684
ANCORAIMES,atenciones odontologicas,acciones preventivas,2008-11-01,215,215
ANDAMARCA,atenciones odontologicas,acciones preventivas,2008-11-01,152,152
ANZALDO,atenciones odontologicas,acciones preventivas,2008-11-01,50,50
APOLO,atenciones odontologicas,acciones preventivas,2008-11-01,165,165
ARAMPAMPA,atenciones odontologicas,acciones preventivas,2008-11-01,9,9
ARANI,atenciones odontologicas,acciones preventivas,2008-11-01,80,80
ARBIETO,atenciones odontologicas,acciones preventivas,2008-11-01,914,914
ARQUE,atenciones odontologicas,acciones preventivas,2008-11-01,158,158
ASCENCION DE GUARAYOS,atenciones odontologicas,acciones preventivas,2008-11-01,19,19
ATOCHA,atenciones odontologicas,acciones preventivas,2008-11-01,140,140
AYATA,atenciones odontologicas,acciones preventivas,2008-11-01,333,333
AYO AYO,atenciones odontologicas,acciones preventivas,2008-11-01,26,26
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,acciones preventivas,2008-11-01,117,117
AZURDUY,atenciones odontologicas,acciones preventivas,2008-11-01,409,409
BATALLAS,atenciones odontologicas,acciones preventivas,2008-11-01,7,7
BAURES,atenciones odontologicas,acciones preventivas,2008-11-01,14,14
BELEN DE URMIRI,atenciones odontologicas,acciones preventivas,2008-11-01,7,7
BELLA FLOR,atenciones odontologicas,acciones preventivas,2008-11-01,156,156
BERMEJO,atenciones odontologicas,acciones preventivas,2008-11-01,120,120
BETANZOS,atenciones odontologicas,acciones preventivas,2008-11-01,36,36
BOLIVAR,atenciones odontologicas,acciones preventivas,2008-11-01,99,99
BOLPEBRA,atenciones odontologicas,acciones preventivas,2008-11-01,55,55
BOYUIBE,atenciones odontologicas,acciones preventivas,2008-11-01,14,14
BUENA VISTA,atenciones odontologicas,acciones preventivas,2008-11-01,6,6
CABEZAS,atenciones odontologicas,acciones preventivas,2008-11-01,172,172
CAIROMA,atenciones odontologicas,acciones preventivas,2008-11-01,51,51
"CAIZA ""D""",atenciones odontologicas,acciones preventivas,2008-11-01,39,39
CAJUATA,atenciones odontologicas,acciones preventivas,2008-11-01,287,287
CALACOTO,atenciones odontologicas,acciones preventivas,2008-11-01,20,20
CALAMARCA,atenciones odontologicas,acciones preventivas,2008-11-01,5,5
CAMARGO,atenciones odontologicas,acciones preventivas,2008-11-01,802,802
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,acciones preventivas,2008-11-01,152,152
CAMIRI,atenciones odontologicas,acciones preventivas,2008-11-01,255,255
CAPINOTA,atenciones odontologicas,acciones preventivas,2008-11-01,296,296
CAQUIAVIRI,atenciones odontologicas,acciones preventivas,2008-11-01,65,65
CARACOLLO,atenciones odontologicas,acciones preventivas,2008-11-01,61,61
CARANAVI,atenciones odontologicas,acciones preventivas,2008-11-01,552,552
CARAPARI,atenciones odontologicas,acciones preventivas,2008-11-01,429,429
CARMEN RIVERO TORREZ,atenciones odontologicas,acciones preventivas,2008-11-01,442,442
CATACORA,atenciones odontologicas,acciones preventivas,2008-11-01,4,4
CHACARILLA,atenciones odontologicas,acciones preventivas,2008-11-01,58,58
CHALLAPATA,atenciones odontologicas,acciones preventivas,2008-11-01,1576,1576
CHAQUI,atenciones odontologicas,acciones preventivas,2008-11-01,10,10
CHARAGUA,atenciones odontologicas,acciones preventivas,2008-11-01,1551,1551
CHAYANTA,atenciones odontologicas,acciones preventivas,2008-11-01,69,69
CHIMORE,atenciones odontologicas,acciones preventivas,2008-11-01,65,65
CHOQUE COTA,atenciones odontologicas,acciones preventivas,2008-11-01,191,191
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,acciones preventivas,2008-11-01,249,249
CHUMA,atenciones odontologicas,acciones preventivas,2008-11-01,70,70
CLIZA,atenciones odontologicas,acciones preventivas,2008-11-01,69,69
COBIJA,atenciones odontologicas,acciones preventivas,2008-11-01,576,576
COCHABAMBA,atenciones odontologicas,acciones preventivas,2008-11-01,65700,65700
COLCAPIRHUA,atenciones odontologicas,acciones preventivas,2008-11-01,169,169
COLLANA,atenciones odontologicas,acciones preventivas,2008-11-01,5,5
COLOMI,atenciones odontologicas,acciones preventivas,2008-11-01,3679,3679
COLPA BELGICA,atenciones odontologicas,acciones preventivas,2008-11-01,156,156
COLQUECHACA,atenciones odontologicas,acciones preventivas,2008-11-01,28,28
COLQUIRI,atenciones odontologicas,acciones preventivas,2008-11-01,277,277
COMANCHE,atenciones odontologicas,acciones preventivas,2008-11-01,5,5
COMARAPA,atenciones odontologicas,acciones preventivas,2008-11-01,450,450
CONCEPCION,atenciones odontologicas,acciones preventivas,2008-11-01,2,2
COPACABANA,atenciones odontologicas,acciones preventivas,2008-11-01,28,28
CORIPATA,atenciones odontologicas,acciones preventivas,2008-11-01,3,3
CORO CORO,atenciones odontologicas,acciones preventivas,2008-11-01,19,19
COROICO,atenciones odontologicas,acciones preventivas,2008-11-01,53,53
CORQUE,atenciones odontologicas,acciones preventivas,2008-11-01,86,86
COTAGAITA,atenciones odontologicas,acciones preventivas,2008-11-01,30,30
COTOCA,atenciones odontologicas,acciones preventivas,2008-11-01,319,319
CUATRO CAÑADAS,atenciones odontologicas,acciones preventivas,2008-11-01,28,28
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,acciones preventivas,2008-11-01,17,17
CUEVO,atenciones odontologicas,acciones preventivas,2008-11-01,32,32
CULPINA,atenciones odontologicas,acciones preventivas,2008-11-01,61,61
CURAHUARA DE CARANGAS,atenciones odontologicas,acciones preventivas,2008-11-01,20,20
CURVA,atenciones odontologicas,acciones preventivas,2008-11-01,54,54
DESAGUADERO,atenciones odontologicas,acciones preventivas,2008-11-01,67,67
EL ALTO,atenciones odontologicas,acciones preventivas,2008-11-01,2094,2094
EL CHORO,atenciones odontologicas,acciones preventivas,2008-11-01,41,41
EL PUENTE(STC),atenciones odontologicas,acciones preventivas,2008-11-01,35,35
EL PUENTE(TJA),atenciones odontologicas,acciones preventivas,2008-11-01,118,118
EL TORNO,atenciones odontologicas,acciones preventivas,2008-11-01,34,34
EL VILLAR,atenciones odontologicas,acciones preventivas,2008-11-01,46,46
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2008-11-01,101,101
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2008-11-01,206,206
EUCALIPTUS,atenciones odontologicas,acciones preventivas,2008-11-01,37,37
FERNANDEZ ALONSO,atenciones odontologicas,acciones preventivas,2008-11-01,30,30
FILADELFIA,atenciones odontologicas,acciones preventivas,2008-11-01,186,186
GENERAL SAAVEDRA,atenciones odontologicas,acciones preventivas,2008-11-01,669,669
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,acciones preventivas,2008-11-01,243,243
GUANAY,atenciones odontologicas,acciones preventivas,2008-11-01,220,220
GUAQUI,atenciones odontologicas,acciones preventivas,2008-11-01,20,20
GUAYARAMERIN,atenciones odontologicas,acciones preventivas,2008-11-01,45,45
GUTIERREZ,atenciones odontologicas,acciones preventivas,2008-11-01,178,178
HUACARETA,atenciones odontologicas,acciones preventivas,2008-11-01,187,187
HUACHACALLA,atenciones odontologicas,acciones preventivas,2008-11-01,1,1
HUANUNI,atenciones odontologicas,acciones preventivas,2008-11-01,207,207
HUARACAJE,atenciones odontologicas,acciones preventivas,2008-11-01,25,25
HUAYLLAMARCA,atenciones odontologicas,acciones preventivas,2008-11-01,3,3
ICLA,atenciones odontologicas,acciones preventivas,2008-11-01,1659,1659
INCAHUASI,atenciones odontologicas,acciones preventivas,2008-11-01,375,375
INQUISIVI,atenciones odontologicas,acciones preventivas,2008-11-01,15,15
IRUPANA (VILLA DE LANZA),atenciones odontologicas,acciones preventivas,2008-11-01,21,21
IXIAMAS,atenciones odontologicas,acciones preventivas,2008-11-01,51,51
LA ASUNTA,atenciones odontologicas,acciones preventivas,2008-11-01,197,197
LA GUARDIA,atenciones odontologicas,acciones preventivas,2008-11-01,345,345
LA PAZ,atenciones odontologicas,acciones preventivas,2008-11-01,7349,7349
LAGUNILLAS,atenciones odontologicas,acciones preventivas,2008-11-01,12,12
LAJA,atenciones odontologicas,acciones preventivas,2008-11-01,19,19
LAS CARRERAS,atenciones odontologicas,acciones preventivas,2008-11-01,14,14
LICOMA PAMPA,atenciones odontologicas,acciones preventivas,2008-11-01,97,97
LLALLAGUA,atenciones odontologicas,acciones preventivas,2008-11-01,231,231
LLICA,atenciones odontologicas,acciones preventivas,2008-11-01,46,46
LORETO,atenciones odontologicas,acciones preventivas,2008-11-01,1,1
LURIBAY,atenciones odontologicas,acciones preventivas,2008-11-01,73,73
MACHACAMARCA,atenciones odontologicas,acciones preventivas,2008-11-01,21,21
MACHARETI,atenciones odontologicas,acciones preventivas,2008-11-01,12,12
MAGDALENA,atenciones odontologicas,acciones preventivas,2008-11-01,18,18
MAIRANA,atenciones odontologicas,acciones preventivas,2008-11-01,196,196
MALLA,atenciones odontologicas,acciones preventivas,2008-11-01,10,10
MAPIRI,atenciones odontologicas,acciones preventivas,2008-11-01,773,773
MECAPACA,atenciones odontologicas,acciones preventivas,2008-11-01,108,108
MINEROS,atenciones odontologicas,acciones preventivas,2008-11-01,267,267
MIZQUE,atenciones odontologicas,acciones preventivas,2008-11-01,583,583
MOCOMOCO,atenciones odontologicas,acciones preventivas,2008-11-01,200,200
MOJOCOYA,atenciones odontologicas,acciones preventivas,2008-11-01,179,179
MONTEAGUDO,atenciones odontologicas,acciones preventivas,2008-11-01,2638,2638
MONTERO,atenciones odontologicas,acciones preventivas,2008-11-01,1081,1081
MORO MORO,atenciones odontologicas,acciones preventivas,2008-11-01,21,21
MOROCHATA,atenciones odontologicas,acciones preventivas,2008-11-01,629,629
OKINAWA,atenciones odontologicas,acciones preventivas,2008-11-01,1007,1007
OMEREQUE,atenciones odontologicas,acciones preventivas,2008-11-01,139,139
ORURO,atenciones odontologicas,acciones preventivas,2008-11-01,1583,1583
PADCAYA,atenciones odontologicas,acciones preventivas,2008-11-01,234,234
PADILLA,atenciones odontologicas,acciones preventivas,2008-11-01,991,991
PAILON,atenciones odontologicas,acciones preventivas,2008-11-01,701,701
PALCA,atenciones odontologicas,acciones preventivas,2008-11-01,468,468
PALOS BLANCOS,atenciones odontologicas,acciones preventivas,2008-11-01,346,346
PAMPA AULLAGAS,atenciones odontologicas,acciones preventivas,2008-11-01,972,972
PAMPA GRANDE,atenciones odontologicas,acciones preventivas,2008-11-01,214,214
PAPEL PAMPA,atenciones odontologicas,acciones preventivas,2008-11-01,25,25
PASORAPA,atenciones odontologicas,acciones preventivas,2008-11-01,6,6
PATACAMAYA,atenciones odontologicas,acciones preventivas,2008-11-01,6,6
PAZÑA,atenciones odontologicas,acciones preventivas,2008-11-01,666,666
PELECHUCO,atenciones odontologicas,acciones preventivas,2008-11-01,86,86
POCOATA,atenciones odontologicas,acciones preventivas,2008-11-01,1349,1349
POCONA,atenciones odontologicas,acciones preventivas,2008-11-01,5,5
POJO (CBBA),atenciones odontologicas,acciones preventivas,2008-11-01,35,35
POOPO,atenciones odontologicas,acciones preventivas,2008-11-01,13,13
PORCO,atenciones odontologicas,acciones preventivas,2008-11-01,21,21
POROMA,atenciones odontologicas,acciones preventivas,2008-11-01,1721,1721
PORONGO,atenciones odontologicas,acciones preventivas,2008-11-01,264,264
PORTACHUELO,atenciones odontologicas,acciones preventivas,2008-11-01,94,94
PORVENIR,atenciones odontologicas,acciones preventivas,2008-11-01,104,104
POSTRER VALLE,atenciones odontologicas,acciones preventivas,2008-11-01,125,125
POTOSI,atenciones odontologicas,acciones preventivas,2008-11-01,463,463
PRESTO,atenciones odontologicas,acciones preventivas,2008-11-01,1679,1679
PUCARA,atenciones odontologicas,acciones preventivas,2008-11-01,38,38
PUCARANI,atenciones odontologicas,acciones preventivas,2008-11-01,79,79
PUERTO ACOSTA,atenciones odontologicas,acciones preventivas,2008-11-01,225,225
PUERTO CARABUCO,atenciones odontologicas,acciones preventivas,2008-11-01,28,28
PUERTO GONZALO MORENO,atenciones odontologicas,acciones preventivas,2008-11-01,66,66
PUERTO QUIJARRO,atenciones odontologicas,acciones preventivas,2008-11-01,429,429
PUERTO RICO,atenciones odontologicas,acciones preventivas,2008-11-01,287,287
PUERTO SILES,atenciones odontologicas,acciones preventivas,2008-11-01,19,19
PUERTO SUAREZ,atenciones odontologicas,acciones preventivas,2008-11-01,1006,1006
PUERTO VILLARROEL,atenciones odontologicas,acciones preventivas,2008-11-01,28,28
PUNA,atenciones odontologicas,acciones preventivas,2008-11-01,135,135
PUNATA,atenciones odontologicas,acciones preventivas,2008-11-01,338,338
QUIABAYA,atenciones odontologicas,acciones preventivas,2008-11-01,377,377
QUILLACOLLO,atenciones odontologicas,acciones preventivas,2008-11-01,269,269
QUIME,atenciones odontologicas,acciones preventivas,2008-11-01,230,230
RAVELO,atenciones odontologicas,acciones preventivas,2008-11-01,275,275
REYES,atenciones odontologicas,acciones preventivas,2008-11-01,106,106
RIBERALTA,atenciones odontologicas,acciones preventivas,2008-11-01,289,289
ROBORE,atenciones odontologicas,acciones preventivas,2008-11-01,247,247
RURRENABAQUE,atenciones odontologicas,acciones preventivas,2008-11-01,127,127
SABAYA,atenciones odontologicas,acciones preventivas,2008-11-01,180,180
SACABA,atenciones odontologicas,acciones preventivas,2008-11-01,5613,5613
SACABAMBA,atenciones odontologicas,acciones preventivas,2008-11-01,18,18
SACACA,atenciones odontologicas,acciones preventivas,2008-11-01,22,22
SAIPINA,atenciones odontologicas,acciones preventivas,2008-11-01,3,3
SALINAS DE GARCI MENDOZA,atenciones odontologicas,acciones preventivas,2008-11-01,52,52
SAMAIPATA,atenciones odontologicas,acciones preventivas,2008-11-01,4,4
SAN AGUSTIN,atenciones odontologicas,acciones preventivas,2008-11-01,4,4
SAN ANDRES,atenciones odontologicas,acciones preventivas,2008-11-01,7,7
SAN ANDRES DE MACHACA,atenciones odontologicas,acciones preventivas,2008-11-01,75,75
SAN BENITO,atenciones odontologicas,acciones preventivas,2008-11-01,102,102
SAN BORJA,atenciones odontologicas,acciones preventivas,2008-11-01,25,25
SAN BUENA VENTURA,atenciones odontologicas,acciones preventivas,2008-11-01,12,12
SAN CARLOS,atenciones odontologicas,acciones preventivas,2008-11-01,330,330
SAN IGNACIO,atenciones odontologicas,acciones preventivas,2008-11-01,234,234
SAN IGNACIO DE VELASCO,atenciones odontologicas,acciones preventivas,2008-11-01,227,227
SAN JAVIER(BNI),atenciones odontologicas,acciones preventivas,2008-11-01,63,63
SAN JAVIER(STC),atenciones odontologicas,acciones preventivas,2008-11-01,9,9
SAN JOAQUIN,atenciones odontologicas,acciones preventivas,2008-11-01,202,202
SAN JUAN DE YAPACANI,atenciones odontologicas,acciones preventivas,2008-11-01,223,223
SAN LORENZO(TJA),atenciones odontologicas,acciones preventivas,2008-11-01,1253,1253
SAN LUCAS,atenciones odontologicas,acciones preventivas,2008-11-01,608,608
SAN MATIAS,atenciones odontologicas,acciones preventivas,2008-11-01,209,209
SAN MIGUEL DE VELASCO,atenciones odontologicas,acciones preventivas,2008-11-01,65,65
SAN PEDRO,atenciones odontologicas,acciones preventivas,2008-11-01,10,10
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,acciones preventivas,2008-11-01,73,73
SAN PEDRO DE CURAHUARA,atenciones odontologicas,acciones preventivas,2008-11-01,15,15
SAN PEDRO DE TIQUINA,atenciones odontologicas,acciones preventivas,2008-11-01,112,112
SAN RAFAEL,atenciones odontologicas,acciones preventivas,2008-11-01,56,56
SAN RAMON,atenciones odontologicas,acciones preventivas,2008-11-01,11,11
SAN RAMON,atenciones odontologicas,acciones preventivas,2008-11-01,66,66
SANTA ANA,atenciones odontologicas,acciones preventivas,2008-11-01,267,267
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,acciones preventivas,2008-11-01,14113,14113
SANTA ROSA,atenciones odontologicas,acciones preventivas,2008-11-01,92,92
SANTA ROSA DEL SARA,atenciones odontologicas,acciones preventivas,2008-11-01,330,330
SANTIAGO DE CALLAPA,atenciones odontologicas,acciones preventivas,2008-11-01,49,49
SANTIAGO DE HUARI,atenciones odontologicas,acciones preventivas,2008-11-01,682,682
SANTIAGO DE MACHACA,atenciones odontologicas,acciones preventivas,2008-11-01,12,12
SANTIVAÑES,atenciones odontologicas,acciones preventivas,2008-11-01,3,3
SANTUARIO DE QUILLACAS,atenciones odontologicas,acciones preventivas,2008-11-01,232,232
SAPAHAQUI,atenciones odontologicas,acciones preventivas,2008-11-01,347,347
SENA,atenciones odontologicas,acciones preventivas,2008-11-01,85,85
SICA SICA (VILLA AROMA),atenciones odontologicas,acciones preventivas,2008-11-01,141,141
SICAYA,atenciones odontologicas,acciones preventivas,2008-11-01,15,15
SIPE SIPE,atenciones odontologicas,acciones preventivas,2008-11-01,190,190
SOPACHUY,atenciones odontologicas,acciones preventivas,2008-11-01,1504,1504
SORACACHI,atenciones odontologicas,acciones preventivas,2008-11-01,26,26
SORATA,atenciones odontologicas,acciones preventivas,2008-11-01,79,79
SUCRE,atenciones odontologicas,acciones preventivas,2008-11-01,5754,5754
TACACOMA,atenciones odontologicas,acciones preventivas,2008-11-01,24,24
TACOBAMBA,atenciones odontologicas,acciones preventivas,2008-11-01,189,189
TACOPAYA,atenciones odontologicas,acciones preventivas,2008-11-01,32,32
TAHUA,atenciones odontologicas,acciones preventivas,2008-11-01,10,10
TAPACARI,atenciones odontologicas,acciones preventivas,2008-11-01,1693,1693
TARABUCO,atenciones odontologicas,acciones preventivas,2008-11-01,2152,2152
TARACO,atenciones odontologicas,acciones preventivas,2008-11-01,21,21
TARATA,atenciones odontologicas,acciones preventivas,2008-11-01,36,36
