municipality,group,variable,month,Actividades Odontológicas en la Comunidad,TOTAL
EL PUENTE(STC),atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
EL PUENTE(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,10,10
EL TORNO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
EL VILLAR,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,12,12
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,39,39
EUCALIPTUS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,10,10
FERNANDEZ ALONSO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
FILADELFIA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,8,8
GUANAY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,50,50
GUAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,4,4
GUAYARAMERIN,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,51,51
GUTIERREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,91,91
HUACARETA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,3,3
HUACHACALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
HUANUNI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
HUAYLLAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,9,9
ICLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,12,12
INQUISIVI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
IRUPANA (VILLA DE LANZA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,116,116
IXIAMAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,12,12
LA ASUNTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
LA GUARDIA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,58,58
LA PAZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,505,505
LAGUNILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,10,10
LAJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,4,4
LAS CARRERAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
LLALLAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,7263,7263
LLICA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,244,244
MACHACAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,18,18
MACHARETI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
MAPIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
MINEROS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,620,620
MIZQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
MOCOMOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,3,3
MOJOCOYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,8,8
MONTEAGUDO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,14,14
MONTERO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,648,648
MORO MORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,81,81
MOROCHATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,21,21
OCURI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
OKINAWA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
OMEREQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,434,434
ORURO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,595,595
PADCAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,7,7
PADILLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,50,50
PALCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,4,4
PALOS BLANCOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,6,6
PAMPA AULLAGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
PAMPA GRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
PATACAMAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
PAZÑA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,28,28
POCOATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,4,4
POCONA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,7,7
POJO (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,4,4
POOPO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,10,10
PORCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,6,6
POROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,21,21
PORONGO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,7,7
PORTACHUELO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,202,202
PORVENIR,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
POTOSI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,118,118
PRESTO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,6,6
PUCARA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,4,4
PUCARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
PUERTO ACOSTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,163,163
PUERTO CARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
PUERTO GONZALO MORENO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
PUERTO QUIJARRO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
PUERTO RICO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,3,3
PUERTO SUAREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,8,8
PUERTO VILLARROEL,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,22,22
PUNA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,16,16
PUNATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,11,11
QUIABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,4,4
QUILLACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,106,106
QUIME,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,15,15
RIBERALTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1253,1253
SABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,4,4
SACABA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,38,38
SACABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,4,4
SAIPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
SALINAS DE GARCI MENDOZA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,508,508
SAN AGUSTIN,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
SAN ANDRES,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,3,3
SAN ANDRES DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,9,9
SAN BORJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,65,65
SAN BUENA VENTURA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
SAN CARLOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,10,10
SAN IGNACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
SAN IGNACIO DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,51,51
SAN JUAN DE YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
SAN LORENZO(PND),atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,6,6
SAN LORENZO(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,29,29
SAN LUCAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,17,17
SAN MATIAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,12,12
SAN MIGUEL DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,13,13
SAN PEDRO DE TIQUINA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,15,15
SAN RAFAEL,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
SAN RAMON,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,91,91
SAN RAMON,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,3,3
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1098,1098
SANTA ROSA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
SANTA ROSA DEL SARA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,16,16
SANTIAGO DE HUARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,44,44
SANTIAGO DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
SANTUARIO DE QUILLACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,15,15
SAPAHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,19,19
SENA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,14,14
SICA SICA (VILLA AROMA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,8,8
SICAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,10,10
SIPE SIPE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
SOPACHUY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,58,58
SORACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,3,3
SORATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,4,4
SUCRE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,332,332
TACACOMA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
TACOBAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
TACOPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,4,4
TAHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
TAPACARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,26,26
TARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,32,32
TARACO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,8,8
TARATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
TARIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,87,87
TARVITA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,16,16
TEOPONTE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
TIAWANACU,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,3,3
TINGUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,19,19
TIPUANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
TIQUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,48,48
TIRAQUE (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,44,44
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
TOLATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,8,8
TOLEDO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,26,26
TOMAVE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,13,13
TOMINA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,3,3
TORO TORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,3,3
TOTORA(ORR),atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
TRIGAL,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,2,2
TRINIDAD,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,53,53
TUPIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,24,24
TURCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,4,4
UNCIA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,21,21
URIONDO (A. CONCEPCION),atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,26,26
VACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,328,328
VALLEGRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,48,48
VIACHA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,22,22
VILA VILA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,12,12
VILLA MONTES,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,17,17
VILLA RIVERO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
VILLA SERRANO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,670,670
VILLA TUNARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,15,15
VILLAZON,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,381,381
VINTO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,6,6
VITICHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,1,1
WARNES,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,9,9
YACO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
YACUIBA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,171,171
YAMPARAEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,458,458
YANACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,5,5
YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,135,135
YOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,85,85
YUNCHARA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,14,14
ZUDAÑEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-10-01,12,12
ACHACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,46,46
ACHOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,10,10
AIQUILE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
ALALAY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,4,4
ALCALA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,18,18
ANCORAIMES,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,15,15
ANDAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,201,201
APOLO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,4,4
ARAMPAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
ARQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,8,8
ASCENCION DE GUARAYOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,23,23
ATOCHA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,12,12
AYATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
AYO AYO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,5,5
AZURDUY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,15,15
BATALLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
BELEN DE URMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
BELLA FLOR,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
BERMEJO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,4,4
BETANZOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,5,5
BOLIVAR,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,125,125
BOLPEBRA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,6,6
BOYUIBE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
"CAIZA ""D""",atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,7,7
CALAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,8,8
CAMARGO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,30,30
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,8,8
CAMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,67,67
CAPINOTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
CAQUIAVIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,9,9
CARACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,26,26
CARANAVI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,55,55
CARAPARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,28,28
CARMEN RIVERO TORREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,15,15
CATACORA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
CHACARILLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,8,8
CHALLAPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,37,37
CHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
CHARAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,23,23
CHAYANTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,13,13
CHIMORE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
CHOQUE COTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,6,6
CHUMA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,29,29
CLIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,10,10
COBIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,5,5
COCHABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,26636,26636
COLCAPIRHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,51,51
"COLCHA ""K""",atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,7,7
COLOMI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,4,4
COLPA BELGICA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,22,22
COLQUECHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
COMARAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,8,8
CONCEPCION,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
COPACABANA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,5,5
CORIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,4,4
CORO CORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,7,7
CORQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,10,10
COTAGAITA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,29,29
COTOCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,4,4
CUATRO CAÑADAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,6760,6760
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
CUEVO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,9,9
CULPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,32,32
CURAHUARA DE CARANGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
EL ALTO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,519,519
EL CHORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
EL PUENTE(STC),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
EL PUENTE(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,16,16
EL VILLAR,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,6,6
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,21,21
EUCALIPTUS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,13,13
FERNANDEZ ALONSO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,8,8
FILADELFIA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,8,8
GENERAL SAAVEDRA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,9,9
GUANAY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,6,6
GUAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,5,5
GUTIERREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,165,165
HUACARETA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,5,5
HUANUNI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,9,9
HUAYLLAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,4,4
ICLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,12,12
INCAHUASI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,8,8
INQUISIVI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
IRUPANA (VILLA DE LANZA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,251,251
IXIAMAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,18,18
LA ASUNTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,9,9
LA GUARDIA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,13,13
LA PAZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,591,591
LAGUNILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,10,10
LAJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,10,10
LAS CARRERAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
LICOMA PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
LLALLAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1626,1626
LLICA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,38,38
LURIBAY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,42,42
MACHACAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,8,8
MACHARETI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,4,4
MAIRANA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,20,20
MAPIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,13,13
MINEROS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,5,5
MIZQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
MOCOMOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,6,6
MOJOCOYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,8,8
MONTEAGUDO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,43,43
MONTERO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,778,778
MORO MORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,22,22
MOROCHATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,17,17
OKINAWA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
OMEREQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,40,40
ORURO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,500,500
PADCAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,6,6
PADILLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,20,20
PAILON,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
PALCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,7,7
PALOS BLANCOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,14,14
PAMPA AULLAGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,4,4
PAMPA GRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
PATACAMAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
PAZÑA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,9,9
POCOATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,15,15
POCONA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
POJO (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
POOPO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,20,20
PORCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
POROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,20,20
PORONGO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,10,10
PORTACHUELO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,172,172
POSTRER VALLE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,5,5
POTOSI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,36,36
PRESTO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,14,14
PUCARA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,8,8
PUCARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
PUERTO ACOSTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,219,219
PUERTO CARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,33,33
PUERTO GONZALO MORENO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,9,9
PUERTO QUIJARRO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
PUERTO RICO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
PUERTO SUAREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,4,4
