municipality,group,variable,month,Exodoncias,TOTAL
PALCA,atenciones odontologicas,exodoncias,2008-10-01,30,30
PALOS BLANCOS,atenciones odontologicas,exodoncias,2008-10-01,113,113
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2008-10-01,9,9
PAMPA GRANDE,atenciones odontologicas,exodoncias,2008-10-01,312,312
PAPEL PAMPA,atenciones odontologicas,exodoncias,2008-10-01,28,28
PASORAPA,atenciones odontologicas,exodoncias,2008-10-01,64,64
PATACAMAYA,atenciones odontologicas,exodoncias,2008-10-01,22,22
PAZÑA,atenciones odontologicas,exodoncias,2008-10-01,41,41
POCOATA,atenciones odontologicas,exodoncias,2008-10-01,62,62
POCONA,atenciones odontologicas,exodoncias,2008-10-01,24,24
POJO (CBBA),atenciones odontologicas,exodoncias,2008-10-01,7,7
POOPO,atenciones odontologicas,exodoncias,2008-10-01,14,14
PORCO,atenciones odontologicas,exodoncias,2008-10-01,26,26
POROMA,atenciones odontologicas,exodoncias,2008-10-01,21,21
PORONGO,atenciones odontologicas,exodoncias,2008-10-01,136,136
PORTACHUELO,atenciones odontologicas,exodoncias,2008-10-01,82,82
PORVENIR,atenciones odontologicas,exodoncias,2008-10-01,43,43
POSTRER VALLE,atenciones odontologicas,exodoncias,2008-10-01,23,23
POTOSI,atenciones odontologicas,exodoncias,2008-10-01,568,568
PRESTO,atenciones odontologicas,exodoncias,2008-10-01,35,35
PUCARA,atenciones odontologicas,exodoncias,2008-10-01,18,18
PUCARANI,atenciones odontologicas,exodoncias,2008-10-01,133,133
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2008-10-01,314,314
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2008-10-01,76,76
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2008-10-01,13,13
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2008-10-01,45,45
PUERTO RICO,atenciones odontologicas,exodoncias,2008-10-01,59,59
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2008-10-01,100,100
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2008-10-01,68,68
PUNA,atenciones odontologicas,exodoncias,2008-10-01,104,104
PUNATA,atenciones odontologicas,exodoncias,2008-10-01,88,88
QUIABAYA,atenciones odontologicas,exodoncias,2008-10-01,10,10
QUILLACOLLO,atenciones odontologicas,exodoncias,2008-10-01,158,158
QUIME,atenciones odontologicas,exodoncias,2008-10-01,122,122
RAVELO,atenciones odontologicas,exodoncias,2008-10-01,42,42
REYES,atenciones odontologicas,exodoncias,2008-10-01,115,115
RIBERALTA,atenciones odontologicas,exodoncias,2008-10-01,313,313
ROBORE,atenciones odontologicas,exodoncias,2008-10-01,70,70
RURRENABAQUE,atenciones odontologicas,exodoncias,2008-10-01,80,80
SABAYA,atenciones odontologicas,exodoncias,2008-10-01,41,41
SACABA,atenciones odontologicas,exodoncias,2008-10-01,456,456
SACABAMBA,atenciones odontologicas,exodoncias,2008-10-01,13,13
SACACA,atenciones odontologicas,exodoncias,2008-10-01,46,46
SAIPINA,atenciones odontologicas,exodoncias,2008-10-01,33,33
SALINAS DE GARCI MENDOZA,atenciones odontologicas,exodoncias,2008-10-01,16,16
SAMAIPATA,atenciones odontologicas,exodoncias,2008-10-01,51,51
SAN AGUSTIN,atenciones odontologicas,exodoncias,2008-10-01,10,10
SAN ANDRES,atenciones odontologicas,exodoncias,2008-10-01,31,31
SAN ANDRES DE MACHACA,atenciones odontologicas,exodoncias,2008-10-01,60,60
SAN ANTONIO DE ESMORUCO,atenciones odontologicas,exodoncias,2008-10-01,3,3
SAN ANTONIO DE LOMERIO,atenciones odontologicas,exodoncias,2008-10-01,76,76
SAN BENITO,atenciones odontologicas,exodoncias,2008-10-01,29,29
SAN BORJA,atenciones odontologicas,exodoncias,2008-10-01,125,125
SAN BUENA VENTURA,atenciones odontologicas,exodoncias,2008-10-01,57,57
SAN CARLOS,atenciones odontologicas,exodoncias,2008-10-01,59,59
SAN IGNACIO,atenciones odontologicas,exodoncias,2008-10-01,70,70
SAN IGNACIO DE VELASCO,atenciones odontologicas,exodoncias,2008-10-01,94,94
SAN JAVIER(BNI),atenciones odontologicas,exodoncias,2008-10-01,34,34
SAN JAVIER(STC),atenciones odontologicas,exodoncias,2008-10-01,21,21
SAN JOAQUIN,atenciones odontologicas,exodoncias,2008-10-01,10,10
SAN JOSE DE CHIQUITOS,atenciones odontologicas,exodoncias,2008-10-01,129,129
SAN JUAN DE YAPACANI,atenciones odontologicas,exodoncias,2008-10-01,30,30
SAN JULIAN,atenciones odontologicas,exodoncias,2008-10-01,38,38
SAN LORENZO(PND),atenciones odontologicas,exodoncias,2008-10-01,2,2
SAN LORENZO(TJA),atenciones odontologicas,exodoncias,2008-10-01,212,212
SAN LUCAS,atenciones odontologicas,exodoncias,2008-10-01,64,64
SAN MATIAS,atenciones odontologicas,exodoncias,2008-10-01,186,186
SAN MIGUEL DE VELASCO,atenciones odontologicas,exodoncias,2008-10-01,75,75
SAN PEDRO,atenciones odontologicas,exodoncias,2008-10-01,15,15
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,exodoncias,2008-10-01,79,79
SAN PEDRO DE CURAHUARA,atenciones odontologicas,exodoncias,2008-10-01,15,15
SAN PEDRO DE TIQUINA,atenciones odontologicas,exodoncias,2008-10-01,16,16
SAN RAFAEL,atenciones odontologicas,exodoncias,2008-10-01,30,30
SAN RAMON,atenciones odontologicas,exodoncias,2008-10-01,8,8
SAN RAMON,atenciones odontologicas,exodoncias,2008-10-01,45,45
SANTA ANA,atenciones odontologicas,exodoncias,2008-10-01,129,129
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,exodoncias,2008-10-01,2120,2120
SANTA ROSA,atenciones odontologicas,exodoncias,2008-10-01,41,41
SANTA ROSA DEL SARA,atenciones odontologicas,exodoncias,2008-10-01,108,108
SANTIAGO DE HUARI,atenciones odontologicas,exodoncias,2008-10-01,45,45
SANTIAGO DE MACHACA,atenciones odontologicas,exodoncias,2008-10-01,17,17
SANTIVAÑES,atenciones odontologicas,exodoncias,2008-10-01,26,26
SANTUARIO DE QUILLACAS,atenciones odontologicas,exodoncias,2008-10-01,10,10
SAPAHAQUI,atenciones odontologicas,exodoncias,2008-10-01,15,15
SENA,atenciones odontologicas,exodoncias,2008-10-01,119,119
SICA SICA (VILLA AROMA),atenciones odontologicas,exodoncias,2008-10-01,52,52
SICAYA,atenciones odontologicas,exodoncias,2008-10-01,26,26
SIPE SIPE,atenciones odontologicas,exodoncias,2008-10-01,89,89
SOPACHUY,atenciones odontologicas,exodoncias,2008-10-01,60,60
SORACACHI,atenciones odontologicas,exodoncias,2008-10-01,14,14
SORATA,atenciones odontologicas,exodoncias,2008-10-01,93,93
SUCRE,atenciones odontologicas,exodoncias,2008-10-01,994,994
TACACOMA,atenciones odontologicas,exodoncias,2008-10-01,140,140
TACOBAMBA,atenciones odontologicas,exodoncias,2008-10-01,23,23
TACOPAYA,atenciones odontologicas,exodoncias,2008-10-01,5,5
TAHUA,atenciones odontologicas,exodoncias,2008-10-01,13,13
TAPACARI,atenciones odontologicas,exodoncias,2008-10-01,49,49
TARABUCO,atenciones odontologicas,exodoncias,2008-10-01,45,45
TARACO,atenciones odontologicas,exodoncias,2008-10-01,31,31
TARATA,atenciones odontologicas,exodoncias,2008-10-01,28,28
TARIJA,atenciones odontologicas,exodoncias,2008-10-01,768,768
TARVITA,atenciones odontologicas,exodoncias,2008-10-01,92,92
TEOPONTE,atenciones odontologicas,exodoncias,2008-10-01,44,44
TIAWANACU,atenciones odontologicas,exodoncias,2008-10-01,73,73
TINGUIPAYA,atenciones odontologicas,exodoncias,2008-10-01,48,48
TIPUANI,atenciones odontologicas,exodoncias,2008-10-01,19,19
TIQUIPAYA,atenciones odontologicas,exodoncias,2008-10-01,90,90
TIRAQUE (CBBA),atenciones odontologicas,exodoncias,2008-10-01,85,85
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,exodoncias,2008-10-01,2,2
TOCO,atenciones odontologicas,exodoncias,2008-10-01,26,26
TOLATA,atenciones odontologicas,exodoncias,2008-10-01,3,3
TOLEDO,atenciones odontologicas,exodoncias,2008-10-01,43,43
TOMAVE,atenciones odontologicas,exodoncias,2008-10-01,15,15
TOMINA,atenciones odontologicas,exodoncias,2008-10-01,47,47
TORO TORO,atenciones odontologicas,exodoncias,2008-10-01,41,41
TOTORA(CBBA),atenciones odontologicas,exodoncias,2008-10-01,18,18
TOTORA(ORR),atenciones odontologicas,exodoncias,2008-10-01,5,5
TRIGAL,atenciones odontologicas,exodoncias,2008-10-01,29,29
TRINIDAD,atenciones odontologicas,exodoncias,2008-10-01,530,530
TUPIZA,atenciones odontologicas,exodoncias,2008-10-01,183,183
TURCO,atenciones odontologicas,exodoncias,2008-10-01,57,57
UNCIA,atenciones odontologicas,exodoncias,2008-10-01,45,45
URIONDO (A. CONCEPCION),atenciones odontologicas,exodoncias,2008-10-01,203,203
URUBICHA,atenciones odontologicas,exodoncias,2008-10-01,26,26
UYUNI,atenciones odontologicas,exodoncias,2008-10-01,95,95
VACAS,atenciones odontologicas,exodoncias,2008-10-01,25,25
VALLEGRANDE,atenciones odontologicas,exodoncias,2008-10-01,136,136
VIACHA,atenciones odontologicas,exodoncias,2008-10-01,92,92
VILA VILA,atenciones odontologicas,exodoncias,2008-10-01,16,16
VILLA MONTES,atenciones odontologicas,exodoncias,2008-10-01,222,222
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,exodoncias,2008-10-01,45,45
VILLA RIVERO,atenciones odontologicas,exodoncias,2008-10-01,22,22
VILLA SERRANO,atenciones odontologicas,exodoncias,2008-10-01,1737,1737
VILLA TUNARI,atenciones odontologicas,exodoncias,2008-10-01,183,183
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,exodoncias,2008-10-01,81,81
VILLAZON,atenciones odontologicas,exodoncias,2008-10-01,150,150
VINTO,atenciones odontologicas,exodoncias,2008-10-01,30,30
VITICHI,atenciones odontologicas,exodoncias,2008-10-01,19,19
WALDO BALLIVIAN,atenciones odontologicas,exodoncias,2008-10-01,16,16
WARNES,atenciones odontologicas,exodoncias,2008-10-01,149,149
YACO,atenciones odontologicas,exodoncias,2008-10-01,31,31
YACUIBA,atenciones odontologicas,exodoncias,2008-10-01,390,390
YAMPARAEZ,atenciones odontologicas,exodoncias,2008-10-01,20,20
YANACACHI,atenciones odontologicas,exodoncias,2008-10-01,7,7
YAPACANI,atenciones odontologicas,exodoncias,2008-10-01,52,52
YOCALLA,atenciones odontologicas,exodoncias,2008-10-01,20,20
YOTALA,atenciones odontologicas,exodoncias,2008-10-01,47,47
YUNCHARA,atenciones odontologicas,exodoncias,2008-10-01,33,33
ZUDAÑEZ,atenciones odontologicas,exodoncias,2008-10-01,66,66
ACACIO,atenciones odontologicas,exodoncias,2008-11-01,4,4
ACHACACHI,atenciones odontologicas,exodoncias,2008-11-01,228,228
ACHOCALLA,atenciones odontologicas,exodoncias,2008-11-01,59,59
AIQUILE,atenciones odontologicas,exodoncias,2008-11-01,29,29
ALALAY,atenciones odontologicas,exodoncias,2008-11-01,11,11
ALCALA,atenciones odontologicas,exodoncias,2008-11-01,31,31
ANCORAIMES,atenciones odontologicas,exodoncias,2008-11-01,64,64
ANDAMARCA,atenciones odontologicas,exodoncias,2008-11-01,9,9
ANTEQUERA,atenciones odontologicas,exodoncias,2008-11-01,13,13
ANZALDO,atenciones odontologicas,exodoncias,2008-11-01,19,19
APOLO,atenciones odontologicas,exodoncias,2008-11-01,72,72
ARAMPAMPA,atenciones odontologicas,exodoncias,2008-11-01,5,5
ARANI,atenciones odontologicas,exodoncias,2008-11-01,23,23
ARBIETO,atenciones odontologicas,exodoncias,2008-11-01,11,11
ARQUE,atenciones odontologicas,exodoncias,2008-11-01,16,16
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2008-11-01,57,57
ATOCHA,atenciones odontologicas,exodoncias,2008-11-01,122,122
AYATA,atenciones odontologicas,exodoncias,2008-11-01,76,76
AYO AYO,atenciones odontologicas,exodoncias,2008-11-01,28,28
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2008-11-01,61,61
AZURDUY,atenciones odontologicas,exodoncias,2008-11-01,44,44
BATALLAS,atenciones odontologicas,exodoncias,2008-11-01,78,78
BAURES,atenciones odontologicas,exodoncias,2008-11-01,60,60
BELEN DE URMIRI,atenciones odontologicas,exodoncias,2008-11-01,16,16
BELLA FLOR,atenciones odontologicas,exodoncias,2008-11-01,9,9
BERMEJO,atenciones odontologicas,exodoncias,2008-11-01,217,217
BETANZOS,atenciones odontologicas,exodoncias,2008-11-01,90,90
BOLIVAR,atenciones odontologicas,exodoncias,2008-11-01,93,93
BOLPEBRA,atenciones odontologicas,exodoncias,2008-11-01,35,35
BOYUIBE,atenciones odontologicas,exodoncias,2008-11-01,40,40
BUENA VISTA,atenciones odontologicas,exodoncias,2008-11-01,7,7
CABEZAS,atenciones odontologicas,exodoncias,2008-11-01,105,105
CAIROMA,atenciones odontologicas,exodoncias,2008-11-01,121,121
"CAIZA ""D""",atenciones odontologicas,exodoncias,2008-11-01,23,23
CALACOTO,atenciones odontologicas,exodoncias,2008-11-01,60,60
CALAMARCA,atenciones odontologicas,exodoncias,2008-11-01,33,33
CAMARGO,atenciones odontologicas,exodoncias,2008-11-01,113,113
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2008-11-01,9,9
CAMIRI,atenciones odontologicas,exodoncias,2008-11-01,208,208
CAPINOTA,atenciones odontologicas,exodoncias,2008-11-01,70,70
CAQUIAVIRI,atenciones odontologicas,exodoncias,2008-11-01,57,57
CARACOLLO,atenciones odontologicas,exodoncias,2008-11-01,115,115
CARANAVI,atenciones odontologicas,exodoncias,2008-11-01,174,174
CARAPARI,atenciones odontologicas,exodoncias,2008-11-01,144,144
CARMEN RIVERO TORREZ,atenciones odontologicas,exodoncias,2008-11-01,44,44
CATACORA,atenciones odontologicas,exodoncias,2008-11-01,70,70
CHACARILLA,atenciones odontologicas,exodoncias,2008-11-01,17,17
CHALLAPATA,atenciones odontologicas,exodoncias,2008-11-01,181,181
CHAQUI,atenciones odontologicas,exodoncias,2008-11-01,12,12
CHARAGUA,atenciones odontologicas,exodoncias,2008-11-01,232,232
CHARAÑA,atenciones odontologicas,exodoncias,2008-11-01,4,4
CHAYANTA,atenciones odontologicas,exodoncias,2008-11-01,73,73
CHIMORE,atenciones odontologicas,exodoncias,2008-11-01,20,20
CHOQUE COTA,atenciones odontologicas,exodoncias,2008-11-01,26,26
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2008-11-01,64,64
CHUMA,atenciones odontologicas,exodoncias,2008-11-01,128,128
CLIZA,atenciones odontologicas,exodoncias,2008-11-01,30,30
COBIJA,atenciones odontologicas,exodoncias,2008-11-01,142,142
COCHABAMBA,atenciones odontologicas,exodoncias,2008-11-01,2491,2491
COLCAPIRHUA,atenciones odontologicas,exodoncias,2008-11-01,49,49
"COLCHA ""K""",atenciones odontologicas,exodoncias,2008-11-01,24,24
COLLANA,atenciones odontologicas,exodoncias,2008-11-01,83,83
COLOMI,atenciones odontologicas,exodoncias,2008-11-01,7,7
COLPA BELGICA,atenciones odontologicas,exodoncias,2008-11-01,22,22
COLQUECHACA,atenciones odontologicas,exodoncias,2008-11-01,46,46
COLQUIRI,atenciones odontologicas,exodoncias,2008-11-01,94,94
COMANCHE,atenciones odontologicas,exodoncias,2008-11-01,73,73
COMARAPA,atenciones odontologicas,exodoncias,2008-11-01,106,106
CONCEPCION,atenciones odontologicas,exodoncias,2008-11-01,19,19
COPACABANA,atenciones odontologicas,exodoncias,2008-11-01,80,80
CORIPATA,atenciones odontologicas,exodoncias,2008-11-01,68,68
CORO CORO,atenciones odontologicas,exodoncias,2008-11-01,59,59
COROICO,atenciones odontologicas,exodoncias,2008-11-01,99,99
CORQUE,atenciones odontologicas,exodoncias,2008-11-01,32,32
COTAGAITA,atenciones odontologicas,exodoncias,2008-11-01,51,51
COTOCA,atenciones odontologicas,exodoncias,2008-11-01,54,54
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2008-11-01,24,24
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,exodoncias,2008-11-01,4,4
CUEVO,atenciones odontologicas,exodoncias,2008-11-01,54,54
CULPINA,atenciones odontologicas,exodoncias,2008-11-01,39,39
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2008-11-01,32,32
CURVA,atenciones odontologicas,exodoncias,2008-11-01,6,6
DESAGUADERO,atenciones odontologicas,exodoncias,2008-11-01,83,83
EL ALTO,atenciones odontologicas,exodoncias,2008-11-01,2279,2279
EL CHORO,atenciones odontologicas,exodoncias,2008-11-01,3,3
EL PUENTE(STC),atenciones odontologicas,exodoncias,2008-11-01,46,46
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2008-11-01,129,129
EL TORNO,atenciones odontologicas,exodoncias,2008-11-01,95,95
EL VILLAR,atenciones odontologicas,exodoncias,2008-11-01,24,24
ENTRE RIOS,atenciones odontologicas,exodoncias,2008-11-01,36,36
ENTRE RIOS,atenciones odontologicas,exodoncias,2008-11-01,250,250
EUCALIPTUS,atenciones odontologicas,exodoncias,2008-11-01,11,11
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2008-11-01,52,52
FILADELFIA,atenciones odontologicas,exodoncias,2008-11-01,66,66
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2008-11-01,28,28
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2008-11-01,76,76
GUANAY,atenciones odontologicas,exodoncias,2008-11-01,44,44
GUAQUI,atenciones odontologicas,exodoncias,2008-11-01,77,77
GUAYARAMERIN,atenciones odontologicas,exodoncias,2008-11-01,165,165
GUTIERREZ,atenciones odontologicas,exodoncias,2008-11-01,146,146
HUACARETA,atenciones odontologicas,exodoncias,2008-11-01,46,46
HUACHACALLA,atenciones odontologicas,exodoncias,2008-11-01,16,16
HUANUNI,atenciones odontologicas,exodoncias,2008-11-01,104,104
HUARACAJE,atenciones odontologicas,exodoncias,2008-11-01,12,12
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2008-11-01,42,42
ICLA,atenciones odontologicas,exodoncias,2008-11-01,76,76
INCAHUASI,atenciones odontologicas,exodoncias,2008-11-01,64,64
INQUISIVI,atenciones odontologicas,exodoncias,2008-11-01,90,90
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2008-11-01,47,47
IXIAMAS,atenciones odontologicas,exodoncias,2008-11-01,78,78
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2008-11-01,20,20
LA ASUNTA,atenciones odontologicas,exodoncias,2008-11-01,59,59
LA GUARDIA,atenciones odontologicas,exodoncias,2008-11-01,151,151
LA PAZ,atenciones odontologicas,exodoncias,2008-11-01,2285,2285
LAGUNILLAS,atenciones odontologicas,exodoncias,2008-11-01,19,19
LAJA,atenciones odontologicas,exodoncias,2008-11-01,102,102
LAS CARRERAS,atenciones odontologicas,exodoncias,2008-11-01,6,6
LICOMA PAMPA,atenciones odontologicas,exodoncias,2008-11-01,26,26
LLALLAGUA,atenciones odontologicas,exodoncias,2008-11-01,48,48
LLICA,atenciones odontologicas,exodoncias,2008-11-01,29,29
LORETO,atenciones odontologicas,exodoncias,2008-11-01,5,5
LURIBAY,atenciones odontologicas,exodoncias,2008-11-01,16,16
MACHACAMARCA,atenciones odontologicas,exodoncias,2008-11-01,41,41
MACHARETI,atenciones odontologicas,exodoncias,2008-11-01,46,46
MAGDALENA,atenciones odontologicas,exodoncias,2008-11-01,38,38
MAIRANA,atenciones odontologicas,exodoncias,2008-11-01,65,65
MALLA,atenciones odontologicas,exodoncias,2008-11-01,10,10
MAPIRI,atenciones odontologicas,exodoncias,2008-11-01,57,57
MECAPACA,atenciones odontologicas,exodoncias,2008-11-01,30,30
MINEROS,atenciones odontologicas,exodoncias,2008-11-01,10,10
MIZQUE,atenciones odontologicas,exodoncias,2008-11-01,26,26
MOCOMOCO,atenciones odontologicas,exodoncias,2008-11-01,179,179
MOJOCOYA,atenciones odontologicas,exodoncias,2008-11-01,4,4
MONTEAGUDO,atenciones odontologicas,exodoncias,2008-11-01,81,81
MONTERO,atenciones odontologicas,exodoncias,2008-11-01,249,249
MORO MORO,atenciones odontologicas,exodoncias,2008-11-01,8,8
MOROCHATA,atenciones odontologicas,exodoncias,2008-11-01,82,82
OCURI,atenciones odontologicas,exodoncias,2008-11-01,55,55
OKINAWA,atenciones odontologicas,exodoncias,2008-11-01,19,19
OMEREQUE,atenciones odontologicas,exodoncias,2008-11-01,47,47
ORURO,atenciones odontologicas,exodoncias,2008-11-01,1018,1018
PADCAYA,atenciones odontologicas,exodoncias,2008-11-01,78,78
PADILLA,atenciones odontologicas,exodoncias,2008-11-01,85,85
PAILON,atenciones odontologicas,exodoncias,2008-11-01,63,63
PALCA,atenciones odontologicas,exodoncias,2008-11-01,30,30
PALOS BLANCOS,atenciones odontologicas,exodoncias,2008-11-01,154,154
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2008-11-01,14,14
PAMPA GRANDE,atenciones odontologicas,exodoncias,2008-11-01,12,12
PAPEL PAMPA,atenciones odontologicas,exodoncias,2008-11-01,15,15
PASORAPA,atenciones odontologicas,exodoncias,2008-11-01,8,8
PATACAMAYA,atenciones odontologicas,exodoncias,2008-11-01,27,27
PAZÑA,atenciones odontologicas,exodoncias,2008-11-01,20,20
PELECHUCO,atenciones odontologicas,exodoncias,2008-11-01,14,14
POCOATA,atenciones odontologicas,exodoncias,2008-11-01,44,44
POCONA,atenciones odontologicas,exodoncias,2008-11-01,19,19
POJO (CBBA),atenciones odontologicas,exodoncias,2008-11-01,29,29
POOPO,atenciones odontologicas,exodoncias,2008-11-01,39,39
PORCO,atenciones odontologicas,exodoncias,2008-11-01,19,19
POROMA,atenciones odontologicas,exodoncias,2008-11-01,21,21
PORONGO,atenciones odontologicas,exodoncias,2008-11-01,107,107
PORTACHUELO,atenciones odontologicas,exodoncias,2008-11-01,99,99
PORVENIR,atenciones odontologicas,exodoncias,2008-11-01,26,26
POSTRER VALLE,atenciones odontologicas,exodoncias,2008-11-01,28,28
POTOSI,atenciones odontologicas,exodoncias,2008-11-01,575,575
PRESTO,atenciones odontologicas,exodoncias,2008-11-01,31,31
PUCARA,atenciones odontologicas,exodoncias,2008-11-01,34,34
PUCARANI,atenciones odontologicas,exodoncias,2008-11-01,150,150
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2008-11-01,258,258
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2008-11-01,134,134
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2008-11-01,3,3
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2008-11-01,33,33
PUERTO RICO,atenciones odontologicas,exodoncias,2008-11-01,34,34
PUERTO SILES,atenciones odontologicas,exodoncias,2008-11-01,34,34
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2008-11-01,74,74
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2008-11-01,60,60
PUNA,atenciones odontologicas,exodoncias,2008-11-01,119,119
PUNATA,atenciones odontologicas,exodoncias,2008-11-01,101,101
QUIABAYA,atenciones odontologicas,exodoncias,2008-11-01,41,41
QUILLACOLLO,atenciones odontologicas,exodoncias,2008-11-01,48,48
QUIME,atenciones odontologicas,exodoncias,2008-11-01,115,115
QUIRUSILLAS,atenciones odontologicas,exodoncias,2008-11-01,1,1
RAVELO,atenciones odontologicas,exodoncias,2008-11-01,30,30
REYES,atenciones odontologicas,exodoncias,2008-11-01,244,244
RIBERALTA,atenciones odontologicas,exodoncias,2008-11-01,306,306
ROBORE,atenciones odontologicas,exodoncias,2008-11-01,80,80
RURRENABAQUE,atenciones odontologicas,exodoncias,2008-11-01,82,82
SABAYA,atenciones odontologicas,exodoncias,2008-11-01,26,26
SACABA,atenciones odontologicas,exodoncias,2008-11-01,375,375
SACABAMBA,atenciones odontologicas,exodoncias,2008-11-01,12,12
SACACA,atenciones odontologicas,exodoncias,2008-11-01,13,13
SAIPINA,atenciones odontologicas,exodoncias,2008-11-01,13,13
SALINAS DE GARCI MENDOZA,atenciones odontologicas,exodoncias,2008-11-01,19,19
SAMAIPATA,atenciones odontologicas,exodoncias,2008-11-01,44,44
SAN AGUSTIN,atenciones odontologicas,exodoncias,2008-11-01,13,13
SAN ANDRES,atenciones odontologicas,exodoncias,2008-11-01,2,2
SAN ANDRES DE MACHACA,atenciones odontologicas,exodoncias,2008-11-01,158,158
SAN ANTONIO DE LOMERIO,atenciones odontologicas,exodoncias,2008-11-01,35,35
SAN BENITO,atenciones odontologicas,exodoncias,2008-11-01,15,15
SAN BORJA,atenciones odontologicas,exodoncias,2008-11-01,60,60
SAN BUENA VENTURA,atenciones odontologicas,exodoncias,2008-11-01,46,46
SAN CARLOS,atenciones odontologicas,exodoncias,2008-11-01,78,78
SAN IGNACIO,atenciones odontologicas,exodoncias,2008-11-01,54,54
SAN IGNACIO DE VELASCO,atenciones odontologicas,exodoncias,2008-11-01,106,106
SAN JAVIER(BNI),atenciones odontologicas,exodoncias,2008-11-01,37,37
SAN JAVIER(STC),atenciones odontologicas,exodoncias,2008-11-01,13,13
SAN JOAQUIN,atenciones odontologicas,exodoncias,2008-11-01,16,16
SAN JOSE DE CHIQUITOS,atenciones odontologicas,exodoncias,2008-11-01,76,76
SAN JUAN DE YAPACANI,atenciones odontologicas,exodoncias,2008-11-01,27,27
SAN LORENZO(TJA),atenciones odontologicas,exodoncias,2008-11-01,172,172
SAN LUCAS,atenciones odontologicas,exodoncias,2008-11-01,75,75
SAN MATIAS,atenciones odontologicas,exodoncias,2008-11-01,83,83
SAN MIGUEL DE VELASCO,atenciones odontologicas,exodoncias,2008-11-01,11,11
SAN PEDRO,atenciones odontologicas,exodoncias,2008-11-01,24,24
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,exodoncias,2008-11-01,59,59
SAN PEDRO DE CURAHUARA,atenciones odontologicas,exodoncias,2008-11-01,13,13
SAN PEDRO DE TIQUINA,atenciones odontologicas,exodoncias,2008-11-01,53,53
SAN RAFAEL,atenciones odontologicas,exodoncias,2008-11-01,36,36
SAN RAMON,atenciones odontologicas,exodoncias,2008-11-01,1,1
SAN RAMON,atenciones odontologicas,exodoncias,2008-11-01,25,25
SANTA ANA,atenciones odontologicas,exodoncias,2008-11-01,184,184
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,exodoncias,2008-11-01,2018,2018
SANTA ROSA,atenciones odontologicas,exodoncias,2008-11-01,212,212
SANTA ROSA DEL SARA,atenciones odontologicas,exodoncias,2008-11-01,118,118
SANTIAGO DE CALLAPA,atenciones odontologicas,exodoncias,2008-11-01,17,17
SANTIAGO DE HUARI,atenciones odontologicas,exodoncias,2008-11-01,43,43
SANTIAGO DE MACHACA,atenciones odontologicas,exodoncias,2008-11-01,26,26
SANTIVAÑES,atenciones odontologicas,exodoncias,2008-11-01,15,15
SANTUARIO DE QUILLACAS,atenciones odontologicas,exodoncias,2008-11-01,14,14
SAPAHAQUI,atenciones odontologicas,exodoncias,2008-11-01,11,11
SENA,atenciones odontologicas,exodoncias,2008-11-01,20,20
SICA SICA (VILLA AROMA),atenciones odontologicas,exodoncias,2008-11-01,47,47
SICAYA,atenciones odontologicas,exodoncias,2008-11-01,13,13
SIPE SIPE,atenciones odontologicas,exodoncias,2008-11-01,63,63
SOPACHUY,atenciones odontologicas,exodoncias,2008-11-01,36,36
SORACACHI,atenciones odontologicas,exodoncias,2008-11-01,15,15
SORATA,atenciones odontologicas,exodoncias,2008-11-01,106,106
