municipality,group,variable,month,Niños de 1 año a menores de 5 años con 2da dosis v,TOTAL
PORTACHUELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,167,167
PORVENIR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,28,28
POSTRER VALLE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,18,18
POTOSI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,886,886
PRESTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,81,81
PUCARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,20,20
PUCARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,67,67
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,68,68
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,58,58
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,37,37
PUERTO PEREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,23,23
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,511,511
PUERTO RICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,83,83
PUERTO SILES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,11,11
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,144,144
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,216,216
PUNA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,311,311
PUNATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,118,118
QUIABAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,14,14
QUILLACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,915,915
QUIME,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,29,29
QUIRUSILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,20,20
RAVELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,230,230
REYES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,80,80
RIBERALTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,544,544
ROBORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,116,116
RURRENABAQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,73,73
SABAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,14,14
SACABA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,680,680
SACABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,69,69
SACACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,208,208
SAIPINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,42,42
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,97,97
SAMAIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,121,121
SAN AGUSTIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,14,14
SAN ANDRES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,97,97
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,7,7
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,23,23
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,64,64
SAN BENITO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,66,66
SAN BORJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,925,925
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,38,38
SAN CARLOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,103,103
SAN IGNACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,200,200
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,339,339
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,21,21
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,95,95
SAN JOAQUIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,7,7
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,467,467
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,108,108
SAN JULIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,349,349
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,6,6
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,150,150
SAN LUCAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,615,615
SAN MATIAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,201,201
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,86,86
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,37,37
SAN PEDRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,219,219
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,235,235
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,28,28
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,2,2
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,42,42
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,10,10
SAN RAFAEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,45,45
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,27,27
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,27,27
SANTA ANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,323,323
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,3294,3294
SANTA ROSA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,40,40
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,101,101
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,55,55
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,116,116
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,25,25
SANTIVAÑES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,82,82
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,28,28
SAPAHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,67,67
SENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,20,20
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,40,40
SICAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,18,18
SIPE SIPE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,203,203
SOPACHUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,107,107
SORACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,132,132
SORATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,177,177
SUCRE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,5822,5822
TACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,1,1
TACACOMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,28,28
TACOBAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,39,39
TACOPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,79,79
TAHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,32,32
TAPACARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,149,149
TARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,107,107
TARACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,38,38
TARATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,65,65
TARIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,816,816
TARVITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,352,352
TEOPONTE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,53,53
TIAWANACU,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,42,42
TINGUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,232,232
TIPUANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,20,20
TIQUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,517,517
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,123,123
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,8,8
TOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,69,69
TODOS SANTOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,17,17
TOLATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,44,44
TOLEDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,34,34
TOMAVE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,125,125
TOMINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,99,99
TORO TORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,167,167
TOTORA(CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,55,55
TOTORA(ORR),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,53,53
TRIGAL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,9,9
TRINIDAD,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,262,262
TUPIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,346,346
TURCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,21,21
UMALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,92,92
UNCIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,28,28
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,131,131
URUBICHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,147,147
UYUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,572,572
VACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,80,80
VALLEGRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,70,70
VIACHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,246,246
VILA VILA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,48,48
VILLA MONTES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,555,555
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,8,8
VILLA RIVERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,34,34
VILLA SERRANO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,151,151
VILLA TUNARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,327,327
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,140,140
VILLAZON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,339,339
VINTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,428,428
VITICHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,81,81
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,4,4
WARNES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,468,468
YACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,53,53
YACUIBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,384,384
YAMPARAEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,109,109
YANACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,15,15
YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,474,474
YOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,37,37
YOTALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,112,112
YUNCHARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,111,111
ZUDAÑEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-10-01,153,153
ACACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,66,66
ACHACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,431,431
ACHOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,36,36
AIQUILE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,132,132
ALALAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,23,23
ALCALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,13,13
ANCORAIMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,83,83
ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,43,43
ANTEQUERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,20,20
ANZALDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,76,76
APOLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,55,55
ARAMPAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,25,25
ARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,66,66
ARBIETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,118,118
ARQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,175,175
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,38,38
ATOCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,40,40
AUCAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,19,19
AYATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,40,40
AYO AYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,34,34
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,122,122
AZURDUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,273,273
BATALLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,62,62
BAURES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,29,29
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,6,6
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,16,16
BELLA FLOR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,21,21
BERMEJO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,721,721
BETANZOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,283,283
BOLIVAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,97,97
BOLPEBRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,2,2
BOYUIBE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,11,11
BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,52,52
CABEZAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,173,173
CAIROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,85,85
"CAIZA ""D""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,77,77
CAJUATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,43,43
CALACOTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,58,58
CALAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,73,73
CAMARGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,147,147
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,9,9
CAMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,425,425
CAPINOTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,121,121
CAQUIAVIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,54,54
CARACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,76,76
CARANAVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,266,266
CARAPARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,158,158
CARIPUYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,89,89
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,13,13
CATACORA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,16,16
CHACARILLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,156,156
CHALLAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,327,327
CHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,56,56
CHARAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,228,228
CHARAÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,67,67
CHAYANTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,242,242
CHIMORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,149,149
CHIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,1,1
CHOQUE COTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,9,9
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,26,26
CHUMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,52,52
CLIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,223,223
COBIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,222,222
COCHABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,7368,7368
COLCAPIRHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,135,135
"COLCHA ""K""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,120,120
COLLANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,3,3
COLOMI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,137,137
COLPA BELGICA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,61,61
COLQUECHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,465,465
COLQUENCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,69,69
COLQUIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,86,86
COMANCHE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,14,14
COMARAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,189,189
COMBAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,22,22
CONCEPCION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,272,272
COPACABANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,44,44
CORIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,37,37
CORO CORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,50,50
COROICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,43,43
CORQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,45,45
COTAGAITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,198,198
COTOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,442,442
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,323,323
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,32,32
CUEVO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,17,17
CULPINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,211,211
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,16,16
CURVA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,11,11
DESAGUADERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,60,60
EL ALTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2008-11-01,8372,8372
