municipality,group,variable,month,Niños (as) 6 a 23 meses que reciben Alimento compl,TOTAL
SANTA ANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,174,174
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,1362,1362
SANTA ROSA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,30,30
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,185,185
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,4,4
SICAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,16,16
SIPE SIPE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,355,355
SOPACHUY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,8,8
SORACACHI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,217,217
SUCRE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,23,23
TACOPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,224,224
TAPACARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,490,490
TARABUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,475,475
TARACO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,2,2
TARATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,19,19
TARIJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,2578,2578
TARVITA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,457,457
TINGUIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,17,17
TIQUIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,278,278
TIRAQUE (CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,10,10
TODOS SANTOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,4,4
TOLATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,3,3
TOLEDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,106,106
TOMINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,272,272
TORO TORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,373,373
TOTORA(CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,256,256
TOTORA(ORR),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,79,79
TRINIDAD,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,621,621
TURCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,96,96
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,262,262
URUBICHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,50,50
VACAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,202,202
VIACHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,626,626
VILA VILA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,86,86
VILLA MONTES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,421,421
VILLA SERRANO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,170,170
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,169,169
VILLAZON,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,253,253
VINTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,232,232
VITICHI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,201,201
WALDO BALLIVIAN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,21,21
WARNES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,3,3
YACUIBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,1186,1186
YAMPARAEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,175,175
YOCALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,119,119
YOTALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,10,10
YUNCHARA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,155,155
ZUDAÑEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,185,185
ACACIO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,160,160
AIQUILE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,349,349
ALCALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,28,28
ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,88,88
ANTEQUERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,40,40
ANZALDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,70,70
APOLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,9,9
ARANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,33,33
ARBIETO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,143,143
ARQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,206,206
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,24,24
AYO AYO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,26,26
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,4,4
AZURDUY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,195,195
BAURES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,45,45
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,5,5
BELEN DE URMIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,24,24
BERMEJO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,613,613
BETANZOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,694,694
BOLIVAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,384,384
BOYUIBE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,33,33
BUENA VISTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,34,34
"CAIZA ""D""",nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,197,197
CAJUATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,3,3
CALACOTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,84,84
CAMARGO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,289,289
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,54,54
CAPINOTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,60,60
CARACOLLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,298,298
CARANAVI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,1,1
CARANGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,2,2
CARAPARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,263,263
CATACORA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,30,30
CHALLAPATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,480,480
CHARAGUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,3,3
CHIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,39,39
CHOQUE COTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,27,27
CHUMA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,121,121
CLIZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,95,95
COBIJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,331,331
COCHABAMBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,18,18
COIPASA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,6,6
COLCAPIRHUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,111,111
"COLCHA ""K""",nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,127,127
COLLANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,5,5
COLOMI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,35,35
COLQUECHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,983,983
COLQUENCHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,121,121
COLQUIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,200,200
COMANCHE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,40,40
COMARAPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,3,3
CORO CORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,128,128
CORQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,107,107
COTAGAITA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,159,159
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,13,13
CULPINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,10,10
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,95,95
CURVA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,15,15
EL ALTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,2091,2091
EL CHORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,83,83
EL PUENTE(STC),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,52,52
EL PUENTE(TJA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,255,255
EL VILLAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,115,115
ENTRE RIOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,592,592
ESCARA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,10,10
ESMERALDA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,2,2
EUCALIPTUS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,119,119
EXALTACION,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,3,3
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,21,21
GUAYARAMERIN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,469,469
GUTIERREZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,4,4
HUACHACALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,13,13
HUANUNI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,307,307
HUARACAJE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,50,50
HUAYLLAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,77,77
ICLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,165,165
INCAHUASI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,150,150
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,1,1
LA PAZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,2,2
LA RIVERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,3,3
LAGUNILLAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,3,3
LAS CARRERAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,89,89
LLALLAGUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,89,89
LORETO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,74,74
LURIBAY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,92,92
MACHACAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,59,59
MACHARETI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,175,175
MOJOCOYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,157,157
MONTEAGUDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,541,541
MONTERO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,1,1
MORO MORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,23,23
MOROCHATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,565,565
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,10,10
OCURI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,537,537
ORURO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,1482,1482
PADCAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,443,443
PADILLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,229,229
PALOS BLANCOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,6,6
PAMPA AULLAGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,53,53
PAPEL PAMPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,50,50
PAZÑA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,124,124
POCOATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,539,539
POJO (CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,83,83
PORCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,158,158
POROMA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,264,264
PORVENIR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,128,128
POSTRER VALLE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,18,18
PRESTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,258,258
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,46,46
PUERTO RICO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,82,82
PUERTO SILES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,24,24
PUERTO VILLARROEL,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,10,10
PUNA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,595,595
PUNATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,267,267
RAVELO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,486,486
REYES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,96,96
RIBERALTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,2119,2119
ROBORE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,76,76
RURRENABAQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,151,151
SABAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,35,35
SACABA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,1164,1164
SACABAMBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,70,70
SACACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,381,381
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,187,187
SAN AGUSTIN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,29,29
SAN ANDRES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,103,103
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,46,46
SAN BENITO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,54,54
SAN BORJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,461,461
SAN IGNACIO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,300,300
SAN JAVIER(BNI),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,39,39
SAN JOAQUIN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,43,43
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,37,37
SAN JULIAN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,12,12
SAN LORENZO(PND),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,33,33
SAN LORENZO(TJA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,312,312
SAN LUCAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,904,904
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,58,58
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,493,493
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,18,18
SAN RAFAEL,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,84,84
SAN RAMON,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,5,5
SANTA ANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,204,204
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,4592,4592
SANTA ROSA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,54,54
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,56,56
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,247,247
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,20,20
SAPAHAQUI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,163,163
SICAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,4,4
SIPE SIPE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,338,338
SOPACHUY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,149,149
SORACACHI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,221,221
SUCRE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,23,23
TACOBAMBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,23,23
TACOPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,235,235
TAPACARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,447,447
TARABUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,424,424
TARACO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,2,2
TARATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,44,44
TARIJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,2363,2363
TARVITA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,412,412
TIQUIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,185,185
TIRAQUE (CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,4,4
TODOS SANTOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,5,5
TOLATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,36,36
TOLEDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,75,75
TOMINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,271,271
TORO TORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,225,225
TOTORA(CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,204,204
TOTORA(ORR),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,48,48
TRINIDAD,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,466,466
TUPIZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,559,559
TURCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,85,85
UMALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,3,3
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,322,322
UYUNI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,151,151
VACAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,194,194
VIACHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,790,790
VILA VILA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,59,59
VILLA MONTES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,630,630
VILLA SERRANO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,167,167
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,132,132
VILLAZON,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,462,462
VINTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,189,189
VITICHI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,149,149
WALDO BALLIVIAN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,25,25
WARNES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,4,4
YACUIBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,1121,1121
YAMPARAEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,214,214
YOCALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,165,165
YOTALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,167,167
YUNCHARA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,154,154
ZUDAÑEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-11-01,181,181
ACACIO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,144,144
