municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vi,TOTAL
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,25,25
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,4,4
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,7,7
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,9,9
SAN BENITO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,9,9
SAN BORJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,88,88
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,25,25
SAN CARLOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,31,31
SAN IGNACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,31,31
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,131,131
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,1,1
SAN JAVIER(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,22,22
SAN JOAQUIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,8,8
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,36,36
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,4,4
SAN JULIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,69,69
SAN LORENZO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,3,3
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,14,14
SAN LUCAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,65,65
SAN MATIAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,26,26
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,20,20
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,2,2
SAN PEDRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,20,20
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,49,49
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,8,8
SAN PEDRO DE QUEMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,5,5
SAN PEDRO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,3,3
SAN RAFAEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,4,4
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,18,18
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,13,13
SANTA ANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,44,44
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,887,887
SANTA ROSA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,21,21
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,19,19
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,6,6
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,8,8
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,3,3
SANTIVAÑES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,6,6
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,5,5
SAPAHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,8,8
SENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,6,6
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,23,23
SICAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,6,6
SIPE SIPE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,18,18
SOPACHUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,19,19
SORACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,11,11
SORATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,16,16
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,476,476
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,3,3
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,12,12
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,19,19
TAHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,1,1
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,42,42
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,37,37
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,6,6
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,7,7
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,361,361
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,27,27
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,9,9
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,19,19
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,41,41
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,23,23
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,66,66
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,69,69
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,7,7
TODOS SANTOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,1,1
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,7,7
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,8,8
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,10,10
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,11,11
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,22,22
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,18,18
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,6,6
TRIGAL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,1,1
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,59,59
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,59,59
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,2,2
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,11,11
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,29,29
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,10,10
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,8,8
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,49,49
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,16,16
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,35,35
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,37,37
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,14,14
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,78,78
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,1,1
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,5,5
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,16,16
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,112,112
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,14,14
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,79,79
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,61,61
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,10,10
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,7,7
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,85,85
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,5,5
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,115,115
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,17,17
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,2,2
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,77,77
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,5,5
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,13,13
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,7,7
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-09-01,19,19
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,8,8
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,61,61
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,13,13
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,50,50
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,7,7
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,9,9
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,21,21
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1,1
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,14,14
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,24,24
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,10,10
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,15,15
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,11,11
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,18,18
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,54,54
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,23,23
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,17,17
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,44,44
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,20,20
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,13,13
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,7,7
BELEN DE URMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,3,3
BELLA FLOR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1,1
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,63,63
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,47,47
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,20,20
BOLPEBRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,7,7
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,8,8
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,13,13
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,17,17
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,16,16
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,16,16
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,5,5
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,13,13
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,28,28
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,60,60
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,26,26
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,20,20
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,102,102
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,14,14
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,24,24
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,5,5
CHACARILLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1,1
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,58,58
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,8,8
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,64,64
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,3,3
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,27,27
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,5,5
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
CHOQUE COTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,26,26
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,9,9
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,9,9
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,105,105
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1115,1115
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,54,54
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,17,17
COLLANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1,1
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,32,32
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,56,56
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,12,12
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,33,33
COMANCHE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,49,49
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
CONCEPCION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,58,58
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,16,16
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,13,13
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,10,10
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,22,22
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,7,7
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,29,29
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,77,77
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,26,26
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,42,42
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,5,5
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,7,7
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1171,1171
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,11,11
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,9,9
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,17,17
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,89,89
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,3,3
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,14,14
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,20,20
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,10,10
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,3,3
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,3,3
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,20,20
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,3,3
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,19,19
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,15,15
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,7,7
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,108,108
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,15,15
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,13,13
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
HUACHACALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
HUANUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,23,23
HUARACAJE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
HUAYLLAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,5,5
ICHOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
ICLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,16,16
INCAHUASI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,54,54
INGAVI (HUMAITA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1,1
INQUISIVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,12,12
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,12,12
IXIAMAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,9,9
JESUS DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,24,24
LA ASUNTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,36,36
LA GUARDIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,52,52
LA PAZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1507,1507
LAGUNILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
LAJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,20,20
LAS CARRERAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
LICOMA PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
LLALLAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,61,61
LLICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
LORETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
LURIBAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,8,8
MACHACAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
MACHARETI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,7,7
MAGDALENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,19,19
MAIRANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,18,18
MALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,8,8
MAPIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,13,13
MECAPACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,11,11
MINEROS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,45,45
MIZQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,45,45
MOCOMOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,21,21
MOJOCOYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,12,12
MONTEAGUDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,41,41
MONTERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,58,58
MOROCHATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,49,49
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1,1
OCURI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,83,83
OKINAWA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,11,11
